Year,SeriesCode,Страна ,Type of renewable technology,Value
2015,EG_EGY_RNEW,China,BIOENERGY,5.723
2015,EG_EGY_RNEW,China,HYDROPOWER,212.741
2015,EG_EGY_RNEW,China,WIND,94.028
2015,EG_EGY_RNEW,China,ALL,343.76
2015,EG_EGY_RNEW,China,SOLAR,31.247
2015,EG_EGY_RNEW,China,MARINE,0.003
2015,EG_EGY_RNEW,China,GEOTHERMAL,0.018
2016,EG_EGY_RNEW,China,ALL,385.919
2016,EG_EGY_RNEW,China,WIND,105.94
2016,EG_EGY_RNEW,China,HYDROPOWER,217.835
2016,EG_EGY_RNEW,China,BIOENERGY,6.612
2016,EG_EGY_RNEW,China,GEOTHERMAL,0.018
2016,EG_EGY_RNEW,China,MARINE,0.003
2016,EG_EGY_RNEW,China,SOLAR,55.51
2017,EG_EGY_RNEW,China,BIOENERGY,7.966
2017,EG_EGY_RNEW,China,HYDROPOWER,222.924
2017,EG_EGY_RNEW,China,WIND,116.555
2017,EG_EGY_RNEW,China,ALL,440.237
2017,EG_EGY_RNEW,China,SOLAR,92.771
2017,EG_EGY_RNEW,China,MARINE,0.003
2017,EG_EGY_RNEW,China,GEOTHERMAL,0.018
2018,EG_EGY_RNEW,China,MARINE,0.003
2018,EG_EGY_RNEW,China,SOLAR,123.679
2018,EG_EGY_RNEW,China,ALL,490.776
2018,EG_EGY_RNEW,China,WIND,130.315
2018,EG_EGY_RNEW,China,HYDROPOWER,227.421
2018,EG_EGY_RNEW,China,GEOTHERMAL,0.018
2018,EG_EGY_RNEW,China,BIOENERGY,9.34
2019,EG_EGY_RNEW,China,GEOTHERMAL,0.0
2019,EG_EGY_RNEW,China,BIOENERGY,11.631
2019,EG_EGY_RNEW,China,HYDROPOWER,230.507
2019,EG_EGY_RNEW,China,WIND,147.399
2019,EG_EGY_RNEW,China,ALL,533.697
2019,EG_EGY_RNEW,China,SOLAR,144.156
2019,EG_EGY_RNEW,China,MARINE,0.003
2020,EG_EGY_RNEW,China,GEOTHERMAL,0.0
2020,EG_EGY_RNEW,China,MARINE,0.003
2020,EG_EGY_RNEW,China,SOLAR,178.229
2020,EG_EGY_RNEW,China,ALL,631.347
2020,EG_EGY_RNEW,China,WIND,197.984
2020,EG_EGY_RNEW,China,HYDROPOWER,238.58
2020,EG_EGY_RNEW,China,BIOENERGY,16.551
2021,EG_EGY_RNEW,China,SOLAR,215.285
2021,EG_EGY_RNEW,China,MARINE,0.003
2021,EG_EGY_RNEW,China,GEOTHERMAL,0.0
2021,EG_EGY_RNEW,China,BIOENERGY,20.866
2021,EG_EGY_RNEW,China,HYDROPOWER,248.637
2021,EG_EGY_RNEW,China,WIND,230.714
2021,EG_EGY_RNEW,China,ALL,715.505
2000,EG_EGY_RNEW,Colombia,SOLAR,0.015
2000,EG_EGY_RNEW,Colombia,BIOENERGY,2.04
2000,EG_EGY_RNEW,Colombia,ALL,213.062
2000,EG_EGY_RNEW,Colombia,HYDROPOWER,211.007
2000,EG_EGY_RNEW,Colombia,WIND,0.0
2001,EG_EGY_RNEW,Colombia,SOLAR,0.025
2001,EG_EGY_RNEW,Colombia,WIND,0.0
2001,EG_EGY_RNEW,Colombia,HYDROPOWER,217.939
2001,EG_EGY_RNEW,Colombia,ALL,219.972
2001,EG_EGY_RNEW,Colombia,BIOENERGY,2.008
2002,EG_EGY_RNEW,Colombia,SOLAR,0.025
2002,EG_EGY_RNEW,Colombia,BIOENERGY,1.978
2002,EG_EGY_RNEW,Colombia,ALL,225.516
2002,EG_EGY_RNEW,Colombia,HYDROPOWER,223.513
2002,EG_EGY_RNEW,Colombia,WIND,0.0
2003,EG_EGY_RNEW,Colombia,WIND,0.0
2003,EG_EGY_RNEW,Colombia,HYDROPOWER,215.833
2003,EG_EGY_RNEW,Colombia,ALL,217.807
2003,EG_EGY_RNEW,Colombia,BIOENERGY,1.948
2003,EG_EGY_RNEW,Colombia,SOLAR,0.026
2004,EG_EGY_RNEW,Colombia,BIOENERGY,1.921
2004,EG_EGY_RNEW,Colombia,ALL,216.741
2004,EG_EGY_RNEW,Colombia,HYDROPOWER,214.314
2004,EG_EGY_RNEW,Colombia,WIND,0.48
2004,EG_EGY_RNEW,Colombia,SOLAR,0.026
2005,EG_EGY_RNEW,Colombia,WIND,0.237
2005,EG_EGY_RNEW,Colombia,HYDROPOWER,211.935
2005,EG_EGY_RNEW,Colombia,ALL,214.093
2005,EG_EGY_RNEW,Colombia,BIOENERGY,1.895
2005,EG_EGY_RNEW,Colombia,SOLAR,0.027
2006,EG_EGY_RNEW,Colombia,HYDROPOWER,209.184
2006,EG_EGY_RNEW,Colombia,WIND,0.431
2006,EG_EGY_RNEW,Colombia,SOLAR,0.027
2006,EG_EGY_RNEW,Colombia,BIOENERGY,2.198
2006,EG_EGY_RNEW,Colombia,ALL,211.839
2007,EG_EGY_RNEW,Colombia,WIND,0.425
2007,EG_EGY_RNEW,Colombia,HYDROPOWER,207.616
2007,EG_EGY_RNEW,Colombia,ALL,210.239
2007,EG_EGY_RNEW,Colombia,BIOENERGY,2.171
2007,EG_EGY_RNEW,Colombia,SOLAR,0.027
2008,EG_EGY_RNEW,Colombia,SOLAR,0.028
2008,EG_EGY_RNEW,Colombia,BIOENERGY,2.147
2008,EG_EGY_RNEW,Colombia,ALL,207.924
2008,EG_EGY_RNEW,Colombia,HYDROPOWER,205.329
2008,EG_EGY_RNEW,Colombia,WIND,0.42
2009,EG_EGY_RNEW,Colombia,WIND,0.416
2009,EG_EGY_RNEW,Colombia,HYDROPOWER,203.031
2009,EG_EGY_RNEW,Colombia,ALL,206.049
2009,EG_EGY_RNEW,Colombia,BIOENERGY,2.574
2009,EG_EGY_RNEW,Colombia,SOLAR,0.028
2010,EG_EGY_RNEW,Colombia,SOLAR,0.028
2010,EG_EGY_RNEW,Colombia,BIOENERGY,3.877
2010,EG_EGY_RNEW,Colombia,ALL,206.117
2010,EG_EGY_RNEW,Colombia,HYDROPOWER,201.8
2010,EG_EGY_RNEW,Colombia,WIND,0.411
2011,EG_EGY_RNEW,Colombia,ALL,218.9
2011,EG_EGY_RNEW,Colombia,BIOENERGY,3.974
2011,EG_EGY_RNEW,Colombia,SOLAR,0.029
2011,EG_EGY_RNEW,Colombia,WIND,0.407
2011,EG_EGY_RNEW,Colombia,HYDROPOWER,214.49
2012,EG_EGY_RNEW,Colombia,SOLAR,0.029
2012,EG_EGY_RNEW,Colombia,BIOENERGY,3.977
2012,EG_EGY_RNEW,Colombia,ALL,217.956
2012,EG_EGY_RNEW,Colombia,HYDROPOWER,213.549
2012,EG_EGY_RNEW,Colombia,WIND,0.402
2013,EG_EGY_RNEW,Colombia,SOLAR,0.03
2013,EG_EGY_RNEW,Colombia,WIND,0.398
2013,EG_EGY_RNEW,Colombia,HYDROPOWER,213.422
2013,EG_EGY_RNEW,Colombia,ALL,217.885
2013,EG_EGY_RNEW,Colombia,BIOENERGY,4.035
2014,EG_EGY_RNEW,Colombia,SOLAR,0.03
2014,EG_EGY_RNEW,Colombia,BIOENERGY,4.597
2014,EG_EGY_RNEW,Colombia,ALL,238.534
2014,EG_EGY_RNEW,Colombia,HYDROPOWER,233.512
2014,EG_EGY_RNEW,Colombia,WIND,0.395
2015,EG_EGY_RNEW,Colombia,WIND,0.391
2015,EG_EGY_RNEW,Colombia,HYDROPOWER,244.078
2015,EG_EGY_RNEW,Colombia,ALL,249.52
2015,EG_EGY_RNEW,Colombia,BIOENERGY,5.02
2015,EG_EGY_RNEW,Colombia,SOLAR,0.031
2016,EG_EGY_RNEW,Colombia,BIOENERGY,5.396
2016,EG_EGY_RNEW,Colombia,ALL,249.619
2016,EG_EGY_RNEW,Colombia,HYDROPOWER,243.804
2016,EG_EGY_RNEW,Colombia,WIND,0.387
2016,EG_EGY_RNEW,Colombia,SOLAR,0.032
2017,EG_EGY_RNEW,Colombia,WIND,0.381
2017,EG_EGY_RNEW,Colombia,HYDROPOWER,242.617
2017,EG_EGY_RNEW,Colombia,ALL,249.649
2017,EG_EGY_RNEW,Colombia,BIOENERGY,6.417
2017,EG_EGY_RNEW,Colombia,SOLAR,0.234
2018,EG_EGY_RNEW,Colombia,HYDROPOWER,240.313
2018,EG_EGY_RNEW,Colombia,WIND,0.374
2018,EG_EGY_RNEW,Colombia,SOLAR,0.271
2018,EG_EGY_RNEW,Colombia,BIOENERGY,6.499
2018,EG_EGY_RNEW,Colombia,ALL,247.457
2019,EG_EGY_RNEW,Colombia,WIND,0.367
2019,EG_EGY_RNEW,Colombia,HYDROPOWER,237.63
2019,EG_EGY_RNEW,Colombia,ALL,244.893
2019,EG_EGY_RNEW,Colombia,BIOENERGY,6.38
2019,EG_EGY_RNEW,Colombia,SOLAR,0.517
2020,EG_EGY_RNEW,Colombia,SOLAR,1.679
2020,EG_EGY_RNEW,Colombia,BIOENERGY,6.454
2020,EG_EGY_RNEW,Colombia,ALL,243.21
2020,EG_EGY_RNEW,Colombia,HYDROPOWER,234.715
2020,EG_EGY_RNEW,Colombia,WIND,0.362
2021,EG_EGY_RNEW,Colombia,WIND,0.358
2021,EG_EGY_RNEW,Colombia,HYDROPOWER,232.046
2021,EG_EGY_RNEW,Colombia,ALL,243.676
2021,EG_EGY_RNEW,Colombia,BIOENERGY,7.701
2021,EG_EGY_RNEW,Colombia,SOLAR,3.572
2000,EG_EGY_RNEW,Costa Rica,WIND,10.681
2000,EG_EGY_RNEW,Costa Rica,HYDROPOWER,307.977
2000,EG_EGY_RNEW,Costa Rica,BIOENERGY,3.016
2000,EG_EGY_RNEW,Costa Rica,SOLAR,0.062
2000,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,36.44
2000,EG_EGY_RNEW,Costa Rica,ALL,358.175
2001,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,35.774
2001,EG_EGY_RNEW,Costa Rica,SOLAR,0.146
2001,EG_EGY_RNEW,Costa Rica,BIOENERGY,2.961
2001,EG_EGY_RNEW,Costa Rica,HYDROPOWER,302.352
2001,EG_EGY_RNEW,Costa Rica,ALL,356.603
2001,EG_EGY_RNEW,Costa Rica,WIND,15.37
2002,EG_EGY_RNEW,Costa Rica,WIND,15.112
2002,EG_EGY_RNEW,Costa Rica,HYDROPOWER,308.299
2002,EG_EGY_RNEW,Costa Rica,BIOENERGY,2.911
2002,EG_EGY_RNEW,Costa Rica,SOLAR,0.264
2002,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,35.099
2002,EG_EGY_RNEW,Costa Rica,ALL,361.685
2003,EG_EGY_RNEW,Costa Rica,ALL,368.873
2003,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,38.843
2003,EG_EGY_RNEW,Costa Rica,SOLAR,0.398
2003,EG_EGY_RNEW,Costa Rica,BIOENERGY,3.939
2003,EG_EGY_RNEW,Costa Rica,WIND,16.378
2003,EG_EGY_RNEW,Costa Rica,HYDROPOWER,309.315
2004,EG_EGY_RNEW,Costa Rica,ALL,368.616
2004,EG_EGY_RNEW,Costa Rica,HYDROPOWER,306.527
2004,EG_EGY_RNEW,Costa Rica,WIND,16.131
2004,EG_EGY_RNEW,Costa Rica,BIOENERGY,6.513
2004,EG_EGY_RNEW,Costa Rica,SOLAR,0.482
2004,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,38.963
2005,EG_EGY_RNEW,Costa Rica,ALL,363.348
2005,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,38.393
2005,EG_EGY_RNEW,Costa Rica,SOLAR,0.595
2005,EG_EGY_RNEW,Costa Rica,BIOENERGY,6.418
2005,EG_EGY_RNEW,Costa Rica,WIND,15.895
2005,EG_EGY_RNEW,Costa Rica,HYDROPOWER,302.047
2006,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,37.847
2006,EG_EGY_RNEW,Costa Rica,ALL,382.966
2006,EG_EGY_RNEW,Costa Rica,HYDROPOWER,322.395
2006,EG_EGY_RNEW,Costa Rica,WIND,15.669
2006,EG_EGY_RNEW,Costa Rica,BIOENERGY,6.327
2006,EG_EGY_RNEW,Costa Rica,SOLAR,0.729
2007,EG_EGY_RNEW,Costa Rica,ALL,421.002
2007,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,37.32
2007,EG_EGY_RNEW,Costa Rica,SOLAR,0.846
2007,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.59
2007,EG_EGY_RNEW,Costa Rica,WIND,14.865
2007,EG_EGY_RNEW,Costa Rica,HYDROPOWER,360.381
2008,EG_EGY_RNEW,Costa Rica,SOLAR,1.011
2008,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,36.807
2008,EG_EGY_RNEW,Costa Rica,ALL,419.277
2008,EG_EGY_RNEW,Costa Rica,HYDROPOWER,359.313
2008,EG_EGY_RNEW,Costa Rica,WIND,14.66
2008,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.486
2009,EG_EGY_RNEW,Costa Rica,ALL,433.858
2009,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,36.313
2009,EG_EGY_RNEW,Costa Rica,SOLAR,1.106
2009,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.385
2009,EG_EGY_RNEW,Costa Rica,WIND,25.312
2009,EG_EGY_RNEW,Costa Rica,HYDROPOWER,363.742
2010,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.291
2010,EG_EGY_RNEW,Costa Rica,SOLAR,1.341
2010,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,35.848
2010,EG_EGY_RNEW,Costa Rica,ALL,425.766
2010,EG_EGY_RNEW,Costa Rica,HYDROPOWER,356.298
2010,EG_EGY_RNEW,Costa Rica,WIND,24.988
2011,EG_EGY_RNEW,Costa Rica,ALL,436.255
2011,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,46.475
2011,EG_EGY_RNEW,Costa Rica,SOLAR,1.462
2011,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.201
2011,EG_EGY_RNEW,Costa Rica,WIND,27.415
2011,EG_EGY_RNEW,Costa Rica,HYDROPOWER,353.702
2012,EG_EGY_RNEW,Costa Rica,WIND,30.317
2012,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.115
2012,EG_EGY_RNEW,Costa Rica,SOLAR,2.082
2012,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,45.919
2012,EG_EGY_RNEW,Costa Rica,HYDROPOWER,369.189
2012,EG_EGY_RNEW,Costa Rica,ALL,454.623
2013,EG_EGY_RNEW,Costa Rica,ALL,453.657
2013,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,45.393
2013,EG_EGY_RNEW,Costa Rica,SOLAR,2.653
2013,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.868
2013,EG_EGY_RNEW,Costa Rica,WIND,29.97
2013,EG_EGY_RNEW,Costa Rica,HYDROPOWER,367.774
2014,EG_EGY_RNEW,Costa Rica,HYDROPOWER,367.773
2014,EG_EGY_RNEW,Costa Rica,WIND,39.861
2014,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.476
2014,EG_EGY_RNEW,Costa Rica,SOLAR,3.441
2014,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,44.898
2014,EG_EGY_RNEW,Costa Rica,ALL,463.45
2015,EG_EGY_RNEW,Costa Rica,HYDROPOWER,369.89
2015,EG_EGY_RNEW,Costa Rica,ALL,481.963
2015,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,44.402
2015,EG_EGY_RNEW,Costa Rica,SOLAR,4.593
2015,EG_EGY_RNEW,Costa Rica,BIOENERGY,7.494
2015,EG_EGY_RNEW,Costa Rica,WIND,55.585
2016,EG_EGY_RNEW,Costa Rica,HYDROPOWER,456.199
2016,EG_EGY_RNEW,Costa Rica,WIND,73.829
2016,EG_EGY_RNEW,Costa Rica,BIOENERGY,8.631
2016,EG_EGY_RNEW,Costa Rica,SOLAR,4.766
2016,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,41.83
2016,EG_EGY_RNEW,Costa Rica,ALL,585.256
2017,EG_EGY_RNEW,Costa Rica,WIND,75.657
2017,EG_EGY_RNEW,Costa Rica,HYDROPOWER,470.62
2017,EG_EGY_RNEW,Costa Rica,ALL,602.749
2017,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,41.423
2017,EG_EGY_RNEW,Costa Rica,SOLAR,5.6
2017,EG_EGY_RNEW,Costa Rica,BIOENERGY,9.448
2018,EG_EGY_RNEW,Costa Rica,HYDROPOWER,470.688
2018,EG_EGY_RNEW,Costa Rica,WIND,80.895
2018,EG_EGY_RNEW,Costa Rica,BIOENERGY,11.866
2018,EG_EGY_RNEW,Costa Rica,SOLAR,5.548
2018,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,41.038
2018,EG_EGY_RNEW,Costa Rica,ALL,610.035
2019,EG_EGY_RNEW,Costa Rica,BIOENERGY,15.616
2019,EG_EGY_RNEW,Costa Rica,WIND,80.818
2019,EG_EGY_RNEW,Costa Rica,HYDROPOWER,460.843
2019,EG_EGY_RNEW,Costa Rica,ALL,618.306
2019,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,51.501
2019,EG_EGY_RNEW,Costa Rica,SOLAR,9.528
2020,EG_EGY_RNEW,Costa Rica,HYDROPOWER,455.146
2020,EG_EGY_RNEW,Costa Rica,WIND,76.813
2020,EG_EGY_RNEW,Costa Rica,BIOENERGY,15.705
2020,EG_EGY_RNEW,Costa Rica,SOLAR,11.086
2020,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,51.114
2020,EG_EGY_RNEW,Costa Rica,ALL,609.864
2021,EG_EGY_RNEW,Costa Rica,SOLAR,14.308
2021,EG_EGY_RNEW,Costa Rica,BIOENERGY,15.611
2021,EG_EGY_RNEW,Costa Rica,WIND,76.353
2021,EG_EGY_RNEW,Costa Rica,HYDROPOWER,461.657
2021,EG_EGY_RNEW,Costa Rica,ALL,618.736
2021,EG_EGY_RNEW,Costa Rica,GEOTHERMAL,50.808
2000,EG_EGY_RNEW,Georgia,SOLAR,0.0
2000,EG_EGY_RNEW,Georgia,WIND,0.0
2000,EG_EGY_RNEW,Georgia,ALL,600.384
2000,EG_EGY_RNEW,Georgia,HYDROPOWER,600.384
2001,EG_EGY_RNEW,Georgia,HYDROPOWER,617.867
2001,EG_EGY_RNEW,Georgia,ALL,617.867
2001,EG_EGY_RNEW,Georgia,WIND,0.0
2001,EG_EGY_RNEW,Georgia,SOLAR,0.0
2002,EG_EGY_RNEW,Georgia,ALL,630.549
2002,EG_EGY_RNEW,Georgia,HYDROPOWER,630.549
2002,EG_EGY_RNEW,Georgia,SOLAR,0.0
2002,EG_EGY_RNEW,Georgia,WIND,0.0
2003,EG_EGY_RNEW,Georgia,HYDROPOWER,637.345
2003,EG_EGY_RNEW,Georgia,ALL,637.345
2003,EG_EGY_RNEW,Georgia,WIND,0.0
2003,EG_EGY_RNEW,Georgia,SOLAR,0.0
2004,EG_EGY_RNEW,Georgia,SOLAR,0.0
2004,EG_EGY_RNEW,Georgia,WIND,0.0
2004,EG_EGY_RNEW,Georgia,ALL,641.973
2004,EG_EGY_RNEW,Georgia,HYDROPOWER,641.973
2005,EG_EGY_RNEW,Georgia,WIND,0.0
2005,EG_EGY_RNEW,Georgia,SOLAR,0.0
2005,EG_EGY_RNEW,Georgia,HYDROPOWER,646.459
2005,EG_EGY_RNEW,Georgia,ALL,646.459
2006,EG_EGY_RNEW,Georgia,SOLAR,0.0
2006,EG_EGY_RNEW,Georgia,WIND,0.0
2006,EG_EGY_RNEW,Georgia,ALL,657.048
2006,EG_EGY_RNEW,Georgia,HYDROPOWER,657.048
2007,EG_EGY_RNEW,Georgia,HYDROPOWER,692.188
2007,EG_EGY_RNEW,Georgia,ALL,692.188
2007,EG_EGY_RNEW,Georgia,WIND,0.0
2007,EG_EGY_RNEW,Georgia,SOLAR,0.0
2008,EG_EGY_RNEW,Georgia,WIND,0.0
2008,EG_EGY_RNEW,Georgia,HYDROPOWER,699.348
2008,EG_EGY_RNEW,Georgia,SOLAR,0.0
2008,EG_EGY_RNEW,Georgia,ALL,699.348
2009,EG_EGY_RNEW,Georgia,HYDROPOWER,705.063
2009,EG_EGY_RNEW,Georgia,WIND,0.0
2009,EG_EGY_RNEW,Georgia,ALL,705.063
2009,EG_EGY_RNEW,Georgia,SOLAR,0.0
2010,EG_EGY_RNEW,Georgia,SOLAR,0.0
2010,EG_EGY_RNEW,Georgia,ALL,704.336
2010,EG_EGY_RNEW,Georgia,WIND,0.0
2010,EG_EGY_RNEW,Georgia,HYDROPOWER,704.336
2011,EG_EGY_RNEW,Georgia,ALL,707.394
2011,EG_EGY_RNEW,Georgia,SOLAR,0.0
2011,EG_EGY_RNEW,Georgia,HYDROPOWER,707.394
2011,EG_EGY_RNEW,Georgia,WIND,0.0
2012,EG_EGY_RNEW,Georgia,SOLAR,0.0
2012,EG_EGY_RNEW,Georgia,ALL,712.307
2012,EG_EGY_RNEW,Georgia,WIND,0.0
2012,EG_EGY_RNEW,Georgia,HYDROPOWER,712.307
2013,EG_EGY_RNEW,Georgia,HYDROPOWER,714.47
2013,EG_EGY_RNEW,Georgia,WIND,0.0
2013,EG_EGY_RNEW,Georgia,ALL,714.47
2013,EG_EGY_RNEW,Georgia,SOLAR,0.0
2014,EG_EGY_RNEW,Georgia,WIND,0.0
2014,EG_EGY_RNEW,Georgia,HYDROPOWER,630.591
2014,EG_EGY_RNEW,Georgia,SOLAR,0.0
2014,EG_EGY_RNEW,Georgia,ALL,630.591
2015,EG_EGY_RNEW,Georgia,HYDROPOWER,630.58
2015,EG_EGY_RNEW,Georgia,WIND,0.0
2015,EG_EGY_RNEW,Georgia,ALL,630.58
2015,EG_EGY_RNEW,Georgia,SOLAR,0.0
2016,EG_EGY_RNEW,Georgia,SOLAR,0.066
2016,EG_EGY_RNEW,Georgia,ALL,649.742
2016,EG_EGY_RNEW,Georgia,WIND,5.303
2016,EG_EGY_RNEW,Georgia,HYDROPOWER,644.373
2017,EG_EGY_RNEW,Georgia,ALL,727.286
2017,EG_EGY_RNEW,Georgia,SOLAR,0.066
2017,EG_EGY_RNEW,Georgia,HYDROPOWER,721.917
2017,EG_EGY_RNEW,Georgia,WIND,5.302
2018,EG_EGY_RNEW,Georgia,SOLAR,0.069
2018,EG_EGY_RNEW,Georgia,ALL,719.785
2018,EG_EGY_RNEW,Georgia,WIND,5.302
2018,EG_EGY_RNEW,Georgia,HYDROPOWER,714.414
2019,EG_EGY_RNEW,Georgia,HYDROPOWER,684.999
2019,EG_EGY_RNEW,Georgia,WIND,5.569
2019,EG_EGY_RNEW,Georgia,ALL,690.742
2019,EG_EGY_RNEW,Georgia,SOLAR,0.174
2020,EG_EGY_RNEW,Georgia,WIND,5.576
2020,EG_EGY_RNEW,Georgia,HYDROPOWER,724.237
2020,EG_EGY_RNEW,Georgia,SOLAR,0.174
2020,EG_EGY_RNEW,Georgia,ALL,729.987
2021,EG_EGY_RNEW,Georgia,HYDROPOWER,756.633
2021,EG_EGY_RNEW,Georgia,WIND,5.588
2021,EG_EGY_RNEW,Georgia,ALL,762.395
2021,EG_EGY_RNEW,Georgia,SOLAR,0.175
2000,EG_EGY_RNEW,India,HYDROPOWER,22.377
2000,EG_EGY_RNEW,India,BIOENERGY,0.327
2000,EG_EGY_RNEW,India,SOLAR,0.001
2000,EG_EGY_RNEW,India,ALL,23.593
2000,EG_EGY_RNEW,India,WIND,0.888
2001,EG_EGY_RNEW,India,ALL,24.715
2001,EG_EGY_RNEW,India,SOLAR,0.005
2001,EG_EGY_RNEW,India,BIOENERGY,0.385
2001,EG_EGY_RNEW,India,HYDROPOWER,22.876
2001,EG_EGY_RNEW,India,WIND,1.449
2002,EG_EGY_RNEW,India,HYDROPOWER,22.52
2002,EG_EGY_RNEW,India,BIOENERGY,0.441
2002,EG_EGY_RNEW,India,SOLAR,0.006
2002,EG_EGY_RNEW,India,ALL,24.429
2002,EG_EGY_RNEW,India,WIND,1.462
2003,EG_EGY_RNEW,India,BIOENERGY,0.549
2003,EG_EGY_RNEW,India,HYDROPOWER,24.323
2003,EG_EGY_RNEW,India,WIND,2.202
2003,EG_EGY_RNEW,India,ALL,27.081
2003,EG_EGY_RNEW,India,SOLAR,0.007
2004,EG_EGY_RNEW,India,HYDROPOWER,25.187
2004,EG_EGY_RNEW,India,BIOENERGY,0.66
2004,EG_EGY_RNEW,India,SOLAR,0.007
2004,EG_EGY_RNEW,India,ALL,29.209
2004,EG_EGY_RNEW,India,WIND,3.356
2005,EG_EGY_RNEW,India,WIND,3.84
2005,EG_EGY_RNEW,India,ALL,31.492
2005,EG_EGY_RNEW,India,SOLAR,0.01
2005,EG_EGY_RNEW,India,BIOENERGY,0.832
2005,EG_EGY_RNEW,India,HYDROPOWER,26.81
2006,EG_EGY_RNEW,India,HYDROPOWER,28.186
2006,EG_EGY_RNEW,India,BIOENERGY,1.065
2006,EG_EGY_RNEW,India,SOLAR,0.008
2006,EG_EGY_RNEW,India,ALL,34.645
2006,EG_EGY_RNEW,India,WIND,5.387
2007,EG_EGY_RNEW,India,WIND,6.594
2007,EG_EGY_RNEW,India,ALL,36.49
2007,EG_EGY_RNEW,India,SOLAR,0.021
2007,EG_EGY_RNEW,India,BIOENERGY,1.3
2007,EG_EGY_RNEW,India,HYDROPOWER,28.575
2008,EG_EGY_RNEW,India,SOLAR,0.023
2008,EG_EGY_RNEW,India,ALL,39.089
2008,EG_EGY_RNEW,India,WIND,8.488
2008,EG_EGY_RNEW,India,HYDROPOWER,28.745
2008,EG_EGY_RNEW,India,BIOENERGY,1.834
2009,EG_EGY_RNEW,India,WIND,8.928
2009,EG_EGY_RNEW,India,ALL,39.433
2009,EG_EGY_RNEW,India,SOLAR,0.032
2009,EG_EGY_RNEW,India,BIOENERGY,2.052
2009,EG_EGY_RNEW,India,HYDROPOWER,28.42
2010,EG_EGY_RNEW,India,WIND,10.627
2010,EG_EGY_RNEW,India,HYDROPOWER,28.909
2010,EG_EGY_RNEW,India,BIOENERGY,2.535
2010,EG_EGY_RNEW,India,SOLAR,0.053
2010,EG_EGY_RNEW,India,ALL,42.123
2011,EG_EGY_RNEW,India,WIND,12.865
2011,EG_EGY_RNEW,India,ALL,46.163
2011,EG_EGY_RNEW,India,SOLAR,0.45
2011,EG_EGY_RNEW,India,BIOENERGY,2.924
2011,EG_EGY_RNEW,India,HYDROPOWER,29.924
2012,EG_EGY_RNEW,India,HYDROPOWER,30.008
2012,EG_EGY_RNEW,India,BIOENERGY,3.083
2012,EG_EGY_RNEW,India,SOLAR,0.771
2012,EG_EGY_RNEW,India,ALL,47.435
2012,EG_EGY_RNEW,India,WIND,13.574
2013,EG_EGY_RNEW,India,ALL,49.25
2013,EG_EGY_RNEW,India,SOLAR,1.239
2013,EG_EGY_RNEW,India,BIOENERGY,3.238
2013,EG_EGY_RNEW,India,HYDROPOWER,30.507
2013,EG_EGY_RNEW,India,WIND,14.267
2014,EG_EGY_RNEW,India,HYDROPOWER,31.074
2014,EG_EGY_RNEW,India,BIOENERGY,3.848
2014,EG_EGY_RNEW,India,SOLAR,2.886
2014,EG_EGY_RNEW,India,ALL,54.992
2014,EG_EGY_RNEW,India,WIND,17.185
2015,EG_EGY_RNEW,India,BIOENERGY,4.141
2015,EG_EGY_RNEW,India,HYDROPOWER,31.99
2015,EG_EGY_RNEW,India,WIND,18.965
2015,EG_EGY_RNEW,India,ALL,59.4
2015,EG_EGY_RNEW,India,SOLAR,4.304
2016,EG_EGY_RNEW,India,HYDROPOWER,32.0
2016,EG_EGY_RNEW,India,BIOENERGY,6.645
2016,EG_EGY_RNEW,India,SOLAR,7.455
2016,EG_EGY_RNEW,India,ALL,67.54
2016,EG_EGY_RNEW,India,WIND,21.44
2017,EG_EGY_RNEW,India,WIND,24.257
