Year,SeriesCode,Country,Sex,Value
2001,IC_GEN_MGTN,Switzerland,Female,21.42
2002,IC_GEN_MGTN,Switzerland,Female,24.8
2003,IC_GEN_MGTN,Switzerland,Female,25.31
2004,IC_GEN_MGTN,Switzerland,Female,24.81
2005,IC_GEN_MGTN,Switzerland,Female,24.26
2006,IC_GEN_MGTN,Switzerland,Female,26.53
2007,IC_GEN_MGTN,Switzerland,Female,25.78
2008,IC_GEN_MGTN,Switzerland,Female,25.01
2009,IC_GEN_MGTN,Switzerland,Female,27.86
2010,IC_GEN_MGTN,Switzerland,Female,28.08
2011,IC_GEN_MGTN,Switzerland,Female,28.57
2012,IC_GEN_MGTN,Switzerland,Female,28.58
2013,IC_GEN_MGTN,Switzerland,Female,28.06
2014,IC_GEN_MGTN,Switzerland,Female,28.93
2015,IC_GEN_MGTN,Switzerland,Female,31.22
2016,IC_GEN_MGTN,Switzerland,Female,31.18
2017,IC_GEN_MGTN,Switzerland,Female,29.12
2018,IC_GEN_MGTN,Switzerland,Female,31.04
2019,IC_GEN_MGTN,Switzerland,Female,32.56
2020,IC_GEN_MGTN,Switzerland,Female,31.79
2021,IC_GEN_MGTN,Switzerland,Female,30.27
2007,IC_GEN_MGTN,Tajikistan,Female,13.85
2009,IC_GEN_MGTN,Tajikistan,Female,16.07
2017,IC_GEN_MGTN,United Arab Emirates,Female,12.17
2018,IC_GEN_MGTN,United Arab Emirates,Female,15.75
2020,IC_GEN_MGTN,United Arab Emirates,Female,17.73
2021,IC_GEN_MGTN,United Arab Emirates,Female,23.57
2004,IC_GEN_MGTN,Türkiye,Female,16.52
2005,IC_GEN_MGTN,Türkiye,Female,15.7
2006,IC_GEN_MGTN,Türkiye,Female,17.26
2007,IC_GEN_MGTN,Türkiye,Female,18.0
2008,IC_GEN_MGTN,Türkiye,Female,19.38
2009,IC_GEN_MGTN,Türkiye,Female,20.08
2010,IC_GEN_MGTN,Türkiye,Female,18.76
2011,IC_GEN_MGTN,Türkiye,Female,13.0
2012,IC_GEN_MGTN,Türkiye,Female,14.34
2013,IC_GEN_MGTN,Türkiye,Female,16.57
2014,IC_GEN_MGTN,Türkiye,Female,15.55
2015,IC_GEN_MGTN,Türkiye,Female,14.44
2016,IC_GEN_MGTN,Türkiye,Female,16.7
2017,IC_GEN_MGTN,Türkiye,Female,17.27
2018,IC_GEN_MGTN,Türkiye,Female,16.33
2019,IC_GEN_MGTN,Türkiye,Female,17.47
2020,IC_GEN_MGTN,Türkiye,Female,19.31
2021,IC_GEN_MGTN,Türkiye,Female,20.65
2006,IC_GEN_MGTN,North Macedonia,Female,26.44
2007,IC_GEN_MGTN,North Macedonia,Female,29.31
2008,IC_GEN_MGTN,North Macedonia,Female,28.54
2009,IC_GEN_MGTN,North Macedonia,Female,26.76
2010,IC_GEN_MGTN,North Macedonia,Female,26.96
2011,IC_GEN_MGTN,North Macedonia,Female,26.5
2012,IC_GEN_MGTN,North Macedonia,Female,23.28
2013,IC_GEN_MGTN,North Macedonia,Female,24.67
2014,IC_GEN_MGTN,North Macedonia,Female,25.95
2015,IC_GEN_MGTN,North Macedonia,Female,23.0
2016,IC_GEN_MGTN,North Macedonia,Female,27.27
2017,IC_GEN_MGTN,North Macedonia,Female,22.54
2018,IC_GEN_MGTN,North Macedonia,Female,28.21
2019,IC_GEN_MGTN,North Macedonia,Female,28.15
2020,IC_GEN_MGTN,North Macedonia,Female,24.17
2021,IC_GEN_MGTN,North Macedonia,Female,24.99
2000,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,34.69
2001,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,29.62
2002,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,31.39
2003,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,31.47
2004,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,32.46
2005,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,33.61
2006,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,34.26
2007,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,34.35
2008,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,34.75
2009,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,35.38
2010,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,35.98
2011,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,32.12
2012,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,32.39
2013,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,32.31
2014,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,32.86
2015,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,32.4
2016,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,33.78
2017,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,34.36
2018,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,34.23
2019,IC_GEN_MGTN,United Kingdom of Great Britain and Northern Ireland,Female,34.91
2017,IC_GEN_MGTN,Denmark,Female,27.0
2018,IC_GEN_MGTN,Denmark,Female,26.33
2019,IC_GEN_MGTN,Denmark,Female,26.63
2020,IC_GEN_MGTN,Denmark,Female,28.03
2020,IC_GEN_MGTN,Denmark,Female,28.03
