Year,SeriesCode,Страна ,Sex,Value
2010,IC_GEN_MGTN_19ICLS,Spain,FEMALE,24.05
2011,IC_GEN_MGTN_19ICLS,Spain,FEMALE,28.09
2012,IC_GEN_MGTN_19ICLS,Spain,FEMALE,27.97
2013,IC_GEN_MGTN_19ICLS,Spain,FEMALE,30.2
2014,IC_GEN_MGTN_19ICLS,Spain,FEMALE,27.52
2015,IC_GEN_MGTN_19ICLS,Spain,FEMALE,31.37
2016,IC_GEN_MGTN_19ICLS,Spain,FEMALE,30.67
2017,IC_GEN_MGTN_19ICLS,Spain,FEMALE,26.36
2018,IC_GEN_MGTN_19ICLS,Spain,FEMALE,34.64
2019,IC_GEN_MGTN_19ICLS,Spain,FEMALE,30.5
2020,IC_GEN_MGTN_19ICLS,Spain,FEMALE,37.47
2021,IC_GEN_MGTN_19ICLS,Spain,FEMALE,33.21
2000,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,27.41
2001,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,31.22
2002,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,32.14
2003,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,30.52
2004,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,31.59
2005,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,29.13
2006,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,31.74
2007,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,31.02
2008,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,30.82
2009,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,31.13
2010,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,31.34
2011,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,33.52
2012,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,34.49
2013,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,35.51
2014,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,37.45
2015,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,39.79
2016,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,39.51
2017,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,39.45
2018,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,39.03
2019,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,41.9
2020,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,43.09
2021,IC_GEN_MGTN_19ICLS,Sweden,FEMALE,44.14
2000,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,22.47
2001,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,21.42
2002,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,24.8
2003,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,25.31
2004,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,24.81
2005,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,24.26
2006,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,26.53
2007,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,25.78
2008,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,25.01
2009,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,27.86
2010,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,28.08
2011,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,28.57
2012,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,28.58
2013,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,28.06
2014,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,28.93
2015,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,31.22
2016,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,31.18
2017,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,29.12
2018,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,31.04
2019,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,32.56
2020,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,31.79
2021,IC_GEN_MGTN_19ICLS,Switzerland,FEMALE,30.27
2017,IC_GEN_MGTN_19ICLS,United Arab Emirates,FEMALE,12.17
2018,IC_GEN_MGTN_19ICLS,United Arab Emirates,FEMALE,15.75
2020,IC_GEN_MGTN_19ICLS,United Arab Emirates,FEMALE,17.73
2021,IC_GEN_MGTN_19ICLS,United Arab Emirates,FEMALE,23.57
2000,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,34.68
2001,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,29.62
2002,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,31.38
2003,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,31.49
2004,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,32.42
2005,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,33.65
2006,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,34.54
2007,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,34.2
2008,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,33.83
2009,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,36.47
2010,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,36.48
2011,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,31.78
2012,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,32.62
2013,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,31.96
2014,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,32.12
2015,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,33.2
2016,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,32.94
2017,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,33.65
2018,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,34.57
2019,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,35.37
2019,IC_GEN_MGTN_19ICLS,United Kingdom of Great Britain and Northern Ireland,FEMALE,35.37
