Year,SeriesCode,Страна ,Value
2000,FM_LBL_BMNY_ZG,Chile,9.0926
2001,FM_LBL_BMNY_ZG,Chile,82.58831
2002,FM_LBL_BMNY_ZG,Chile,6.07916
2003,FM_LBL_BMNY_ZG,Chile,-0.51235
2004,FM_LBL_BMNY_ZG,Chile,9.55333
2005,FM_LBL_BMNY_ZG,Chile,11.19165
2006,FM_LBL_BMNY_ZG,Chile,19.18639
2007,FM_LBL_BMNY_ZG,Chile,18.75458
2008,FM_LBL_BMNY_ZG,Chile,0.23651
2009,FM_LBL_BMNY_ZG,Chile,-4.69795
2010,FM_LBL_BMNY_ZG,Chile,7.71446
2011,FM_LBL_BMNY_ZG,Chile,22.8767
2012,FM_LBL_BMNY_ZG,Chile,10.30077
2000,FM_LBL_BMNY_ZG,Mexico,-4.48743
2001,FM_LBL_BMNY_ZG,Mexico,18.84414
2002,FM_LBL_BMNY_ZG,Mexico,5.07161
2003,FM_LBL_BMNY_ZG,Mexico,9.34289
2004,FM_LBL_BMNY_ZG,Mexico,13.04611
2005,FM_LBL_BMNY_ZG,Mexico,9.9685
2006,FM_LBL_BMNY_ZG,Mexico,6.6926
2007,FM_LBL_BMNY_ZG,Mexico,10.14778
2008,FM_LBL_BMNY_ZG,Mexico,8.89894
2009,FM_LBL_BMNY_ZG,Mexico,11.52444
2010,FM_LBL_BMNY_ZG,Mexico,12.7638
2011,FM_LBL_BMNY_ZG,Mexico,9.97858
2012,FM_LBL_BMNY_ZG,Mexico,10.08395
2013,FM_LBL_BMNY_ZG,Chile,11.74287
2014,FM_LBL_BMNY_ZG,Chile,8.74252
2015,FM_LBL_BMNY_ZG,Chile,9.1515
2016,FM_LBL_BMNY_ZG,Chile,4.90182
2017,FM_LBL_BMNY_ZG,Chile,0.55602
2018,FM_LBL_BMNY_ZG,Chile,4.17789
2019,FM_LBL_BMNY_ZG,Chile,12.16097
2020,FM_LBL_BMNY_ZG,Chile,14.06563
2000,FM_LBL_BMNY_ZG,China,12.32478
2001,FM_LBL_BMNY_ZG,China,15.04241
2002,FM_LBL_BMNY_ZG,China,13.14044
2003,FM_LBL_BMNY_ZG,China,19.23977
2004,FM_LBL_BMNY_ZG,China,14.88692
2013,FM_LBL_BMNY_ZG,Mexico,8.27958
2014,FM_LBL_BMNY_ZG,Mexico,12.19264
2015,FM_LBL_BMNY_ZG,Mexico,12.1889
2016,FM_LBL_BMNY_ZG,Mexico,12.33473
2017,FM_LBL_BMNY_ZG,Mexico,11.2247
2018,FM_LBL_BMNY_ZG,Mexico,4.52896
2019,FM_LBL_BMNY_ZG,Mexico,4.70005
2020,FM_LBL_BMNY_ZG,Mexico,13.44001
2000,FM_LBL_BMNY_ZG,Republic of Moldova,41.72381
2001,FM_LBL_BMNY_ZG,Republic of Moldova,34.11347
2002,FM_LBL_BMNY_ZG,Republic of Moldova,36.50356
2003,FM_LBL_BMNY_ZG,Republic of Moldova,30.36586
2004,FM_LBL_BMNY_ZG,Republic of Moldova,38.12107
2005,FM_LBL_BMNY_ZG,China,16.74165
2006,FM_LBL_BMNY_ZG,China,22.11612
2007,FM_LBL_BMNY_ZG,China,16.73553
2008,FM_LBL_BMNY_ZG,China,17.77811
2009,FM_LBL_BMNY_ZG,China,28.42328
2010,FM_LBL_BMNY_ZG,China,18.94831
2011,FM_LBL_BMNY_ZG,China,17.32297
2012,FM_LBL_BMNY_ZG,China,14.39165
2013,FM_LBL_BMNY_ZG,China,13.5889
2014,FM_LBL_BMNY_ZG,China,11.01194
2015,FM_LBL_BMNY_ZG,China,13.3431
2016,FM_LBL_BMNY_ZG,China,11.33312
2017,FM_LBL_BMNY_ZG,China,8.10978
2005,FM_LBL_BMNY_ZG,Republic of Moldova,34.43325
2006,FM_LBL_BMNY_ZG,Republic of Moldova,23.57571
2007,FM_LBL_BMNY_ZG,Republic of Moldova,39.81029
2008,FM_LBL_BMNY_ZG,Republic of Moldova,15.85904
2009,FM_LBL_BMNY_ZG,Republic of Moldova,3.16814
2010,FM_LBL_BMNY_ZG,Republic of Moldova,13.62198
2011,FM_LBL_BMNY_ZG,Republic of Moldova,10.60237
2012,FM_LBL_BMNY_ZG,Republic of Moldova,20.8211
2013,FM_LBL_BMNY_ZG,Republic of Moldova,26.51082
2014,FM_LBL_BMNY_ZG,Republic of Moldova,5.08181
