Year,SeriesCode,GeoAreaName,Age,Sex,Value
2014,SE_ADT_EDUCTRN,Albania,15-64,FEMALE,14.1
2013,SE_ADT_EDUCTRN,Austria,55-64,FEMALE,7.9
2014,SE_ADT_EDUCTRN,Austria,25-54,BOTHSEX,16.3
2014,SE_ADT_EDUCTRN,Austria,15-64,FEMALE,24.5
2014,SE_ADT_EDUCTRN,Austria,15-24,BOTHSEX,66.8
2014,SE_ADT_EDUCTRN,Austria,55-64,MALE,6.1
2014,SE_ADT_EDUCTRN,Austria,55-64,BOTHSEX,7.1
2014,SE_ADT_EDUCTRN,Austria,25-54,FEMALE,17.5
2019,SE_ADT_EDUCTRN,Croatia,25-54,FEMALE,5.0
2020,SE_ADT_EDUCTRN,Croatia,15-64,BOTHSEX,13.5
2020,SE_ADT_EDUCTRN,Croatia,15-24,MALE,58.3
2020,SE_ADT_EDUCTRN,Croatia,25-54,BOTHSEX,4.3
2020,SE_ADT_EDUCTRN,Croatia,55-64,BOTHSEX,0.4
2020,SE_ADT_EDUCTRN,Croatia,15-24,FEMALE,71.5
2020,SE_ADT_EDUCTRN,Croatia,25-54,MALE,3.5
2014,SE_ADT_EDUCTRN,Austria,15-24,MALE,65.4
2014,SE_ADT_EDUCTRN,Austria,55-64,FEMALE,8.0
2014,SE_ADT_EDUCTRN,Austria,15-64,MALE,22.2
2014,SE_ADT_EDUCTRN,Austria,15-64,BOTHSEX,23.3
2014,SE_ADT_EDUCTRN,Austria,15-24,FEMALE,68.2
2014,SE_ADT_EDUCTRN,Austria,25-54,MALE,15.1
2015,SE_ADT_EDUCTRN,Austria,55-64,MALE,6.5
2014,SE_ADT_EDUCTRN,Albania,15-64,MALE,13.9
2014,SE_ADT_EDUCTRN,Albania,15-64,BOTHSEX,14.0
2015,SE_ADT_EDUCTRN,Albania,15-24,BOTHSEX,53.6
2015,SE_ADT_EDUCTRN,Albania,15-24,MALE,50.5
2015,SE_ADT_EDUCTRN,Albania,25-54,FEMALE,1.2
2015,SE_ADT_EDUCTRN,Albania,25-54,BOTHSEX,1.3
2015,SE_ADT_EDUCTRN,Albania,25-54,MALE,1.3
2015,SE_ADT_EDUCTRN,Albania,15-24,FEMALE,57.0
2015,SE_ADT_EDUCTRN,Austria,15-24,BOTHSEX,67.0
2015,SE_ADT_EDUCTRN,Austria,15-64,FEMALE,24.6
2015,SE_ADT_EDUCTRN,Austria,15-64,MALE,22.1
2015,SE_ADT_EDUCTRN,Austria,25-54,MALE,15.2
2015,SE_ADT_EDUCTRN,Austria,15-24,FEMALE,69.5
2015,SE_ADT_EDUCTRN,Austria,55-64,BOTHSEX,7.5
2015,SE_ADT_EDUCTRN,Austria,15-64,BOTHSEX,23.3
2020,SE_ADT_EDUCTRN,Croatia,55-64,MALE,0.3
2020,SE_ADT_EDUCTRN,Croatia,15-24,BOTHSEX,64.7
2020,SE_ADT_EDUCTRN,Croatia,25-54,FEMALE,5.1
2020,SE_ADT_EDUCTRN,Croatia,55-64,FEMALE,0.5
2020,SE_ADT_EDUCTRN,Croatia,15-64,MALE,12.2
2020,SE_ADT_EDUCTRN,Croatia,15-64,FEMALE,14.8
2000,SE_ADT_EDUCTRN,Cyprus,15-24,FEMALE,55.2
2015,SE_ADT_EDUCTRN,Albania,15-64,BOTHSEX,13.8
2015,SE_ADT_EDUCTRN,Albania,15-64,MALE,13.7
2015,SE_ADT_EDUCTRN,Albania,15-64,FEMALE,13.8
2016,SE_ADT_EDUCTRN,Albania,25-54,BOTHSEX,1.3
2016,SE_ADT_EDUCTRN,Albania,15-24,FEMALE,59.0
2016,SE_ADT_EDUCTRN,Albania,25-54,MALE,1.7
2016,SE_ADT_EDUCTRN,Albania,15-24,BOTHSEX,55.6
