Year,SeriesCode,GeoAreaName,Location,Value
2018,EN_ATM_PM25,Azerbaijan,ALLAREA,26.96124
2018,EN_ATM_PM25,Azerbaijan,URBAN,28.73272
2018,EN_ATM_PM25,Azerbaijan,TSUB,26.48363
2018,EN_ATM_PM25,Azerbaijan,RURAL,25.56283
2018,EN_ATM_PM25,Azerbaijan,CITY,29.86457
2019,EN_ATM_PM25,Azerbaijan,URBAN,26.18158
2019,EN_ATM_PM25,Azerbaijan,TSUB,24.24792
2019,EN_ATM_PM25,Azerbaijan,RURAL,23.43242
2019,EN_ATM_PM25,China,TSUB,41.41693
2019,EN_ATM_PM25,China,RURAL,31.12746
2019,EN_ATM_PM25,China,CITY,39.11733
2019,EN_ATM_PM25,China,ALLAREA,38.153
2010,EN_ATM_PM25,Colombia,ALLAREA,17.41506
2010,EN_ATM_PM25,Colombia,CITY,19.8206
2010,EN_ATM_PM25,Colombia,URBAN,18.66835
2010,EN_ATM_PM25,Colombia,TSUB,16.32542
2010,EN_ATM_PM25,Colombia,RURAL,16.33379
2011,EN_ATM_PM25,Colombia,TSUB,16.7344
2011,EN_ATM_PM25,Colombia,RURAL,16.69699
2011,EN_ATM_PM25,Colombia,CITY,20.38029
2012,EN_ATM_PM25,Albania,URBAN,21.99232
2012,EN_ATM_PM25,Albania,TSUB,22.12932
2012,EN_ATM_PM25,Albania,RURAL,21.20671
2013,EN_ATM_PM25,Albania,URBAN,20.11856
2013,EN_ATM_PM25,Albania,TSUB,20.09672
2013,EN_ATM_PM25,Albania,CITY,20.1361
2013,EN_ATM_PM25,Albania,ALLAREA,19.77038
2013,EN_ATM_PM25,Albania,RURAL,19.15853
2014,EN_ATM_PM25,Albania,URBAN,19.42356
2014,EN_ATM_PM25,Albania,TSUB,19.46602
2014,EN_ATM_PM25,Albania,RURAL,18.60202
2014,EN_ATM_PM25,Albania,CITY,19.39041
2014,EN_ATM_PM25,Albania,ALLAREA,19.13142
2015,EN_ATM_PM25,Albania,TSUB,19.25419
2015,EN_ATM_PM25,Albania,RURAL,18.35211
2015,EN_ATM_PM25,Albania,URBAN,19.32013
2015,EN_ATM_PM25,Albania,CITY,19.37016
2015,EN_ATM_PM25,Albania,ALLAREA,18.98271
2016,EN_ATM_PM25,Albania,CITY,18.43316
2016,EN_ATM_PM25,Albania,URBAN,18.43861
2016,EN_ATM_PM25,Albania,TSUB,18.44601
2016,EN_ATM_PM25,Albania,RURAL,17.59304
2016,EN_ATM_PM25,Albania,ALLAREA,18.14981
2017,EN_ATM_PM25,Albania,CITY,19.32316
2019,EN_ATM_PM25,Azerbaijan,CITY,27.15334
2019,EN_ATM_PM25,Azerbaijan,ALLAREA,24.64286
2010,EN_ATM_PM25,Australia,URBAN,9.24171
2010,EN_ATM_PM25,Australia,TSUB,9.15315
2010,EN_ATM_PM25,Australia,RURAL,7.92054
2010,EN_ATM_PM25,Australia,CITY,9.28525
2010,EN_ATM_PM25,Australia,ALLAREA,9.03381
2011,EN_ATM_PM25,Australia,ALLAREA,8.0759
2011,EN_ATM_PM25,Australia,URBAN,8.24363
2011,EN_ATM_PM25,Australia,TSUB,8.20064
2011,EN_ATM_PM25,Australia,RURAL,7.1777
2011,EN_ATM_PM25,Australia,CITY,8.26477
2011,EN_ATM_PM25,Colombia,ALLAREA,17.84735
2011,EN_ATM_PM25,Colombia,URBAN,19.18209
2012,EN_ATM_PM25,Colombia,RURAL,16.06856
2012,EN_ATM_PM25,Colombia,CITY,19.5973
2012,EN_ATM_PM25,Colombia,ALLAREA,17.18047
2012,EN_ATM_PM25,Colombia,URBAN,18.47215
2012,EN_ATM_PM25,Colombia,TSUB,16.1637
2013,EN_ATM_PM25,Colombia,CITY,20.64954
2013,EN_ATM_PM25,Colombia,URBAN,19.45713
2013,EN_ATM_PM25,Colombia,TSUB,17.00101
2013,EN_ATM_PM25,Colombia,RURAL,16.89205
2013,EN_ATM_PM25,Colombia,ALLAREA,18.07776
2012,EN_ATM_PM25,Australia,ALLAREA,7.31418
2012,EN_ATM_PM25,Australia,URBAN,7.46305
2012,EN_ATM_PM25,Australia,TSUB,7.45254
2012,EN_ATM_PM25,Australia,RURAL,6.51698
2012,EN_ATM_PM25,Australia,CITY,7.46822
2013,EN_ATM_PM25,Australia,TSUB,7.31941
2013,EN_ATM_PM25,Australia,RURAL,6.37312
2013,EN_ATM_PM25,Australia,CITY,7.47008
2013,EN_ATM_PM25,Australia,URBAN,7.42042
2013,EN_ATM_PM25,Australia,ALLAREA,7.25562
2014,EN_ATM_PM25,Australia,RURAL,6.12971
2014,EN_ATM_PM25,Australia,CITY,7.07923
2017,EN_ATM_PM25,Albania,ALLAREA,19.00622
2017,EN_ATM_PM25,Albania,TSUB,19.2632
2017,EN_ATM_PM25,Albania,RURAL,18.4255
2017,EN_ATM_PM25,Albania,URBAN,19.29814
2018,EN_ATM_PM25,Albania,URBAN,20.09473
2018,EN_ATM_PM25,Albania,TSUB,19.97013
2018,EN_ATM_PM25,Albania,RURAL,19.06685
2018,EN_ATM_PM25,Albania,CITY,20.18141
2018,EN_ATM_PM25,Albania,ALLAREA,19.75808
2019,EN_ATM_PM25,Albania,URBAN,16.57698
2019,EN_ATM_PM25,Albania,TSUB,16.39856
2019,EN_ATM_PM25,Albania,RURAL,15.65032
2014,EN_ATM_PM25,Colombia,ALLAREA,17.21034
2014,EN_ATM_PM25,Colombia,CITY,19.5982
2014,EN_ATM_PM25,Colombia,RURAL,16.11709
2014,EN_ATM_PM25,Colombia,URBAN,18.48426
2014,EN_ATM_PM25,Colombia,TSUB,16.18187
2015,EN_ATM_PM25,Colombia,RURAL,16.21129
2015,EN_ATM_PM25,Colombia,CITY,19.74479
2015,EN_ATM_PM25,Colombia,ALLAREA,17.3316
2015,EN_ATM_PM25,Colombia,URBAN,18.63963
2015,EN_ATM_PM25,Colombia,TSUB,16.34894
2016,EN_ATM_PM25,Colombia,RURAL,15.85732
2016,EN_ATM_PM25,Colombia,ALLAREA,16.90482
2019,EN_ATM_PM25,Albania,CITY,16.69757
2019,EN_ATM_PM25,Albania,ALLAREA,16.27997
2010,EN_ATM_PM25,Norway,URBAN,9.16981
2010,EN_ATM_PM25,Norway,ALLAREA,7.86369
2010,EN_ATM_PM25,Norway,CITY,9.55402
2010,EN_ATM_PM25,Norway,RURAL,7.20688
2010,EN_ATM_PM25,Norway,TSUB,8.87069
2011,EN_ATM_PM25,Norway,ALLAREA,8.32307
2011,EN_ATM_PM25,Norway,CITY,10.07065
2011,EN_ATM_PM25,Norway,RURAL,7.64741
2011,EN_ATM_PM25,Norway,TSUB,9.33788
2011,EN_ATM_PM25,Norway,URBAN,9.65922
2014,EN_ATM_PM25,Australia,ALLAREA,6.91137
2014,EN_ATM_PM25,Australia,URBAN,7.05734
2014,EN_ATM_PM25,Australia,TSUB,7.01282
2015,EN_ATM_PM25,Australia,URBAN,6.74609
2015,EN_ATM_PM25,Australia,ALLAREA,6.6018
2015,EN_ATM_PM25,Australia,TSUB,6.71749
2015,EN_ATM_PM25,Australia,RURAL,5.82915
2015,EN_ATM_PM25,Australia,CITY,6.76015
2016,EN_ATM_PM25,Australia,TSUB,6.83162
2016,EN_ATM_PM25,Australia,RURAL,5.9371
2016,EN_ATM_PM25,Australia,CITY,6.80018
2016,EN_ATM_PM25,Australia,ALLAREA,6.6731
2012,EN_ATM_PM25,Norway,ALLAREA,7.32541
2012,EN_ATM_PM25,Norway,CITY,8.88261
2012,EN_ATM_PM25,Norway,URBAN,8.50289
2012,EN_ATM_PM25,Norway,TSUB,8.20538
2012,EN_ATM_PM25,Norway,RURAL,6.72673
2013,EN_ATM_PM25,Norway,CITY,8.62551
2013,EN_ATM_PM25,Norway,RURAL,6.55943
2013,EN_ATM_PM25,Norway,TSUB,7.96714
2013,EN_ATM_PM25,Norway,URBAN,8.25687
2013,EN_ATM_PM25,Norway,ALLAREA,7.13364
2014,EN_ATM_PM25,Norway,ALLAREA,6.61816
2014,EN_ATM_PM25,Norway,CITY,7.96269
2016,EN_ATM_PM25,Colombia,CITY,19.18585
2016,EN_ATM_PM25,Colombia,URBAN,18.13062
2016,EN_ATM_PM25,Colombia,TSUB,15.9387
2017,EN_ATM_PM25,Colombia,URBAN,17.12074
2017,EN_ATM_PM25,Colombia,ALLAREA,15.90059
2017,EN_ATM_PM25,Colombia,RURAL,14.86053
2017,EN_ATM_PM25,Colombia,TSUB,14.96526
2017,EN_ATM_PM25,Colombia,CITY,18.15679
2018,EN_ATM_PM25,Colombia,CITY,16.80869
2018,EN_ATM_PM25,Colombia,ALLAREA,14.72127
2018,EN_ATM_PM25,Colombia,URBAN,15.85479
2018,EN_ATM_PM25,Colombia,RURAL,13.75764
2016,EN_ATM_PM25,Australia,URBAN,6.81054
2017,EN_ATM_PM25,Australia,TSUB,7.06133
2017,EN_ATM_PM25,Australia,ALLAREA,6.88756
2017,EN_ATM_PM25,Australia,RURAL,6.15861
2017,EN_ATM_PM25,Australia,CITY,7.00517
2017,EN_ATM_PM25,Australia,URBAN,7.02368
2018,EN_ATM_PM25,Australia,TSUB,7.31255
2018,EN_ATM_PM25,Australia,RURAL,6.40003
2018,EN_ATM_PM25,Australia,CITY,7.2077
2018,EN_ATM_PM25,Australia,ALLAREA,7.10973
2018,EN_ATM_PM25,Australia,URBAN,7.24226
2019,EN_ATM_PM25,Australia,TSUB,9.19453
2014,EN_ATM_PM25,Norway,RURAL,6.09479
2014,EN_ATM_PM25,Norway,TSUB,7.37931
2014,EN_ATM_PM25,Norway,URBAN,7.63649
2015,EN_ATM_PM25,Norway,CITY,8.20933
2015,EN_ATM_PM25,Norway,ALLAREA,6.8203
2015,EN_ATM_PM25,Norway,RURAL,6.28261
2015,EN_ATM_PM25,Norway,TSUB,7.58553
2015,EN_ATM_PM25,Norway,URBAN,7.86101
2016,EN_ATM_PM25,Norway,ALLAREA,6.32693
2016,EN_ATM_PM25,Norway,CITY,7.62499
2016,EN_ATM_PM25,Norway,RURAL,5.81555
2016,EN_ATM_PM25,Norway,TSUB,7.06294
2012,EN_ATM_PM25,Ireland,RURAL,8.55146
2012,EN_ATM_PM25,Ireland,TSUB,10.00751
2012,EN_ATM_PM25,Ireland,URBAN,10.03151
2013,EN_ATM_PM25,Ireland,ALLAREA,9.32749
2013,EN_ATM_PM25,Ireland,CITY,9.89199
2013,EN_ATM_PM25,Ireland,RURAL,8.4988
2013,EN_ATM_PM25,Ireland,TSUB,9.9125
2013,EN_ATM_PM25,Ireland,URBAN,9.90138
2014,EN_ATM_PM25,Ireland,URBAN,9.28183
2014,EN_ATM_PM25,Ireland,ALLAREA,8.73801
2014,EN_ATM_PM25,Ireland,CITY,9.27361
2014,EN_ATM_PM25,Ireland,RURAL,7.95365
2019,EN_ATM_PM25,Australia,URBAN,9.11918
2019,EN_ATM_PM25,Australia,RURAL,7.93744
2019,EN_ATM_PM25,Australia,CITY,9.08213
2019,EN_ATM_PM25,Australia,ALLAREA,8.93323
2010,EN_ATM_PM25,Austria,TSUB,15.2892
2010,EN_ATM_PM25,Austria,RURAL,13.97241
2010,EN_ATM_PM25,Austria,CITY,18.32476
2010,EN_ATM_PM25,Austria,ALLAREA,15.62129
2010,EN_ATM_PM25,Austria,URBAN,16.97136
2011,EN_ATM_PM25,Austria,TSUB,15.6588
2011,EN_ATM_PM25,Austria,RURAL,14.31685
2011,EN_ATM_PM25,Austria,CITY,18.69682
2018,EN_ATM_PM25,Colombia,TSUB,13.8679
2019,EN_ATM_PM25,Colombia,ALLAREA,14.03552
2019,EN_ATM_PM25,Colombia,RURAL,13.14327
2019,EN_ATM_PM25,Colombia,TSUB,13.25904
2019,EN_ATM_PM25,Colombia,CITY,15.96535
2019,EN_ATM_PM25,Colombia,URBAN,15.08804
2010,EN_ATM_PM25,Costa Rica,URBAN,18.83979
2010,EN_ATM_PM25,Costa Rica,RURAL,17.17972
2010,EN_ATM_PM25,Costa Rica,ALLAREA,18.34723
2010,EN_ATM_PM25,Costa Rica,TSUB,17.73944
2010,EN_ATM_PM25,Costa Rica,CITY,19.34462
2011,EN_ATM_PM25,Costa Rica,RURAL,17.93888
2016,EN_ATM_PM25,Norway,URBAN,7.31159
2017,EN_ATM_PM25,Norway,ALLAREA,6.36199
2017,EN_ATM_PM25,Norway,CITY,7.64182
2017,EN_ATM_PM25,Norway,TSUB,7.07873
2017,EN_ATM_PM25,Norway,RURAL,5.85757
2017,EN_ATM_PM25,Norway,URBAN,7.32827
2018,EN_ATM_PM25,Norway,ALLAREA,6.33232
2018,EN_ATM_PM25,Norway,CITY,7.57315
2018,EN_ATM_PM25,Norway,RURAL,5.83786
2018,EN_ATM_PM25,Norway,TSUB,7.03658
2018,EN_ATM_PM25,Norway,URBAN,7.27478
2019,EN_ATM_PM25,Norway,ALLAREA,6.30111
2011,EN_ATM_PM25,Austria,ALLAREA,15.98621
2011,EN_ATM_PM25,Austria,URBAN,17.34534
2012,EN_ATM_PM25,Austria,URBAN,15.41392
2012,EN_ATM_PM25,Austria,RURAL,12.80749
2012,EN_ATM_PM25,Austria,ALLAREA,14.24784
2012,EN_ATM_PM25,Austria,TSUB,14.00913
2012,EN_ATM_PM25,Austria,CITY,16.53517
2013,EN_ATM_PM25,Austria,RURAL,12.54101
2013,EN_ATM_PM25,Austria,CITY,16.27007
2013,EN_ATM_PM25,Austria,ALLAREA,13.98012
2013,EN_ATM_PM25,Austria,TSUB,13.71557
2013,EN_ATM_PM25,Austria,URBAN,15.13865
2011,EN_ATM_PM25,Costa Rica,CITY,20.23875
2011,EN_ATM_PM25,Costa Rica,ALLAREA,19.17703
2011,EN_ATM_PM25,Costa Rica,URBAN,19.70227
2011,EN_ATM_PM25,Costa Rica,TSUB,18.53908
2012,EN_ATM_PM25,Costa Rica,ALLAREA,18.51075
2012,EN_ATM_PM25,Costa Rica,URBAN,18.98409
2012,EN_ATM_PM25,Costa Rica,TSUB,17.90625
2012,EN_ATM_PM25,Costa Rica,CITY,19.48381
2012,EN_ATM_PM25,Costa Rica,RURAL,17.40101
2013,EN_ATM_PM25,Costa Rica,URBAN,19.63919
2013,EN_ATM_PM25,Costa Rica,TSUB,18.49577
2013,EN_ATM_PM25,Costa Rica,RURAL,17.98191
2014,EN_ATM_PM25,Ireland,TSUB,9.2915
2015,EN_ATM_PM25,Ireland,ALLAREA,9.16187
2015,EN_ATM_PM25,Ireland,CITY,9.65714
2015,EN_ATM_PM25,Ireland,RURAL,8.39016
2015,EN_ATM_PM25,Ireland,TSUB,9.74415
2015,EN_ATM_PM25,Ireland,URBAN,9.69723
2016,EN_ATM_PM25,Ireland,ALLAREA,8.07617
2016,EN_ATM_PM25,Ireland,CITY,8.51346
2016,EN_ATM_PM25,Ireland,RURAL,7.39533
2016,EN_ATM_PM25,Ireland,TSUB,8.58923
2016,EN_ATM_PM25,Ireland,URBAN,8.54846
2017,EN_ATM_PM25,Ireland,ALLAREA,8.13348
2019,EN_ATM_PM25,Norway,CITY,7.48717
2019,EN_ATM_PM25,Norway,RURAL,5.83101
2019,EN_ATM_PM25,Norway,TSUB,6.95687
2019,EN_ATM_PM25,Norway,URBAN,7.19268
2010,EN_ATM_PM25,Poland,TSUB,27.34682
2010,EN_ATM_PM25,Poland,URBAN,28.01335
2010,EN_ATM_PM25,Poland,ALLAREA,26.32189
2010,EN_ATM_PM25,Poland,RURAL,23.99368
2010,EN_ATM_PM25,Poland,CITY,28.79434
2011,EN_ATM_PM25,Poland,TSUB,28.0841
2011,EN_ATM_PM25,Poland,RURAL,24.705
2011,EN_ATM_PM25,Poland,ALLAREA,27.01823
2013,EN_ATM_PM25,Costa Rica,CITY,20.17206
2013,EN_ATM_PM25,Costa Rica,ALLAREA,19.14176
2014,EN_ATM_PM25,Costa Rica,ALLAREA,18.0355
2014,EN_ATM_PM25,Costa Rica,TSUB,17.44892
2014,EN_ATM_PM25,Costa Rica,CITY,18.9314
2014,EN_ATM_PM25,Costa Rica,RURAL,17.05461
2014,EN_ATM_PM25,Costa Rica,URBAN,18.45848
2015,EN_ATM_PM25,Costa Rica,CITY,19.1829
2015,EN_ATM_PM25,Costa Rica,RURAL,17.38208
2015,EN_ATM_PM25,Costa Rica,ALLAREA,18.31777
2015,EN_ATM_PM25,Costa Rica,URBAN,18.7235
2015,EN_ATM_PM25,Costa Rica,TSUB,17.74779
2014,EN_ATM_PM25,Austria,TSUB,12.70291
2014,EN_ATM_PM25,Austria,RURAL,11.642
2014,EN_ATM_PM25,Austria,CITY,15.13407
2014,EN_ATM_PM25,Austria,ALLAREA,12.98472
2014,EN_ATM_PM25,Austria,URBAN,14.05963
2015,EN_ATM_PM25,Austria,RURAL,12.12175
2015,EN_ATM_PM25,Austria,CITY,16.05376
2015,EN_ATM_PM25,Austria,ALLAREA,13.62845
2015,EN_ATM_PM25,Austria,TSUB,13.27401
2015,EN_ATM_PM25,Austria,URBAN,14.82792
2016,EN_ATM_PM25,Austria,TSUB,12.0548
2016,EN_ATM_PM25,Austria,RURAL,11.0263
2016,EN_ATM_PM25,Costa Rica,ALLAREA,17.8607
2016,EN_ATM_PM25,Costa Rica,RURAL,16.81907
2016,EN_ATM_PM25,Costa Rica,TSUB,17.26589
2016,EN_ATM_PM25,Costa Rica,URBAN,18.31486
2016,EN_ATM_PM25,Costa Rica,CITY,18.81127
2017,EN_ATM_PM25,Costa Rica,URBAN,17.48665
2017,EN_ATM_PM25,Costa Rica,TSUB,16.48663
2017,EN_ATM_PM25,Costa Rica,ALLAREA,17.0471
2017,EN_ATM_PM25,Costa Rica,CITY,17.9623
2017,EN_ATM_PM25,Costa Rica,RURAL,16.04453
2018,EN_ATM_PM25,Costa Rica,CITY,16.34602
2018,EN_ATM_PM25,Costa Rica,ALLAREA,15.59229
2011,EN_ATM_PM25,Poland,CITY,29.42335
2011,EN_ATM_PM25,Poland,URBAN,28.69989
2012,EN_ATM_PM25,Poland,ALLAREA,24.46697
2012,EN_ATM_PM25,Poland,CITY,26.65667
2012,EN_ATM_PM25,Poland,RURAL,22.38764
2012,EN_ATM_PM25,Poland,TSUB,25.4044
2012,EN_ATM_PM25,Poland,URBAN,25.9794
2013,EN_ATM_PM25,Poland,ALLAREA,23.36101
2013,EN_ATM_PM25,Poland,CITY,25.45038
2013,EN_ATM_PM25,Poland,RURAL,21.37523
2013,EN_ATM_PM25,Poland,TSUB,24.26025
2013,EN_ATM_PM25,Poland,URBAN,24.80599
2018,EN_ATM_PM25,Costa Rica,TSUB,15.13156
2018,EN_ATM_PM25,Costa Rica,URBAN,15.95324
2018,EN_ATM_PM25,Costa Rica,RURAL,14.77352
