Year,SeriesCode,Страна ,Value
2019,DC_OSSD_GRT,Albania,217.09121
2020,DC_OSSD_GRT,Albania,221.0873
2021,DC_OSSD_GRT,Albania,326.4119
2019,DC_OSSD_GRT,Azerbaijan,77.02256
2020,DC_OSSD_GRT,Azerbaijan,85.11387
2021,DC_OSSD_GRT,Azerbaijan,87.14569
2019,DC_OSSD_GRT,Armenia,133.95273
2020,DC_OSSD_GRT,Armenia,212.73971
2021,DC_OSSD_GRT,Armenia,186.7084
2019,DC_OSSD_GRT,Bosnia and Herzegovina,290.95622
2020,DC_OSSD_GRT,Bosnia and Herzegovina,352.74051
2021,DC_OSSD_GRT,Bosnia and Herzegovina,360.45896
2019,DC_OSSD_GRT,Belarus,88.11155
2020,DC_OSSD_GRT,Belarus,125.02165
2021,DC_OSSD_GRT,Belarus,117.02967
2020,DC_OSSD_GRT,Chile,0.7114
2021,DC_OSSD_GRT,Chile,30.59547
2019,DC_OSSD_GRT,China,383.18057
2020,DC_OSSD_GRT,China,324.15716
2021,DC_OSSD_GRT,China,297.8605
2019,DC_OSSD_GRT,Colombia,1019.16705
2020,DC_OSSD_GRT,Colombia,1255.44512
2021,DC_OSSD_GRT,Colombia,1389.74045
2019,DC_OSSD_GRT,Costa Rica,53.29524
2020,DC_OSSD_GRT,Costa Rica,83.72347
2021,DC_OSSD_GRT,Costa Rica,127.58489
2019,DC_OSSD_GRT,Georgia,279.08187
2020,DC_OSSD_GRT,Georgia,411.09505
2021,DC_OSSD_GRT,Georgia,336.25706
2019,DC_OSSD_GRT,India,1059.48111
2020,DC_OSSD_GRT,India,902.05572
2021,DC_OSSD_GRT,India,1079.17072
2019,DC_OSSD_GRT,Казахстан,71.2147
2020,DC_OSSD_GRT,Казахстан,70.7842
2021,DC_OSSD_GRT,Казахстан,87.79411
2019,DC_OSSD_GRT,Кыргызстан,326.34316
2020,DC_OSSD_GRT,Кыргызстан,287.66505
2021,DC_OSSD_GRT,Кыргызстан,333.14784
2019,DC_OSSD_GRT,Mexico,323.82948
2020,DC_OSSD_GRT,Mexico,402.05437
2021,DC_OSSD_GRT,Mexico,413.20332
2019,DC_OSSD_GRT,Republic of Moldova,273.83257
2020,DC_OSSD_GRT,Republic of Moldova,245.69264
2021,DC_OSSD_GRT,Republic of Moldova,405.4027
2019,DC_OSSD_GRT,Montenegro,77.29228
2020,DC_OSSD_GRT,Montenegro,83.38047
2021,DC_OSSD_GRT,Montenegro,105.26289
2019,DC_OSSD_GRT,Serbia,426.3305
2020,DC_OSSD_GRT,Serbia,515.23649
2021,DC_OSSD_GRT,Serbia,485.94268
2019,DC_OSSD_GRT,Viet Nam,562.65088
2020,DC_OSSD_GRT,Viet Nam,632.05829
2021,DC_OSSD_GRT,Viet Nam,718.03856
2019,DC_OSSD_GRT,Таджикистан,324.10895
2020,DC_OSSD_GRT,Таджикистан,439.05192
2021,DC_OSSD_GRT,Таджикистан,457.38163
2019,DC_OSSD_GRT,Türkiye,2063.71337
2020,DC_OSSD_GRT,Türkiye,2083.43982
2021,DC_OSSD_GRT,Türkiye,2505.15338
2019,DC_OSSD_GRT,Туркменистан,29.91151
2020,DC_OSSD_GRT,Туркменистан,24.07692
2021,DC_OSSD_GRT,Туркменистан,38.7737
2019,DC_OSSD_GRT,Ukraine,1070.54416
2020,DC_OSSD_GRT,Ukraine,1081.33741
2021,DC_OSSD_GRT,Ukraine,1247.1065
2019,DC_OSSD_GRT,North Macedonia,161.10761
2020,DC_OSSD_GRT,North Macedonia,184.87574
2021,DC_OSSD_GRT,North Macedonia,202.50183
2019,DC_OSSD_GRT,Узбекистан,185.77431
2020,DC_OSSD_GRT,Узбекистан,194.28494
2021,DC_OSSD_GRT,Узбекистан,220.15538
2021,DC_OSSD_GRT,Узбекистан,220.15538
