Year,SeriesCode,Страна ,Activity,Sex,Value
2019,SL_ISV_IFEM,Poland,ISIC4_A,MALE,37.09
2019,SL_ISV_IFEM,Poland,NONAGR,MALE,11.53
2019,SL_ISV_IFEM,Poland,TOTAL,FEMALE,17.74
2019,SL_ISV_IFEM,Poland,ISIC4_A,FEMALE,76.03
2019,SL_ISV_IFEM,Poland,NONAGR,FEMALE,11.27
2015,SL_ISV_IFEM,Lithuania,TOTAL,BOTHSEX,6.54
2015,SL_ISV_IFEM,Lithuania,NONAGR,BOTHSEX,3.48
2015,SL_ISV_IFEM,Lithuania,ISIC4_A,BOTHSEX,38.27
2015,SL_ISV_IFEM,Lithuania,ISIC4_A,MALE,30.47
2015,SL_ISV_IFEM,Lithuania,NONAGR,MALE,1.61
2015,SL_ISV_IFEM,Lithuania,TOTAL,FEMALE,8.19
2015,SL_ISV_IFEM,Lithuania,ISIC4_A,FEMALE,54.23
2015,SL_ISV_IFEM,Lithuania,NONAGR,FEMALE,5.31
2016,SL_ISV_IFEM,Lithuania,ISIC4_A,FEMALE,52.27
2017,SL_ISV_IFEM,Estonia,ISIC4_A,MALE,5.64
2017,SL_ISV_IFEM,Estonia,TOTAL,MALE,2.99
2017,SL_ISV_IFEM,Estonia,NONAGR,FEMALE,3.21
2017,SL_ISV_IFEM,Estonia,ISIC4_A,BOTHSEX,6.84
2017,SL_ISV_IFEM,Estonia,NONAGR,BOTHSEX,3.02
2017,SL_ISV_IFEM,Estonia,TOTAL,BOTHSEX,3.17
2018,SL_ISV_IFEM,Estonia,NONAGR,FEMALE,3.54
2018,SL_ISV_IFEM,Estonia,NONAGR,MALE,1.33
2018,SL_ISV_IFEM,Estonia,ISIC4_A,MALE,3.8
2020,SL_ISV_IFEM,Poland,NONAGR,MALE,10.3
2020,SL_ISV_IFEM,Poland,TOTAL,FEMALE,17.95
2020,SL_ISV_IFEM,Poland,ISIC4_A,FEMALE,77.87
2020,SL_ISV_IFEM,Poland,NONAGR,FEMALE,11.43
2020,SL_ISV_IFEM,Poland,TOTAL,BOTHSEX,15.85
2020,SL_ISV_IFEM,Poland,ISIC4_A,BOTHSEX,57.45
2020,SL_ISV_IFEM,Poland,NONAGR,BOTHSEX,10.84
2020,SL_ISV_IFEM,Poland,TOTAL,MALE,13.98
2020,SL_ISV_IFEM,Poland,ISIC4_A,MALE,42.02
2016,SL_ISV_IFEM,Lithuania,NONAGR,FEMALE,5.55
2016,SL_ISV_IFEM,Lithuania,TOTAL,BOTHSEX,6.91
2016,SL_ISV_IFEM,Lithuania,ISIC4_A,BOTHSEX,39.72
2016,SL_ISV_IFEM,Lithuania,NONAGR,BOTHSEX,4.08
2016,SL_ISV_IFEM,Lithuania,TOTAL,MALE,5.93
2016,SL_ISV_IFEM,Lithuania,ISIC4_A,MALE,33.94
2016,SL_ISV_IFEM,Lithuania,NONAGR,MALE,2.51
2016,SL_ISV_IFEM,Lithuania,TOTAL,FEMALE,7.9
2017,SL_ISV_IFEM,Lithuania,TOTAL,FEMALE,7.91
2018,SL_ISV_IFEM,Estonia,TOTAL,MALE,1.46
2018,SL_ISV_IFEM,Estonia,NONAGR,BOTHSEX,2.44
2018,SL_ISV_IFEM,Estonia,ISIC4_A,BOTHSEX,3.67
2018,SL_ISV_IFEM,Estonia,TOTAL,BOTHSEX,2.49
2018,SL_ISV_IFEM,Estonia,TOTAL,FEMALE,3.54
2019,SL_ISV_IFEM,Estonia,ISIC4_A,MALE,10.18
2019,SL_ISV_IFEM,Estonia,ISIC4_A,BOTHSEX,8.48
2019,SL_ISV_IFEM,Estonia,TOTAL,BOTHSEX,6.16
2019,SL_ISV_IFEM,Estonia,TOTAL,MALE,7.62
2007,SL_ISV_IFEM,Portugal,TOTAL,MALE,6.46
2007,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,34.06
2007,SL_ISV_IFEM,Portugal,NONAGR,MALE,3.93
2007,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,10.51
2007,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,60.29
2007,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,5.75
2007,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,8.34
2007,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,46.45
2007,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,4.77
2008,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,13.83
2008,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,10.87
2008,SL_ISV_IFEM,Portugal,TOTAL,MALE,13.3
2008,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,34.19
2008,SL_ISV_IFEM,Portugal,NONAGR,MALE,11.4
2008,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,14.45
2008,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,66.18
2008,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,10.25
2008,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,48.06
2009,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,11.22
2009,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,29.28
2009,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,10.23
2009,SL_ISV_IFEM,Portugal,TOTAL,MALE,11.03
2009,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,13.25
2009,SL_ISV_IFEM,Portugal,NONAGR,MALE,10.9
2009,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,11.44
2009,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,51.4
2009,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,9.47
2019,SL_ISV_IFEM,Estonia,NONAGR,BOTHSEX,6.08
2019,SL_ISV_IFEM,Estonia,NONAGR,MALE,7.51
2019,SL_ISV_IFEM,Estonia,ISIC4_A,FEMALE,5.16
2019,SL_ISV_IFEM,Estonia,TOTAL,FEMALE,4.67
2019,SL_ISV_IFEM,Estonia,NONAGR,FEMALE,4.66
2020,SL_ISV_IFEM,Estonia,TOTAL,MALE,10.77
2020,SL_ISV_IFEM,Estonia,NONAGR,BOTHSEX,8.25
2020,SL_ISV_IFEM,Estonia,ISIC4_A,FEMALE,8.78
2020,SL_ISV_IFEM,Estonia,NONAGR,FEMALE,5.58
2010,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,7.22
2010,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,52.24
2010,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,4.99
2010,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,5.97
2010,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,32.38
2010,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,4.57
2010,SL_ISV_IFEM,Portugal,TOTAL,MALE,4.89
2010,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,17.06
2010,SL_ISV_IFEM,Portugal,NONAGR,MALE,4.2
2020,SL_ISV_IFEM,Estonia,TOTAL,BOTHSEX,8.25
2020,SL_ISV_IFEM,Estonia,ISIC4_A,BOTHSEX,8.5
2020,SL_ISV_IFEM,Estonia,TOTAL,FEMALE,5.65
2020,SL_ISV_IFEM,Estonia,NONAGR,MALE,10.87
2020,SL_ISV_IFEM,Estonia,ISIC4_A,MALE,8.37
2021,SL_ISV_IFEM,Estonia,ISIC4_A,MALE,9.38
2021,SL_ISV_IFEM,Estonia,NONAGR,FEMALE,6.4
2021,SL_ISV_IFEM,Estonia,TOTAL,FEMALE,6.39
2021,SL_ISV_IFEM,Estonia,NONAGR,MALE,11.86
2017,SL_ISV_IFEM,Lithuania,ISIC4_A,FEMALE,55.19
2017,SL_ISV_IFEM,Lithuania,NONAGR,FEMALE,5.83
2017,SL_ISV_IFEM,Lithuania,TOTAL,MALE,4.74
2017,SL_ISV_IFEM,Lithuania,TOTAL,BOTHSEX,6.36
2017,SL_ISV_IFEM,Lithuania,ISIC4_A,BOTHSEX,36.8
2017,SL_ISV_IFEM,Lithuania,NONAGR,BOTHSEX,4.14
2017,SL_ISV_IFEM,Lithuania,ISIC4_A,MALE,28.29
2017,SL_ISV_IFEM,Lithuania,NONAGR,MALE,2.28
2018,SL_ISV_IFEM,Lithuania,ISIC4_A,BOTHSEX,33.89
2011,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,5.92
2011,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,34.15
2011,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,4.58
2011,SL_ISV_IFEM,Portugal,TOTAL,MALE,4.05
2011,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,14.36
2011,SL_ISV_IFEM,Portugal,NONAGR,MALE,3.53
2011,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,8.06
2011,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,60.47
2011,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,5.78
2021,SL_ISV_IFEM,Estonia,TOTAL,MALE,11.76
2021,SL_ISV_IFEM,Estonia,NONAGR,BOTHSEX,9.15
2021,SL_ISV_IFEM,Estonia,ISIC4_A,BOTHSEX,8.44
2021,SL_ISV_IFEM,Estonia,TOTAL,BOTHSEX,9.13
2007,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,41.94
2007,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.96
2007,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,56.4
2007,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.47
2007,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.7
2018,SL_ISV_IFEM,Lithuania,TOTAL,BOTHSEX,6.03
2018,SL_ISV_IFEM,Lithuania,TOTAL,MALE,4.02
2018,SL_ISV_IFEM,Lithuania,ISIC4_A,MALE,24.9
2018,SL_ISV_IFEM,Lithuania,NONAGR,MALE,2.2
2018,SL_ISV_IFEM,Lithuania,TOTAL,FEMALE,7.98
2018,SL_ISV_IFEM,Lithuania,ISIC4_A,FEMALE,49.86
2018,SL_ISV_IFEM,Lithuania,NONAGR,FEMALE,6.06
2018,SL_ISV_IFEM,Lithuania,NONAGR,BOTHSEX,4.2
2019,SL_ISV_IFEM,Lithuania,NONAGR,MALE,2.89
2019,SL_ISV_IFEM,Lithuania,TOTAL,FEMALE,6.61
2019,SL_ISV_IFEM,Lithuania,ISIC4_A,FEMALE,47.53
2019,SL_ISV_IFEM,Lithuania,NONAGR,FEMALE,4.95
2019,SL_ISV_IFEM,Lithuania,TOTAL,BOTHSEX,5.45
2019,SL_ISV_IFEM,Lithuania,ISIC4_A,BOTHSEX,31.36
2019,SL_ISV_IFEM,Lithuania,NONAGR,BOTHSEX,3.94
2019,SL_ISV_IFEM,Lithuania,TOTAL,MALE,4.27
2019,SL_ISV_IFEM,Lithuania,ISIC4_A,MALE,22.33
2020,SL_ISV_IFEM,Lithuania,NONAGR,MALE,2.77
2007,SL_ISV_IFEM,Finland,NONAGR,MALE,9.81
2007,SL_ISV_IFEM,Finland,ISIC4_A,MALE,37.78
2007,SL_ISV_IFEM,Finland,TOTAL,MALE,10.72
2007,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,7.96
2008,SL_ISV_IFEM,Finland,TOTAL,MALE,11.25
2008,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,7.21
2008,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,46.96
2008,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.93
2008,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.44
2012,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,5.31
2012,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,24.17
2012,SL_ISV_IFEM,Portugal,NONAGR,MALE,4.76
2012,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,7.43
2012,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,57.31
2012,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,5.89
2012,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,6.6
2012,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,35.61
2012,SL_ISV_IFEM,Portugal,TOTAL,MALE,5.8
2020,SL_ISV_IFEM,Lithuania,TOTAL,BOTHSEX,6.25
2020,SL_ISV_IFEM,Lithuania,NONAGR,FEMALE,6.27
2020,SL_ISV_IFEM,Lithuania,ISIC4_A,FEMALE,49.05
2020,SL_ISV_IFEM,Lithuania,TOTAL,FEMALE,7.65
2020,SL_ISV_IFEM,Lithuania,ISIC4_A,BOTHSEX,36.64
2020,SL_ISV_IFEM,Lithuania,NONAGR,BOTHSEX,4.54
2020,SL_ISV_IFEM,Lithuania,TOTAL,MALE,4.89
2020,SL_ISV_IFEM,Lithuania,ISIC4_A,MALE,31.36
2021,SL_ISV_IFEM,Lithuania,NONAGR,FEMALE,5.2
2008,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,48.84
2008,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.38
2008,SL_ISV_IFEM,Finland,NONAGR,MALE,8.89
2008,SL_ISV_IFEM,Finland,ISIC4_A,MALE,46.38
2009,SL_ISV_IFEM,Finland,NONAGR,MALE,9.71
2009,SL_ISV_IFEM,Finland,ISIC4_A,MALE,44.63
2009,SL_ISV_IFEM,Finland,TOTAL,MALE,10.8
2009,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,7.88
2009,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,43.22
2013,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,6.62
2013,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,30.42
2013,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,5.72
2013,SL_ISV_IFEM,Portugal,TOTAL,MALE,6.58
2013,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,24.01
2013,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,6.65
2013,SL_ISV_IFEM,Portugal,NONAGR,MALE,5.71
2013,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,43.51
2013,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,5.73
2021,SL_ISV_IFEM,Lithuania,TOTAL,BOTHSEX,5.09
2021,SL_ISV_IFEM,Lithuania,ISIC4_A,BOTHSEX,34.82
2021,SL_ISV_IFEM,Lithuania,NONAGR,BOTHSEX,3.6
2021,SL_ISV_IFEM,Lithuania,TOTAL,MALE,3.82
2021,SL_ISV_IFEM,Lithuania,ISIC4_A,MALE,32.5
2021,SL_ISV_IFEM,Lithuania,NONAGR,MALE,1.94
2021,SL_ISV_IFEM,Lithuania,TOTAL,FEMALE,6.34
2021,SL_ISV_IFEM,Lithuania,ISIC4_A,FEMALE,39.0
2007,SL_ISV_IFEM,Luxembourg,NONAGR,MALE,1.23
2009,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.92
2009,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,38.19
2009,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.62
2009,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.23
2010,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,43.15
2010,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.32
2010,SL_ISV_IFEM,Finland,TOTAL,MALE,10.39
2010,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.71
2010,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,39.86
2007,SL_ISV_IFEM,Luxembourg,TOTAL,FEMALE,2.23
2007,SL_ISV_IFEM,Luxembourg,ISIC4_A,FEMALE,50.19
2007,SL_ISV_IFEM,Luxembourg,NONAGR,FEMALE,1.37
2007,SL_ISV_IFEM,Luxembourg,TOTAL,BOTHSEX,1.69
2007,SL_ISV_IFEM,Luxembourg,ISIC4_A,BOTHSEX,20.77
2007,SL_ISV_IFEM,Luxembourg,NONAGR,BOTHSEX,1.29
2007,SL_ISV_IFEM,Luxembourg,TOTAL,MALE,1.31
2007,SL_ISV_IFEM,Luxembourg,ISIC4_A,MALE,4.7
2008,SL_ISV_IFEM,Luxembourg,TOTAL,BOTHSEX,1.1
2010,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.07
2010,SL_ISV_IFEM,Finland,NONAGR,MALE,9.3
2010,SL_ISV_IFEM,Finland,ISIC4_A,MALE,44.17
2010,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,7.56
2011,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.64
2011,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,55.34
2011,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.8
2011,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.29
2011,SL_ISV_IFEM,Finland,NONAGR,MALE,9.21
2015,SL_ISV_IFEM,Austria,NONAGR,BOTHSEX,3.79
2015,SL_ISV_IFEM,Austria,ISIC4_A,FEMALE,15.03
2015,SL_ISV_IFEM,Austria,TOTAL,MALE,4.04
2015,SL_ISV_IFEM,Austria,NONAGR,MALE,3.74
2015,SL_ISV_IFEM,Austria,TOTAL,FEMALE,4.27
2015,SL_ISV_IFEM,Austria,ISIC4_A,BOTHSEX,12.23
2015,SL_ISV_IFEM,Austria,TOTAL,BOTHSEX,4.14
2015,SL_ISV_IFEM,Austria,NONAGR,FEMALE,3.85
2015,SL_ISV_IFEM,Austria,ISIC4_A,MALE,10.35
2008,SL_ISV_IFEM,Luxembourg,ISIC4_A,BOTHSEX,17.78
2008,SL_ISV_IFEM,Luxembourg,NONAGR,BOTHSEX,0.69
2008,SL_ISV_IFEM,Luxembourg,TOTAL,MALE,0.34
2008,SL_ISV_IFEM,Luxembourg,NONAGR,MALE,0.29
2008,SL_ISV_IFEM,Luxembourg,ISIC4_A,FEMALE,62.95
2008,SL_ISV_IFEM,Luxembourg,NONAGR,FEMALE,1.22
2008,SL_ISV_IFEM,Luxembourg,TOTAL,FEMALE,2.11
2009,SL_ISV_IFEM,Luxembourg,TOTAL,MALE,1.18
2009,SL_ISV_IFEM,Luxembourg,ISIC4_A,MALE,9.57
2014,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,7.99
2014,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,28.69
2014,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,7.14
2014,SL_ISV_IFEM,Portugal,TOTAL,MALE,8.21
2014,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,23.66
2014,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,39.34
2014,SL_ISV_IFEM,Portugal,NONAGR,MALE,7.35
2014,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,7.75
2014,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,6.92
2011,SL_ISV_IFEM,Finland,ISIC4_A,MALE,57.76
2011,SL_ISV_IFEM,Finland,TOTAL,MALE,10.79
2011,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,7.56
2011,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,47.97
2012,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.08
2012,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,42.45
2012,SL_ISV_IFEM,Finland,TOTAL,FEMALE,5.94
2012,SL_ISV_IFEM,Finland,NONAGR,MALE,8.09
2012,SL_ISV_IFEM,Finland,ISIC4_A,MALE,47.42
2012,SL_ISV_IFEM,Finland,TOTAL,MALE,10.26
2012,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,6.61
2012,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,46.02
2012,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.17
2013,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.06
2013,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,45.53
2013,SL_ISV_IFEM,Finland,TOTAL,FEMALE,5.88
2013,SL_ISV_IFEM,Finland,NONAGR,MALE,8.46
2013,SL_ISV_IFEM,Finland,ISIC4_A,MALE,45.54
2013,SL_ISV_IFEM,Finland,TOTAL,MALE,10.54
2013,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,6.79
2013,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,45.52
2013,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.29
2014,SL_ISV_IFEM,Finland,NONAGR,MALE,8.29
2014,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.26
2014,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,49.66
2014,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.19
2014,SL_ISV_IFEM,Finland,TOTAL,MALE,10.5
2014,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,6.75
2014,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,48.02
2014,SL_ISV_IFEM,Finland,ISIC4_A,MALE,47.41
2014,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.35
2015,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.35
2015,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,6.83
2015,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,52.91
2015,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.09
2015,SL_ISV_IFEM,Finland,NONAGR,MALE,8.58
2015,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,49.79
2015,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,22.66
2015,SL_ISV_IFEM,Portugal,NONAGR,MALE,6.74
2015,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,32.31
2015,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,7.71
2015,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,6.92
2015,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,6.83
2015,SL_ISV_IFEM,Portugal,TOTAL,MALE,7.45
2015,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,7.98
2016,SL_ISV_IFEM,Austria,TOTAL,MALE,3.54
2016,SL_ISV_IFEM,Austria,TOTAL,BOTHSEX,4.82
2016,SL_ISV_IFEM,Austria,NONAGR,BOTHSEX,4.37
2016,SL_ISV_IFEM,Austria,ISIC4_A,MALE,9.61
2016,SL_ISV_IFEM,Austria,ISIC4_A,BOTHSEX,17.18
2016,SL_ISV_IFEM,Austria,NONAGR,MALE,3.33
2016,SL_ISV_IFEM,Austria,TOTAL,FEMALE,6.39
2016,SL_ISV_IFEM,Austria,ISIC4_A,FEMALE,26.41
2016,SL_ISV_IFEM,Austria,NONAGR,FEMALE,5.66
2009,SL_ISV_IFEM,Luxembourg,NONAGR,MALE,0.89
2009,SL_ISV_IFEM,Luxembourg,TOTAL,FEMALE,3.43
2009,SL_ISV_IFEM,Luxembourg,ISIC4_A,FEMALE,47.06
2009,SL_ISV_IFEM,Luxembourg,NONAGR,FEMALE,2.46
2009,SL_ISV_IFEM,Luxembourg,TOTAL,BOTHSEX,2.12
2009,SL_ISV_IFEM,Luxembourg,ISIC4_A,BOTHSEX,21.17
2009,SL_ISV_IFEM,Luxembourg,NONAGR,BOTHSEX,1.55
2010,SL_ISV_IFEM,Luxembourg,TOTAL,BOTHSEX,1.6
2010,SL_ISV_IFEM,Luxembourg,ISIC4_A,BOTHSEX,18.07
2015,SL_ISV_IFEM,Finland,ISIC4_A,MALE,46.15
2015,SL_ISV_IFEM,Finland,TOTAL,MALE,10.56
2015,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.1
2015,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,48.02
2016,SL_ISV_IFEM,Finland,NONAGR,MALE,8.53
2016,SL_ISV_IFEM,Finland,ISIC4_A,MALE,52.13
2016,SL_ISV_IFEM,Finland,TOTAL,MALE,10.91
2016,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,6.91
2016,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,51.31
2016,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,6.99
2016,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,25.06
2016,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,6.37
2016,SL_ISV_IFEM,Portugal,TOTAL,MALE,6.4
2016,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,16.34
2016,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,44.31
2016,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,6.81
2016,SL_ISV_IFEM,Portugal,NONAGR,MALE,5.93
2016,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,7.58
2010,SL_ISV_IFEM,Luxembourg,NONAGR,BOTHSEX,1.12
2010,SL_ISV_IFEM,Luxembourg,TOTAL,MALE,1.11
2010,SL_ISV_IFEM,Luxembourg,ISIC4_A,MALE,5.23
2010,SL_ISV_IFEM,Luxembourg,NONAGR,MALE,0.97
2010,SL_ISV_IFEM,Luxembourg,TOTAL,FEMALE,2.23
2010,SL_ISV_IFEM,Luxembourg,ISIC4_A,FEMALE,44.32
2010,SL_ISV_IFEM,Luxembourg,NONAGR,FEMALE,1.32
2011,SL_ISV_IFEM,Luxembourg,TOTAL,BOTHSEX,1.75
2011,SL_ISV_IFEM,Luxembourg,ISIC4_A,BOTHSEX,11.52
2016,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.61
2016,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.27
2016,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,49.1
2016,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.2
2017,SL_ISV_IFEM,Finland,NONAGR,MALE,8.89
2017,SL_ISV_IFEM,Finland,ISIC4_A,MALE,53.15
2017,SL_ISV_IFEM,Finland,TOTAL,MALE,11.19
2017,SL_ISV_IFEM,Finland,ISIC4_A,BOTHSEX,49.4
2017,SL_ISV_IFEM,Finland,TOTAL,BOTHSEX,8.73
2017,SL_ISV_IFEM,Portugal,NONAGR,BOTHSEX,7.05
2017,SL_ISV_IFEM,Portugal,TOTAL,MALE,7.32
2017,SL_ISV_IFEM,Portugal,NONAGR,FEMALE,7.39
2017,SL_ISV_IFEM,Portugal,ISIC4_A,MALE,21.09
2017,SL_ISV_IFEM,Portugal,NONAGR,MALE,6.69
2017,SL_ISV_IFEM,Portugal,TOTAL,FEMALE,7.99
2017,SL_ISV_IFEM,Portugal,ISIC4_A,FEMALE,36.73
2017,SL_ISV_IFEM,Portugal,TOTAL,BOTHSEX,7.66
2017,SL_ISV_IFEM,Portugal,ISIC4_A,BOTHSEX,26.02
2011,SL_ISV_IFEM,Luxembourg,TOTAL,MALE,0.76
2011,SL_ISV_IFEM,Luxembourg,NONAGR,BOTHSEX,1.5
2011,SL_ISV_IFEM,Luxembourg,NONAGR,MALE,0.75
2011,SL_ISV_IFEM,Luxembourg,TOTAL,FEMALE,3.01
2011,SL_ISV_IFEM,Luxembourg,ISIC4_A,FEMALE,35.73
2011,SL_ISV_IFEM,Luxembourg,NONAGR,FEMALE,2.43
2012,SL_ISV_IFEM,Luxembourg,NONAGR,FEMALE,1.79
2012,SL_ISV_IFEM,Luxembourg,TOTAL,BOTHSEX,1.48
2012,SL_ISV_IFEM,Luxembourg,ISIC4_A,BOTHSEX,10.23
2017,SL_ISV_IFEM,Finland,NONAGR,BOTHSEX,7.18
2017,SL_ISV_IFEM,Finland,NONAGR,FEMALE,5.47
2017,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,39.8
2017,SL_ISV_IFEM,Finland,TOTAL,FEMALE,6.19
2018,SL_ISV_IFEM,Finland,NONAGR,FEMALE,4.94
2018,SL_ISV_IFEM,Finland,ISIC4_A,FEMALE,38.51
