Year,SeriesCode,Страна ,Activity,Sex,Value
2019,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,BOTHSEX,91.7
2019,SL_ISV_IFEM,Republic of Moldova,NONAGR,BOTHSEX,12.0
2019,SL_ISV_IFEM,Republic of Moldova,TOTAL,MALE,53.72
2019,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,MALE,86.16
2019,SL_ISV_IFEM,Republic of Moldova,NONAGR,MALE,18.81
2019,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,FEMALE,96.35
2019,SL_ISV_IFEM,Republic of Moldova,NONAGR,FEMALE,5.51
2019,SL_ISV_IFEM,Republic of Moldova,TOTAL,FEMALE,55.46
2020,SL_ISV_IFEM,Republic of Moldova,TOTAL,FEMALE,56.6
2012,SL_ISV_IFEM,Austria,ISIC4_A,BOTHSEX,9.87
2012,SL_ISV_IFEM,Austria,TOTAL,MALE,4.77
2012,SL_ISV_IFEM,Austria,NONAGR,BOTHSEX,5.7
2012,SL_ISV_IFEM,Austria,TOTAL,BOTHSEX,5.88
2012,SL_ISV_IFEM,Austria,NONAGR,MALE,4.66
2012,SL_ISV_IFEM,Austria,TOTAL,FEMALE,7.28
2012,SL_ISV_IFEM,Austria,ISIC4_A,FEMALE,13.39
2012,SL_ISV_IFEM,Austria,ISIC4_A,MALE,7.19
2012,SL_ISV_IFEM,Austria,NONAGR,FEMALE,7.02
2021,SL_ISV_IFEM,Cyprus,NONAGR,MALE,3.87
2021,SL_ISV_IFEM,Cyprus,ISIC4_A,MALE,9.22
2021,SL_ISV_IFEM,Cyprus,TOTAL,MALE,4.03
2021,SL_ISV_IFEM,Cyprus,NONAGR,BOTHSEX,4.72
2021,SL_ISV_IFEM,Cyprus,ISIC4_A,BOTHSEX,9.52
2021,SL_ISV_IFEM,Cyprus,TOTAL,BOTHSEX,4.8
2007,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,15.82
2007,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,21.49
2007,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,16.07
2014,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,6.8
2014,SL_ISV_IFEM,Ireland,TOTAL,MALE,9.6
2014,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,34.36
2014,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,6.42
2014,SL_ISV_IFEM,Ireland,ISIC4_A,FEMALE,21.91
2014,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,33.03
2014,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,8.1
2014,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,6.24
2014,SL_ISV_IFEM,Ireland,NONAGR,MALE,7.34
2015,SL_ISV_IFEM,Ireland,NONAGR,MALE,5.19
2015,SL_ISV_IFEM,Ireland,TOTAL,MALE,6.42
2015,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,21.14
2015,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,22.27
2015,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,5.92
2015,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,5.13
2015,SL_ISV_IFEM,Ireland,ISIC4_A,FEMALE,31.23
2015,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,5.07
2015,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,5.36
2016,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,5.35
2016,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,18.49
2016,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,4.86
2016,SL_ISV_IFEM,Ireland,ISIC4_A,FEMALE,18.28
2016,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,4.68
2016,SL_ISV_IFEM,Ireland,TOTAL,MALE,5.76
2016,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,18.52
2016,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,4.67
2016,SL_ISV_IFEM,Ireland,NONAGR,MALE,4.67
2020,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,FEMALE,96.91
2020,SL_ISV_IFEM,Republic of Moldova,NONAGR,FEMALE,3.41
2020,SL_ISV_IFEM,Republic of Moldova,TOTAL,BOTHSEX,56.38
2020,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,BOTHSEX,92.58
2020,SL_ISV_IFEM,Republic of Moldova,NONAGR,BOTHSEX,10.55
2020,SL_ISV_IFEM,Republic of Moldova,TOTAL,MALE,56.14
2020,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,MALE,87.7
2020,SL_ISV_IFEM,Republic of Moldova,NONAGR,MALE,17.92
2021,SL_ISV_IFEM,Republic of Moldova,TOTAL,BOTHSEX,57.21
2021,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,BOTHSEX,92.56
2017,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,4.99
2017,SL_ISV_IFEM,Ireland,ISIC4_A,FEMALE,28.78
2017,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,4.63
2017,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,25.33
2017,SL_ISV_IFEM,Ireland,NONAGR,MALE,3.74
2017,SL_ISV_IFEM,Ireland,TOTAL,MALE,5.42
2017,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,4.16
2017,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,5.22
2017,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,25.81
2018,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,18.29
2018,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,5.08
2018,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,5.74
2018,SL_ISV_IFEM,Ireland,TOTAL,MALE,5.35
2018,SL_ISV_IFEM,Ireland,NONAGR,MALE,4.18
2018,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,18.65
2018,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,6.08
2018,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,6.21
2018,SL_ISV_IFEM,Ireland,ISIC4_A,FEMALE,15.63
2019,SL_ISV_IFEM,Ireland,TOTAL,MALE,5.01
2019,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,16.7
2019,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,3.37
2019,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,2.77
2019,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,2.85
2019,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,4.01
2019,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,17.53
2019,SL_ISV_IFEM,Ireland,NONAGR,MALE,3.92
2020,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,3.01
2020,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,4.43
2020,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,4.93
2020,SL_ISV_IFEM,Ireland,TOTAL,MALE,3.52
2020,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,2.96
2020,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,2.42
2020,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,2.41
2020,SL_ISV_IFEM,Ireland,NONAGR,MALE,3.44
2021,SL_ISV_IFEM,Ireland,NONAGR,MALE,2.07
2021,SL_ISV_IFEM,Ireland,ISIC4_A,MALE,3.36
2007,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,24.16
2007,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,11.32
2007,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,14.12
2007,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,11.4
2007,SL_ISV_IFEM,Czechia,NONAGR,MALE,19.32
2007,SL_ISV_IFEM,Czechia,TOTAL,MALE,19.59
2008,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,16.24
2008,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,11.37
2008,SL_ISV_IFEM,Czechia,NONAGR,MALE,19.53
2008,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,28.27
2008,SL_ISV_IFEM,Czechia,TOTAL,MALE,19.91
2008,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,15.95
2008,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,11.32
2008,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,14.03
2008,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,24.47
2009,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,25.23
2009,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,16.39
2009,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,11.9
2009,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,15.45
2009,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,11.98
2009,SL_ISV_IFEM,Czechia,NONAGR,MALE,19.29
2009,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,28.54
2009,SL_ISV_IFEM,Czechia,TOTAL,MALE,19.76
2009,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,16.03
2010,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,27.43
2010,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,12.27
2010,SL_ISV_IFEM,Czechia,NONAGR,MALE,19.67
2021,SL_ISV_IFEM,Ireland,TOTAL,MALE,2.16
2021,SL_ISV_IFEM,Ireland,NONAGR,FEMALE,1.93
2021,SL_ISV_IFEM,Ireland,TOTAL,FEMALE,1.96
2021,SL_ISV_IFEM,Ireland,NONAGR,BOTHSEX,2.0
2021,SL_ISV_IFEM,Ireland,ISIC4_A,BOTHSEX,3.68
2021,SL_ISV_IFEM,Ireland,TOTAL,BOTHSEX,2.07
2007,SL_ISV_IFEM,Italy,NONAGR,FEMALE,6.01
2007,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,19.29
2007,SL_ISV_IFEM,Italy,NONAGR,MALE,4.32
2021,SL_ISV_IFEM,Republic of Moldova,NONAGR,BOTHSEX,11.14
2021,SL_ISV_IFEM,Republic of Moldova,TOTAL,MALE,56.25
2021,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,MALE,87.74
2021,SL_ISV_IFEM,Republic of Moldova,NONAGR,MALE,18.06
2021,SL_ISV_IFEM,Republic of Moldova,TOTAL,FEMALE,58.09
2021,SL_ISV_IFEM,Republic of Moldova,ISIC4_A,FEMALE,96.75
2021,SL_ISV_IFEM,Republic of Moldova,NONAGR,FEMALE,4.24
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,FEMALE,53.14
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,FEMALE,9.69
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,BOTHSEX,10.62
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,BOTHSEX,48.73
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,BOTHSEX,10.02
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,MALE,10.28
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,FEMALE,10.16
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,MALE,10.98
2007,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,MALE,46.78
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,BOTHSEX,12.67
2007,SL_ISV_IFEM,Italy,TOTAL,FEMALE,6.45
2007,SL_ISV_IFEM,Italy,ISIC4_A,MALE,8.82
2007,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,5.29
2007,SL_ISV_IFEM,Italy,TOTAL,MALE,4.54
2007,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,12.03
2007,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,4.99
2008,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,18.97
2008,SL_ISV_IFEM,Italy,NONAGR,MALE,4.43
2008,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,14.21
2013,SL_ISV_IFEM,Austria,ISIC4_A,BOTHSEX,9.64
2013,SL_ISV_IFEM,Austria,NONAGR,FEMALE,8.02
2013,SL_ISV_IFEM,Austria,TOTAL,BOTHSEX,6.76
2013,SL_ISV_IFEM,Austria,ISIC4_A,FEMALE,13.17
2013,SL_ISV_IFEM,Austria,TOTAL,MALE,5.61
2013,SL_ISV_IFEM,Austria,NONAGR,BOTHSEX,6.62
2013,SL_ISV_IFEM,Austria,TOTAL,FEMALE,8.23
2013,SL_ISV_IFEM,Austria,NONAGR,MALE,5.52
2013,SL_ISV_IFEM,Austria,ISIC4_A,MALE,7.35
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,BOTHSEX,53.8
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,BOTHSEX,12.11
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,MALE,13.91
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,MALE,56.14
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,MALE,13.17
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,FEMALE,11.09
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,FEMALE,47.91
2008,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,FEMALE,10.77
2010,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,32.61
2010,SL_ISV_IFEM,Czechia,TOTAL,MALE,20.24
2010,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,16.39
2010,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,12.79
2010,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,16.76
2010,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,12.26
2011,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,32.03
2011,SL_ISV_IFEM,Czechia,NONAGR,MALE,20.56
2011,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,17.58
2008,SL_ISV_IFEM,Italy,TOTAL,MALE,4.85
2008,SL_ISV_IFEM,Italy,NONAGR,FEMALE,6.43
2008,SL_ISV_IFEM,Italy,ISIC4_A,MALE,12.37
2008,SL_ISV_IFEM,Italy,TOTAL,FEMALE,6.82
2008,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,5.63
2008,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,5.24
2009,SL_ISV_IFEM,Italy,TOTAL,FEMALE,5.16
2009,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,3.99
2009,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,4.35
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,MALE,52.69
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,MALE,14.4
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,FEMALE,11.03
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,FEMALE,44.9
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,FEMALE,10.78
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,MALE,15.07
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,BOTHSEX,13.28
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,BOTHSEX,12.78
2009,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,14.43
2009,SL_ISV_IFEM,Italy,NONAGR,FEMALE,4.8
2009,SL_ISV_IFEM,Italy,ISIC4_A,MALE,12.93
2009,SL_ISV_IFEM,Italy,TOTAL,MALE,3.81
2009,SL_ISV_IFEM,Italy,NONAGR,MALE,3.44
2009,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,17.6
2010,SL_ISV_IFEM,Italy,TOTAL,FEMALE,5.49
2010,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,17.97
2010,SL_ISV_IFEM,Italy,NONAGR,FEMALE,5.14
2011,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,30.92
2011,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,18.06
2011,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,13.8
2011,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,27.8
2011,SL_ISV_IFEM,Czechia,TOTAL,MALE,21.09
2011,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,14.1
2012,SL_ISV_IFEM,Czechia,NONAGR,MALE,21.8
2012,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,35.59
2012,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,14.32
2009,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,BOTHSEX,50.7
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,FEMALE,11.56
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,BOTHSEX,13.8
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,MALE,16.2
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,BOTHSEX,14.25
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,BOTHSEX,48.01
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,MALE,49.64
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,MALE,15.62
2012,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,18.47
2012,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,31.89
2012,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,18.95
2012,SL_ISV_IFEM,Czechia,TOTAL,MALE,22.44
2012,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,22.04
2012,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,14.49
2013,SL_ISV_IFEM,Czechia,TOTAL,MALE,21.76
2013,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,34.82
2013,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,18.21
2010,SL_ISV_IFEM,Italy,NONAGR,MALE,3.98
2010,SL_ISV_IFEM,Italy,TOTAL,MALE,4.35
2010,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,4.45
2010,SL_ISV_IFEM,Italy,ISIC4_A,MALE,11.94
2010,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,13.68
2010,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,4.81
2011,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,14.63
2011,SL_ISV_IFEM,Italy,NONAGR,MALE,4.87
2011,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,5.82
2011,SL_ISV_IFEM,Italy,TOTAL,MALE,5.03
2011,SL_ISV_IFEM,Italy,ISIC4_A,MALE,8.61
2011,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,10.53
2011,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,5.99
2011,SL_ISV_IFEM,Italy,NONAGR,FEMALE,7.18
2011,SL_ISV_IFEM,Italy,TOTAL,FEMALE,7.4
2012,SL_ISV_IFEM,Italy,TOTAL,MALE,4.81
2012,SL_ISV_IFEM,Italy,ISIC4_A,MALE,6.92
2012,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,5.8
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,FEMALE,11.83
2010,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,FEMALE,43.98
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,BOTHSEX,12.99
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,FEMALE,45.03
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,FEMALE,10.72
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,MALE,14.66
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,BOTHSEX,40.73
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,BOTHSEX,12.69
2012,SL_ISV_IFEM,Italy,NONAGR,FEMALE,7.31
2012,SL_ISV_IFEM,Italy,TOTAL,FEMALE,7.48
2012,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,14.45
2012,SL_ISV_IFEM,Italy,NONAGR,MALE,4.73
2012,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,5.91
2012,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,9.22
2013,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,4.98
2013,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,4.83
2013,SL_ISV_IFEM,Italy,ISIC4_A,MALE,7.04
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,MALE,39.2
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,MALE,14.31
2011,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,FEMALE,10.93
2012,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,MALE,47.5
2012,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,MALE,15.63
2012,SL_ISV_IFEM,Netherlands (Kingdom of the),TOTAL,FEMALE,10.54
2012,SL_ISV_IFEM,Netherlands (Kingdom of the),ISIC4_A,FEMALE,47.43
2012,SL_ISV_IFEM,Netherlands (Kingdom of the),NONAGR,FEMALE,10.38
2013,SL_ISV_IFEM,Italy,TOTAL,MALE,3.94
2013,SL_ISV_IFEM,Italy,NONAGR,MALE,3.79
2013,SL_ISV_IFEM,Italy,NONAGR,FEMALE,6.26
2013,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,8.85
2013,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,13.92
2013,SL_ISV_IFEM,Italy,TOTAL,FEMALE,6.43
2014,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,20.1
2014,SL_ISV_IFEM,Italy,TOTAL,FEMALE,7.6
2014,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,6.12
2014,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,12.07
2014,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,6.33
2014,SL_ISV_IFEM,Italy,NONAGR,MALE,5.23
2014,SL_ISV_IFEM,Italy,ISIC4_A,MALE,9.57
2014,SL_ISV_IFEM,Italy,TOTAL,MALE,5.43
2014,SL_ISV_IFEM,Italy,NONAGR,FEMALE,7.34
2015,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,6.89
2015,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,9.92
2015,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,7.01
2015,SL_ISV_IFEM,Italy,TOTAL,MALE,6.15
2015,SL_ISV_IFEM,Italy,NONAGR,FEMALE,7.99
2015,SL_ISV_IFEM,Italy,NONAGR,MALE,6.09
2015,SL_ISV_IFEM,Italy,ISIC4_A,MALE,7.31
2015,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,17.12
2015,SL_ISV_IFEM,Italy,TOTAL,FEMALE,8.21
2016,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,11.26
2016,SL_ISV_IFEM,Italy,ISIC4_A,MALE,19.24
2016,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,10.87
2013,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,33.1
2013,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,18.72
2013,SL_ISV_IFEM,Czechia,NONAGR,MALE,21.16
2013,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,14.53
2013,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,28.96
2013,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,14.86
2014,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,24.81
2014,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,18.21
2014,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,16.9
2014,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,14.75
2014,SL_ISV_IFEM,Czechia,NONAGR,MALE,20.62
2014,SL_ISV_IFEM,Czechia,TOTAL,MALE,20.96
2014,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,17.97
2014,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,14.7
2014,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,28.5
2015,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,14.43
2015,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,24.63
2015,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,14.16
2016,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,20.07
2016,SL_ISV_IFEM,Italy,TOTAL,MALE,10.85
2016,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,22.54
2016,SL_ISV_IFEM,Italy,NONAGR,FEMALE,11.56
2016,SL_ISV_IFEM,Italy,TOTAL,FEMALE,11.84
2016,SL_ISV_IFEM,Italy,NONAGR,MALE,10.37
2017,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,22.19
2017,SL_ISV_IFEM,Italy,TOTAL,MALE,10.16
2017,SL_ISV_IFEM,Italy,NONAGR,BOTHSEX,9.82
2015,SL_ISV_IFEM,Czechia,NONAGR,MALE,21.43
2015,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,27.47
2015,SL_ISV_IFEM,Czechia,TOTAL,MALE,21.68
2015,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,18.18
2015,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,26.51
2015,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,18.47
2016,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,17.81
2016,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,17.55
2016,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,25.36
2017,SL_ISV_IFEM,Italy,TOTAL,BOTHSEX,10.35
2017,SL_ISV_IFEM,Italy,NONAGR,FEMALE,10.16
2017,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,27.13
2017,SL_ISV_IFEM,Italy,TOTAL,FEMALE,10.6
2017,SL_ISV_IFEM,Italy,NONAGR,MALE,9.57
2017,SL_ISV_IFEM,Italy,ISIC4_A,MALE,20.51
2018,SL_ISV_IFEM,Italy,NONAGR,FEMALE,11.9
2018,SL_ISV_IFEM,Italy,ISIC4_A,FEMALE,25.75
2018,SL_ISV_IFEM,Italy,ISIC4_A,BOTHSEX,21.67
2016,SL_ISV_IFEM,Czechia,TOTAL,MALE,21.14
2016,SL_ISV_IFEM,Czechia,ISIC4_A,MALE,29.18
2016,SL_ISV_IFEM,Czechia,NONAGR,MALE,20.78
2016,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,13.54
2016,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,15.11
2016,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,13.57
2017,SL_ISV_IFEM,Czechia,TOTAL,MALE,20.88
2017,SL_ISV_IFEM,Czechia,NONAGR,BOTHSEX,17.13
2017,SL_ISV_IFEM,Czechia,ISIC4_A,BOTHSEX,25.57
2017,SL_ISV_IFEM,Czechia,TOTAL,FEMALE,12.96
2017,SL_ISV_IFEM,Czechia,ISIC4_A,FEMALE,17.79
2017,SL_ISV_IFEM,Czechia,NONAGR,FEMALE,12.87
2017,SL_ISV_IFEM,Czechia,NONAGR,MALE,20.58
2017,SL_ISV_IFEM,Czechia,TOTAL,BOTHSEX,17.37
