Year,SeriesCode,Country,Location,Value
2005,EG_EGY_CLEAN,Azerbaijan,Urban,95
2005,EG_EGY_CLEAN,Azerbaijan,All areas,85
2005,EG_EGY_CLEAN,Azerbaijan,Rural,70
2006,EG_EGY_CLEAN,Azerbaijan,All areas,87
2006,EG_EGY_CLEAN,Azerbaijan,Urban,95
2006,EG_EGY_CLEAN,Azerbaijan,Rural,75
2007,EG_EGY_CLEAN,Azerbaijan,All areas,89
2007,EG_EGY_CLEAN,Azerbaijan,Rural,78
2007,EG_EGY_CLEAN,Azerbaijan,Urban,95
2008,EG_EGY_CLEAN,Azerbaijan,All areas,91
2008,EG_EGY_CLEAN,Azerbaijan,Rural,82
2008,EG_EGY_CLEAN,Azerbaijan,Urban,95
2009,EG_EGY_CLEAN,Azerbaijan,All areas,92
2009,EG_EGY_CLEAN,Azerbaijan,Urban,95
2009,EG_EGY_CLEAN,Azerbaijan,Rural,85
2010,EG_EGY_CLEAN,Azerbaijan,Urban,95
2010,EG_EGY_CLEAN,Azerbaijan,All areas,93
2010,EG_EGY_CLEAN,Azerbaijan,Rural,87
2011,EG_EGY_CLEAN,Azerbaijan,Rural,89
2011,EG_EGY_CLEAN,Azerbaijan,Urban,95
2011,EG_EGY_CLEAN,Azerbaijan,All areas,94
2012,EG_EGY_CLEAN,Azerbaijan,All areas,95
2012,EG_EGY_CLEAN,Azerbaijan,Rural,91
2012,EG_EGY_CLEAN,Azerbaijan,Urban,95
2013,EG_EGY_CLEAN,Azerbaijan,All areas,95
2013,EG_EGY_CLEAN,Azerbaijan,Rural,92
2013,EG_EGY_CLEAN,Azerbaijan,Urban,95
2014,EG_EGY_CLEAN,Azerbaijan,All areas,95
2014,EG_EGY_CLEAN,Azerbaijan,Rural,93
2017,EG_EGY_CLEAN,Estonia,Urban,95
2018,EG_EGY_CLEAN,Estonia,All areas,95
2018,EG_EGY_CLEAN,Estonia,Rural,95
2018,EG_EGY_CLEAN,Estonia,Urban,95
2019,EG_EGY_CLEAN,Estonia,All areas,95
2019,EG_EGY_CLEAN,Estonia,Rural,95
2019,EG_EGY_CLEAN,Estonia,Urban,95
2020,EG_EGY_CLEAN,Estonia,Rural,95
2020,EG_EGY_CLEAN,Estonia,Urban,95
2020,EG_EGY_CLEAN,Estonia,All areas,95
2021,EG_EGY_CLEAN,Estonia,All areas,95
2000,EG_EGY_CLEAN,Belarus,Rural,86
2000,EG_EGY_CLEAN,Belarus,All areas,94
2000,EG_EGY_CLEAN,Belarus,Urban,95
2001,EG_EGY_CLEAN,Belarus,All areas,95
2001,EG_EGY_CLEAN,Belarus,Rural,87
2001,EG_EGY_CLEAN,Belarus,Urban,95
2002,EG_EGY_CLEAN,Belarus,Urban,95
2002,EG_EGY_CLEAN,Belarus,All areas,95
2002,EG_EGY_CLEAN,Belarus,Rural,89
2014,EG_EGY_CLEAN,Azerbaijan,Urban,95
2015,EG_EGY_CLEAN,Azerbaijan,Urban,95
2015,EG_EGY_CLEAN,Azerbaijan,All areas,95
2015,EG_EGY_CLEAN,Azerbaijan,Rural,94
2016,EG_EGY_CLEAN,Azerbaijan,All areas,95
2016,EG_EGY_CLEAN,Azerbaijan,Rural,95
2016,EG_EGY_CLEAN,Azerbaijan,Urban,95
2017,EG_EGY_CLEAN,Azerbaijan,All areas,95
2017,EG_EGY_CLEAN,Azerbaijan,Rural,95
2017,EG_EGY_CLEAN,Azerbaijan,Urban,95
2018,EG_EGY_CLEAN,Azerbaijan,Rural,95
2018,EG_EGY_CLEAN,Azerbaijan,All areas,95
2018,EG_EGY_CLEAN,Azerbaijan,Urban,95
2019,EG_EGY_CLEAN,Azerbaijan,All areas,95
2019,EG_EGY_CLEAN,Azerbaijan,Rural,95
2019,EG_EGY_CLEAN,Azerbaijan,Urban,95
2020,EG_EGY_CLEAN,Azerbaijan,Urban,95
2020,EG_EGY_CLEAN,Azerbaijan,All areas,95
2020,EG_EGY_CLEAN,Azerbaijan,Rural,95
2021,EG_EGY_CLEAN,Azerbaijan,All areas,95
2021,EG_EGY_CLEAN,Azerbaijan,Rural,95
2021,EG_EGY_CLEAN,Azerbaijan,Urban,95
2021,EG_EGY_CLEAN,Estonia,Rural,95
2021,EG_EGY_CLEAN,Estonia,Urban,95
2000,EG_EGY_CLEAN,Finland,All areas,95
2000,EG_EGY_CLEAN,Finland,Urban,95
2000,EG_EGY_CLEAN,Finland,Rural,95
2001,EG_EGY_CLEAN,Finland,Urban,95
2001,EG_EGY_CLEAN,Finland,Rural,95
2001,EG_EGY_CLEAN,Finland,All areas,95
2002,EG_EGY_CLEAN,Finland,Urban,95
2002,EG_EGY_CLEAN,Finland,Rural,95
2002,EG_EGY_CLEAN,Finland,All areas,95
2003,EG_EGY_CLEAN,Belarus,All areas,95
2003,EG_EGY_CLEAN,Belarus,Urban,95
2003,EG_EGY_CLEAN,Belarus,Rural,90
2004,EG_EGY_CLEAN,Belarus,All areas,95
2004,EG_EGY_CLEAN,Belarus,Urban,95
2004,EG_EGY_CLEAN,Belarus,Rural,91
2005,EG_EGY_CLEAN,Belarus,Urban,95
2005,EG_EGY_CLEAN,Belarus,All areas,95
2005,EG_EGY_CLEAN,Belarus,Rural,92
2006,EG_EGY_CLEAN,Belarus,All areas,95
2006,EG_EGY_CLEAN,Belarus,Rural,93
2015,EG_EGY_CLEAN,Latvia,Urban,95
2016,EG_EGY_CLEAN,Latvia,Urban,95
2016,EG_EGY_CLEAN,Latvia,Rural,95
2016,EG_EGY_CLEAN,Latvia,All areas,95
2017,EG_EGY_CLEAN,Latvia,Urban,95
2017,EG_EGY_CLEAN,Latvia,Rural,95
2017,EG_EGY_CLEAN,Latvia,All areas,95
2018,EG_EGY_CLEAN,Latvia,Urban,95
2018,EG_EGY_CLEAN,Latvia,Rural,95
2018,EG_EGY_CLEAN,Latvia,All areas,95
2019,EG_EGY_CLEAN,Latvia,All areas,95
2006,EG_EGY_CLEAN,Belarus,Urban,95
2007,EG_EGY_CLEAN,Belarus,Urban,95
2007,EG_EGY_CLEAN,Belarus,All areas,95
2007,EG_EGY_CLEAN,Belarus,Rural,94
2008,EG_EGY_CLEAN,Belarus,All areas,95
2008,EG_EGY_CLEAN,Belarus,Rural,95
2008,EG_EGY_CLEAN,Belarus,Urban,95
2009,EG_EGY_CLEAN,Belarus,All areas,95
2009,EG_EGY_CLEAN,Belarus,Rural,95
2009,EG_EGY_CLEAN,Belarus,Urban,95
2010,EG_EGY_CLEAN,Belarus,Urban,95
2003,EG_EGY_CLEAN,Finland,All areas,95
2003,EG_EGY_CLEAN,Finland,Urban,95
2003,EG_EGY_CLEAN,Finland,Rural,95
2004,EG_EGY_CLEAN,Finland,Urban,95
2004,EG_EGY_CLEAN,Finland,Rural,95
2004,EG_EGY_CLEAN,Finland,All areas,95
2005,EG_EGY_CLEAN,Finland,Urban,95
2005,EG_EGY_CLEAN,Finland,Rural,95
2005,EG_EGY_CLEAN,Finland,All areas,95
2006,EG_EGY_CLEAN,Finland,Urban,95
2006,EG_EGY_CLEAN,Finland,All areas,95
2010,EG_EGY_CLEAN,Belarus,All areas,95
2010,EG_EGY_CLEAN,Belarus,Rural,95
2011,EG_EGY_CLEAN,Belarus,All areas,95
2011,EG_EGY_CLEAN,Belarus,Rural,95
2011,EG_EGY_CLEAN,Belarus,Urban,95
2012,EG_EGY_CLEAN,Belarus,All areas,95
2012,EG_EGY_CLEAN,Belarus,Urban,95
2012,EG_EGY_CLEAN,Belarus,Rural,95
2013,EG_EGY_CLEAN,Belarus,All areas,95
2013,EG_EGY_CLEAN,Belarus,Rural,95
2013,EG_EGY_CLEAN,Belarus,Urban,95
2014,EG_EGY_CLEAN,Belarus,Rural,95
2014,EG_EGY_CLEAN,Belarus,All areas,95
2014,EG_EGY_CLEAN,Belarus,Urban,95
2015,EG_EGY_CLEAN,Belarus,Urban,95
2015,EG_EGY_CLEAN,Belarus,All areas,95
2015,EG_EGY_CLEAN,Belarus,Rural,95
2016,EG_EGY_CLEAN,Belarus,All areas,95
2016,EG_EGY_CLEAN,Belarus,Rural,95
2016,EG_EGY_CLEAN,Belarus,Urban,95
2017,EG_EGY_CLEAN,Belarus,All areas,95
2017,EG_EGY_CLEAN,Belarus,Rural,95
2017,EG_EGY_CLEAN,Belarus,Urban,95
2018,EG_EGY_CLEAN,Belarus,All areas,95
2018,EG_EGY_CLEAN,Belarus,Rural,95
2018,EG_EGY_CLEAN,Belarus,Urban,95
2019,EG_EGY_CLEAN,Belarus,All areas,95
2019,EG_EGY_CLEAN,Belarus,Urban,95
2019,EG_EGY_CLEAN,Belarus,Rural,95
2020,EG_EGY_CLEAN,Belarus,Urban,95
2020,EG_EGY_CLEAN,Belarus,All areas,95
2020,EG_EGY_CLEAN,Belarus,Rural,95
2021,EG_EGY_CLEAN,Belarus,Urban,95
2000,EG_EGY_CLEAN,Australia,Rural,95
2000,EG_EGY_CLEAN,Australia,Urban,95
2000,EG_EGY_CLEAN,Australia,All areas,95
2001,EG_EGY_CLEAN,Australia,All areas,95
2001,EG_EGY_CLEAN,Australia,Rural,95
2001,EG_EGY_CLEAN,Australia,Urban,95
2002,EG_EGY_CLEAN,Australia,All areas,95
2002,EG_EGY_CLEAN,Australia,Rural,95
2002,EG_EGY_CLEAN,Australia,Urban,95
2003,EG_EGY_CLEAN,Australia,Urban,95
2003,EG_EGY_CLEAN,Australia,All areas,95
2006,EG_EGY_CLEAN,Finland,Rural,95
2007,EG_EGY_CLEAN,Finland,Urban,95
2007,EG_EGY_CLEAN,Finland,Rural,95
2007,EG_EGY_CLEAN,Finland,All areas,95
2008,EG_EGY_CLEAN,Finland,Urban,95
2008,EG_EGY_CLEAN,Finland,Rural,95
2008,EG_EGY_CLEAN,Finland,All areas,95
2009,EG_EGY_CLEAN,Finland,All areas,95
2009,EG_EGY_CLEAN,Finland,Rural,95
2009,EG_EGY_CLEAN,Finland,Urban,95
2010,EG_EGY_CLEAN,Finland,All areas,95
2003,EG_EGY_CLEAN,Australia,Rural,95
2004,EG_EGY_CLEAN,Australia,Urban,95
2004,EG_EGY_CLEAN,Australia,Rural,95
2004,EG_EGY_CLEAN,Australia,All areas,95
2005,EG_EGY_CLEAN,Australia,Rural,95
2005,EG_EGY_CLEAN,Australia,Urban,95
2005,EG_EGY_CLEAN,Australia,All areas,95
2006,EG_EGY_CLEAN,Australia,All areas,95
2006,EG_EGY_CLEAN,Australia,Rural,95
2006,EG_EGY_CLEAN,Australia,Urban,95
2007,EG_EGY_CLEAN,Australia,All areas,95
2010,EG_EGY_CLEAN,Finland,Urban,95
2010,EG_EGY_CLEAN,Finland,Rural,95
2011,EG_EGY_CLEAN,Finland,All areas,95
2011,EG_EGY_CLEAN,Finland,Urban,95
2011,EG_EGY_CLEAN,Finland,Rural,95
2012,EG_EGY_CLEAN,Finland,All areas,95
2012,EG_EGY_CLEAN,Finland,Urban,95
2012,EG_EGY_CLEAN,Finland,Rural,95
2013,EG_EGY_CLEAN,Finland,Urban,95
2013,EG_EGY_CLEAN,Finland,Rural,95
2013,EG_EGY_CLEAN,Finland,All areas,95
2007,EG_EGY_CLEAN,Australia,Urban,95
2007,EG_EGY_CLEAN,Australia,Rural,95
2008,EG_EGY_CLEAN,Australia,Urban,95
2008,EG_EGY_CLEAN,Australia,All areas,95
2008,EG_EGY_CLEAN,Australia,Rural,95
2009,EG_EGY_CLEAN,Australia,All areas,95
2009,EG_EGY_CLEAN,Australia,Rural,95
2009,EG_EGY_CLEAN,Australia,Urban,95
2010,EG_EGY_CLEAN,Australia,All areas,95
2010,EG_EGY_CLEAN,Australia,Rural,95
2010,EG_EGY_CLEAN,Australia,Urban,95
2011,EG_EGY_CLEAN,Australia,Urban,95
2011,EG_EGY_CLEAN,Australia,All areas,95
2011,EG_EGY_CLEAN,Australia,Rural,95
2012,EG_EGY_CLEAN,Australia,Urban,95
2012,EG_EGY_CLEAN,Australia,All areas,95
2012,EG_EGY_CLEAN,Australia,Rural,95
2013,EG_EGY_CLEAN,Australia,Urban,95
2013,EG_EGY_CLEAN,Australia,All areas,95
2013,EG_EGY_CLEAN,Australia,Rural,95
2014,EG_EGY_CLEAN,Australia,All areas,95
2014,EG_EGY_CLEAN,Australia,Rural,95
2014,EG_EGY_CLEAN,Australia,Urban,95
2015,EG_EGY_CLEAN,Australia,All areas,95
2015,EG_EGY_CLEAN,Australia,Rural,95
2015,EG_EGY_CLEAN,Australia,Urban,95
2016,EG_EGY_CLEAN,Australia,All areas,95
2016,EG_EGY_CLEAN,Australia,Rural,95
2016,EG_EGY_CLEAN,Australia,Urban,95
2017,EG_EGY_CLEAN,Australia,All areas,95
2017,EG_EGY_CLEAN,Australia,Rural,95
2017,EG_EGY_CLEAN,Australia,Urban,95
2018,EG_EGY_CLEAN,Australia,Urban,95
2014,EG_EGY_CLEAN,Finland,Urban,95
2014,EG_EGY_CLEAN,Finland,Rural,95
2014,EG_EGY_CLEAN,Finland,All areas,95
2015,EG_EGY_CLEAN,Finland,All areas,95
2015,EG_EGY_CLEAN,Finland,Rural,95
2015,EG_EGY_CLEAN,Finland,Urban,95
2016,EG_EGY_CLEAN,Finland,All areas,95
2016,EG_EGY_CLEAN,Finland,Urban,95
2016,EG_EGY_CLEAN,Finland,Rural,95
2017,EG_EGY_CLEAN,Finland,Urban,95
2017,EG_EGY_CLEAN,Finland,Rural,95
2018,EG_EGY_CLEAN,Australia,All areas,95
2018,EG_EGY_CLEAN,Australia,Rural,95
2019,EG_EGY_CLEAN,Australia,All areas,95
2019,EG_EGY_CLEAN,Australia,Rural,95
2019,EG_EGY_CLEAN,Australia,Urban,95
2020,EG_EGY_CLEAN,Australia,All areas,95
2020,EG_EGY_CLEAN,Australia,Rural,95
2020,EG_EGY_CLEAN,Australia,Urban,95
2021,EG_EGY_CLEAN,Australia,All areas,95
2021,EG_EGY_CLEAN,Australia,Rural,95
2021,EG_EGY_CLEAN,Australia,Urban,95
2017,EG_EGY_CLEAN,Finland,All areas,95
2018,EG_EGY_CLEAN,Finland,Rural,95
2018,EG_EGY_CLEAN,Finland,All areas,95
2018,EG_EGY_CLEAN,Finland,Urban,95
2019,EG_EGY_CLEAN,Finland,Urban,95
2019,EG_EGY_CLEAN,Finland,Rural,95
2019,EG_EGY_CLEAN,Finland,All areas,95
2020,EG_EGY_CLEAN,Finland,Urban,95
2020,EG_EGY_CLEAN,Finland,Rural,95
2020,EG_EGY_CLEAN,Finland,All areas,95
2021,EG_EGY_CLEAN,Finland,All areas,95
2021,EG_EGY_CLEAN,Finland,Rural,95
2021,EG_EGY_CLEAN,Finland,Urban,95
2000,EG_EGY_CLEAN,France,All areas,95
2000,EG_EGY_CLEAN,France,Urban,95
2000,EG_EGY_CLEAN,France,Rural,95
2001,EG_EGY_CLEAN,France,Urban,95
2001,EG_EGY_CLEAN,France,Rural,95
2001,EG_EGY_CLEAN,France,All areas,95
2002,EG_EGY_CLEAN,France,All areas,95
2002,EG_EGY_CLEAN,France,Urban,95
2002,EG_EGY_CLEAN,France,Rural,95
2021,EG_EGY_CLEAN,Belarus,All areas,95
2021,EG_EGY_CLEAN,Belarus,Rural,95
2000,EG_EGY_CLEAN,Canada,All areas,95
2000,EG_EGY_CLEAN,Canada,Rural,95
2000,EG_EGY_CLEAN,Canada,Urban,95
2001,EG_EGY_CLEAN,Canada,All areas,95
2001,EG_EGY_CLEAN,Canada,Rural,95
2001,EG_EGY_CLEAN,Canada,Urban,95
2002,EG_EGY_CLEAN,Canada,Rural,95
2002,EG_EGY_CLEAN,Canada,All areas,95
2002,EG_EGY_CLEAN,Canada,Urban,95
2003,EG_EGY_CLEAN,France,Urban,95
2003,EG_EGY_CLEAN,France,Rural,95
2003,EG_EGY_CLEAN,France,All areas,95
2004,EG_EGY_CLEAN,France,Rural,95
2004,EG_EGY_CLEAN,France,All areas,95
2004,EG_EGY_CLEAN,France,Urban,95
2005,EG_EGY_CLEAN,France,Rural,95
2005,EG_EGY_CLEAN,France,All areas,95
2005,EG_EGY_CLEAN,France,Urban,95
2006,EG_EGY_CLEAN,France,Urban,95
2006,EG_EGY_CLEAN,France,Rural,95
2000,EG_EGY_CLEAN,Austria,All areas,95
2000,EG_EGY_CLEAN,Austria,Rural,95
2000,EG_EGY_CLEAN,Austria,Urban,95
2001,EG_EGY_CLEAN,Austria,All areas,95
2001,EG_EGY_CLEAN,Austria,Rural,95
2001,EG_EGY_CLEAN,Austria,Urban,95
2002,EG_EGY_CLEAN,Austria,Urban,95
2002,EG_EGY_CLEAN,Austria,All areas,95
2002,EG_EGY_CLEAN,Austria,Rural,95
2003,EG_EGY_CLEAN,Austria,All areas,95
2003,EG_EGY_CLEAN,Austria,Rural,95
2003,EG_EGY_CLEAN,Canada,Urban,95
2003,EG_EGY_CLEAN,Canada,All areas,95
2003,EG_EGY_CLEAN,Canada,Rural,95
2004,EG_EGY_CLEAN,Canada,All areas,95
2004,EG_EGY_CLEAN,Canada,Rural,95
2004,EG_EGY_CLEAN,Canada,Urban,95
2005,EG_EGY_CLEAN,Canada,All areas,95
2005,EG_EGY_CLEAN,Canada,Rural,95
2005,EG_EGY_CLEAN,Canada,Urban,95
2006,EG_EGY_CLEAN,Canada,All areas,95
2006,EG_EGY_CLEAN,Canada,Rural,95
2006,EG_EGY_CLEAN,France,All areas,95
2007,EG_EGY_CLEAN,France,Urban,95
2007,EG_EGY_CLEAN,France,Rural,95
2007,EG_EGY_CLEAN,France,All areas,95
2008,EG_EGY_CLEAN,France,Rural,95
2008,EG_EGY_CLEAN,France,All areas,95
2008,EG_EGY_CLEAN,France,Urban,95
2009,EG_EGY_CLEAN,France,All areas,95
2009,EG_EGY_CLEAN,France,Urban,95
2009,EG_EGY_CLEAN,France,Rural,95
2010,EG_EGY_CLEAN,France,Urban,95
2019,EG_EGY_CLEAN,Latvia,Urban,95
2019,EG_EGY_CLEAN,Latvia,Rural,95
2020,EG_EGY_CLEAN,Latvia,Urban,95
2020,EG_EGY_CLEAN,Latvia,Rural,95
2020,EG_EGY_CLEAN,Latvia,All areas,95
2021,EG_EGY_CLEAN,Latvia,Urban,95
2021,EG_EGY_CLEAN,Latvia,Rural,95
2021,EG_EGY_CLEAN,Latvia,All areas,95
2000,EG_EGY_CLEAN,Lithuania,Rural,95
2000,EG_EGY_CLEAN,Lithuania,All areas,95
2000,EG_EGY_CLEAN,Lithuania,Urban,95
2001,EG_EGY_CLEAN,Lithuania,All areas,95
2001,EG_EGY_CLEAN,Lithuania,Urban,95
2001,EG_EGY_CLEAN,Lithuania,Rural,95
2002,EG_EGY_CLEAN,Lithuania,Rural,95
2002,EG_EGY_CLEAN,Lithuania,Urban,95
2002,EG_EGY_CLEAN,Lithuania,All areas,95
2003,EG_EGY_CLEAN,Lithuania,Urban,95
2003,EG_EGY_CLEAN,Lithuania,Rural,95
2003,EG_EGY_CLEAN,Lithuania,All areas,95
2004,EG_EGY_CLEAN,Lithuania,All areas,95
2004,EG_EGY_CLEAN,Lithuania,Urban,95
2004,EG_EGY_CLEAN,Lithuania,Rural,95
2005,EG_EGY_CLEAN,Lithuania,Rural,95
2005,EG_EGY_CLEAN,Lithuania,All areas,95
2005,EG_EGY_CLEAN,Lithuania,Urban,95
2006,EG_EGY_CLEAN,Lithuania,Rural,95
2006,EG_EGY_CLEAN,Lithuania,All areas,95
2006,EG_EGY_CLEAN,Lithuania,Urban,95
2007,EG_EGY_CLEAN,Lithuania,All areas,95
2007,EG_EGY_CLEAN,Lithuania,Rural,95
2007,EG_EGY_CLEAN,Lithuania,Urban,95
2008,EG_EGY_CLEAN,Lithuania,All areas,95
2008,EG_EGY_CLEAN,Lithuania,Rural,95
2008,EG_EGY_CLEAN,Lithuania,Urban,95
2009,EG_EGY_CLEAN,Lithuania,All areas,95
2009,EG_EGY_CLEAN,Lithuania,Urban,95
2009,EG_EGY_CLEAN,Lithuania,Rural,95
2010,EG_EGY_CLEAN,Lithuania,All areas,95
2010,EG_EGY_CLEAN,Lithuania,Urban,95
2010,EG_EGY_CLEAN,Lithuania,Rural,95
2011,EG_EGY_CLEAN,Lithuania,Urban,95
2011,EG_EGY_CLEAN,Lithuania,Rural,95
2011,EG_EGY_CLEAN,Lithuania,All areas,95
2003,EG_EGY_CLEAN,Austria,Urban,95
2004,EG_EGY_CLEAN,Austria,All areas,95
2004,EG_EGY_CLEAN,Austria,Rural,95
2004,EG_EGY_CLEAN,Austria,Urban,95
2005,EG_EGY_CLEAN,Austria,All areas,95
2005,EG_EGY_CLEAN,Austria,Rural,95
2005,EG_EGY_CLEAN,Austria,Urban,95
2006,EG_EGY_CLEAN,Austria,All areas,95
2006,EG_EGY_CLEAN,Austria,Rural,95
2006,EG_EGY_CLEAN,Austria,Urban,95
2007,EG_EGY_CLEAN,Austria,Rural,95
2007,EG_EGY_CLEAN,Austria,All areas,95
2007,EG_EGY_CLEAN,Austria,Urban,95
2008,EG_EGY_CLEAN,Austria,Urban,95
2008,EG_EGY_CLEAN,Austria,All areas,95
2008,EG_EGY_CLEAN,Austria,Rural,95
2009,EG_EGY_CLEAN,Austria,Rural,95
2009,EG_EGY_CLEAN,Austria,Urban,95
2009,EG_EGY_CLEAN,Austria,All areas,95
2010,EG_EGY_CLEAN,Austria,All areas,95
2010,EG_EGY_CLEAN,Austria,Rural,95
2010,EG_EGY_CLEAN,Austria,Urban,95
2010,EG_EGY_CLEAN,France,Rural,95
2010,EG_EGY_CLEAN,France,All areas,95
2011,EG_EGY_CLEAN,France,Urban,95
2011,EG_EGY_CLEAN,France,Rural,95
2011,EG_EGY_CLEAN,France,All areas,95
2012,EG_EGY_CLEAN,France,All areas,95
2012,EG_EGY_CLEAN,France,Urban,95
2012,EG_EGY_CLEAN,France,Rural,95
2013,EG_EGY_CLEAN,France,Urban,95
2013,EG_EGY_CLEAN,France,Rural,95
2013,EG_EGY_CLEAN,France,All areas,95
2011,EG_EGY_CLEAN,Austria,All areas,95
2011,EG_EGY_CLEAN,Austria,Rural,95
2011,EG_EGY_CLEAN,Austria,Urban,95
2012,EG_EGY_CLEAN,Austria,Urban,95
2012,EG_EGY_CLEAN,Austria,All areas,95
2012,EG_EGY_CLEAN,Austria,Rural,95
