Year,SeriesCode,GeoAreaName,Age,Location,Sex,Value
2017,SD_MDP_MUHC,Albania,<16Y,ALLAREA,BOTHSEX,55
2017,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,BOTHSEX,52
2017,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,FEMALE,52
2017,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,MALE,51
2018,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,BOTHSEX,49
2018,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,MALE,48
2018,SD_MDP_MUHC,Albania,<16Y,ALLAREA,BOTHSEX,52
2018,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,FEMALE,50
2019,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,FEMALE,47
2019,SD_MDP_MUHC,Albania,<16Y,ALLAREA,BOTHSEX,49
2019,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,BOTHSEX,46
2019,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,MALE,46
2020,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,FEMALE,45
2020,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,BOTHSEX,43
2020,SD_MDP_MUHC,Albania,<16Y,ALLAREA,BOTHSEX,48
2015,SD_MDP_MUHC,Costa Rica,<18Y,ALLAREA,BOTHSEX,33
2015,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,41
2015,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,MALE,27
2015,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,21
2020,SD_MDP_MUHC,Albania,ALLAGE,ALLAREA,MALE,42
2010,SD_MDP_MUHC,Austria,ALLAGE,URBAN,BOTHSEX,21
2010,SD_MDP_MUHC,Austria,ALLAGE,ALLAREA,MALE,17
2010,SD_MDP_MUHC,Austria,ALLAGE,RURAL,BOTHSEX,16
2010,SD_MDP_MUHC,Austria,ALLAGE,ALLAREA,BOTHSEX,19
2015,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,FEMALE,25
2016,SD_MDP_MUHC,Costa Rica,<18Y,ALLAREA,BOTHSEX,32
2016,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,MALE,26
2016,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,39
2016,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,BOTHSEX,25
2010,SD_MDP_MUHC,Austria,ALLAGE,ALLAREA,FEMALE,21
2010,SD_MDP_MUHC,Austria,<18Y,ALLAREA,BOTHSEX,22
2011,SD_MDP_MUHC,Austria,ALLAGE,ALLAREA,FEMALE,20
2011,SD_MDP_MUHC,Austria,ALLAGE,ALLAREA,MALE,18
2011,SD_MDP_MUHC,Austria,ALLAGE,URBAN,BOTHSEX,21
2015,SD_MDP_MUHC,Italy,ALLAGE,ALLAREA,BOTHSEX,29
2015,SD_MDP_MUHC,Italy,ALLAGE,ALLAREA,MALE,28
2016,SD_MDP_MUHC,Italy,ALLAGE,RURAL,BOTHSEX,31
2016,SD_MDP_MUHC,Italy,ALLAGE,URBAN,BOTHSEX,30
2016,SD_MDP_MUHC,Italy,ALLAGE,ALLAREA,FEMALE,31
2016,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,BOTHSEX,28
2017,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,FEMALE,27
2017,SD_MDP_MUHC,Spain,<16Y,ALLAREA,BOTHSEX,31
2017,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,BOTHSEX,27
2017,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,MALE,26
2016,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,FEMALE,24
2016,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,20
2017,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,MALE,24
2017,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,18
2017,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,BOTHSEX,23
2017,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,36
2017,SD_MDP_MUHC,Costa Rica,<18Y,ALLAREA,BOTHSEX,30
2017,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,FEMALE,22
2018,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,19
2018,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,FEMALE,23
2017,SD_MDP_MUHC,Spain,ALLAGE,URBAN,BOTHSEX,25
2017,SD_MDP_MUHC,Spain,ALLAGE,RURAL,BOTHSEX,31
2018,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,MALE,25
2018,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,BOTHSEX,26
2018,SD_MDP_MUHC,Spain,<16Y,ALLAREA,BOTHSEX,29
2018,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,36
2018,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,MALE,25
2018,SD_MDP_MUHC,Costa Rica,<18Y,ALLAREA,BOTHSEX,31
2018,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,BOTHSEX,24
2019,SD_MDP_MUHC,Costa Rica,<18Y,ALLAREA,BOTHSEX,28
2018,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,FEMALE,27
2018,SD_MDP_MUHC,Spain,ALLAGE,RURAL,BOTHSEX,31
2018,SD_MDP_MUHC,Spain,ALLAGE,URBAN,BOTHSEX,24
2019,SD_MDP_MUHC,Spain,ALLAGE,URBAN,BOTHSEX,24
2019,SD_MDP_MUHC,Spain,ALLAGE,ALLAREA,FEMALE,26
2011,SD_MDP_MUHC,Austria,ALLAGE,RURAL,BOTHSEX,16
2011,SD_MDP_MUHC,Austria,<16Y,ALLAREA,BOTHSEX,23
2011,SD_MDP_MUHC,Austria,ALLAGE,ALLAREA,BOTHSEX,19
2012,SD_MDP_MUHC,Austria,ALLAGE,URBAN,BOTHSEX,21
2012,SD_MDP_MUHC,Austria,ALLAGE,ALLAREA,BOTHSEX,19
2019,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,FEMALE,20
2019,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,MALE,21
2019,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,31
2019,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,17
2019,SD_MDP_MUHC,Costa Rica,ALLAGE,ALLAREA,BOTHSEX,21
2020,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,30
2020,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,16
2021,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,17
2021,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,31
2022,SD_MDP_MUHC,Costa Rica,ALLAGE,RURAL,BOTHSEX,27
2022,SD_MDP_MUHC,Costa Rica,ALLAGE,URBAN,BOTHSEX,14
2016,SD_MDP_MUHC,Italy,<16Y,ALLAREA,BOTHSEX,33
2016,SD_MDP_MUHC,Italy,ALLAGE,ALLAREA,BOTHSEX,30
2016,SD_MDP_MUHC,Italy,ALLAGE,ALLAREA,MALE,29
2017,SD_MDP_MUHC,Italy,<16Y,ALLAREA,BOTHSEX,32
2017,SD_MDP_MUHC,Italy,ALLAGE,ALLAREA,FEMALE,30
