Year,SeriesCode,GeoAreaName,Age,Education level,Location,Quantile,Sex,Value
2014,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,MALE,69.1571
2014,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,B40,BOTHSEX,51.13229
2014,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,BOTHSEX,56.67748
2017,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,FEMALE,54.29382
2017,FB_BNK_ACCSS,Türkiye,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,57.4381
2017,FB_BNK_ACCSS,Türkiye,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,74.02081
2017,FB_BNK_ACCSS,Türkiye,15-24,_T,ALLAREA,_T,BOTHSEX,55.9271
2017,FB_BNK_ACCSS,Türkiye,25+,_T,ALLAREA,_T,BOTHSEX,71.94024
2017,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,BOTHSEX,68.59031
2017,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,B40,BOTHSEX,56.37541
2017,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,MALE,82.99456
2017,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,R60,BOTHSEX,76.6747
2021,FB_BNK_ACCSS,Türkiye,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,81.46824
2021,FB_BNK_ACCSS,Türkiye,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,61.53827
2021,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,FEMALE,62.54516
2021,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,R60,BOTHSEX,82.52656
2021,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,MALE,85.34367
2021,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,B40,BOTHSEX,61.3741
2021,FB_BNK_ACCSS,Türkiye,15+,_T,ALLAREA,_T,BOTHSEX,74.09166
2021,FB_BNK_ACCSS,Türkiye,25+,_T,ALLAREA,_T,BOTHSEX,74.45642
2021,FB_BNK_ACCSS,Türkiye,15-24,_T,ALLAREA,_T,BOTHSEX,72.74245
2011,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,_T,BOTHSEX,0.40491
2011,FB_BNK_ACCSS,Turkmenistan,25+,_T,ALLAREA,_T,BOTHSEX,0.58068
2011,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,_T,MALE,0.0
2011,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,B40,BOTHSEX,0.0
2011,FB_BNK_ACCSS,Turkmenistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,0.54596
2011,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,R60,BOTHSEX,0.67477
2011,FB_BNK_ACCSS,Turkmenistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,0.0
2011,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,_T,FEMALE,0.79392
2011,FB_BNK_ACCSS,Turkmenistan,15-24,_T,ALLAREA,_T,BOTHSEX,0.0
2017,FB_BNK_ACCSS,Turkmenistan,15-24,_T,ALLAREA,_T,BOTHSEX,15.54311
2017,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,_T,FEMALE,35.51711
2017,FB_BNK_ACCSS,Turkmenistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,9.92284
2017,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,R60,BOTHSEX,41.34398
2017,FB_BNK_ACCSS,Turkmenistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,41.91067
2017,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,B40,BOTHSEX,39.42097
2017,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,_T,MALE,45.71255
2017,FB_BNK_ACCSS,Turkmenistan,25+,_T,ALLAREA,_T,BOTHSEX,48.8334
2017,FB_BNK_ACCSS,Turkmenistan,15+,_T,ALLAREA,_T,BOTHSEX,40.57641
2011,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,12.38772
2011,FB_BNK_ACCSS,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,40.4822
2011,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,30.24482
2011,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,41.26857
2011,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,FEMALE,39.20775
2011,FB_BNK_ACCSS,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,45.16615
2011,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,48.57629
2011,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,47.55672
2011,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,MALE,43.87786
2014,FB_BNK_ACCSS,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,52.18921
2014,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,20.98359
2014,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,58.68106
2014,FB_BNK_ACCSS,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,55.94466
2014,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,MALE,54.01789
2014,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,58.92754
2014,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,52.71481
2014,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,43.73914
2014,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,FEMALE,51.68565
2017,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,53.26021
2017,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,62.90233
2017,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,68.17812
2017,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,MALE,65.02908
2017,FB_BNK_ACCSS,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,53.87975
2017,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,FEMALE,61.32117
2017,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,69.31279
2017,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,30.59679
2017,FB_BNK_ACCSS,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,64.19521
2021,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,MALE,87.07264
2021,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,R60,BOTHSEX,86.12054
2021,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,FEMALE,80.68565
2021,FB_BNK_ACCSS,Ukraine,15-24,_T,ALLAREA,_T,BOTHSEX,90.88927
2021,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,84.79632
2021,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,_T,BOTHSEX,83.56481
2021,FB_BNK_ACCSS,Ukraine,15+,_T,ALLAREA,B40,BOTHSEX,79.73028
2021,FB_BNK_ACCSS,Ukraine,25+,_T,ALLAREA,_T,BOTHSEX,82.68393
2021,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,44.93837
2011,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,63.92783
2011,FB_BNK_ACCSS,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,70.6827
2011,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,76.62685
2011,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,71.54489
2011,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,MALE,75.87132
2011,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,69.29895
2011,FB_BNK_ACCSS,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,74.42294
2011,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,73.69894
2011,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,83.05855
2014,FB_BNK_ACCSS,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,77.28218
2014,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,59.8386
2014,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,MALE,79.73727
2014,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,64.02605
2014,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,79.7326
2014,FB_BNK_ACCSS,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,46.65228
2014,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,48.03087
2014,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,87.15073
2014,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,71.7985
2017,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,MALE,80.36464
2017,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,83.13044
2017,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,72.88609
2017,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,66.67264
2017,FB_BNK_ACCSS,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,82.48572
2017,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,76.56877
2017,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,88.33762
2017,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,59.25592
2017,FB_BNK_ACCSS,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,45.33036
2021,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,FEMALE,79.90536
2021,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,R60,BOTHSEX,90.33912
2021,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,MALE,90.61581
2021,FB_BNK_ACCSS,France,15+,_T,ALLAREA,B40,BOTHSEX,98.40157
2021,FB_BNK_ACCSS,France,15+,_T,ALLAREA,_T,MALE,98.42304
2021,FB_BNK_ACCSS,France,15+,_T,ALLAREA,R60,BOTHSEX,99.80545
2011,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,MALE,30.64698
2011,FB_BNK_ACCSS,Georgia,25+,_T,ALLAREA,_T,BOTHSEX,37.63525
2011,FB_BNK_ACCSS,Georgia,15-24,_T,ALLAREA,_T,BOTHSEX,13.28285
2011,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,R60,BOTHSEX,40.23882
2011,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,B40,BOTHSEX,22.06307
2011,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,BOTHSEX,32.98097
2011,FB_BNK_ACCSS,Georgia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,20.16196
2011,FB_BNK_ACCSS,Georgia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,36.34408
2011,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,FEMALE,34.92281
2014,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,R60,BOTHSEX,47.16617
2014,FB_BNK_ACCSS,Georgia,15-24,_T,ALLAREA,_T,BOTHSEX,9.87407
2021,FB_BNK_ACCSS,North Macedonia,15-24,_T,ALLAREA,_T,BOTHSEX,74.01266
2021,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,73.01711
2021,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,91.78062
2021,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,_T,BOTHSEX,85.28869
2021,FB_BNK_ACCSS,North Macedonia,25+,_T,ALLAREA,_T,BOTHSEX,87.13872
2021,FB_BNK_ACCSS,North Macedonia,15+,_T,ALLAREA,B40,BOTHSEX,77.69087
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15-24,_T,ALLAREA,_T,BOTHSEX,91.04082
2014,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,MALE,39.55237
2014,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,FEMALE,39.76326
2014,FB_BNK_ACCSS,Georgia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,40.96056
2014,FB_BNK_ACCSS,Georgia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,35.00793
2014,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,BOTHSEX,39.66507
2014,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,B40,BOTHSEX,28.38016
2014,FB_BNK_ACCSS,Georgia,25+,_T,ALLAREA,_T,BOTHSEX,44.79681
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,25+,_T,ALLAREA,_T,BOTHSEX,97.9549
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,BOTHSEX,97.20129
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,B40,BOTHSEX,96.6492
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,MALE,96.70703
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,R60,BOTHSEX,97.5989
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,89.89295
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.0413
2017,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,MALE,58.49179
2017,FB_BNK_ACCSS,Georgia,25+,_T,ALLAREA,_T,BOTHSEX,66.8773
2017,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,B40,BOTHSEX,46.1205
2017,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,BOTHSEX,61.23045
2017,FB_BNK_ACCSS,Georgia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,34.11446
2017,FB_BNK_ACCSS,Georgia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,64.86667
2017,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,FEMALE,63.61226
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,FEMALE,97.65199
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,R60,BOTHSEX,99.48975
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,MALE,99.2217
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,B40,BOTHSEX,98.08373
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.88138
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,BOTHSEX,98.93105
2017,FB_BNK_ACCSS,Georgia,15-24,_T,ALLAREA,_T,BOTHSEX,30.73835
2017,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,R60,BOTHSEX,71.25711
2021,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,R60,BOTHSEX,75.86194
2021,FB_BNK_ACCSS,Georgia,15-24,_T,ALLAREA,_T,BOTHSEX,54.54147
2021,FB_BNK_ACCSS,Georgia,15+,_T,URBAN,_T,BOTHSEX,74.61724
2021,FB_BNK_ACCSS,Georgia,15+,_T,RURAL,_T,BOTHSEX,63.90581
2021,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,FEMALE,70.71136
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,25+,_T,ALLAREA,_T,BOTHSEX,100.0
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15-24,_T,ALLAREA,_T,BOTHSEX,90.75838
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,FEMALE,98.65273
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15-24,_T,ALLAREA,_T,BOTHSEX,83.52033
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,25+,_T,ALLAREA,_T,BOTHSEX,98.71318
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,BOTHSEX,96.36632
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,B40,BOTHSEX,94.47351
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,FEMALE,96.07344
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,MALE,96.67409
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,R60,BOTHSEX,97.61975
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,90.22285
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,97.66957
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.94784
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,R60,BOTHSEX,99.89285
2021,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,MALE,70.25383
2021,FB_BNK_ACCSS,Georgia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,74.55412
2021,FB_BNK_ACCSS,Georgia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,41.7108
2021,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,_T,BOTHSEX,70.49869
2021,FB_BNK_ACCSS,Georgia,15+,_T,ALLAREA,B40,BOTHSEX,62.44556
2021,FB_BNK_ACCSS,Georgia,25+,_T,ALLAREA,_T,BOTHSEX,73.59125
2011,FB_BNK_ACCSS,Germany,15-24,_T,ALLAREA,_T,BOTHSEX,96.04281
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,MALE,99.61276
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,B40,BOTHSEX,99.56841
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,98.33165
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,BOTHSEX,99.76328
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,25+,_T,ALLAREA,_T,BOTHSEX,99.73535
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2021,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,_T,ALLAREA,_T,FEMALE,99.90905
2011,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2011,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,MALE,97.53622
2011,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,B40,BOTHSEX,98.13175
2011,FB_BNK_ACCSS,Germany,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,97.15405
2011,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,BOTHSEX,98.13362
2011,FB_BNK_ACCSS,Germany,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.17022
2011,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,FEMALE,98.70454
2011,FB_BNK_ACCSS,Germany,25+,_T,ALLAREA,_T,BOTHSEX,98.47208
2014,FB_BNK_ACCSS,Germany,25+,_T,ALLAREA,_T,BOTHSEX,99.50544
2014,FB_BNK_ACCSS,Germany,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.81764
2014,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,FEMALE,99.4418
2014,FB_BNK_ACCSS,Germany,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,97.64349
2014,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,BOTHSEX,98.76041
2014,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,B40,BOTHSEX,96.9911
2014,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,MALE,98.04925
2014,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,R60,BOTHSEX,99.88058
2014,FB_BNK_ACCSS,Germany,15-24,_T,ALLAREA,_T,BOTHSEX,93.68467
2017,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,R60,BOTHSEX,99.81583
2017,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,MALE,99.07893
2017,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,B40,BOTHSEX,98.12227
2017,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,BOTHSEX,99.14119
2017,FB_BNK_ACCSS,Germany,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2017,FB_BNK_ACCSS,Germany,15-24,_T,ALLAREA,_T,BOTHSEX,97.03093
2017,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,FEMALE,99.19925
2017,FB_BNK_ACCSS,Germany,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.10192
2017,FB_BNK_ACCSS,Germany,25+,_T,ALLAREA,_T,BOTHSEX,99.51486
2021,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,FEMALE,100.0
2021,FB_BNK_ACCSS,Germany,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2011,FB_BNK_ACCSS,Uzbekistan,15-24,_T,ALLAREA,_T,BOTHSEX,15.02057
2011,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,FEMALE,21.29315
2011,FB_BNK_ACCSS,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,26.00585
2011,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,22.50392
2011,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,19.28422
2011,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,MALE,23.81781
2011,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,R60,BOTHSEX,24.64391
2021,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,BOTHSEX,99.97659
2021,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,B40,BOTHSEX,99.94111
2021,FB_BNK_ACCSS,Germany,25+,_T,ALLAREA,_T,BOTHSEX,99.97396
2021,FB_BNK_ACCSS,Germany,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.97433
2021,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,_T,MALE,99.95197
2021,FB_BNK_ACCSS,Germany,15+,_T,ALLAREA,R60,BOTHSEX,100.0
2021,FB_BNK_ACCSS,Germany,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2014,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,MALE,96.0564
2014,FB_BNK_ACCSS,Austria,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,96.75199
2014,FB_BNK_ACCSS,Austria,15-24,_T,ALLAREA,_T,BOTHSEX,88.48522
2014,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,FEMALE,97.37267
2017,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,FEMALE,98.37577
2017,FB_BNK_ACCSS,Austria,15-24,_T,ALLAREA,_T,BOTHSEX,92.59291
2017,FB_BNK_ACCSS,Austria,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.36727
2017,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,MALE,97.93497
2017,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,BOTHSEX,98.16367
2017,FB_BNK_ACCSS,Austria,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,95.95869
2017,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,B40,BOTHSEX,97.9066
2017,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,R60,BOTHSEX,98.33476
2017,FB_BNK_ACCSS,Austria,25+,_T,ALLAREA,_T,BOTHSEX,99.09359
2021,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,R60,BOTHSEX,99.91791
2021,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,B40,BOTHSEX,100.0
2021,FB_BNK_ACCSS,Austria,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2021,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,BOTHSEX,99.95072
2021,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,MALE,99.89867
2021,FB_BNK_ACCSS,Austria,25+,_T,ALLAREA,_T,BOTHSEX,99.94536
2021,FB_BNK_ACCSS,Austria,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.94589
2021,FB_BNK_ACCSS,Austria,15-24,_T,ALLAREA,_T,BOTHSEX,100.0
2011,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,BOTHSEX,77.93986
2011,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,MALE,80.33688
2011,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,B40,BOTHSEX,69.74509
2011,FB_BNK_ACCSS,Greece,25+,_T,ALLAREA,_T,BOTHSEX,83.34171
2011,FB_BNK_ACCSS,Greece,15-24,_T,ALLAREA,_T,BOTHSEX,47.06178
2011,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,R60,BOTHSEX,83.4018
2011,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,FEMALE,75.70966
2011,FB_BNK_ACCSS,Greece,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,78.76181
2011,FB_BNK_ACCSS,Greece,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,76.58818
2014,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,FEMALE,86.61267
2014,FB_BNK_ACCSS,Greece,15-24,_T,ALLAREA,_T,BOTHSEX,46.99828
