Year,SeriesCode,GeoAreaName,Age,Education level,Location,Quantile,Sex,Value
2014,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,R60,BOTHSEX,90.92075
2014,FB_BNK_ACCSS,Greece,25+,_T,ALLAREA,_T,BOTHSEX,93.43222
2014,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,B40,BOTHSEX,82.35474
2014,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,MALE,88.48009
2014,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,BOTHSEX,87.51865
2014,FB_BNK_ACCSS,Greece,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,89.63519
2014,FB_BNK_ACCSS,Greece,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,86.73586
2017,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,R60,BOTHSEX,88.09524
2017,FB_BNK_ACCSS,Greece,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,86.89629
2017,FB_BNK_ACCSS,Greece,25+,_T,ALLAREA,_T,BOTHSEX,90.79205
2021,FB_BNK_ACCSS,Austria,15+,_T,ALLAREA,_T,FEMALE,100.0
2011,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,FEMALE,18.14856
2011,FB_BNK_ACCSS,Armenia,15-24,_T,ALLAREA,_T,BOTHSEX,13.85324
2011,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,R60,BOTHSEX,19.10858
2011,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,20.22559
2011,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,BOTHSEX,17.48687
2011,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,MALE,16.716
2017,FB_BNK_ACCSS,Greece,15-24,_T,ALLAREA,_T,BOTHSEX,49.06939
2017,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,FEMALE,84.5369
2017,FB_BNK_ACCSS,Greece,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,84.93416
2017,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,BOTHSEX,85.46652
2017,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,MALE,86.44856
2017,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,B40,BOTHSEX,81.51775
2021,FB_BNK_ACCSS,Greece,25+,_T,ALLAREA,_T,BOTHSEX,95.55128
2011,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,28.12251
2011,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,10.31101
2014,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,24.30908
2014,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,48.18481
2014,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,R60,BOTHSEX,44.58949
2014,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,MALE,42.19218
2014,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,34.86061
2011,FB_BNK_ACCSS,Armenia,25+,_T,ALLAREA,_T,BOTHSEX,18.60437
2011,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,6.96654
2011,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,B40,BOTHSEX,15.03569
2014,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,R60,BOTHSEX,22.04453
2014,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,B40,BOTHSEX,11.09293
2014,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,6.13103
2014,FB_BNK_ACCSS,Armenia,25+,_T,ALLAREA,_T,BOTHSEX,19.88466
2014,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,MALE,21.11982
2014,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,BOTHSEX,17.66907
2014,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,20.54506
2014,FB_BNK_ACCSS,Armenia,15-24,_T,ALLAREA,_T,BOTHSEX,10.39741
2014,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,FEMALE,14.74475
2017,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,FEMALE,40.90644
2017,FB_BNK_ACCSS,Armenia,15-24,_T,ALLAREA,_T,BOTHSEX,46.8151
2021,FB_BNK_ACCSS,Greece,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,91.83239
2021,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,R60,BOTHSEX,97.03632
2021,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,B40,BOTHSEX,91.64217
2021,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,MALE,96.32556
2021,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,BOTHSEX,94.8841
2021,FB_BNK_ACCSS,Greece,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,95.10802
2021,FB_BNK_ACCSS,Greece,15+,_T,ALLAREA,_T,FEMALE,93.43134
2017,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,47.44179
2017,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,BOTHSEX,47.75902
2017,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,MALE,55.75142
2017,FB_BNK_ACCSS,Armenia,25+,_T,ALLAREA,_T,BOTHSEX,48.01506
2017,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,50.05195
2017,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,B40,BOTHSEX,34.41927
2017,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,R60,BOTHSEX,56.64961
2021,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,B40,BOTHSEX,45.45015
2021,FB_BNK_ACCSS,Armenia,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,44.55777
2021,FB_BNK_ACCSS,Armenia,25+,_T,ALLAREA,_T,BOTHSEX,57.14533
2021,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,MALE,59.3753
2021,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,BOTHSEX,55.34774
2021,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,R60,BOTHSEX,61.92821
2021,FB_BNK_ACCSS,Armenia,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,56.57864
2011,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,18.06632
2011,FB_BNK_ACCSS,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,18.27877
2011,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,17.17139
2011,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,23.61125
2011,FB_BNK_ACCSS,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,4.01649
2011,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,9.73867
2011,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,19.09438
2011,FB_BNK_ACCSS,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,17.36698
2014,FB_BNK_ACCSS,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,19.44367
2014,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,22.2056
2014,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,18.97572
2014,FB_BNK_ACCSS,Republic of Moldova,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,21.80224
2014,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,17.75575
2014,FB_BNK_ACCSS,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,12.23837
2014,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,16.39936
2014,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,11.07803
2014,FB_BNK_ACCSS,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,2.17939
2017,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,44.55145
2017,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,51.94425
2017,FB_BNK_ACCSS,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,44.78525
2017,FB_BNK_ACCSS,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,21.66059
2014,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,40.71001
2014,FB_BNK_ACCSS,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,47.91796
2014,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,FEMALE,39.33525
2014,FB_BNK_ACCSS,Uzbekistan,15-24,_T,ALLAREA,_T,BOTHSEX,24.86531
2017,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,FEMALE,35.96908
2017,FB_BNK_ACCSS,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,43.62619
2017,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,37.08974
2021,FB_BNK_ACCSS,Greece,15-24,_T,ALLAREA,_T,BOTHSEX,90.13727
2011,FB_BNK_ACCSS,Hungary,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,46.34415
2011,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,B40,BOTHSEX,67.83187
2011,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,MALE,72.21408
2011,FB_BNK_ACCSS,Hungary,25+,_T,ALLAREA,_T,BOTHSEX,76.3521
2011,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,BOTHSEX,72.67432
2011,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,83.57211
2017,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,31.50981
2017,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,42.9408
2017,FB_BNK_ACCSS,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,39.19008
2017,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,43.78565
2017,FB_BNK_ACCSS,Republic of Moldova,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,47.91926
2021,FB_BNK_ACCSS,Republic of Moldova,25+,_T,ALLAREA,_T,BOTHSEX,64.32388
2021,FB_BNK_ACCSS,Republic of Moldova,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,66.62934
2021,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,BOTHSEX,64.24551
2021,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,FEMALE,62.92403
2021,FB_BNK_ACCSS,Republic of Moldova,15+,_T,RURAL,_T,BOTHSEX,56.90616
2021,FB_BNK_ACCSS,Republic of Moldova,15-24,_T,ALLAREA,_T,BOTHSEX,63.88438
2021,FB_BNK_ACCSS,Republic of Moldova,15+,_T,URBAN,_T,BOTHSEX,71.49986
2021,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,_T,MALE,65.70345
2021,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,B40,BOTHSEX,54.43188
2021,FB_BNK_ACCSS,Armenia,15-24,_T,ALLAREA,_T,BOTHSEX,47.64404
2021,FB_BNK_ACCSS,Armenia,15+,_T,RURAL,_T,BOTHSEX,40.94558
2021,FB_BNK_ACCSS,Armenia,15+,_T,ALLAREA,_T,FEMALE,52.18272
2021,FB_BNK_ACCSS,Armenia,15+,_T,URBAN,_T,BOTHSEX,60.27393
2011,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,R60,BOTHSEX,97.96503
2011,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,B40,BOTHSEX,93.81187
2011,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,BOTHSEX,96.30613
2011,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,MALE,95.29616
2011,FB_BNK_ACCSS,Belgium,15-24,_T,ALLAREA,_T,BOTHSEX,89.65952
2011,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,FEMALE,97.18457
2011,FB_BNK_ACCSS,Belgium,25+,_T,ALLAREA,_T,BOTHSEX,97.44208
2011,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,87.31081
2011,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,96.95332
2014,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,B40,BOTHSEX,98.60555
2021,FB_BNK_ACCSS,Republic of Moldova,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,39.95138
2021,FB_BNK_ACCSS,Republic of Moldova,15+,_T,ALLAREA,R60,BOTHSEX,70.78364
2011,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,FEMALE,48.92861
2011,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,R60,BOTHSEX,55.87094
2011,FB_BNK_ACCSS,Montenegro,15-24,_T,ALLAREA,_T,BOTHSEX,29.01528
2011,FB_BNK_ACCSS,Montenegro,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,61.0452
2011,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,BOTHSEX,50.43801
2014,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,R60,BOTHSEX,97.79269
2014,FB_BNK_ACCSS,Belgium,25+,_T,ALLAREA,_T,BOTHSEX,99.52756
2014,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,FEMALE,99.5062
2014,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,97.90163
2014,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2014,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,MALE,96.69044
2014,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,BOTHSEX,98.12576
2014,FB_BNK_ACCSS,Belgium,15-24,_T,ALLAREA,_T,BOTHSEX,90.88741
2017,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,B40,BOTHSEX,98.85674
2017,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,BOTHSEX,98.63832
2017,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,100.0
2017,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.52566
2017,FB_BNK_ACCSS,Belgium,15-24,_T,ALLAREA,_T,BOTHSEX,94.31625
2017,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,FEMALE,98.81755
2011,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,FEMALE,73.0622
2011,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,R60,BOTHSEX,75.89096
2011,FB_BNK_ACCSS,Hungary,15-24,_T,ALLAREA,_T,BOTHSEX,51.01575
2014,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,R60,BOTHSEX,76.03838
2014,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,FEMALE,72.49835
2014,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,83.57179
2014,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,BOTHSEX,72.25683
2011,FB_BNK_ACCSS,Montenegro,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,28.72033
2011,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,B40,BOTHSEX,42.27661
2011,FB_BNK_ACCSS,Montenegro,25+,_T,ALLAREA,_T,BOTHSEX,56.22769
2011,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,MALE,52.15089
2014,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,MALE,61.89439
2014,FB_BNK_ACCSS,Montenegro,25+,_T,ALLAREA,_T,BOTHSEX,64.39573
2014,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,B40,BOTHSEX,46.39609
2014,FB_BNK_ACCSS,Montenegro,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,34.72942
2014,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,BOTHSEX,59.82601
2014,FB_BNK_ACCSS,Montenegro,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,70.30509
2014,FB_BNK_ACCSS,Montenegro,15-24,_T,ALLAREA,_T,BOTHSEX,41.3446
2014,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,FEMALE,57.90823
2014,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,R60,BOTHSEX,68.75336
2017,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,FEMALE,67.57224
2017,FB_BNK_ACCSS,Belgium,25+,_T,ALLAREA,_T,BOTHSEX,99.30004
2017,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,R60,BOTHSEX,98.49319
2017,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,MALE,98.44926
2021,FB_BNK_ACCSS,Belgium,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,99.2966
2021,FB_BNK_ACCSS,Belgium,25+,_T,ALLAREA,_T,BOTHSEX,99.64967
2021,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,FEMALE,98.65115
2021,FB_BNK_ACCSS,Belgium,15-24,_T,ALLAREA,_T,BOTHSEX,94.72862
2014,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,MALE,71.98016
2014,FB_BNK_ACCSS,Hungary,15-24,_T,ALLAREA,_T,BOTHSEX,50.68082
2014,FB_BNK_ACCSS,Hungary,25+,_T,ALLAREA,_T,BOTHSEX,75.83492
2014,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,B40,BOTHSEX,66.57468
2014,FB_BNK_ACCSS,Hungary,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,44.97493
2017,FB_BNK_ACCSS,Hungary,25+,_T,ALLAREA,_T,BOTHSEX,77.1302
2017,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,MALE,78.16256
2021,FB_BNK_ACCSS,Belgium,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,93.81188
2021,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,MALE,99.37411
2021,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,_T,BOTHSEX,99.0057
2021,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,B40,BOTHSEX,97.93588
2021,FB_BNK_ACCSS,Belgium,15+,_T,ALLAREA,R60,BOTHSEX,99.71748
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,B40,BOTHSEX,42.75931
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,34.15298
2017,FB_BNK_ACCSS,Montenegro,15-24,_T,ALLAREA,_T,BOTHSEX,41.06794
2017,FB_BNK_ACCSS,Montenegro,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,43.17823
2017,FB_BNK_ACCSS,Montenegro,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,77.26793
2017,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,R60,BOTHSEX,73.74832
2017,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,BOTHSEX,68.36179
2017,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,B40,BOTHSEX,60.27471
2017,FB_BNK_ACCSS,Montenegro,25+,_T,ALLAREA,_T,BOTHSEX,74.3746
2017,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,BOTHSEX,74.94497
2017,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,82.77486
2017,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,FEMALE,72.15752
2017,FB_BNK_ACCSS,Hungary,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,55.82926
2017,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,B40,BOTHSEX,67.66965
2017,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,R60,BOTHSEX,79.77351
2017,FB_BNK_ACCSS,Hungary,15-24,_T,ALLAREA,_T,BOTHSEX,60.08718
2017,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,30.91784
2017,FB_BNK_ACCSS,Uzbekistan,15-24,_T,ALLAREA,_T,BOTHSEX,20.89812
2017,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,MALE,38.33317
2017,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,R60,BOTHSEX,41.19581
2017,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,43.3726
2017,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,20.94878
2021,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,R60,BOTHSEX,45.88332
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,25+,_T,ALLAREA,_T,BOTHSEX,58.08151
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,BOTHSEX,56.21161
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,MALE,67.22574
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,R60,BOTHSEX,65.16857
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,67.85105
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15-24,_T,ALLAREA,_T,BOTHSEX,46.40231
2011,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,FEMALE,47.72136
2017,FB_BNK_ACCSS,Montenegro,15+,_T,ALLAREA,_T,MALE,69.18687
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,_T,ALLAREA,_T,FEMALE,98.39974
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,_T,ALLAREA,R60,BOTHSEX,98.09307
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15-24,_T,ALLAREA,_T,BOTHSEX,99.8136
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),25+,_T,ALLAREA,_T,BOTHSEX,98.52582
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,_T,ALLAREA,_T,MALE,98.9706
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,_T,ALLAREA,B40,BOTHSEX,99.51089
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,BOTHSEX,52.68503
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,25+,_T,ALLAREA,_T,BOTHSEX,56.13375
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,38.17792
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,B40,BOTHSEX,40.77423
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,FEMALE,47.05782
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15-24,_T,ALLAREA,_T,BOTHSEX,34.38645
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,63.1377
2021,FB_BNK_ACCSS,Uzbekistan,15+,_T,URBAN,_T,BOTHSEX,43.95631
2021,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,MALE,50.23562
2021,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,B40,BOTHSEX,41.49514
2021,FB_BNK_ACCSS,Uzbekistan,15+,_T,ALLAREA,_T,BOTHSEX,44.13479
2021,FB_BNK_ACCSS,Uzbekistan,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,23.85137
2021,FB_BNK_ACCSS,Uzbekistan,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,52.0512
2021,FB_BNK_ACCSS,Uzbekistan,25+,_T,ALLAREA,_T,BOTHSEX,49.78697
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,R60,BOTHSEX,60.60779
2014,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,MALE,58.82137
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,25+,_T,ALLAREA,_T,BOTHSEX,62.80296
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,BOTHSEX,58.8435
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,69.25803
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15-24,_T,ALLAREA,_T,BOTHSEX,37.58354
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,MALE,63.17635
2021,FB_BNK_ACCSS,Hungary,15+,AGG_GE2,ALLAREA,_T,BOTHSEX,92.9287
2021,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,BOTHSEX,88.21879
2021,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,MALE,89.73231
2021,FB_BNK_ACCSS,Hungary,25+,_T,ALLAREA,_T,BOTHSEX,87.67455
2021,FB_BNK_ACCSS,Hungary,15-24,_T,ALLAREA,_T,BOTHSEX,92.49277
2021,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,R60,BOTHSEX,92.85042
2021,FB_BNK_ACCSS,Hungary,15+,_T,ALLAREA,_T,FEMALE,86.87672
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,R60,BOTHSEX,66.39485
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,B40,BOTHSEX,47.50243
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,39.42069
2017,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,_T,FEMALE,54.7418
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,AGG_0_1,ALLAREA,_T,BOTHSEX,57.58056
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,B40,BOTHSEX,72.29466
2021,FB_BNK_ACCSS,Bosnia and Herzegovina,15+,_T,ALLAREA,R60,BOTHSEX,84.0131
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,_T,ALLAREA,_T,BOTHSEX,98.65853
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_GE2,ALLAREA,_T,BOTHSEX,98.79784
2011,FB_BNK_ACCSS,Netherlands (Kingdom of the),15+,AGG_0_1,ALLAREA,_T,BOTHSEX,96.31332
