Year,SeriesCode,GeoAreaName,Education level,Value
2006,SE_INF_DSBL,Finland,LOWSEC,100.0
2007,SE_INF_DSBL,Finland,LOWSEC,100.0
2007,SE_INF_DSBL,Finland,PRIMAR,100.0
2007,SE_INF_DSBL,Finland,UPPSEC,100.0
2008,SE_INF_DSBL,Finland,UPPSEC,100.0
2008,SE_INF_DSBL,Finland,PRIMAR,100.0
2008,SE_INF_DSBL,Finland,LOWSEC,100.0
2009,SE_INF_DSBL,Finland,UPPSEC,100.0
2009,SE_INF_DSBL,Finland,LOWSEC,100.0
2009,SE_INF_DSBL,Finland,PRIMAR,100.0
2010,SE_INF_DSBL,Finland,UPPSEC,100.0
2010,SE_INF_DSBL,Finland,PRIMAR,100.0
2010,SE_INF_DSBL,Finland,LOWSEC,100.0
2011,SE_INF_DSBL,Finland,LOWSEC,100.0
2011,SE_INF_DSBL,Finland,PRIMAR,100.0
2011,SE_INF_DSBL,Finland,UPPSEC,100.0
2012,SE_INF_DSBL,Finland,UPPSEC,100.0
2012,SE_INF_DSBL,Finland,LOWSEC,100.0
2012,SE_INF_DSBL,Finland,PRIMAR,100.0
2013,SE_INF_DSBL,Finland,PRIMAR,100.0
2013,SE_INF_DSBL,Finland,LOWSEC,100.0
2013,SE_INF_DSBL,Finland,UPPSEC,100.0
2014,SE_INF_DSBL,Finland,UPPSEC,100.0
2014,SE_INF_DSBL,Finland,LOWSEC,100.0
2014,SE_INF_DSBL,Finland,PRIMAR,100.0
2015,SE_INF_DSBL,Finland,PRIMAR,100.0
2015,SE_INF_DSBL,Finland,LOWSEC,100.0
2015,SE_INF_DSBL,Finland,UPPSEC,100.0
2016,SE_INF_DSBL,Finland,UPPSEC,100.0
2016,SE_INF_DSBL,Finland,LOWSEC,100.0
2016,SE_INF_DSBL,Finland,PRIMAR,100.0
2017,SE_INF_DSBL,Finland,PRIMAR,100.0
2017,SE_INF_DSBL,Finland,LOWSEC,100.0
2017,SE_INF_DSBL,Finland,UPPSEC,100.0
2018,SE_INF_DSBL,Finland,LOWSEC,100.0
2018,SE_INF_DSBL,Finland,PRIMAR,100.0
2018,SE_INF_DSBL,Finland,UPPSEC,100.0
2019,SE_INF_DSBL,Finland,PRIMAR,100.0
2019,SE_INF_DSBL,Finland,LOWSEC,100.0
2019,SE_INF_DSBL,Finland,UPPSEC,100.0
2016,SE_INF_DSBL,India,UPPSEC,50.26469
2016,SE_INF_DSBL,India,PRIMAR,63.59135
2016,SE_INF_DSBL,India,LOWSEC,65.4581
2017,SE_INF_DSBL,India,LOWSEC,63.89188
2017,SE_INF_DSBL,India,PRIMAR,63.07083
2017,SE_INF_DSBL,India,UPPSEC,51.32751
2018,SE_INF_DSBL,India,UPPSEC,52.58616
2018,SE_INF_DSBL,India,PRIMAR,64.08189
2018,SE_INF_DSBL,India,LOWSEC,64.07758
2019,SE_INF_DSBL,India,LOWSEC,68.88674
2019,SE_INF_DSBL,India,PRIMAR,68.64226
2019,SE_INF_DSBL,India,UPPSEC,63.8358
2020,SE_INF_DSBL,India,UPPSEC,72.26521
2020,SE_INF_DSBL,India,PRIMAR,72.96024
2020,SE_INF_DSBL,India,LOWSEC,72.93071
2021,SE_INF_DSBL,India,LOWSEC,75.77281
2021,SE_INF_DSBL,India,PRIMAR,75.54902
2021,SE_INF_DSBL,India,UPPSEC,74.80598
2022,SE_INF_DSBL,India,PRIMAR,77.36225
2022,SE_INF_DSBL,India,LOWSEC,78.53306
2022,SE_INF_DSBL,India,UPPSEC,78.44391
2017,SE_INF_DSBL,Kazakhstan,PRIMAR,4.33864
2017,SE_INF_DSBL,Kazakhstan,UPPSEC,59.8474
2017,SE_INF_DSBL,Kazakhstan,LOWSEC,8.99199
2018,SE_INF_DSBL,Kazakhstan,UPPSEC,77.29908
2018,SE_INF_DSBL,Kazakhstan,PRIMAR,6.71618
2018,SE_INF_DSBL,Kazakhstan,LOWSEC,11.98026
2016,SE_INF_DSBL,Latvia,UPPSEC,17.2043
2016,SE_INF_DSBL,Latvia,LOWSEC,17.29428
2016,SE_INF_DSBL,Latvia,PRIMAR,17.67956
2020,SE_INF_DSBL,Lithuania,UPPSEC,88.8412
2020,SE_INF_DSBL,Lithuania,PRIMAR,68.8
2020,SE_INF_DSBL,Lithuania,LOWSEC,88.20755
2014,SE_INF_DSBL,Slovakia,UPPSEC,8.01857
2014,SE_INF_DSBL,Slovakia,PRIMAR,14.6727
2014,SE_INF_DSBL,Slovakia,LOWSEC,24.53834
2015,SE_INF_DSBL,Slovakia,PRIMAR,14.67324
2015,SE_INF_DSBL,Slovakia,UPPSEC,8.01206
2015,SE_INF_DSBL,Slovakia,LOWSEC,24.65847
2016,SE_INF_DSBL,Slovakia,PRIMAR,14.48478
2016,SE_INF_DSBL,Slovakia,UPPSEC,8.27354
2016,SE_INF_DSBL,Slovakia,LOWSEC,24.21984
2020,SE_INF_DSBL,Viet Nam,LOWSEC,20.1857
2020,SE_INF_DSBL,Viet Nam,PRIMAR,31.91883
2020,SE_INF_DSBL,Viet Nam,UPPSEC,14.20574
2021,SE_INF_DSBL,Viet Nam,UPPSEC,17.95932
2021,SE_INF_DSBL,Viet Nam,PRIMAR,34.15713
2021,SE_INF_DSBL,Viet Nam,LOWSEC,25.60987
2019,SE_INF_DSBL,United Arab Emirates,LOWSEC,100.0
2019,SE_INF_DSBL,United Arab Emirates,UPPSEC,100.0
2019,SE_INF_DSBL,United Arab Emirates,PRIMAR,100.0
2020,SE_INF_DSBL,United Arab Emirates,PRIMAR,100.0
2020,SE_INF_DSBL,United Arab Emirates,UPPSEC,100.0
2020,SE_INF_DSBL,United Arab Emirates,LOWSEC,100.0
2022,SE_INF_DSBL,United Arab Emirates,PRIMAR,100.0
2022,SE_INF_DSBL,United Arab Emirates,LOWSEC,100.0
2022,SE_INF_DSBL,United Arab Emirates,UPPSEC,100.0
2020,SE_INF_DSBL,Turkmenistan,LOWSEC,0.91006
2020,SE_INF_DSBL,Turkmenistan,UPPSEC,0.91006
2020,SE_INF_DSBL,Turkmenistan,PRIMAR,0.91006
2016,SE_INF_DSBL,Ukraine,LOWSEC,78.52408
2016,SE_INF_DSBL,Ukraine,UPPSEC,78.84776
2016,SE_INF_DSBL,Ukraine,PRIMAR,62.8041
2017,SE_INF_DSBL,Ukraine,PRIMAR,62.78626
2017,SE_INF_DSBL,Ukraine,UPPSEC,79.27706
2017,SE_INF_DSBL,Ukraine,LOWSEC,77.25029
2018,SE_INF_DSBL,Ukraine,LOWSEC,78.63785
2018,SE_INF_DSBL,Ukraine,UPPSEC,80.69211
2018,SE_INF_DSBL,Ukraine,PRIMAR,66.01164
2019,SE_INF_DSBL,Ukraine,PRIMAR,64.06891
2019,SE_INF_DSBL,Ukraine,UPPSEC,80.37906
2019,SE_INF_DSBL,Ukraine,LOWSEC,76.77315
2020,SE_INF_DSBL,Ukraine,PRIMAR,65.52962
2020,SE_INF_DSBL,Ukraine,LOWSEC,78.72697
2020,SE_INF_DSBL,Ukraine,UPPSEC,81.5171
2021,SE_INF_DSBL,Ukraine,PRIMAR,66.76357
2021,SE_INF_DSBL,Ukraine,UPPSEC,82.34939
2021,SE_INF_DSBL,Ukraine,LOWSEC,78.88638
2017,SE_INF_DSBL,Uzbekistan,UPPSEC,30.01277
2019,SE_INF_DSBL,Uzbekistan,PRIMAR,27.03614
2019,SE_INF_DSBL,Uzbekistan,LOWSEC,27.08333
2020,SE_INF_DSBL,Uzbekistan,LOWSEC,30.46844
2020,SE_INF_DSBL,Uzbekistan,PRIMAR,30.44846
2021,SE_INF_DSBL,Uzbekistan,LOWSEC,32.71037
2021,SE_INF_DSBL,Uzbekistan,PRIMAR,49.8042
2021,SE_INF_DSBL,Uzbekistan,UPPSEC,46.21027
2021,SE_INF_DSBL,Uzbekistan,UPPSEC,46.21027
