Year,SeriesCode,GeoAreaName,Migratory status,Sex,Value
2006,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.72
2006,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.39
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,MALE,0.0
2002,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.9
2002,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,5.9
2003,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,5.6
2003,SL_EMP_FTLINJUR,Belarus,_T,MALE,10.7
2003,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,1.0
2004,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.7
2004,SL_EMP_FTLINJUR,Belarus,_T,MALE,12.7
2004,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,6.4
2005,SL_EMP_FTLINJUR,Belarus,_T,MALE,11.8
2005,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,6.1
2005,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.8
2006,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,5.8
2006,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.5
2006,SL_EMP_FTLINJUR,Belarus,_T,MALE,11.5
2007,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,5.4
2007,SL_EMP_FTLINJUR,Belarus,_T,MALE,10.6
2019,SL_EMP_FTLINJUR,Malta,_T,MALE,1.97
2019,SL_EMP_FTLINJUR,Malta,MIGPER,FEMALE,0.0
2019,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2019,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,1.18
2020,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,2.68
2020,SL_EMP_FTLINJUR,Malta,_T,MALE,3.88
2020,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,1.31
2020,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.94
2020,SL_EMP_FTLINJUR,Malta,MIGPER,MALE,7.84
2020,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,2.08
2020,SL_EMP_FTLINJUR,Malta,MIGPER,FEMALE,0.0
2020,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,2.58
2020,SL_EMP_FTLINJUR,Malta,MIGPER,BOTHSEX,4.38
2021,SL_EMP_FTLINJUR,Malta,NONMIG,FEMALE,0.0
2021,SL_EMP_FTLINJUR,Malta,_T,MALE,6.0
2021,SL_EMP_FTLINJUR,Malta,MIGPER,BOTHSEX,8.0
2007,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.6
2008,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.7
2008,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,5.1
2008,SL_EMP_FTLINJUR,Belarus,_T,MALE,10.2
2009,SL_EMP_FTLINJUR,Belarus,_T,MALE,9.1
2009,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,1.0
2009,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,4.9
2010,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.5
2010,SL_EMP_FTLINJUR,Belarus,_T,MALE,10.1
2010,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,5.1
2011,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.6
2011,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,4.4
2011,SL_EMP_FTLINJUR,Belarus,_T,MALE,8.5
2012,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.2
2012,SL_EMP_FTLINJUR,Belarus,_T,MALE,8.1
2012,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,3.9
2013,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,3.8
2013,SL_EMP_FTLINJUR,Belarus,_T,MALE,7.3
2013,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.7
2014,SL_EMP_FTLINJUR,Belarus,_T,MALE,5.7
2014,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.5
2014,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,3.0
2015,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,2.0
2015,SL_EMP_FTLINJUR,Belarus,_T,MALE,4.2
2015,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.1
2016,SL_EMP_FTLINJUR,Belarus,_T,MALE,4.31
2016,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,2.27
2016,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.44
2017,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,2.2
2018,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,2.82
2021,SL_EMP_FTLINJUR,Malta,NONMIG,BOTHSEX,2.0
2021,SL_EMP_FTLINJUR,Malta,MIGPER,FEMALE,0.0
2021,SL_EMP_FTLINJUR,Malta,_T,BOTHSEX,3.0
2021,SL_EMP_FTLINJUR,Malta,MIGPER,MALE,15.0
2021,SL_EMP_FTLINJUR,Malta,NONMIG,MALE,3.0
2021,SL_EMP_FTLINJUR,Malta,_T,FEMALE,0.0
2000,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,14.0
2001,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,12.0
2018,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.4
2018,SL_EMP_FTLINJUR,Belarus,_T,MALE,5.5
2019,SL_EMP_FTLINJUR,Belarus,_T,MALE,5.49
2019,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.52
2019,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,2.87
2021,SL_EMP_FTLINJUR,Belarus,_T,BOTHSEX,2.55
2021,SL_EMP_FTLINJUR,Belarus,_T,FEMALE,0.23
2021,SL_EMP_FTLINJUR,Belarus,_T,MALE,5.13
2000,SL_EMP_FTLINJUR,Canada,_T,MALE,6.0
2000,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,3.4
2000,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.3
2001,SL_EMP_FTLINJUR,Canada,_T,MALE,6.0
2001,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,3.3
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,BOTHSEX,0.0
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.05
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,0.89
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,FEMALE,0.0
2009,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.49
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,FEMALE,0.0
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.52
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.05
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,MALE,0.0
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,0.92
2010,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,BOTHSEX,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.22
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,BOTHSEX,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,FEMALE,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,MALE,0.0
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.06
2001,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.4
2002,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.3
2002,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,3.2
2002,SL_EMP_FTLINJUR,Canada,_T,MALE,6.0
2003,SL_EMP_FTLINJUR,Canada,_T,MALE,5.0
2003,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.3
2003,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.9
2004,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.3
2004,SL_EMP_FTLINJUR,Canada,_T,MALE,5.0
2004,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.9
2005,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.3
2005,SL_EMP_FTLINJUR,Canada,_T,MALE,5.0
2005,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,3.0
2006,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.3
2011,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.68
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,FEMALE,0.0
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,MALE,0.0
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,BOTHSEX,0.0
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,0.97
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.06
2012,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.55
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,BOTHSEX,0.0
2002,SL_EMP_FTLINJUR,Mexico,_T,MALE,19.0
2002,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,11.0
2002,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.0
2003,SL_EMP_FTLINJUR,Mexico,_T,MALE,20.0
2003,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.0
2003,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,12.0
2004,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.0
2004,SL_EMP_FTLINJUR,Mexico,_T,MALE,17.0
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,FEMALE,0.0
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.58
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.92
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,MALE,0.0
2013,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.18
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,BOTHSEX,0.03
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.81
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.37
2006,SL_EMP_FTLINJUR,Canada,_T,MALE,5.0
2006,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.7
2007,SL_EMP_FTLINJUR,Canada,_T,MALE,4.0
2007,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.4
2007,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.3
2008,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.4
2008,SL_EMP_FTLINJUR,Canada,_T,MALE,5.0
2008,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.7
2009,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.12
2009,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.25
2009,SL_EMP_FTLINJUR,Canada,_T,MALE,3.84
2010,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.26
2010,SL_EMP_FTLINJUR,Canada,_T,MALE,4.04
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,MALE,0.05
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.17
2014,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,FEMALE,0.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.83
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,FEMALE,0.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,BOTHSEX,0.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,FEMALE,0.16
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,MALE,1.42
2004,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,11.0
2005,SL_EMP_FTLINJUR,Mexico,_T,MALE,16.0
2005,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.0
2005,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,11.0
2006,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.0
2006,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,10.0
2006,SL_EMP_FTLINJUR,Mexico,_T,MALE,16.0
2007,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.0
2015,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,NONMIG,MALE,0.0
2016,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.8
2017,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.88
2018,SL_EMP_FTLINJUR,United Kingdom of Great Britain and Northern Ireland,_T,BOTHSEX,0.78
2009,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,0.6
2009,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,12.6
2009,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,16.4
2010,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,12.8
2010,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,10.9
2010,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,5.0
2011,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,2.5
2011,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,10.6
2011,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,13.2
2012,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,0.7
2012,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,13.4
2012,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,10.6
2007,SL_EMP_FTLINJUR,Mexico,_T,MALE,19.0
2007,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,9.0
2008,SL_EMP_FTLINJUR,Mexico,_T,MALE,17.0
2008,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,1.0
2008,SL_EMP_FTLINJUR,Mexico,_T,BOTHSEX,10.0
2009,SL_EMP_FTLINJUR,Mexico,_T,FEMALE,2.0
2009,SL_EMP_FTLINJUR,Mexico,_T,MALE,16.0
2013,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,14.3
2013,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,11.0
2014,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,14.2
2014,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,0.7
2014,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,11.2
2015,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,9.0
2016,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,FEMALE,4.0
2016,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,4.0
2010,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.24
2011,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.27
2011,SL_EMP_FTLINJUR,Canada,_T,MALE,3.7
2011,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.09
2013,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.4
2013,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.04
2013,SL_EMP_FTLINJUR,Canada,_T,MALE,3.53
2014,SL_EMP_FTLINJUR,Canada,_T,MALE,3.5
2014,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,2.0
2014,SL_EMP_FTLINJUR,Canada,_T,FEMALE,0.3
2015,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,1.72
2016,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,1.76
2017,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,1.81
2018,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,1.93
2019,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,4.87
2020,SL_EMP_FTLINJUR,Canada,_T,BOTHSEX,5.13
2000,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,11.97
2001,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,10.21
2002,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,11.39
2003,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,11.56
2004,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,9.28
2009,SL_EMP_FTLINJUR,Chile,_T,MALE,10.4
2009,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,6.9
2009,SL_EMP_FTLINJUR,Chile,_T,FEMALE,1.2
2011,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,5.5
2012,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,6.0
2013,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,5.12
2017,SL_EMP_FTLINJUR,Chile,_T,FEMALE,0.36
2017,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,3.41
2017,SL_EMP_FTLINJUR,Chile,_T,MALE,5.31
2018,SL_EMP_FTLINJUR,Chile,_T,BOTHSEX,3.06
2018,SL_EMP_FTLINJUR,Chile,_T,MALE,4.64
2018,SL_EMP_FTLINJUR,Chile,_T,FEMALE,0.54
2011,SL_EMP_FTLINJUR,Colombia,_T,BOTHSEX,4.03
2012,SL_EMP_FTLINJUR,Colombia,_T,BOTHSEX,3.5
2013,SL_EMP_FTLINJUR,Colombia,_T,BOTHSEX,8.95
2014,SL_EMP_FTLINJUR,Colombia,_T,BOTHSEX,4.0
2015,SL_EMP_FTLINJUR,Colombia,_T,BOTHSEX,18.04
2017,SL_EMP_FTLINJUR,Colombia,_T,BOTHSEX,0.0
2000,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,9.6
2001,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,9.5
2002,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,7.5
2003,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,7.0
2004,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,6.1
2005,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,6.4
2006,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,7.2
2007,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,9.9
2008,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,9.1
2009,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,10.54
2016,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,8.0
2016,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,MALE,10.0
2016,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,BOTHSEX,8.0
2016,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,10.0
2017,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,8.0
2017,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,BOTHSEX,8.0
2017,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,10.0
2017,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,MALE,10.0
2018,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,FEMALE,1.0
2018,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,10.0
2018,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,BOTHSEX,8.0
2018,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,MALE,10.0
2018,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,1.0
2018,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,8.0
2019,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,12.0
2019,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,MALE,12.0
2019,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,BOTHSEX,10.0
2019,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,10.0
2019,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,1.0
2019,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,FEMALE,1.0
2020,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,BOTHSEX,2.9
2020,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,MALE,3.6
2020,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,FEMALE,0.7
2020,SL_EMP_FTLINJUR,Uzbekistan,_T,MALE,3.6
2020,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,0.7
2020,SL_EMP_FTLINJUR,Uzbekistan,_T,BOTHSEX,2.9
2021,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,FEMALE,0.8
2021,SL_EMP_FTLINJUR,Uzbekistan,MIGPER,FEMALE,0.0
2021,SL_EMP_FTLINJUR,Uzbekistan,NONMIG,MALE,7.5
2021,SL_EMP_FTLINJUR,Uzbekistan,MIGPER,BOTHSEX,0.0
2021,SL_EMP_FTLINJUR,Uzbekistan,MIGPER,MALE,0.0
2021,SL_EMP_FTLINJUR,Uzbekistan,_T,FEMALE,0.8
2010,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,9.34
2011,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,10.21
2012,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,9.56
2013,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,8.3
2014,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,5.84
2015,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,6.16
2016,SL_EMP_FTLINJUR,Costa Rica,_T,BOTHSEX,9.72
2000,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.51
2000,SL_EMP_FTLINJUR,Croatia,_T,MALE,5.17
2000,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,3.08
2001,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,3.22
2001,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.86
2001,SL_EMP_FTLINJUR,Croatia,_T,MALE,5.13
2002,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.7
2002,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,3.31
2002,SL_EMP_FTLINJUR,Croatia,_T,MALE,5.5
2003,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,3.4
2003,SL_EMP_FTLINJUR,Croatia,_T,MALE,5.8
2003,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.3
2004,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.7
2004,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.3
2004,SL_EMP_FTLINJUR,Croatia,_T,MALE,4.6
2005,SL_EMP_FTLINJUR,Croatia,_T,MALE,7.5
2005,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.3
2005,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,4.3
2006,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,5.0
2006,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.7
2006,SL_EMP_FTLINJUR,Croatia,_T,MALE,8.6
2007,SL_EMP_FTLINJUR,Croatia,_T,MALE,7.9
2007,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,4.7
2007,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.8
2008,SL_EMP_FTLINJUR,Croatia,_T,MALE,9.1
2008,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,5.2
2008,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.4
2009,SL_EMP_FTLINJUR,Croatia,_T,MALE,4.14
2009,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.27
2009,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.37
2010,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.0
2010,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.65
2010,SL_EMP_FTLINJUR,Croatia,_T,MALE,4.94
2011,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.69
2012,SL_EMP_FTLINJUR,Croatia,NONMIG,MALE,7.23
2012,SL_EMP_FTLINJUR,Croatia,_T,MALE,7.21
2012,SL_EMP_FTLINJUR,Croatia,NONMIG,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,3.87
2012,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.0
2012,SL_EMP_FTLINJUR,Croatia,NONMIG,BOTHSEX,3.87
2013,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.31
2013,SL_EMP_FTLINJUR,Croatia,NONMIG,FEMALE,0.31
2013,SL_EMP_FTLINJUR,Croatia,NONMIG,BOTHSEX,2.09
2013,SL_EMP_FTLINJUR,Croatia,NONMIG,MALE,3.67
2013,SL_EMP_FTLINJUR,Croatia,_T,MALE,3.66
2013,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.09
2014,SL_EMP_FTLINJUR,Croatia,NONMIG,FEMALE,0.32
2014,SL_EMP_FTLINJUR,Croatia,_T,MALE,3.51
2014,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.32
2014,SL_EMP_FTLINJUR,Croatia,NONMIG,BOTHSEX,2.02
2014,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.02
2014,SL_EMP_FTLINJUR,Croatia,NONMIG,MALE,3.51
2015,SL_EMP_FTLINJUR,Croatia,_T,MALE,3.99
2015,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.3
2015,SL_EMP_FTLINJUR,Croatia,NONMIG,MALE,4.0
2015,SL_EMP_FTLINJUR,Croatia,NONMIG,FEMALE,0.31
2015,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.24
2015,SL_EMP_FTLINJUR,Croatia,NONMIG,BOTHSEX,2.25
2016,SL_EMP_FTLINJUR,Croatia,_T,MALE,4.74
2016,SL_EMP_FTLINJUR,Croatia,_T,BOTHSEX,2.71
2016,SL_EMP_FTLINJUR,Croatia,_T,FEMALE,0.44
2016,SL_EMP_FTLINJUR,Croatia,NONMIG,FEMALE,0.44
2016,SL_EMP_FTLINJUR,Croatia,MIGPER,MALE,0.0
2016,SL_EMP_FTLINJUR,Croatia,MIGPER,FEMALE,0.0
2016,SL_EMP_FTLINJUR,Croatia,NONMIG,BOTHSEX,2.71
2016,SL_EMP_FTLINJUR,Croatia,MIGPER,BOTHSEX,0.0
2016,SL_EMP_FTLINJUR,Croatia,NONMIG,MALE,4.74
