Year,SeriesCode,GeoAreaName,Age,Sex,Value
2014,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,475
2015,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,498
2016,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,530
2017,VC_HTF_DETVSX,Romania,<18Y,FEMALE,42
2017,VC_HTF_DETVSX,Romania,18+,BOTHSEX,212
2017,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,454
2014,VC_HTF_DETVSX,Cyprus,ALLAGE,BOTHSEX,11
2014,VC_HTF_DETVSX,Cyprus,18+,MALE,11
2015,VC_HTF_DETVSX,Cyprus,18+,MALE,6
2020,VC_HTF_DETVSX,Albania,ALLAGE,BOTHSEX,48
2020,VC_HTF_DETVSX,Albania,<18Y,MALE,24
2020,VC_HTF_DETVSX,Albania,18+,MALE,23
2020,VC_HTF_DETVSX,Albania,18+,BOTHSEX,23
2020,VC_HTF_DETVSX,Albania,<18Y,BOTHSEX,25
2021,VC_HTF_DETVSX,Albania,ALLAGE,BOTHSEX,59
2006,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,77
2017,VC_HTF_DETVSX,Romania,<18Y,BOTHSEX,242
2017,VC_HTF_DETVSX,Romania,<18Y,MALE,200
2017,VC_HTF_DETVSX,Romania,18+,MALE,211
2018,VC_HTF_DETVSX,Romania,<18Y,FEMALE,20
2018,VC_HTF_DETVSX,Romania,18+,BOTHSEX,158
2015,VC_HTF_DETVSX,Cyprus,ALLAGE,BOTHSEX,6
2016,VC_HTF_DETVSX,Cyprus,18+,MALE,6
2016,VC_HTF_DETVSX,Cyprus,ALLAGE,BOTHSEX,6
2017,VC_HTF_DETVSX,Cyprus,ALLAGE,BOTHSEX,16
2017,VC_HTF_DETVSX,Cyprus,18+,MALE,16
2007,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,99
2008,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,76
2009,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,77
2012,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,36
2013,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,40
2014,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,51
2015,VC_HTF_DETVSX,Azerbaijan,ALLAGE,BOTHSEX,47
2018,VC_HTF_DETVSX,Romania,<18Y,BOTHSEX,177
2018,VC_HTF_DETVSX,Romania,18+,MALE,158
2018,VC_HTF_DETVSX,Romania,<18Y,MALE,157
2018,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,335
2019,VC_HTF_DETVSX,Romania,18+,MALE,256
2005,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,20
2006,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,16
2007,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,18
2008,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,23
2009,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,19
2010,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,20
2011,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,5
2019,VC_HTF_DETVSX,Romania,18+,BOTHSEX,256
2019,VC_HTF_DETVSX,Romania,<18Y,BOTHSEX,262
2019,VC_HTF_DETVSX,Romania,<18Y,MALE,252
2019,VC_HTF_DETVSX,Romania,<18Y,FEMALE,10
2019,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,518
2020,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,426
2020,VC_HTF_DETVSX,Romania,18+,MALE,210
2020,VC_HTF_DETVSX,Romania,<18Y,FEMALE,32
2020,VC_HTF_DETVSX,Romania,<18Y,MALE,183
2020,VC_HTF_DETVSX,Romania,<18Y,BOTHSEX,215
2020,VC_HTF_DETVSX,Romania,18+,BOTHSEX,211
2021,VC_HTF_DETVSX,Romania,ALLAGE,BOTHSEX,382
2012,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,11
2013,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,12
2014,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,13
2017,VC_HTF_DETVSX,Australia,18+,MALE,10
2017,VC_HTF_DETVSX,Australia,18+,BOTHSEX,10
2017,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,10
2018,VC_HTF_DETVSX,Australia,18+,MALE,13
2018,VC_HTF_DETVSX,Australia,18+,BOTHSEX,14
2018,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,13
2018,VC_HTF_DETVSX,Cyprus,ALLAGE,BOTHSEX,30
2018,VC_HTF_DETVSX,Cyprus,18+,MALE,30
2006,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,30
2008,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,28
2009,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,34
2012,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,42
2014,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,8
2015,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,20
2015,VC_HTF_DETVSX,Serbia,<18Y,FEMALE,17
2016,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,26
2016,VC_HTF_DETVSX,Serbia,18+,MALE,23
2017,VC_HTF_DETVSX,Serbia,18+,MALE,5
2017,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,6
2019,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,20
2019,VC_HTF_DETVSX,Australia,18+,MALE,20
2019,VC_HTF_DETVSX,Australia,18+,BOTHSEX,20
2017,VC_HTF_DETVSX,Serbia,18+,BOTHSEX,5
2018,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,16
2018,VC_HTF_DETVSX,Serbia,18+,MALE,13
2018,VC_HTF_DETVSX,Serbia,<18Y,BOTHSEX,13
2019,VC_HTF_DETVSX,Cyprus,18+,MALE,23
2019,VC_HTF_DETVSX,Cyprus,ALLAGE,BOTHSEX,23
2020,VC_HTF_DETVSX,Cyprus,18+,MALE,7
2020,VC_HTF_DETVSX,Cyprus,ALLAGE,BOTHSEX,9
2020,VC_HTF_DETVSX,Australia,18+,BOTHSEX,17
2020,VC_HTF_DETVSX,Australia,ALLAGE,BOTHSEX,17
2020,VC_HTF_DETVSX,Australia,18+,MALE,17
2007,VC_HTF_DETVSX,Austria,ALLAGE,BOTHSEX,103
2008,VC_HTF_DETVSX,Austria,ALLAGE,BOTHSEX,120
2019,VC_HTF_DETVSX,Serbia,18+,BOTHSEX,9
2019,VC_HTF_DETVSX,Serbia,18+,MALE,9
2019,VC_HTF_DETVSX,Serbia,<18Y,MALE,6
2019,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,16
2019,VC_HTF_DETVSX,Serbia,<18Y,BOTHSEX,6
2020,VC_HTF_DETVSX,Serbia,18+,BOTHSEX,14
2020,VC_HTF_DETVSX,Serbia,<18Y,MALE,5
2009,VC_HTF_DETVSX,Austria,ALLAGE,BOTHSEX,120
2018,VC_HTF_DETVSX,Austria,18+,MALE,6
2019,VC_HTF_DETVSX,Austria,18+,MALE,6
2020,VC_HTF_DETVSX,Serbia,18+,MALE,14
2020,VC_HTF_DETVSX,Serbia,ALLAGE,BOTHSEX,19
2020,VC_HTF_DETVSX,Serbia,<18Y,BOTHSEX,5
2008,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,17
2009,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,17
2010,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,11
2011,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,12
2005,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,17
2006,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,10
2007,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,15
2008,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,9
2009,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,5
2010,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,8
2011,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,8
2012,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,52
2013,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,49
2012,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,15
2013,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,15
2014,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,13
2014,VC_HTF_DETVSX,Slovakia,18+,MALE,13
2016,VC_HTF_DETVSX,Slovakia,18+,MALE,14
2014,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,64
2015,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,33
2016,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,9
2017,VC_HTF_DETVSX,Czechia,18+,FEMALE,7
2017,VC_HTF_DETVSX,Czechia,ALLAGE,BOTHSEX,7
2017,VC_HTF_DETVSX,Czechia,18+,BOTHSEX,7
2020,VC_HTF_DETVSX,Austria,18+,MALE,209
2020,VC_HTF_DETVSX,Austria,ALLAGE,BOTHSEX,212
2006,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,44
2007,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,34
2008,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,31
2009,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,39
2010,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,19
2011,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,10
2016,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,18
2017,VC_HTF_DETVSX,Slovakia,<18Y,BOTHSEX,9
2017,VC_HTF_DETVSX,Slovakia,18+,BOTHSEX,32
2017,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,41
2017,VC_HTF_DETVSX,Slovakia,18+,MALE,30
2018,VC_HTF_DETVSX,Czechia,18+,BOTHSEX,12
2019,VC_HTF_DETVSX,Czechia,18+,BOTHSEX,11
2010,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,50
2011,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,55
2012,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,45
2013,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,58
2014,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,13
2015,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,49
2016,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,112
2012,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,7
2013,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,15
2014,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,6
2015,VC_HTF_DETVSX,Armenia,ALLAGE,BOTHSEX,8
2017,VC_HTF_DETVSX,Denmark,18+,MALE,80
2017,VC_HTF_DETVSX,Denmark,18+,BOTHSEX,86
2017,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,82
2018,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,31
2005,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,69
2006,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,57
2007,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,123
2008,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,122
2009,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,130
2012,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,52
2013,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,37
2014,VC_HTF_DETVSX,Belgium,18+,FEMALE,5
2018,VC_HTF_DETVSX,Denmark,18+,BOTHSEX,31
2018,VC_HTF_DETVSX,Denmark,18+,MALE,30
2019,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,31
2019,VC_HTF_DETVSX,Denmark,18+,BOTHSEX,36
2014,VC_HTF_DETVSX,Belgium,18+,MALE,37
2014,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,43
2015,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,44
2015,VC_HTF_DETVSX,Belgium,18+,MALE,37
2015,VC_HTF_DETVSX,Belgium,<18Y,MALE,5
2017,VC_HTF_DETVSX,Slovakia,<18Y,MALE,9
2018,VC_HTF_DETVSX,Slovakia,<18Y,BOTHSEX,7
2018,VC_HTF_DETVSX,Slovakia,18+,BOTHSEX,10
2019,VC_HTF_DETVSX,Denmark,18+,MALE,30
2020,VC_HTF_DETVSX,Denmark,ALLAGE,BOTHSEX,39
2016,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,48
2016,VC_HTF_DETVSX,Belgium,18+,MALE,44
2017,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,55
2018,VC_HTF_DETVSX,Slovakia,<18Y,MALE,7
2018,VC_HTF_DETVSX,Slovakia,18+,MALE,10
2018,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,17
2019,VC_HTF_DETVSX,Slovakia,18+,MALE,7
2019,VC_HTF_DETVSX,Slovakia,<18Y,MALE,6
2019,VC_HTF_DETVSX,Slovakia,18+,BOTHSEX,7
2017,VC_HTF_DETVSX,Belgium,18+,MALE,53
2018,VC_HTF_DETVSX,Belgium,18+,MALE,30
2018,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,33
2019,VC_HTF_DETVSX,Belgium,18+,MALE,47
2019,VC_HTF_DETVSX,Slovakia,<18Y,BOTHSEX,6
2019,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,13
2019,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,52
2020,VC_HTF_DETVSX,Belgium,18+,BOTHSEX,36
2020,VC_HTF_DETVSX,Belgium,ALLAGE,BOTHSEX,36
2020,VC_HTF_DETVSX,Belgium,18+,MALE,35
2020,VC_HTF_DETVSX,Slovakia,18+,MALE,11
2020,VC_HTF_DETVSX,Slovakia,ALLAGE,BOTHSEX,18
2020,VC_HTF_DETVSX,Slovakia,18+,BOTHSEX,11
2020,VC_HTF_DETVSX,Slovakia,<18Y,MALE,7
2020,VC_HTF_DETVSX,Denmark,18+,MALE,37
2020,VC_HTF_DETVSX,Denmark,18+,BOTHSEX,39
2012,VC_HTF_DETVSX,Estonia,ALLAGE,BOTHSEX,7
2013,VC_HTF_DETVSX,Estonia,ALLAGE,BOTHSEX,10
2005,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,65
2006,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,69
2010,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,8
2011,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,18
2012,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,20
2014,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,10
2014,VC_HTF_DETVSX,Bosnia and Herzegovina,<18Y,MALE,6
2015,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,6
2015,VC_HTF_DETVSX,Estonia,ALLAGE,BOTHSEX,10
2016,VC_HTF_DETVSX,Estonia,ALLAGE,BOTHSEX,8
2017,VC_HTF_DETVSX,Estonia,ALLAGE,BOTHSEX,6
2005,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,6
2006,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,41
2010,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,32
2011,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,20
2012,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,13
2013,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,36
2015,VC_HTF_DETVSX,Bosnia and Herzegovina,18+,MALE,6
2016,VC_HTF_DETVSX,Bosnia and Herzegovina,18+,MALE,7
2016,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,7
2017,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,10
2018,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,9
2019,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,15
2020,VC_HTF_DETVSX,Bosnia and Herzegovina,ALLAGE,BOTHSEX,17
2007,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,263
2008,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,193
2009,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,292
2010,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,357
2011,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,394
2012,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,461
2013,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,428
2014,VC_HTF_DETVSX,Bulgaria,<18Y,MALE,28
2014,VC_HTF_DETVSX,Bulgaria,18+,MALE,370
2014,VC_HTF_DETVSX,Bulgaria,<18Y,FEMALE,10
2018,VC_HTF_DETVSX,Estonia,ALLAGE,BOTHSEX,10
2018,VC_HTF_DETVSX,Estonia,<18Y,MALE,5
2019,VC_HTF_DETVSX,Estonia,18+,BOTHSEX,10
2019,VC_HTF_DETVSX,Estonia,ALLAGE,BOTHSEX,10
2019,VC_HTF_DETVSX,Estonia,18+,MALE,10
2014,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,409
2015,VC_HTF_DETVSX,Bulgaria,18+,MALE,287
2015,VC_HTF_DETVSX,Bulgaria,<18Y,MALE,24
2015,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,314
2016,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,329
2016,VC_HTF_DETVSX,Bulgaria,18+,MALE,298
2016,VC_HTF_DETVSX,Bulgaria,18+,FEMALE,10
2016,VC_HTF_DETVSX,Bulgaria,<18Y,MALE,20
2017,VC_HTF_DETVSX,Bulgaria,<18Y,MALE,32
2017,VC_HTF_DETVSX,Bulgaria,18+,FEMALE,7
2017,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,323
2017,VC_HTF_DETVSX,Bulgaria,18+,MALE,284
2018,VC_HTF_DETVSX,Bulgaria,<18Y,MALE,49
2015,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,47
2015,VC_HTF_DETVSX,Slovenia,18+,MALE,47
2016,VC_HTF_DETVSX,Slovenia,18+,MALE,25
2016,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,25
2017,VC_HTF_DETVSX,Slovenia,18+,BOTHSEX,66
2017,VC_HTF_DETVSX,Slovenia,18+,MALE,65
2017,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,66
2018,VC_HTF_DETVSX,Bulgaria,18+,MALE,258
2018,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,309
2019,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,280
2020,VC_HTF_DETVSX,Bulgaria,18+,BOTHSEX,312
2020,VC_HTF_DETVSX,Bulgaria,<18Y,MALE,24
2020,VC_HTF_DETVSX,Bulgaria,18+,MALE,309
2020,VC_HTF_DETVSX,Bulgaria,<18Y,BOTHSEX,24
2020,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,336
2008,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,7
2009,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,5
2010,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,21
2011,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,17
2018,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,67
2018,VC_HTF_DETVSX,Slovenia,18+,MALE,66
2018,VC_HTF_DETVSX,Slovenia,18+,BOTHSEX,67
2019,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,5
2021,VC_HTF_DETVSX,Bulgaria,ALLAGE,BOTHSEX,282
2003,VC_HTF_DETVSX,Belarus,ALLAGE,BOTHSEX,350
2004,VC_HTF_DETVSX,Belarus,ALLAGE,BOTHSEX,400
2005,VC_HTF_DETVSX,Belarus,ALLAGE,BOTHSEX,365
2006,VC_HTF_DETVSX,Belarus,ALLAGE,BOTHSEX,1011
2007,VC_HTF_DETVSX,Belarus,ALLAGE,BOTHSEX,378
2008,VC_HTF_DETVSX,Belarus,ALLAGE,BOTHSEX,458
2012,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,15
2013,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,33
2014,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,32
2014,VC_HTF_DETVSX,Finland,18+,MALE,31
2015,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,18
2015,VC_HTF_DETVSX,Finland,18+,MALE,18
2016,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,45
2016,VC_HTF_DETVSX,Finland,<18Y,MALE,5
2016,VC_HTF_DETVSX,Finland,18+,MALE,38
2017,VC_HTF_DETVSX,Finland,18+,FEMALE,7
2017,VC_HTF_DETVSX,Finland,18+,BOTHSEX,43
2019,VC_HTF_DETVSX,Slovenia,18+,BOTHSEX,5
2019,VC_HTF_DETVSX,Slovenia,18+,MALE,5
2020,VC_HTF_DETVSX,Slovenia,ALLAGE,BOTHSEX,27
2020,VC_HTF_DETVSX,Slovenia,18+,BOTHSEX,27
2017,VC_HTF_DETVSX,Finland,ALLAGE,BOTHSEX,46
