Year,SeriesCode,GeoAreaName,Education level,Sex,Value
2018,SE_ACS_SANIT,Germany,UPPSEC,,100.0
2019,SE_ACS_SANIT,Germany,UPPSEC,,100.0
2018,SE_ACS_SANIT,Portugal,LOWSEC,,100.0
2018,SE_ACS_SANIT,Portugal,PRIMAR,,100.0
2018,SE_ACS_SANIT,Portugal,UPPSEC,,100.0
2014,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2014,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2014,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2015,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2015,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2015,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2016,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2016,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2016,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2017,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2017,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2017,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2018,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2018,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2018,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2019,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2019,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2019,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2020,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2019,SE_ACS_SANIT,Germany,PRIMAR,,100.0
2019,SE_ACS_SANIT,Germany,LOWSEC,,100.0
2000,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2000,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2000,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2001,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2001,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2001,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2002,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2002,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2002,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2020,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2020,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2021,SE_ACS_SANIT,Slovakia,LOWSEC,,100.0
2021,SE_ACS_SANIT,Slovakia,PRIMAR,,100.0
2021,SE_ACS_SANIT,Slovakia,UPPSEC,,100.0
2019,SE_ACS_SANIT,Viet Nam,PRIMAR,,96.77704
2021,SE_ACS_SANIT,Viet Nam,PRIMAR,,93.32017
2021,SE_ACS_SANIT,Viet Nam,LOWSEC,,90.46471
2021,SE_ACS_SANIT,Viet Nam,UPPSEC,,90.00345
2000,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2000,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2003,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2003,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2003,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2004,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2004,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2004,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2005,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2005,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2005,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2006,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2006,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2001,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2001,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2002,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2002,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2003,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2003,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2004,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2004,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2004,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2005,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2005,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2006,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2007,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2007,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2007,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2008,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2008,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2008,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2009,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2009,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2009,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2010,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2005,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2006,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2006,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2006,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2007,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2007,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2007,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2008,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2008,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2008,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2009,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2010,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2010,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2011,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2011,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2011,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2012,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2012,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2012,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2013,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2013,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2013,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2009,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2009,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2010,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2010,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2010,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2011,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2011,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2011,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2012,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2012,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2012,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2014,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2014,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2014,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2015,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2015,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2015,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2016,SE_ACS_SANIT,Hungary,PRIMAR,,100.0
2016,SE_ACS_SANIT,Hungary,LOWSEC,,100.0
2016,SE_ACS_SANIT,Hungary,UPPSEC,,100.0
2016,SE_ACS_SANIT,India,UPPSEC,,94.86243
2016,SE_ACS_SANIT,India,LOWSEC,,94.71147
2013,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2013,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2013,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2014,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2014,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2014,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2015,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2015,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2015,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2016,SE_ACS_SANIT,Slovenia,UPPSEC,,100.0
2016,SE_ACS_SANIT,Slovenia,PRIMAR,,100.0
2016,SE_ACS_SANIT,Slovenia,LOWSEC,,100.0
2000,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2000,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2001,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2001,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2002,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2002,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2003,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2003,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2004,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2004,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2016,SE_ACS_SANIT,India,PRIMAR,,93.31446
2017,SE_ACS_SANIT,India,PRIMAR,,89.3383
2017,SE_ACS_SANIT,India,LOWSEC,,92.8786
2017,SE_ACS_SANIT,India,UPPSEC,,93.08243
2018,SE_ACS_SANIT,India,LOWSEC,,93.81853
2018,SE_ACS_SANIT,India,PRIMAR,,91.72676
2018,SE_ACS_SANIT,India,UPPSEC,,93.63585
2019,SE_ACS_SANIT,India,PRIMAR,,88.62395
2019,SE_ACS_SANIT,India,LOWSEC,,91.91832
2019,SE_ACS_SANIT,India,UPPSEC,,92.34766
2005,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2005,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2006,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2006,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2007,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2007,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2007,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2008,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2008,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2008,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2009,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2020,SE_ACS_SANIT,India,UPPSEC,,94.34197
2020,SE_ACS_SANIT,India,LOWSEC,,94.07249
2020,SE_ACS_SANIT,India,PRIMAR,,90.74369
2021,SE_ACS_SANIT,India,PRIMAR,,95.7329
2021,SE_ACS_SANIT,India,LOWSEC,,97.49056
2021,SE_ACS_SANIT,India,UPPSEC,,96.95024
2022,SE_ACS_SANIT,India,UPPSEC,,99.55711
2022,SE_ACS_SANIT,India,LOWSEC,,99.19459
2009,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2009,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2010,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2010,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2010,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2011,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2011,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2011,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2012,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2012,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2012,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2013,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2013,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2013,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2014,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2014,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2014,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2015,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2015,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2015,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2016,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2016,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2016,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2017,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2017,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2017,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2018,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2018,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2018,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2019,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2019,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2019,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2020,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2020,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2020,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2021,SE_ACS_SANIT,Spain,LOWSEC,,100.0
2021,SE_ACS_SANIT,Spain,PRIMAR,,100.0
2021,SE_ACS_SANIT,Spain,UPPSEC,,100.0
2011,SE_ACS_SANIT,Switzerland,LOWSEC,,100.0
2011,SE_ACS_SANIT,Switzerland,UPPSEC,,100.0
2011,SE_ACS_SANIT,Switzerland,PRIMAR,,100.0
2012,SE_ACS_SANIT,Switzerland,PRIMAR,,100.0
2012,SE_ACS_SANIT,Switzerland,UPPSEC,,100.0
2012,SE_ACS_SANIT,Switzerland,LOWSEC,,100.0
2022,SE_ACS_SANIT,India,PRIMAR,,98.10417
2000,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2000,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2000,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2001,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2001,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2001,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2002,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2002,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2002,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2013,SE_ACS_SANIT,Switzerland,LOWSEC,,100.0
2013,SE_ACS_SANIT,Switzerland,UPPSEC,,100.0
2013,SE_ACS_SANIT,Switzerland,PRIMAR,,100.0
2014,SE_ACS_SANIT,Switzerland,UPPSEC,,100.0
2014,SE_ACS_SANIT,Switzerland,PRIMAR,,100.0
2014,SE_ACS_SANIT,Switzerland,LOWSEC,,100.0
2015,SE_ACS_SANIT,Switzerland,UPPSEC,,100.0
2015,SE_ACS_SANIT,Switzerland,PRIMAR,,100.0
2015,SE_ACS_SANIT,Switzerland,LOWSEC,,100.0
2016,SE_ACS_SANIT,Switzerland,PRIMAR,,100.0
2016,SE_ACS_SANIT,Switzerland,UPPSEC,,100.0
2016,SE_ACS_SANIT,Switzerland,LOWSEC,,100.0
2016,SE_ACS_SANIT,United Arab Emirates,UPPSEC,,100.0
2016,SE_ACS_SANIT,United Arab Emirates,LOWSEC,,100.0
2016,SE_ACS_SANIT,United Arab Emirates,PRIMAR,,100.0
2017,SE_ACS_SANIT,United Arab Emirates,PRIMAR,,100.0
2017,SE_ACS_SANIT,United Arab Emirates,LOWSEC,,100.0
2017,SE_ACS_SANIT,United Arab Emirates,UPPSEC,,100.0
2019,SE_ACS_SANIT,United Arab Emirates,LOWSEC,,100.0
2019,SE_ACS_SANIT,United Arab Emirates,PRIMAR,,100.0
2019,SE_ACS_SANIT,United Arab Emirates,UPPSEC,,100.0
2003,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2003,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2003,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2004,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2004,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2004,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2005,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2005,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2005,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2006,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2006,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2020,SE_ACS_SANIT,United Arab Emirates,PRIMAR,,100.0
2020,SE_ACS_SANIT,United Arab Emirates,LOWSEC,,100.0
2020,SE_ACS_SANIT,United Arab Emirates,UPPSEC,,100.0
2022,SE_ACS_SANIT,United Arab Emirates,UPPSEC,,100.0
2022,SE_ACS_SANIT,United Arab Emirates,LOWSEC,,100.0
2022,SE_ACS_SANIT,United Arab Emirates,PRIMAR,,100.0
2019,SE_ACS_SANIT,Turkmenistan,LOWSEC,,100.0
2019,SE_ACS_SANIT,Turkmenistan,UPPSEC,,100.0
2019,SE_ACS_SANIT,Turkmenistan,PRIMAR,,100.0
2020,SE_ACS_SANIT,Turkmenistan,PRIMAR,,100.0
2006,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2007,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2007,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2007,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2008,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2008,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2008,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2009,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2009,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2009,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2010,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2020,SE_ACS_SANIT,Turkmenistan,LOWSEC,,100.0
2020,SE_ACS_SANIT,Turkmenistan,UPPSEC,,100.0
2018,SE_ACS_SANIT,Uzbekistan,PRIMAR,,92.28679
2018,SE_ACS_SANIT,Uzbekistan,LOWSEC,,90.80424
2019,SE_ACS_SANIT,Uzbekistan,LOWSEC,,59.49876
2019,SE_ACS_SANIT,Uzbekistan,PRIMAR,,84.90149
2020,SE_ACS_SANIT,Uzbekistan,PRIMAR,,63.03774
2020,SE_ACS_SANIT,Uzbekistan,LOWSEC,,63.4081
2021,SE_ACS_SANIT,Uzbekistan,LOWSEC,,67.84337
2021,SE_ACS_SANIT,Uzbekistan,UPPSEC,,91.07579
2021,SE_ACS_SANIT,Uzbekistan,PRIMAR,,67.00472
2010,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2010,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2011,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2011,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2011,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2012,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2012,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2012,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2013,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2013,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2013,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2014,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2014,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2014,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2015,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2015,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2015,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2016,SE_ACS_SANIT,Israel,PRIMAR,,100.0
2016,SE_ACS_SANIT,Israel,UPPSEC,,100.0
2016,SE_ACS_SANIT,Israel,LOWSEC,,100.0
2000,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2000,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2000,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2001,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2001,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2001,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2002,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2002,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2002,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2003,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2003,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2003,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2004,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2004,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2004,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2005,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2005,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2005,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2006,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2006,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2006,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2007,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2007,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2007,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2008,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2008,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2008,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2009,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2009,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2009,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2010,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2010,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2010,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2011,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2011,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2011,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2012,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2012,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2012,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2013,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2013,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2013,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2014,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2014,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2014,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2015,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2015,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2015,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2016,SE_ACS_SANIT,Italy,LOWSEC,,100.0
2016,SE_ACS_SANIT,Italy,UPPSEC,,100.0
2016,SE_ACS_SANIT,Italy,PRIMAR,,100.0
2000,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2000,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2000,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2001,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2001,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2001,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2002,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2002,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2002,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2003,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2003,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2003,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2004,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2004,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2004,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2005,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2005,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2005,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2006,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2006,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2006,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2007,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2007,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2007,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2008,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2008,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2008,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2009,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2009,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2009,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2010,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2010,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2010,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2011,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2011,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2011,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2012,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2012,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2012,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2013,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2013,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2013,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2014,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2014,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2014,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2015,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2015,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2015,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2016,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2016,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2016,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2017,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2017,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2017,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2018,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2018,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2018,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2019,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2019,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2019,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2020,SE_ACS_SANIT,Republic of Korea,PRIMAR,,100.0
2020,SE_ACS_SANIT,Republic of Korea,UPPSEC,,100.0
2020,SE_ACS_SANIT,Republic of Korea,LOWSEC,,100.0
2016,SE_ACS_SANIT,Latvia,PRIMAR,,100.0
2016,SE_ACS_SANIT,Latvia,LOWSEC,,100.0
2016,SE_ACS_SANIT,Latvia,UPPSEC,,100.0
2016,SE_ACS_SANIT,Latvia,UPPSEC,,100.0
