Year,SeriesCode,GeoAreaName,Sex,Value
2013,VC_VOV_ROBB,Luxembourg,BOTHSEX,1.1
2013,VC_VOV_ROBB,Luxembourg,FEMALE,0.5
2013,VC_VOV_ROBB,Luxembourg,MALE,1.6
2020,VC_VOV_ROBB,Luxembourg,FEMALE,0.58
2020,VC_VOV_ROBB,Luxembourg,MALE,0.51
2020,VC_VOV_ROBB,Luxembourg,BOTHSEX,0.6
2009,VC_VOV_ROBB,Mexico,FEMALE,4.45
2010,VC_VOV_ROBB,Mexico,FEMALE,4.36
2010,VC_VOV_ROBB,Mexico,BOTHSEX,6.4
2011,VC_VOV_ROBB,Mexico,BOTHSEX,7.0
2011,VC_VOV_ROBB,Mexico,MALE,7.2
2011,VC_VOV_ROBB,Mexico,FEMALE,5.5
2012,VC_VOV_ROBB,Mexico,FEMALE,6.11
2012,VC_VOV_ROBB,Mexico,MALE,7.9
2012,VC_VOV_ROBB,Mexico,BOTHSEX,9.1
2013,VC_VOV_ROBB,Mexico,BOTHSEX,8.55
2013,VC_VOV_ROBB,Mexico,FEMALE,7.98
2013,VC_VOV_ROBB,Mexico,MALE,10.39
2014,VC_VOV_ROBB,Mexico,FEMALE,8.54
2014,VC_VOV_ROBB,Mexico,MALE,11.55
2014,VC_VOV_ROBB,Mexico,BOTHSEX,8.42
2015,VC_VOV_ROBB,Mexico,BOTHSEX,8.16
2015,VC_VOV_ROBB,Mexico,FEMALE,6.93
2015,VC_VOV_ROBB,Mexico,MALE,9.57
2016,VC_VOV_ROBB,Mexico,FEMALE,6.93
2016,VC_VOV_ROBB,Mexico,MALE,9.39
2016,VC_VOV_ROBB,Mexico,BOTHSEX,8.08
2017,VC_VOV_ROBB,Mexico,BOTHSEX,8.96
2017,VC_VOV_ROBB,Mexico,MALE,10.28
2017,VC_VOV_ROBB,Mexico,FEMALE,7.8
2018,VC_VOV_ROBB,Mexico,MALE,9.57
2018,VC_VOV_ROBB,Mexico,FEMALE,7.64
2018,VC_VOV_ROBB,Mexico,BOTHSEX,8.55
2019,VC_VOV_ROBB,Mexico,BOTHSEX,7.27
2019,VC_VOV_ROBB,Mexico,FEMALE,6.4
2019,VC_VOV_ROBB,Mexico,MALE,8.28
2020,VC_VOV_ROBB,Mexico,MALE,6.81
2020,VC_VOV_ROBB,Mexico,FEMALE,5.11
2020,VC_VOV_ROBB,Mexico,BOTHSEX,5.9
2021,VC_VOV_ROBB,Mexico,MALE,6.63
2021,VC_VOV_ROBB,Mexico,BOTHSEX,5.66
2021,VC_VOV_ROBB,Mexico,FEMALE,4.82
2006,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.3
2006,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.3
2006,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.2
2007,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.2
2007,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.2
2007,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.2
2008,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.2
2008,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2008,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.2
2009,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.2
2009,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.2
2009,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.2
2010,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2011,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.2
2012,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2012,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.1
2012,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2013,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2013,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2013,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.1
2014,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.1
2014,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2014,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2015,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.1
2015,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2015,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2016,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2017,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.1
2017,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2017,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2019,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.3
2019,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2019,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.2
2021,VC_VOV_ROBB,Netherlands (Kingdom of the),FEMALE,0.1
2021,VC_VOV_ROBB,Netherlands (Kingdom of the),MALE,0.2
2021,VC_VOV_ROBB,Netherlands (Kingdom of the),BOTHSEX,0.1
2009,VC_VOV_ROBB,New Zealand,BOTHSEX,1.3
2014,VC_VOV_ROBB,New Zealand,BOTHSEX,0.5
2007,VC_VOV_ROBB,Poland,BOTHSEX,3.1
2007,VC_VOV_ROBB,Poland,MALE,3.6
2007,VC_VOV_ROBB,Poland,FEMALE,2.7
2008,VC_VOV_ROBB,Poland,FEMALE,2.1
2008,VC_VOV_ROBB,Poland,BOTHSEX,2.6
2008,VC_VOV_ROBB,Poland,MALE,3.1
2009,VC_VOV_ROBB,Poland,FEMALE,1.8
2009,VC_VOV_ROBB,Poland,BOTHSEX,1.9
2009,VC_VOV_ROBB,Poland,MALE,2.1
2011,VC_VOV_ROBB,Poland,BOTHSEX,2.0
2012,VC_VOV_ROBB,Poland,BOTHSEX,4.0
2013,VC_VOV_ROBB,Poland,MALE,2.0
2013,VC_VOV_ROBB,Poland,FEMALE,1.1
2013,VC_VOV_ROBB,Poland,BOTHSEX,1.5
2014,VC_VOV_ROBB,Poland,BOTHSEX,3.0
2015,VC_VOV_ROBB,Poland,BOTHSEX,2.0
2016,VC_VOV_ROBB,Poland,BOTHSEX,2.0
2017,VC_VOV_ROBB,Poland,BOTHSEX,2.0
2018,VC_VOV_ROBB,Poland,BOTHSEX,3.0
2019,VC_VOV_ROBB,Poland,BOTHSEX,1.0
2020,VC_VOV_ROBB,Poland,MALE,2.5
2020,VC_VOV_ROBB,Poland,BOTHSEX,2.3
2020,VC_VOV_ROBB,Poland,FEMALE,2.1
2021,VC_VOV_ROBB,Poland,BOTHSEX,1.0
2020,VC_VOV_ROBB,Slovenia,MALE,0.67
2020,VC_VOV_ROBB,Slovenia,FEMALE,0.46
2020,VC_VOV_ROBB,Slovenia,BOTHSEX,0.57
2007,VC_VOV_ROBB,Sweden,BOTHSEX,0.5
2007,VC_VOV_ROBB,Sweden,FEMALE,0.8
2007,VC_VOV_ROBB,Sweden,MALE,1.2
2008,VC_VOV_ROBB,Sweden,MALE,0.8
2008,VC_VOV_ROBB,Sweden,FEMALE,0.4
2008,VC_VOV_ROBB,Sweden,BOTHSEX,0.6
2009,VC_VOV_ROBB,Sweden,FEMALE,0.5
2009,VC_VOV_ROBB,Sweden,MALE,1.1
2009,VC_VOV_ROBB,Sweden,BOTHSEX,0.8
2010,VC_VOV_ROBB,Sweden,FEMALE,0.5
2010,VC_VOV_ROBB,Sweden,BOTHSEX,0.8
2010,VC_VOV_ROBB,Sweden,MALE,1.1
2011,VC_VOV_ROBB,Sweden,FEMALE,0.5
2011,VC_VOV_ROBB,Sweden,MALE,1.2
2011,VC_VOV_ROBB,Sweden,BOTHSEX,0.9
2012,VC_VOV_ROBB,Sweden,FEMALE,0.5
2012,VC_VOV_ROBB,Sweden,BOTHSEX,0.6
2012,VC_VOV_ROBB,Sweden,MALE,0.9
2013,VC_VOV_ROBB,Sweden,FEMALE,0.5
2013,VC_VOV_ROBB,Sweden,BOTHSEX,0.6
2013,VC_VOV_ROBB,Sweden,MALE,0.7
2014,VC_VOV_ROBB,Sweden,MALE,0.8
2014,VC_VOV_ROBB,Sweden,BOTHSEX,0.6
2014,VC_VOV_ROBB,Sweden,FEMALE,0.3
2015,VC_VOV_ROBB,Sweden,FEMALE,0.4
2015,VC_VOV_ROBB,Sweden,MALE,1.1
2015,VC_VOV_ROBB,Sweden,BOTHSEX,0.7
2016,VC_VOV_ROBB,Sweden,MALE,1.7
2016,VC_VOV_ROBB,Sweden,BOTHSEX,1.1
2016,VC_VOV_ROBB,Sweden,FEMALE,0.6
2017,VC_VOV_ROBB,Sweden,FEMALE,0.8
2017,VC_VOV_ROBB,Sweden,BOTHSEX,1.3
2017,VC_VOV_ROBB,Sweden,MALE,1.9
2018,VC_VOV_ROBB,Sweden,MALE,2.1
2018,VC_VOV_ROBB,Sweden,BOTHSEX,1.4
2018,VC_VOV_ROBB,Sweden,FEMALE,0.8
2019,VC_VOV_ROBB,Sweden,BOTHSEX,1.5
2019,VC_VOV_ROBB,Sweden,FEMALE,0.7
2019,VC_VOV_ROBB,Sweden,MALE,2.3
2020,VC_VOV_ROBB,Sweden,FEMALE,0.5
2020,VC_VOV_ROBB,Sweden,MALE,2.1
2020,VC_VOV_ROBB,Sweden,BOTHSEX,1.3
2021,VC_VOV_ROBB,Sweden,MALE,1.9
2021,VC_VOV_ROBB,Sweden,FEMALE,0.6
2021,VC_VOV_ROBB,Sweden,BOTHSEX,1.2
2009,VC_VOV_ROBB,Switzerland,BOTHSEX,0.9
2010,VC_VOV_ROBB,Switzerland,BOTHSEX,1.0
2013,VC_VOV_ROBB,Switzerland,BOTHSEX,0.8
2014,VC_VOV_ROBB,Switzerland,BOTHSEX,1.0
2015,VC_VOV_ROBB,Switzerland,BOTHSEX,0.4
2015,VC_VOV_ROBB,Switzerland,BOTHSEX,0.4
