Year,SeriesCode,Страна ,Type of product,Value
2018,EN_MAT_DOMCMPT,Italy,MEO,16176807.217
2018,EN_MAT_DOMCMPT,Italy,FOF,135375811.549
2018,EN_MAT_DOMCMPT,Italy,ALP,487827633.694
2018,EN_MAT_DOMCMPT,Italy,BIM,130097727.053
2018,EN_MAT_DOMCMPT,Italy,NMM,209260659.838
2019,EN_MAT_DOMCMPT,Italy,FOF,133640155.305
2019,EN_MAT_DOMCMPT,Italy,BIM,134753783.002
2019,EN_MAT_DOMCMPT,Italy,ALP,497212864.309
2019,EN_MAT_DOMCMPT,Italy,NMM,220346264.398
2019,EN_MAT_DOMCMPT,Italy,MEO,14010041.469
2000,EN_MAT_DOMCMPT,Japan,FOF,522758483.238
2000,EN_MAT_DOMCMPT,Japan,CRO,84338399.0
2000,EN_MAT_DOMCMPT,Japan,FEO,111291299.48517
2000,EN_MAT_DOMCMPT,Japan,NFO,21950328.64855
2000,EN_MAT_DOMCMPT,Japan,GAS,53964984.89
2000,EN_MAT_DOMCMPT,Japan,COL,212342000.0
2000,EN_MAT_DOMCMPT,Japan,WCH,10303242.05
2000,EN_MAT_DOMCMPT,Japan,MEO,115569196.78471
2000,EN_MAT_DOMCMPT,Japan,ONT,0.0
2000,EN_MAT_DOMCMPT,Japan,ALP,1822597165.55071
2000,EN_MAT_DOMCMPT,Japan,NMC,832508079.904
2000,EN_MAT_DOMCMPT,Japan,BIM,154419388.932
2000,EN_MAT_DOMCMPT,Japan,WOD,48746306.28
2000,EN_MAT_DOMCMPT,Japan,CPR,17635579.14
2000,EN_MAT_DOMCMPT,Japan,NMM,873003214.419
2000,EN_MAT_DOMCMPT,Japan,NMA,52462058.765
2000,EN_MAT_DOMCMPT,Japan,GBO,21485568.0
2000,EN_MAT_DOMCMPT,Japan,PET,217740000.0
2001,EN_MAT_DOMCMPT,Japan,ONT,0.0
2001,EN_MAT_DOMCMPT,Japan,NMC,811090306.106
2001,EN_MAT_DOMCMPT,Japan,NMA,44177002.195
2001,EN_MAT_DOMCMPT,Japan,GBO,21208204.0
2001,EN_MAT_DOMCMPT,Japan,CPR,17303441.26
2001,EN_MAT_DOMCMPT,Japan,NMM,844948020.951
2001,EN_MAT_DOMCMPT,Japan,COL,216852000.0
2001,EN_MAT_DOMCMPT,Japan,CRO,82670286.0
2001,EN_MAT_DOMCMPT,Japan,PET,205016000.0
2001,EN_MAT_DOMCMPT,Japan,NFO,19926738.67766
2001,EN_MAT_DOMCMPT,Japan,BIM,151180387.67
2001,EN_MAT_DOMCMPT,Japan,GAS,54206583.74
2001,EN_MAT_DOMCMPT,Japan,FEO,103150460.61033
2001,EN_MAT_DOMCMPT,Japan,MEO,99356254.55899
2001,EN_MAT_DOMCMPT,Japan,WCH,10306097.5
2001,EN_MAT_DOMCMPT,Japan,FOF,511136838.111
2001,EN_MAT_DOMCMPT,Japan,ALP,1830642561.61899
2001,EN_MAT_DOMCMPT,Japan,WOD,43157777.84
2002,EN_MAT_DOMCMPT,Japan,BIM,152241947.17
2002,EN_MAT_DOMCMPT,Japan,GBO,21490520.0
2002,EN_MAT_DOMCMPT,Japan,CRO,83135148.0
2002,EN_MAT_DOMCMPT,Japan,COL,222853000.0
2002,EN_MAT_DOMCMPT,Japan,FOF,522229473.249
2002,EN_MAT_DOMCMPT,Japan,NMC,768315437.739
2002,EN_MAT_DOMCMPT,Japan,NMM,793253600.274
2002,EN_MAT_DOMCMPT,Japan,NFO,19386462.08118
2002,EN_MAT_DOMCMPT,Japan,NMA,40866335.165
2002,EN_MAT_DOMCMPT,Japan,PET,206558000.0
2002,EN_MAT_DOMCMPT,Japan,WOD,41360740.64
2002,EN_MAT_DOMCMPT,Japan,MEO,92404073.3364
2002,EN_MAT_DOMCMPT,Japan,FEO,99157484.88922
2002,EN_MAT_DOMCMPT,Japan,CPR,17193227.14
2002,EN_MAT_DOMCMPT,Japan,ONT,0.0
2002,EN_MAT_DOMCMPT,Japan,ALP,1751276332.8404
2002,EN_MAT_DOMCMPT,Japan,WCH,10015773.24
2002,EN_MAT_DOMCMPT,Japan,GAS,54984216.02
2003,EN_MAT_DOMCMPT,Japan,CPR,15946307.15
2003,EN_MAT_DOMCMPT,Japan,NMM,769787524.4
2003,EN_MAT_DOMCMPT,Japan,GBO,21572692.0
2003,EN_MAT_DOMCMPT,Japan,NMA,39798443.152
2003,EN_MAT_DOMCMPT,Japan,MEO,97368741.00649
2003,EN_MAT_DOMCMPT,Japan,GAS,58430850.59
2003,EN_MAT_DOMCMPT,Japan,COL,228152000.0
2003,EN_MAT_DOMCMPT,Japan,NFO,19509813.81371
2003,EN_MAT_DOMCMPT,Japan,PET,209189000.0
2003,EN_MAT_DOMCMPT,Japan,WOD,40943665.92
2003,EN_MAT_DOMCMPT,Japan,NMC,747264406.088
2003,EN_MAT_DOMCMPT,Japan,WCH,9196994.75
2003,EN_MAT_DOMCMPT,Japan,ONT,0.0
2003,EN_MAT_DOMCMPT,Japan,FOF,533329690.238
2003,EN_MAT_DOMCMPT,Japan,ALP,1640212537.24749
2003,EN_MAT_DOMCMPT,Japan,CRO,81409169.0
2003,EN_MAT_DOMCMPT,Japan,BIM,148352547.359
2003,EN_MAT_DOMCMPT,Japan,FEO,104739783.22977
2004,EN_MAT_DOMCMPT,Japan,CPR,16977165.96
2004,EN_MAT_DOMCMPT,Japan,FOF,546890341.604
2004,EN_MAT_DOMCMPT,Japan,NMC,740175505.023
2004,EN_MAT_DOMCMPT,Japan,WOD,40735204.92
2004,EN_MAT_DOMCMPT,Japan,ALP,1569155137.36714
2004,EN_MAT_DOMCMPT,Japan,WCH,8997808.71
2004,EN_MAT_DOMCMPT,Japan,MEO,98575152.65214
2004,EN_MAT_DOMCMPT,Japan,BIM,149194013.452
2004,EN_MAT_DOMCMPT,Japan,PET,206365000.0
2004,EN_MAT_DOMCMPT,Japan,NMM,759641917.339
2004,EN_MAT_DOMCMPT,Japan,CRO,81457327.0
2004,EN_MAT_DOMCMPT,Japan,NFO,20564091.78899
2004,EN_MAT_DOMCMPT,Japan,NMA,39505082.386
2004,EN_MAT_DOMCMPT,Japan,COL,246284000.0
2004,EN_MAT_DOMCMPT,Japan,ONT,0.0
2004,EN_MAT_DOMCMPT,Japan,FEO,108038615.91315
2004,EN_MAT_DOMCMPT,Japan,GBO,21295573.0
2004,EN_MAT_DOMCMPT,Japan,GAS,58008726.65
2005,EN_MAT_DOMCMPT,Japan,GAS,58079215.89
2005,EN_MAT_DOMCMPT,Japan,FEO,109871877.041
2005,EN_MAT_DOMCMPT,Japan,NMM,753827040.883
2005,EN_MAT_DOMCMPT,Japan,BIM,149948995.053
2005,EN_MAT_DOMCMPT,Japan,GBO,21001516.0
2005,EN_MAT_DOMCMPT,Japan,NMA,39647249.392
2005,EN_MAT_DOMCMPT,Japan,ONT,0.0
2005,EN_MAT_DOMCMPT,Japan,WOD,38509635.56
2005,EN_MAT_DOMCMPT,Japan,NFO,19965069.05447
2005,EN_MAT_DOMCMPT,Japan,CPR,17027367.68
2005,EN_MAT_DOMCMPT,Japan,MEO,97168475.65547
2005,EN_MAT_DOMCMPT,Japan,PET,212685000.0
2005,EN_MAT_DOMCMPT,Japan,ALP,1473200516.06747
2005,EN_MAT_DOMCMPT,Japan,NMC,735485855.161
2005,EN_MAT_DOMCMPT,Japan,COL,237947000.0
2005,EN_MAT_DOMCMPT,Japan,FOF,540586758.315
2005,EN_MAT_DOMCMPT,Japan,CRO,82453012.0
2005,EN_MAT_DOMCMPT,Japan,WCH,8675787.2
2006,EN_MAT_DOMCMPT,Japan,ALP,1443381518.25352
2006,EN_MAT_DOMCMPT,Japan,FOF,536469126.364
2006,EN_MAT_DOMCMPT,Japan,BIM,146372448.538
2006,EN_MAT_DOMCMPT,Japan,WOD,37973661.4
2006,EN_MAT_DOMCMPT,Japan,ONT,0.0
2006,EN_MAT_DOMCMPT,Japan,GBO,20938427.0
2006,EN_MAT_DOMCMPT,Japan,WCH,8040326.34
2006,EN_MAT_DOMCMPT,Japan,MEO,94358358.38552
2006,EN_MAT_DOMCMPT,Japan,GAS,63502506.28
2006,EN_MAT_DOMCMPT,Japan,NMA,39207411.939
2006,EN_MAT_DOMCMPT,Japan,CPR,16182183.0
2006,EN_MAT_DOMCMPT,Japan,NMM,774067128.376
2006,EN_MAT_DOMCMPT,Japan,CRO,80124302.0
2006,EN_MAT_DOMCMPT,Japan,NFO,17066096.44161
2006,EN_MAT_DOMCMPT,Japan,COL,241384000.0
2006,EN_MAT_DOMCMPT,Japan,NMC,757591318.627
2006,EN_MAT_DOMCMPT,Japan,PET,203660000.0
2006,EN_MAT_DOMCMPT,Japan,FEO,109220098.60491
2007,EN_MAT_DOMCMPT,Japan,BIM,146989505.74
2007,EN_MAT_DOMCMPT,Japan,NMC,740110844.757
2007,EN_MAT_DOMCMPT,Japan,ONT,0.0
2007,EN_MAT_DOMCMPT,Japan,NMA,34517379.969
2007,EN_MAT_DOMCMPT,Japan,GBO,20746410.0
2007,EN_MAT_DOMCMPT,Japan,PET,206409000.0
2007,EN_MAT_DOMCMPT,Japan,WOD,37195622.64
2007,EN_MAT_DOMCMPT,Japan,NMM,751854347.046
2007,EN_MAT_DOMCMPT,Japan,CPR,16947483.36
2007,EN_MAT_DOMCMPT,Japan,FEO,115939613.637
2007,EN_MAT_DOMCMPT,Japan,NFO,17332114.11676
2007,EN_MAT_DOMCMPT,Japan,CRO,81103743.0
2007,EN_MAT_DOMCMPT,Japan,GAS,68618420.77
2007,EN_MAT_DOMCMPT,Japan,FOF,543890040.631
2007,EN_MAT_DOMCMPT,Japan,MEO,96888923.76276
2007,EN_MAT_DOMCMPT,Japan,WCH,7583691.55
2007,EN_MAT_DOMCMPT,Japan,ALP,1386650626.02676
2007,EN_MAT_DOMCMPT,Japan,COL,249429000.0
2008,EN_MAT_DOMCMPT,Japan,NMC,688124398.214
2008,EN_MAT_DOMCMPT,Japan,ALP,1342399986.75977
2008,EN_MAT_DOMCMPT,Japan,CRO,80722641.0
2008,EN_MAT_DOMCMPT,Japan,COL,245098000.0
2008,EN_MAT_DOMCMPT,Japan,BIM,145471334.312
2008,EN_MAT_DOMCMPT,Japan,FEO,115461600.857
2008,EN_MAT_DOMCMPT,Japan,MEO,104736120.21877
2008,EN_MAT_DOMCMPT,Japan,PET,199574000.0
2008,EN_MAT_DOMCMPT,Japan,WCH,7704663.61
2008,EN_MAT_DOMCMPT,Japan,NFO,17427546.39477
2008,EN_MAT_DOMCMPT,Japan,NMM,695701795.396
2008,EN_MAT_DOMCMPT,Japan,GAS,68443324.32
2008,EN_MAT_DOMCMPT,Japan,NMA,31783592.092
2008,EN_MAT_DOMCMPT,Japan,CPR,17146647.0
2008,EN_MAT_DOMCMPT,Japan,ONT,0.0
2008,EN_MAT_DOMCMPT,Japan,FOF,526366600.526
2008,EN_MAT_DOMCMPT,Japan,WOD,36174731.6
2008,EN_MAT_DOMCMPT,Japan,GBO,20639567.0
2009,EN_MAT_DOMCMPT,Japan,PET,179799000.0
2009,EN_MAT_DOMCMPT,Japan,WCH,7199384.65
2009,EN_MAT_DOMCMPT,Japan,MEO,80902539.11985
2009,EN_MAT_DOMCMPT,Japan,CPR,15898392.84
2009,EN_MAT_DOMCMPT,Japan,NMC,621047712.071
2009,EN_MAT_DOMCMPT,Japan,WOD,30724040.68
2009,EN_MAT_DOMCMPT,Japan,FOF,479013627.209
2009,EN_MAT_DOMCMPT,Japan,GAS,66614700.27
2009,EN_MAT_DOMCMPT,Japan,CRO,77563034.0
2009,EN_MAT_DOMCMPT,Japan,FEO,80139809.994
2009,EN_MAT_DOMCMPT,Japan,NFO,13282182.59885
2009,EN_MAT_DOMCMPT,Japan,ONT,0.0
2009,EN_MAT_DOMCMPT,Japan,BIM,140566631.974
2009,EN_MAT_DOMCMPT,Japan,COL,218913000.0
2009,EN_MAT_DOMCMPT,Japan,ALP,1185868776.53785
2009,EN_MAT_DOMCMPT,Japan,NMA,25241691.938
2009,EN_MAT_DOMCMPT,Japan,GBO,20540618.0
2009,EN_MAT_DOMCMPT,Japan,NMM,619398864.029
2010,EN_MAT_DOMCMPT,Japan,WOD,35039078.6
2010,EN_MAT_DOMCMPT,Japan,BIM,139446240.388
2010,EN_MAT_DOMCMPT,Japan,ALP,1208653450.86753
2010,EN_MAT_DOMCMPT,Japan,FOF,516552706.349
2010,EN_MAT_DOMCMPT,Japan,FEO,104896555.675
2010,EN_MAT_DOMCMPT,Japan,WCH,7238317.3
2010,EN_MAT_DOMCMPT,Japan,NFO,16733737.41053
2010,EN_MAT_DOMCMPT,Japan,GBO,20377395.0
2010,EN_MAT_DOMCMPT,Japan,NMM,595813614.424
2010,EN_MAT_DOMCMPT,Japan,GAS,70475129.11
2010,EN_MAT_DOMCMPT,Japan,NMC,596466467.785
2010,EN_MAT_DOMCMPT,Japan,PET,182031000.0
2010,EN_MAT_DOMCMPT,Japan,NMA,26312062.459
2010,EN_MAT_DOMCMPT,Japan,COL,247196000.0
2010,EN_MAT_DOMCMPT,Japan,MEO,102806683.39153
2010,EN_MAT_DOMCMPT,Japan,ONT,0.0
2010,EN_MAT_DOMCMPT,Japan,CRO,77105614.0
2010,EN_MAT_DOMCMPT,Japan,CPR,15176255.18
2011,EN_MAT_DOMCMPT,Japan,PET,177746000.0
2011,EN_MAT_DOMCMPT,Japan,BIM,141625853.5
2011,EN_MAT_DOMCMPT,Japan,NMA,26134657.568
2011,EN_MAT_DOMCMPT,Japan,NMM,597323918.485
2011,EN_MAT_DOMCMPT,Japan,FEO,102245941.692
2011,EN_MAT_DOMCMPT,Japan,NMC,590601408.567
2011,EN_MAT_DOMCMPT,Japan,CRO,76784094.0
2011,EN_MAT_DOMCMPT,Japan,ALP,1187063970.42909
2011,EN_MAT_DOMCMPT,Japan,CPR,15398277.54
2011,EN_MAT_DOMCMPT,Japan,MEO,81779358.31209
2011,EN_MAT_DOMCMPT,Japan,WCH,7098217.21
2011,EN_MAT_DOMCMPT,Japan,FOF,518515484.633
2011,EN_MAT_DOMCMPT,Japan,GBO,19763040.0
2011,EN_MAT_DOMCMPT,Japan,GAS,82574122.08
2011,EN_MAT_DOMCMPT,Japan,NFO,14956492.25809
2011,EN_MAT_DOMCMPT,Japan,WOD,35371549.28
2011,EN_MAT_DOMCMPT,Japan,COL,231709000.0
2011,EN_MAT_DOMCMPT,Japan,ONT,0.0
2012,EN_MAT_DOMCMPT,Japan,WOD,33807622.44
2012,EN_MAT_DOMCMPT,Japan,COL,239256000.0
2012,EN_MAT_DOMCMPT,Japan,ONT,0.0
2012,EN_MAT_DOMCMPT,Japan,WCH,7039837.31
2012,EN_MAT_DOMCMPT,Japan,NFO,16483996.00998
2012,EN_MAT_DOMCMPT,Japan,PET,179357000.0
2012,EN_MAT_DOMCMPT,Japan,NMM,680561137.95916
2012,EN_MAT_DOMCMPT,Japan,MEO,105119712.30098
2012,EN_MAT_DOMCMPT,Japan,FOF,535010294.031
2012,EN_MAT_DOMCMPT,Japan,NMA,25898624.939
2012,EN_MAT_DOMCMPT,Japan,NMC,674693052.27016
2012,EN_MAT_DOMCMPT,Japan,GAS,85970067.18
2012,EN_MAT_DOMCMPT,Japan,GBO,19638714.0
2012,EN_MAT_DOMCMPT,Japan,CRO,76238967.0
2012,EN_MAT_DOMCMPT,Japan,BIM,142022097.632
2012,EN_MAT_DOMCMPT,Japan,ALP,1244347912.11098
2012,EN_MAT_DOMCMPT,Japan,CPR,15905948.02
2012,EN_MAT_DOMCMPT,Japan,FEO,103376103.986
2013,EN_MAT_DOMCMPT,Japan,ALP,1269090646.75518
2013,EN_MAT_DOMCMPT,Japan,ONT,0.0
2013,EN_MAT_DOMCMPT,Japan,NMA,25858757.455
2013,EN_MAT_DOMCMPT,Japan,WOD,34965398.52
2013,EN_MAT_DOMCMPT,Japan,MEO,109662271.21318
2013,EN_MAT_DOMCMPT,Japan,CRO,75428140.0
2013,EN_MAT_DOMCMPT,Japan,BIM,140115686.528
2013,EN_MAT_DOMCMPT,Japan,NMC,694692765.5249
2013,EN_MAT_DOMCMPT,Japan,NMM,693175171.1799
2013,EN_MAT_DOMCMPT,Japan,NFO,16187553.61618
2013,EN_MAT_DOMCMPT,Japan,GAS,86391108.14
2013,EN_MAT_DOMCMPT,Japan,FEO,106630530.518
2013,EN_MAT_DOMCMPT,Japan,GBO,19049979.0
2013,EN_MAT_DOMCMPT,Japan,WCH,6300025.43
2013,EN_MAT_DOMCMPT,Japan,COL,254165000.0
2013,EN_MAT_DOMCMPT,Japan,FOF,540653285.662
2013,EN_MAT_DOMCMPT,Japan,PET,178426000.0
2013,EN_MAT_DOMCMPT,Japan,CPR,15690601.94
2014,EN_MAT_DOMCMPT,Japan,CPR,15645657.92
2014,EN_MAT_DOMCMPT,Japan,ALP,1248333135.81137
2014,EN_MAT_DOMCMPT,Japan,FOF,515866077.934
2014,EN_MAT_DOMCMPT,Japan,COL,240638000.0
2014,EN_MAT_DOMCMPT,Japan,FEO,110629307.34
2014,EN_MAT_DOMCMPT,Japan,WCH,6641337.5
2014,EN_MAT_DOMCMPT,Japan,CRO,74518876.0
2014,EN_MAT_DOMCMPT,Japan,ONT,0.0
2014,EN_MAT_DOMCMPT,Japan,GAS,87538985.24
2014,EN_MAT_DOMCMPT,Japan,BIM,139964674.794
2014,EN_MAT_DOMCMPT,Japan,NMA,25338352.503
2014,EN_MAT_DOMCMPT,Japan,PET,166019000.0
2014,EN_MAT_DOMCMPT,Japan,GBO,18445228.0
2014,EN_MAT_DOMCMPT,Japan,NFO,16448789.65137
2014,EN_MAT_DOMCMPT,Japan,NMC,672615137.42674
2014,EN_MAT_DOMCMPT,Japan,WOD,36395445.6
2014,EN_MAT_DOMCMPT,Japan,NMM,672045785.40974
2014,EN_MAT_DOMCMPT,Japan,MEO,111880791.45637
2015,EN_MAT_DOMCMPT,Japan,NMM,639325098.02778
2015,EN_MAT_DOMCMPT,Japan,FOF,509654219.356
2015,EN_MAT_DOMCMPT,Japan,WOD,37355117.28
2015,EN_MAT_DOMCMPT,Japan,COL,243856000.0
2015,EN_MAT_DOMCMPT,Japan,ALP,1204926151.16964
2015,EN_MAT_DOMCMPT,Japan,FEO,103808213.157
2015,EN_MAT_DOMCMPT,Japan,NMC,647577245.53678
2015,EN_MAT_DOMCMPT,Japan,WCH,6149319.8
2015,EN_MAT_DOMCMPT,Japan,PET,165484000.0
2015,EN_MAT_DOMCMPT,Japan,ONT,0.0
2015,EN_MAT_DOMCMPT,Japan,NFO,15603154.62764
2015,EN_MAT_DOMCMPT,Japan,CPR,15496819.47
2015,EN_MAT_DOMCMPT,Japan,MEO,105711714.70864
2015,EN_MAT_DOMCMPT,Japan,GBO,17989260.2
2015,EN_MAT_DOMCMPT,Japan,CRO,73953742.0
2015,EN_MAT_DOMCMPT,Japan,BIM,137486041.22
2015,EN_MAT_DOMCMPT,Japan,NMA,21450707.811
2015,EN_MAT_DOMCMPT,Japan,GAS,82232439.64
2016,EN_MAT_DOMCMPT,Japan,MEO,100283520.60372
2016,EN_MAT_DOMCMPT,Japan,FEO,103820202.419
2016,EN_MAT_DOMCMPT,Japan,COL,241284000.0
2016,EN_MAT_DOMCMPT,Japan,WOD,39685796.68
2016,EN_MAT_DOMCMPT,Japan,CPR,14989641.94
2016,EN_MAT_DOMCMPT,Japan,GAS,83423048.13
2016,EN_MAT_DOMCMPT,Japan,NMA,24176704.061
2016,EN_MAT_DOMCMPT,Japan,FOF,501858323.754
2016,EN_MAT_DOMCMPT,Japan,CRO,73495411.0
2016,EN_MAT_DOMCMPT,Japan,WCH,5729617.6
2016,EN_MAT_DOMCMPT,Japan,BIM,136927223.264
2016,EN_MAT_DOMCMPT,Japan,NMC,632262696.98024
2016,EN_MAT_DOMCMPT,Japan,PET,162593000.0
2016,EN_MAT_DOMCMPT,Japan,GBO,17824655.5
2016,EN_MAT_DOMCMPT,Japan,NMM,627416014.94124
2016,EN_MAT_DOMCMPT,Japan,ALP,1162053714.97118
2016,EN_MAT_DOMCMPT,Japan,NFO,14832662.48572
2016,EN_MAT_DOMCMPT,Japan,ONT,0.0
2017,EN_MAT_DOMCMPT,Japan,ALP,1196162191.55811
2017,EN_MAT_DOMCMPT,Japan,PET,158358000.0
2017,EN_MAT_DOMCMPT,Japan,NFO,11498410.6402
2017,EN_MAT_DOMCMPT,Japan,COL,241554000.0
2017,EN_MAT_DOMCMPT,Japan,WCH,5743065.11
2017,EN_MAT_DOMCMPT,Japan,FOF,502546733.182
2017,EN_MAT_DOMCMPT,Japan,MEO,100561433.4982
2017,EN_MAT_DOMCMPT,Japan,GBO,17921504.7
2017,EN_MAT_DOMCMPT,Japan,FEO,103433753.321
2017,EN_MAT_DOMCMPT,Japan,BIM,139402485.592
2017,EN_MAT_DOMCMPT,Japan,NMA,15604753.325
2017,EN_MAT_DOMCMPT,Japan,ONT,0.0
2017,EN_MAT_DOMCMPT,Japan,CRO,73740084.0
2017,EN_MAT_DOMCMPT,Japan,CPR,15321408.49
2017,EN_MAT_DOMCMPT,Japan,GAS,82694536.7
2017,EN_MAT_DOMCMPT,Japan,NMM,640771506.33728
2017,EN_MAT_DOMCMPT,Japan,NMC,636944432.79228
2017,EN_MAT_DOMCMPT,Japan,WOD,41507003.6
2018,EN_MAT_DOMCMPT,Japan,COL,237857000.0
2018,EN_MAT_DOMCMPT,Japan,GBO,18046091.7
2018,EN_MAT_DOMCMPT,Japan,NMA,15647980.433
2018,EN_MAT_DOMCMPT,Japan,NFO,11159842.57745
2018,EN_MAT_DOMCMPT,Japan,NMC,631021958.88606
2018,EN_MAT_DOMCMPT,Japan,ALP,1191880239.03581
2018,EN_MAT_DOMCMPT,Japan,FOF,488206780.672
2018,EN_MAT_DOMCMPT,Japan,FEO,101566697.4
2018,EN_MAT_DOMCMPT,Japan,BIM,139538790.662
2018,EN_MAT_DOMCMPT,Japan,ONT,0.0
2018,EN_MAT_DOMCMPT,Japan,WCH,5235403.0
2018,EN_MAT_DOMCMPT,Japan,PET,151467000.0
2018,EN_MAT_DOMCMPT,Japan,CRO,74902619.0
2018,EN_MAT_DOMCMPT,Japan,NMM,636820802.93906
2018,EN_MAT_DOMCMPT,Japan,GAS,79238721.75
2018,EN_MAT_DOMCMPT,Japan,WOD,42776057.84
2018,EN_MAT_DOMCMPT,Japan,CPR,14757002.52
2018,EN_MAT_DOMCMPT,Japan,MEO,98744542.63445
2019,EN_MAT_DOMCMPT,Japan,WCH,5196151.42133
2019,EN_MAT_DOMCMPT,Japan,NMM,620637305.56768
2019,EN_MAT_DOMCMPT,Japan,BIM,139840175.32408
2019,EN_MAT_DOMCMPT,Japan,NFO,14871380.34228
2019,EN_MAT_DOMCMPT,Japan,COL,238981739.28571
2019,EN_MAT_DOMCMPT,Japan,WOD,44563170.60243
2019,EN_MAT_DOMCMPT,Japan,MEO,102553358.03328
2019,EN_MAT_DOMCMPT,Japan,ALP,1141976760.66218
2019,EN_MAT_DOMCMPT,Japan,CPR,14593258.98686
2019,EN_MAT_DOMCMPT,Japan,PET,146252457.14286
2019,EN_MAT_DOMCMPT,Japan,GBO,17869903.58357
2019,EN_MAT_DOMCMPT,Japan,NMA,24483563.53047
2019,EN_MAT_DOMCMPT,Japan,FOF,480607754.8
2019,EN_MAT_DOMCMPT,Japan,FEO,105566601.298
2019,EN_MAT_DOMCMPT,Japan,GAS,79352371.30143
2019,EN_MAT_DOMCMPT,Japan,CRO,74487343.6579
2019,EN_MAT_DOMCMPT,Japan,NMC,622640020.88721
2019,EN_MAT_DOMCMPT,Japan,ONT,0.0
2000,EN_MAT_DOMCMPT,Казахстан,WOD,157950.04
2000,EN_MAT_DOMCMPT,Казахстан,NFO,105614808.83168
2000,EN_MAT_DOMCMPT,Казахстан,BIM,41906666.8
2000,EN_MAT_DOMCMPT,Казахстан,ALP,238022472.33011
2000,EN_MAT_DOMCMPT,Казахстан,NMC,14843815.6497
2000,EN_MAT_DOMCMPT,Казахстан,MEO,121784792.20068
2000,EN_MAT_DOMCMPT,Казахстан,NMA,719351.184
2000,EN_MAT_DOMCMPT,Казахстан,GBO,10740610.0
2000,EN_MAT_DOMCMPT,Казахстан,WCH,57204.0
2000,EN_MAT_DOMCMPT,Казахстан,GAS,7417214.45173
2000,EN_MAT_DOMCMPT,Казахстан,NMM,15563166.8337
2000,EN_MAT_DOMCMPT,Казахстан,PET,7157000.0
2000,EN_MAT_DOMCMPT,Казахстан,COL,43190000.0
2000,EN_MAT_DOMCMPT,Казахстан,FOF,57764214.45173
2000,EN_MAT_DOMCMPT,Казахстан,ONT,0.0
2000,EN_MAT_DOMCMPT,Казахстан,FEO,16169983.369
2000,EN_MAT_DOMCMPT,Казахстан,CPR,20393951.76
2000,EN_MAT_DOMCMPT,Казахстан,CRO,10556951.0
2001,EN_MAT_DOMCMPT,Казахстан,MEO,115562545.90205
2001,EN_MAT_DOMCMPT,Казахстан,NMA,875837.297
2001,EN_MAT_DOMCMPT,Казахстан,WCH,26962.0
2001,EN_MAT_DOMCMPT,Казахстан,WOD,253730.64
2001,EN_MAT_DOMCMPT,Казахстан,FOF,64712281.00882
2001,EN_MAT_DOMCMPT,Казахстан,GAS,7626281.00882
2001,EN_MAT_DOMCMPT,Казахстан,GBO,10991810.0
2001,EN_MAT_DOMCMPT,Казахстан,COL,47137000.0
2001,EN_MAT_DOMCMPT,Казахстан,ALP,265892945.47086
2001,EN_MAT_DOMCMPT,Казахстан,NFO,110384680.53705
2001,EN_MAT_DOMCMPT,Казахстан,NMC,24537627.872
2001,EN_MAT_DOMCMPT,Казахстан,ONT,0.0
2001,EN_MAT_DOMCMPT,Казахстан,FEO,5177865.365
2001,EN_MAT_DOMCMPT,Казахстан,CPR,27859636.38
2001,EN_MAT_DOMCMPT,Казахстан,CRO,18406222.0
2001,EN_MAT_DOMCMPT,Казахстан,PET,9949000.0
2001,EN_MAT_DOMCMPT,Казахстан,NMM,25413465.169
2001,EN_MAT_DOMCMPT,Казахстан,BIM,57538361.02
2002,EN_MAT_DOMCMPT,Казахстан,FOF,66677329.12882
2002,EN_MAT_DOMCMPT,Казахстан,CRO,17681754.0
2002,EN_MAT_DOMCMPT,Казахстан,NMA,1214782.312
2002,EN_MAT_DOMCMPT,Казахстан,PET,10304000.0
2002,EN_MAT_DOMCMPT,Казахстан,FEO,4929101.524
2002,EN_MAT_DOMCMPT,Казахстан,WCH,11301.0
2002,EN_MAT_DOMCMPT,Казахстан,MEO,115887138.65078
2002,EN_MAT_DOMCMPT,Казахстан,ONT,0.0
2002,EN_MAT_DOMCMPT,Казахстан,GBO,11418870.0
2002,EN_MAT_DOMCMPT,Казахстан,CPR,28164040.04
2002,EN_MAT_DOMCMPT,Казахстан,COL,48017000.0
2002,EN_MAT_DOMCMPT,Казахстан,NMM,28685130.96
2002,EN_MAT_DOMCMPT,Казахстан,BIM,57754384.6
2002,EN_MAT_DOMCMPT,Казахстан,WOD,478419.56
2002,EN_MAT_DOMCMPT,Казахстан,NFO,110958037.12678
2002,EN_MAT_DOMCMPT,Казахстан,ALP,270741011.90959
2002,EN_MAT_DOMCMPT,Казахстан,NMC,27470348.648
2002,EN_MAT_DOMCMPT,Казахстан,GAS,8356329.12882
2003,EN_MAT_DOMCMPT,Казахстан,NMM,37674636.049
2003,EN_MAT_DOMCMPT,Казахстан,FOF,72922192.06819
2003,EN_MAT_DOMCMPT,Казахстан,COL,53337000.0
2003,EN_MAT_DOMCMPT,Казахстан,WCH,5356.0
2003,EN_MAT_DOMCMPT,Казахстан,WOD,463609.96
2003,EN_MAT_DOMCMPT,Казахстан,NMA,2069318.474
2003,EN_MAT_DOMCMPT,Казахстан,ALP,296970998.6616
2003,EN_MAT_DOMCMPT,Казахстан,NFO,117141951.21341
