Year,SeriesCode,Страна ,Age,Value
2007,FB_CBK_BRCH,Finland,15+,16.086793949816
2008,FB_CBK_BRCH,Finland,15+,16.0197160165935
2009,FB_CBK_BRCH,Finland,15+,14.9665847399713
2012,FB_CBK_BRCH,Таджикистан,15+,6.30439386700684
2013,FB_CBK_BRCH,Таджикистан,15+,6.60132700144825
2014,FB_CBK_BRCH,Таджикистан,15+,6.79557681364251
2015,FB_CBK_BRCH,Таджикистан,15+,6.85822626726471
2016,FB_CBK_BRCH,Таджикистан,15+,6.70463914041828
2017,FB_CBK_BRCH,Таджикистан,15+,5.0148878375148
2018,FB_CBK_BRCH,Таджикистан,15+,4.64092292834936
2019,FB_CBK_BRCH,Таджикистан,15+,4.50080375148812
2020,FB_CBK_BRCH,Таджикистан,15+,4.52953280459813
2021,FB_CBK_BRCH,Таджикистан,15+,3.4054062461372
2004,FB_CBK_BRCH,United Arab Emirates,15+,15.0658056127583
2005,FB_CBK_BRCH,United Arab Emirates,15+,13.3184437225024
2006,FB_CBK_BRCH,United Arab Emirates,15+,12.6146166784222
2010,FB_CBK_BRCH,Finland,15+,15.5008044113413
2011,FB_CBK_BRCH,Finland,15+,17.0226156337835
2012,FB_CBK_BRCH,Finland,15+,15.4988301810201
2013,FB_CBK_BRCH,Finland,15+,14.1042854584157
2014,FB_CBK_BRCH,Finland,15+,9.42070341982489
2015,FB_CBK_BRCH,Finland,15+,8.49126022307348
2016,FB_CBK_BRCH,Finland,15+,7.30798911109622
2017,FB_CBK_BRCH,Finland,15+,6.45991331143177
2018,FB_CBK_BRCH,Finland,15+,4.79996575159572
2019,FB_CBK_BRCH,Finland,15+,4.48541990538783
2020,FB_CBK_BRCH,Finland,15+,4.01953969177224
2021,FB_CBK_BRCH,Finland,15+,6.16101952893444
2004,FB_CBK_BRCH,France,15+,21.579133113406
2005,FB_CBK_BRCH,France,15+,22.0117945156745
2006,FB_CBK_BRCH,France,15+,45.9139992020724
2007,FB_CBK_BRCH,France,15+,44.914586689895
2008,FB_CBK_BRCH,France,15+,44.5849326673182
2009,FB_CBK_BRCH,France,15+,41.9436770475656
2010,FB_CBK_BRCH,France,15+,41.5850614461962
2011,FB_CBK_BRCH,France,15+,41.3932346590865
2012,FB_CBK_BRCH,France,15+,39.00312606085
2013,FB_CBK_BRCH,France,15+,38.6323135180613
2014,FB_CBK_BRCH,France,15+,38.0560462814468
2015,FB_CBK_BRCH,France,15+,37.6037136538308
2016,FB_CBK_BRCH,France,15+,37.1879439567455
2017,FB_CBK_BRCH,France,15+,35.982222614117
2007,FB_CBK_BRCH,United Arab Emirates,15+,12.1563118208664
2008,FB_CBK_BRCH,United Arab Emirates,15+,12.3081702555624
2009,FB_CBK_BRCH,United Arab Emirates,15+,11.8197586282409
2010,FB_CBK_BRCH,United Arab Emirates,15+,11.6900231443603
2011,FB_CBK_BRCH,United Arab Emirates,15+,11.6709102819429
2012,FB_CBK_BRCH,United Arab Emirates,15+,11.9620465150191
2013,FB_CBK_BRCH,United Arab Emirates,15+,12.3880991073133
2014,FB_CBK_BRCH,United Arab Emirates,15+,12.7477328327379
2015,FB_CBK_BRCH,United Arab Emirates,15+,12.7909887044376
2016,FB_CBK_BRCH,United Arab Emirates,15+,12.365318164877
2017,FB_CBK_BRCH,United Arab Emirates,15+,11.2684502379566
2018,FB_CBK_BRCH,United Arab Emirates,15+,10.7362058297233
2019,FB_CBK_BRCH,United Arab Emirates,15+,9.52835140559984
2018,FB_CBK_BRCH,France,15+,34.7872210076823
2019,FB_CBK_BRCH,France,15+,34.1731899359291
2020,FB_CBK_BRCH,France,15+,33.5676968348014
2021,FB_CBK_BRCH,France,15+,33.2704392927964
2004,FB_CBK_BRCH,Georgia,15+,10.1588054759116
2005,FB_CBK_BRCH,Georgia,15+,11.6772077992356
2006,FB_CBK_BRCH,Georgia,15+,14.0001501373567
2007,FB_CBK_BRCH,Georgia,15+,17.0359804984024
2008,FB_CBK_BRCH,Georgia,15+,21.8065816516819
2009,FB_CBK_BRCH,Georgia,15+,20.7201797283738
2010,FB_CBK_BRCH,Georgia,15+,21.2115769503868
2011,FB_CBK_BRCH,Georgia,15+,23.5965880503758
2012,FB_CBK_BRCH,Georgia,15+,27.9843248412554
2013,FB_CBK_BRCH,Georgia,15+,32.8849935582355
2014,FB_CBK_BRCH,Georgia,15+,32.4038498418824
2015,FB_CBK_BRCH,Georgia,15+,32.1658765433244
2016,FB_CBK_BRCH,Georgia,15+,32.7249048153784
2017,FB_CBK_BRCH,Georgia,15+,33.2337986065138
2018,FB_CBK_BRCH,Georgia,15+,31.516927802146
2019,FB_CBK_BRCH,Georgia,15+,33.5802834323823
2020,FB_CBK_BRCH,Georgia,15+,31.6501833185352
2021,FB_CBK_BRCH,Georgia,15+,31.2452553031551
2004,FB_CBK_BRCH,Germany,15+,21.3009583755817
2005,FB_CBK_BRCH,Germany,15+,20.2096599199075
2006,FB_CBK_BRCH,Germany,15+,16.695385020203
2007,FB_CBK_BRCH,Germany,15+,16.3164946618523
2020,FB_CBK_BRCH,United Arab Emirates,15+,7.97604527735036
2021,FB_CBK_BRCH,United Arab Emirates,15+,7.59713543305142
2005,FB_CBK_BRCH,Türkiye,15+,12.9426627869342
2006,FB_CBK_BRCH,Türkiye,15+,14.0542158038309
2007,FB_CBK_BRCH,Türkiye,15+,15.3234539858254
2008,FB_CBK_BRCH,Türkiye,15+,17.1613914007709
2009,FB_CBK_BRCH,Türkiye,15+,17.3392413908499
2010,FB_CBK_BRCH,Türkiye,15+,17.876037369562
2011,FB_CBK_BRCH,Türkiye,15+,18.2291729981739
2012,FB_CBK_BRCH,Türkiye,15+,18.6006415156202
2013,FB_CBK_BRCH,Türkiye,15+,19.6340486458381
2014,FB_CBK_BRCH,Türkiye,15+,19.5873343063305
2015,FB_CBK_BRCH,Türkiye,15+,19.1404351165351
2008,FB_CBK_BRCH,Germany,15+,16.3258791348098
2009,FB_CBK_BRCH,Germany,15+,15.8667307806724
2010,FB_CBK_BRCH,Germany,15+,15.7128233517173
2011,FB_CBK_BRCH,Germany,15+,15.8561672079137
2012,FB_CBK_BRCH,Germany,15+,14.1941640715245
2013,FB_CBK_BRCH,Germany,15+,14.9081442276252
2014,FB_CBK_BRCH,Germany,15+,14.5649962173287
2015,FB_CBK_BRCH,Germany,15+,14.0626040782934
2016,FB_CBK_BRCH,Germany,15+,13.5465104868413
2017,FB_CBK_BRCH,Germany,15+,12.9537615154215
2018,FB_CBK_BRCH,Germany,15+,11.169734724735
2019,FB_CBK_BRCH,Germany,15+,10.9735832901534
2020,FB_CBK_BRCH,Germany,15+,9.37736582834227
2004,FB_CBK_BRCH,Greece,15+,34.0409109857483
2005,FB_CBK_BRCH,Greece,15+,35.190341644103
2006,FB_CBK_BRCH,Greece,15+,38.0537558812165
2007,FB_CBK_BRCH,Greece,15+,40.1401460884459
2008,FB_CBK_BRCH,Greece,15+,42.6249406424351
2009,FB_CBK_BRCH,Greece,15+,42.2850542410977
2010,FB_CBK_BRCH,Greece,15+,41.3251659675403
2011,FB_CBK_BRCH,Greece,15+,39.6668871913798
2012,FB_CBK_BRCH,Greece,15+,37.7422651512837
2013,FB_CBK_BRCH,Greece,15+,32.5465142147971
2014,FB_CBK_BRCH,Greece,15+,28.1798284075481
2015,FB_CBK_BRCH,Greece,15+,26.8350275310509
2016,FB_CBK_BRCH,Greece,15+,24.6179157532015
2016,FB_CBK_BRCH,Türkiye,15+,18.0735285964439
2017,FB_CBK_BRCH,Türkiye,15+,17.3189485241596
2018,FB_CBK_BRCH,Türkiye,15+,16.8123316349187
2019,FB_CBK_BRCH,Türkiye,15+,16.0993937847601
2020,FB_CBK_BRCH,Türkiye,15+,15.4443202479497
2021,FB_CBK_BRCH,Türkiye,15+,15.0095431986454
2004,FB_CBK_BRCH,Ukraine,15+,3.71328511036872
2005,FB_CBK_BRCH,Ukraine,15+,3.86405565911092
2006,FB_CBK_BRCH,Ukraine,15+,3.87170931525777
2007,FB_CBK_BRCH,Ukraine,15+,3.85694761616469
2008,FB_CBK_BRCH,Ukraine,15+,3.73670694811594
2009,FB_CBK_BRCH,Ukraine,15+,3.22011226514475
2010,FB_CBK_BRCH,Ukraine,15+,2.3279403308021
2011,FB_CBK_BRCH,Ukraine,15+,1.60438083852198
2012,FB_CBK_BRCH,Ukraine,15+,1.07301701065675
2013,FB_CBK_BRCH,Ukraine,15+,0.920653752877397
2014,FB_CBK_BRCH,Ukraine,15+,0.76913646606427
2015,FB_CBK_BRCH,Ukraine,15+,0.564532434374673
2016,FB_CBK_BRCH,Ukraine,15+,0.496605856622637
2017,FB_CBK_BRCH,Ukraine,15+,0.454731769591854
2018,FB_CBK_BRCH,Ukraine,15+,0.433895824700337
2019,FB_CBK_BRCH,Ukraine,15+,0.420785551950171
2020,FB_CBK_BRCH,Ukraine,15+,0.409978598577709
2021,FB_CBK_BRCH,Ukraine,15+,0.385401229413637
2004,FB_CBK_BRCH,North Macedonia,15+,17.4997672903286
2005,FB_CBK_BRCH,North Macedonia,15+,16.6124608222799
2006,FB_CBK_BRCH,North Macedonia,15+,18.9999199681828
2007,FB_CBK_BRCH,North Macedonia,15+,20.1848030860321
2008,FB_CBK_BRCH,North Macedonia,15+,24.5921254691444
2009,FB_CBK_BRCH,North Macedonia,15+,25.5399796157546
2010,FB_CBK_BRCH,North Macedonia,15+,25.8440053466268
2011,FB_CBK_BRCH,North Macedonia,15+,24.324953102315
2012,FB_CBK_BRCH,North Macedonia,15+,24.8078273093712
2013,FB_CBK_BRCH,North Macedonia,15+,24.9007768340942
2014,FB_CBK_BRCH,North Macedonia,15+,24.9952514848578
2015,FB_CBK_BRCH,North Macedonia,15+,24.8023652278971
2016,FB_CBK_BRCH,North Macedonia,15+,25.1048839145529
2017,FB_CBK_BRCH,North Macedonia,15+,25.7394302042091
2018,FB_CBK_BRCH,North Macedonia,15+,24.2314029751547
2017,FB_CBK_BRCH,Greece,15+,22.8568381612308
2018,FB_CBK_BRCH,Greece,15+,20.8725665298149
2019,FB_CBK_BRCH,Greece,15+,19.2381706102931
2020,FB_CBK_BRCH,Greece,15+,18.2481416064447
2021,FB_CBK_BRCH,Greece,15+,16.7756197503086
2004,FB_CBK_BRCH,Hungary,15+,13.7906973875791
2005,FB_CBK_BRCH,Hungary,15+,14.8089440859097
2006,FB_CBK_BRCH,Hungary,15+,16.1495350636944
2007,FB_CBK_BRCH,Hungary,15+,17.336742736128
2008,FB_CBK_BRCH,Hungary,15+,17.9887750982748
2009,FB_CBK_BRCH,Hungary,15+,17.6521470714924
2010,FB_CBK_BRCH,Hungary,15+,16.7840611320374
2011,FB_CBK_BRCH,Hungary,15+,16.4392492131385
2012,FB_CBK_BRCH,Hungary,15+,16.0774778615963
2013,FB_CBK_BRCH,Hungary,15+,15.4089163345511
2014,FB_CBK_BRCH,Hungary,15+,15.5004880046606
2015,FB_CBK_BRCH,Hungary,15+,15.1291212308122
2016,FB_CBK_BRCH,Hungary,15+,14.7078982841737
2017,FB_CBK_BRCH,Hungary,15+,14.6398839118056
2018,FB_CBK_BRCH,Hungary,15+,14.1991296459421
2019,FB_CBK_BRCH,Hungary,15+,23.4186687455619
2020,FB_CBK_BRCH,Hungary,15+,23.2226995777135
2021,FB_CBK_BRCH,Hungary,15+,22.4154218102054
2004,FB_CBK_BRCH,Iceland,15+,90.9010678669138
2005,FB_CBK_BRCH,Iceland,15+,86.1774041980088
2006,FB_CBK_BRCH,Iceland,15+,77.5818087524086
2007,FB_CBK_BRCH,Iceland,15+,73.3089789165015
2008,FB_CBK_BRCH,Iceland,15+,69.6755282726476
2009,FB_CBK_BRCH,Iceland,15+,60.8427314807451
2010,FB_CBK_BRCH,Iceland,15+,57.5632103597899
2011,FB_CBK_BRCH,Iceland,15+,52.2073422507693
2012,FB_CBK_BRCH,Iceland,15+,47.152018106375
2013,FB_CBK_BRCH,Iceland,15+,43.1433213361215
2014,FB_CBK_BRCH,Iceland,15+,40.3027697598723
2015,FB_CBK_BRCH,Iceland,15+,36.4164678302234
2016,FB_CBK_BRCH,Iceland,15+,35.4653615413619
2017,FB_CBK_BRCH,Iceland,15+,34.5761330052847
2018,FB_CBK_BRCH,Iceland,15+,31.4745657217224
2019,FB_CBK_BRCH,Iceland,15+,30.3738398401232
2020,FB_CBK_BRCH,Iceland,15+,28.1089135735573
2021,FB_CBK_BRCH,Iceland,15+,26.5786028957388
2004,FB_CBK_BRCH,India,15+,8.93203435733526
2005,FB_CBK_BRCH,India,15+,8.89375047761804
2006,FB_CBK_BRCH,India,15+,8.83111257891861
2007,FB_CBK_BRCH,India,15+,8.94673691019689
2008,FB_CBK_BRCH,India,15+,9.25591437187716
2009,FB_CBK_BRCH,India,15+,9.54647841474312
2010,FB_CBK_BRCH,India,15+,9.98892348351121
2011,FB_CBK_BRCH,India,15+,10.4577461001552
2012,FB_CBK_BRCH,India,15+,11.1303092158421
2013,FB_CBK_BRCH,India,15+,11.8015720795432
2014,FB_CBK_BRCH,India,15+,12.8254254608637
2019,FB_CBK_BRCH,North Macedonia,15+,24.1900787271872
2020,FB_CBK_BRCH,North Macedonia,15+,23.2343882783376
2021,FB_CBK_BRCH,North Macedonia,15+,22.4224835096503
2004,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,29.0259600420828
2005,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,28.3171329150186
2006,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,26.4304276443193
2007,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,26.380866219934
2008,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,26.0275156947452
2009,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,25.4113794206217
2010,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,24.6989547970729
2011,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,24.0565123847324
2012,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,22.0833414414752
2015,FB_CBK_BRCH,India,15+,13.5221370131306
2016,FB_CBK_BRCH,India,15+,14.2080953730358
2017,FB_CBK_BRCH,India,15+,14.4889019941578
2018,FB_CBK_BRCH,India,15+,14.4639566034561
2019,FB_CBK_BRCH,India,15+,14.6045522135934
2020,FB_CBK_BRCH,India,15+,14.7476885863487
2021,FB_CBK_BRCH,India,15+,14.5812143052794
2004,FB_CBK_BRCH,Ireland,15+,35.7178627836203
2005,FB_CBK_BRCH,Ireland,15+,34.4013309880984
2006,FB_CBK_BRCH,Ireland,15+,33.7458345902434
2007,FB_CBK_BRCH,Ireland,15+,32.9740353024875
2008,FB_CBK_BRCH,Ireland,15+,33.5190332617551
2009,FB_CBK_BRCH,Ireland,15+,34.1594224973012
2010,FB_CBK_BRCH,Ireland,15+,27.987778393269
2011,FB_CBK_BRCH,Ireland,15+,27.0018735316348
2012,FB_CBK_BRCH,Ireland,15+,24.4289930142476
2013,FB_CBK_BRCH,Ireland,15+,22.7925535873054
2014,FB_CBK_BRCH,Ireland,15+,21.8014108117995
2015,FB_CBK_BRCH,Ireland,15+,21.8591908778303
2016,FB_CBK_BRCH,Ireland,15+,21.6082795186836
2017,FB_CBK_BRCH,Ireland,15+,20.7491174328407
2018,FB_CBK_BRCH,Ireland,15+,20.4423173745582
2019,FB_CBK_BRCH,Ireland,15+,19.8935463947574
2020,FB_CBK_BRCH,Ireland,15+,19.204240134075
2021,FB_CBK_BRCH,Ireland,15+,16.0551617344976
2004,FB_CBK_BRCH,Israel,15+,19.7865012091751
2005,FB_CBK_BRCH,Israel,15+,19.5998079218824
2006,FB_CBK_BRCH,Israel,15+,19.4036532179097
2007,FB_CBK_BRCH,Israel,15+,19.453614854565
2008,FB_CBK_BRCH,Israel,15+,19.8242264496301
2009,FB_CBK_BRCH,Israel,15+,19.6813099291289
2010,FB_CBK_BRCH,Israel,15+,21.550391035903
2011,FB_CBK_BRCH,Israel,15+,21.8742177483464
2012,FB_CBK_BRCH,Israel,15+,21.845730407285
2013,FB_CBK_BRCH,Israel,15+,21.477169528631
2014,FB_CBK_BRCH,Israel,15+,20.8466820070383
2015,FB_CBK_BRCH,Israel,15+,20.0651314497694
2016,FB_CBK_BRCH,Israel,15+,18.8659578565025
2017,FB_CBK_BRCH,Israel,15+,17.8867255808368
2013,FB_CBK_BRCH,United Kingdom of Great Britain and Northern Ireland,15+,25.1399141642588
2004,FB_CBK_BRCH,Узбекистан,15+,39.152550830561
2005,FB_CBK_BRCH,Узбекистан,15+,40.0127868551673
2006,FB_CBK_BRCH,Узбекистан,15+,42.3305877896576
2007,FB_CBK_BRCH,Узбекистан,15+,41.4371802537822
2008,FB_CBK_BRCH,Узбекистан,15+,40.6560357067331
2009,FB_CBK_BRCH,Узбекистан,15+,40.2775258726025
2010,FB_CBK_BRCH,Узбекистан,15+,39.1835281162935
2011,FB_CBK_BRCH,Узбекистан,15+,45.835040824005
2012,FB_CBK_BRCH,Узбекистан,15+,45.3182684722185
2013,FB_CBK_BRCH,Узбекистан,15+,46.7880204185398
2014,FB_CBK_BRCH,Узбекистан,15+,31.2836514768016
2015,FB_CBK_BRCH,Узбекистан,15+,30.3913523201913
2018,FB_CBK_BRCH,Israel,15+,17.3532579765633
2019,FB_CBK_BRCH,Israel,15+,16.7553957275272
2020,FB_CBK_BRCH,Israel,15+,16.1487270698225
2021,FB_CBK_BRCH,Israel,15+,15.2024743541349
2004,FB_CBK_BRCH,Italy,15+,56.2091178755923
2005,FB_CBK_BRCH,Italy,15+,56.773913270145
2006,FB_CBK_BRCH,Italy,15+,58.012597473519
2007,FB_CBK_BRCH,Italy,15+,59.1799391172419
2008,FB_CBK_BRCH,Italy,15+,62.6225486919872
2009,FB_CBK_BRCH,Italy,15+,59.7061970362435
2010,FB_CBK_BRCH,Italy,15+,58.4427751164777
2011,FB_CBK_BRCH,Italy,15+,58.0057407242355
2012,FB_CBK_BRCH,Italy,15+,56.4777109941005
2013,FB_CBK_BRCH,Italy,15+,53.300298170306
2014,FB_CBK_BRCH,Italy,15+,50.8097047299745
2015,FB_CBK_BRCH,Italy,15+,49.8195106646214
2016,FB_CBK_BRCH,Italy,15+,47.6275660647053
2017,FB_CBK_BRCH,Italy,15+,44.6130053745422
2018,FB_CBK_BRCH,Italy,15+,40.8855983683035
2019,FB_CBK_BRCH,Italy,15+,39.1576114007437
2020,FB_CBK_BRCH,Italy,15+,37.6967159626299
2021,FB_CBK_BRCH,Italy,15+,34.4721194164844
2004,FB_CBK_BRCH,Japan,15+,34.6060500689209
2005,FB_CBK_BRCH,Japan,15+,34.3844342507184
2006,FB_CBK_BRCH,Japan,15+,34.1154764839134
2007,FB_CBK_BRCH,Japan,15+,33.8984414627618
2008,FB_CBK_BRCH,Japan,15+,33.8484307898183
2009,FB_CBK_BRCH,Japan,15+,33.8149784403348
2010,FB_CBK_BRCH,Japan,15+,33.8183050887659
2011,FB_CBK_BRCH,Japan,15+,33.9007493437155
2012,FB_CBK_BRCH,Japan,15+,33.9499360724835
2013,FB_CBK_BRCH,Japan,15+,33.912042288296
2014,FB_CBK_BRCH,Japan,15+,33.897870885577
2015,FB_CBK_BRCH,Japan,15+,34.1402042043054
2016,FB_CBK_BRCH,Japan,15+,34.0740231495884
2017,FB_CBK_BRCH,Japan,15+,33.9481071371584
2018,FB_CBK_BRCH,Japan,15+,33.9382172697879
2019,FB_CBK_BRCH,Japan,15+,33.8212704647184
2020,FB_CBK_BRCH,Japan,15+,33.8066536227315
2021,FB_CBK_BRCH,Japan,15+,33.8936889096627
2004,FB_CBK_BRCH,Казахстан,15+,3.72515388876797
2005,FB_CBK_BRCH,Казахстан,15+,3.95158711300018
2006,FB_CBK_BRCH,Казахстан,15+,3.07885968696363
2007,FB_CBK_BRCH,Казахстан,15+,3.2919783164959
2008,FB_CBK_BRCH,Казахстан,15+,3.46769223664565
2009,FB_CBK_BRCH,Казахстан,15+,3.36593359846324
2010,FB_CBK_BRCH,Казахстан,15+,3.25920839313927
2011,FB_CBK_BRCH,Казахстан,15+,3.32381730829924
2012,FB_CBK_BRCH,Казахстан,15+,3.28885637191751
2013,FB_CBK_BRCH,Казахстан,15+,3.27385695369971
2014,FB_CBK_BRCH,Казахстан,15+,3.38659172470279
2015,FB_CBK_BRCH,Казахстан,15+,2.96286111911231
2016,FB_CBK_BRCH,Казахстан,15+,2.9532406907398
2017,FB_CBK_BRCH,Казахстан,15+,2.80714038070669
2018,FB_CBK_BRCH,Казахстан,15+,15.2047365966767
2019,FB_CBK_BRCH,Казахстан,15+,14.7417426684134
2020,FB_CBK_BRCH,Казахстан,15+,14.0788030714816
2021,FB_CBK_BRCH,Казахстан,15+,13.0709201823776
2004,FB_CBK_BRCH,Republic of Korea,15+,16.7975690778462
2005,FB_CBK_BRCH,Republic of Korea,15+,17.3319707747025
2006,FB_CBK_BRCH,Republic of Korea,15+,17.8238438996295
2007,FB_CBK_BRCH,Republic of Korea,15+,18.3071375421041
2008,FB_CBK_BRCH,Republic of Korea,15+,18.696696189598
2009,FB_CBK_BRCH,Republic of Korea,15+,18.1921552973483
2010,FB_CBK_BRCH,Republic of Korea,15+,18.1791478775785
2011,FB_CBK_BRCH,Republic of Korea,15+,18.2208197712459
2012,FB_CBK_BRCH,Republic of Korea,15+,18.312368452457
2013,FB_CBK_BRCH,Republic of Korea,15+,18.0209113651997
2014,FB_CBK_BRCH,Republic of Korea,15+,17.1967351508063
2015,FB_CBK_BRCH,Republic of Korea,15+,16.7514660374712
2016,FB_CBK_BRCH,Republic of Korea,15+,16.2376432584359
2017,FB_CBK_BRCH,Republic of Korea,15+,15.4367239933046
2018,FB_CBK_BRCH,Republic of Korea,15+,15.2808597519573
2019,FB_CBK_BRCH,Republic of Korea,15+,15.0819250523085
2020,FB_CBK_BRCH,Republic of Korea,15+,14.3555072097601
2021,FB_CBK_BRCH,Republic of Korea,15+,13.6529687607387
2004,FB_CBK_BRCH,Кыргызстан,15+,5.13748070574634
2005,FB_CBK_BRCH,Кыргызстан,15+,5.3023548627644
2006,FB_CBK_BRCH,Кыргызстан,15+,5.32293678281701
2007,FB_CBK_BRCH,Кыргызстан,15+,6.41450765935703
2008,FB_CBK_BRCH,Кыргызстан,15+,6.81648440621846
2009,FB_CBK_BRCH,Кыргызстан,15+,6.91177790789222
2010,FB_CBK_BRCH,Кыргызстан,15+,6.10084194237192
2011,FB_CBK_BRCH,Кыргызстан,15+,7.15549963665099
2012,FB_CBK_BRCH,Кыргызстан,15+,7.70718040358484
2013,FB_CBK_BRCH,Кыргызстан,15+,7.8497571623355
2014,FB_CBK_BRCH,Кыргызстан,15+,7.88778935372381
2015,FB_CBK_BRCH,Кыргызстан,15+,8.28333515501355
2016,FB_CBK_BRCH,Кыргызстан,15+,8.43199044020064
2017,FB_CBK_BRCH,Кыргызстан,15+,8.18350657071347
2018,FB_CBK_BRCH,Кыргызстан,15+,8.08912438267824
2019,FB_CBK_BRCH,Кыргызстан,15+,7.96268598149628
2020,FB_CBK_BRCH,Кыргызстан,15+,7.55927998647904
2021,FB_CBK_BRCH,Кыргызстан,15+,7.42004897232322
2004,FB_CBK_BRCH,Latvia,15+,31.5876549606431
2005,FB_CBK_BRCH,Latvia,15+,31.8823629804408
2006,FB_CBK_BRCH,Latvia,15+,33.412261456743
2007,FB_CBK_BRCH,Latvia,15+,37.3612268896964
2008,FB_CBK_BRCH,Latvia,15+,36.6122400330526
2009,FB_CBK_BRCH,Latvia,15+,35.3519034909326
2010,FB_CBK_BRCH,Latvia,15+,34.183746516421
2011,FB_CBK_BRCH,Latvia,15+,32.7577808215923
2012,FB_CBK_BRCH,Latvia,15+,24.6198839135171
2013,FB_CBK_BRCH,Latvia,15+,21.5734675423983
2014,FB_CBK_BRCH,Latvia,15+,20.3696322928141
2015,FB_CBK_BRCH,Latvia,15+,18.0461015358245
2016,FB_CBK_BRCH,Latvia,15+,17.0968264316937
2017,FB_CBK_BRCH,Latvia,15+,16.4662460252312
2018,FB_CBK_BRCH,Latvia,15+,14.7012677681499
2019,FB_CBK_BRCH,Latvia,15+,9.73952392457863
2020,FB_CBK_BRCH,Latvia,15+,7.05216397540558
2021,FB_CBK_BRCH,Latvia,15+,6.63528093715687
2004,FB_CBK_BRCH,Lithuania,15+,23.7641222687389
2005,FB_CBK_BRCH,Lithuania,15+,25.4950837884176
2006,FB_CBK_BRCH,Lithuania,15+,27.9502288630505
2007,FB_CBK_BRCH,Lithuania,15+,29.9327762797089
2008,FB_CBK_BRCH,Lithuania,15+,29.7210436078685
2009,FB_CBK_BRCH,Lithuania,15+,29.5144995096425
2010,FB_CBK_BRCH,Lithuania,15+,29.0535145282724
2011,FB_CBK_BRCH,Lithuania,15+,18.9965562454757
2012,FB_CBK_BRCH,Lithuania,15+,19.2762700887531
2013,FB_CBK_BRCH,Lithuania,15+,18.0807072128174
2014,FB_CBK_BRCH,Lithuania,15+,16.2421363317833
2015,FB_CBK_BRCH,Lithuania,15+,14.5508952831318
2016,FB_CBK_BRCH,Lithuania,15+,13.4380713222572
2017,FB_CBK_BRCH,Lithuania,15+,13.5995190413998
2018,FB_CBK_BRCH,Lithuania,15+,11.4484369528706
2019,FB_CBK_BRCH,Lithuania,15+,10.0791487294369
2020,FB_CBK_BRCH,Lithuania,15+,10.4559337423988
2021,FB_CBK_BRCH,Lithuania,15+,11.1848577362356
2004,FB_CBK_BRCH,Luxembourg,15+,110.938897648794
2005,FB_CBK_BRCH,Luxembourg,15+,105.406647751589
2006,FB_CBK_BRCH,Luxembourg,15+,100.618231608647
2007,FB_CBK_BRCH,Luxembourg,15+,97.5450732097423
2008,FB_CBK_BRCH,Luxembourg,15+,94.582352779698
2009,FB_CBK_BRCH,Luxembourg,15+,90.9282009415469
2010,FB_CBK_BRCH,Luxembourg,15+,88.6214808888974
2011,FB_CBK_BRCH,Luxembourg,15+,85.9515868344591
2012,FB_CBK_BRCH,Luxembourg,15+,82.9788733515053
2013,FB_CBK_BRCH,Luxembourg,15+,81.7206968184295
2014,FB_CBK_BRCH,Luxembourg,15+,79.566331151189
2015,FB_CBK_BRCH,Luxembourg,15+,76.8399063644857
2016,FB_CBK_BRCH,Luxembourg,15+,76.7182634595424
2017,FB_CBK_BRCH,Luxembourg,15+,71.7233994094307
2018,FB_CBK_BRCH,Luxembourg,15+,68.4375702707195
2019,FB_CBK_BRCH,Luxembourg,15+,64.6746368270394
2020,FB_CBK_BRCH,Luxembourg,15+,59.548297050199
2021,FB_CBK_BRCH,Luxembourg,15+,56.5436795289633
2004,FB_CBK_BRCH,Malta,15+,38.8791859670438
2005,FB_CBK_BRCH,Malta,15+,39.2883706422899
2006,FB_CBK_BRCH,Malta,15+,37.390388296215
2007,FB_CBK_BRCH,Malta,15+,38.4906946542008
2008,FB_CBK_BRCH,Malta,15+,40.0515445965242
2009,FB_CBK_BRCH,Malta,15+,40.114958008235
2010,FB_CBK_BRCH,Malta,15+,39.4473959042819
2011,FB_CBK_BRCH,Malta,15+,41.4431228379799
2012,FB_CBK_BRCH,Malta,15+,37.908033994587
2013,FB_CBK_BRCH,Malta,15+,37.852189941192
2014,FB_CBK_BRCH,Malta,15+,37.0528486391133
2015,FB_CBK_BRCH,Malta,15+,37.1988725074136
2016,FB_CBK_BRCH,Malta,15+,34.3009266369733
2017,FB_CBK_BRCH,Malta,15+,32.1371984334984
2018,FB_CBK_BRCH,Malta,15+,29.6071634893125
2019,FB_CBK_BRCH,Malta,15+,27.5567576579998
2020,FB_CBK_BRCH,Malta,15+,24.248797191672
2021,FB_CBK_BRCH,Malta,15+,23.5118576628309
2004,FB_CBK_BRCH,Mexico,15+,11.0517305481277
