Year,SeriesCode,GeoAreaName,Age,Location,Sex,Value
2004,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",20.71
2005,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",19.96
2006,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",19.74
2007,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",19.37
2007,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.61
2008,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",20.07
2005,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.00
2006,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",37.34
2007,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",39.38
2008,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.01
2010,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.02
2010,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",48.57
2012,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",51.38
2012,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.01
2013,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",50.98
2016,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",52.79
2017,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.00
2018,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.00
2007,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",20.49
2008,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",19.76
2008,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.35
2009,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",19.87
2010,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.41
2010,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",19.57
2011,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",18.08
2011,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.37
2012,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.43
2013,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.43
2013,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",17.08
2015,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",16.40
2019,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.00
2019,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",47.30
2020,"SP_DYN_ADKL","Azerbaijan","15-19","","FEMALE",41.56
2020,"SP_DYN_ADKL","Azerbaijan","10-14","","FEMALE",0.00
2000,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.12
2000,"SP_DYN_ADKL","Australia","15-19","","FEMALE",17.71
2001,"SP_DYN_ADKL","Australia","15-19","","FEMALE",17.78
2001,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.12
2002,"SP_DYN_ADKL","Australia","15-19","","FEMALE",17.28
2003,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.12
2005,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.13
2006,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.10
2008,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.13
2009,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.15
2010,"SP_DYN_ADKL","Australia","15-19","","FEMALE",15.83
2011,"SP_DYN_ADKL","Australia","15-19","","FEMALE",15.88
2011,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.15
2012,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.14
2013,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.14
2013,"SP_DYN_ADKL","Australia","15-19","","FEMALE",14.46
2014,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.12
2015,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.12
2017,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.09
2017,"SP_DYN_ADKL","Australia","15-19","","FEMALE",10.16
2018,"SP_DYN_ADKL","Australia","15-19","","FEMALE",9.43
2018,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.06
2019,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.07
2019,"SP_DYN_ADKL","Australia","15-19","","FEMALE",8.68
2020,"SP_DYN_ADKL","Australia","10-14","","FEMALE",0.06
2020,"SP_DYN_ADKL","Australia","15-19","","FEMALE",7.76
2000,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.04
2001,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.07
2001,"SP_DYN_ADKL","Austria","15-19","","FEMALE",13.73
2002,"SP_DYN_ADKL","Austria","15-19","","FEMALE",13.83
2008,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.62
2009,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.59
2009,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",19.47
2011,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.56
2012,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.57
2012,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",19.23
2013,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",21.06
2015,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.56
2016,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.55
2017,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.48
2018,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",22.02
2019,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.40
2002,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.09
2003,"SP_DYN_ADKL","Austria","15-19","","FEMALE",13.16
2006,"SP_DYN_ADKL","Austria","15-19","","FEMALE",11.96
2007,"SP_DYN_ADKL","Austria","15-19","","FEMALE",11.20
2009,"SP_DYN_ADKL","Austria","15-19","","FEMALE",10.38
2009,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.10
2011,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.08
2011,"SP_DYN_ADKL","Austria","15-19","","FEMALE",9.10
2012,"SP_DYN_ADKL","Austria","15-19","","FEMALE",8.61
2013,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.08
2013,"SP_DYN_ADKL","Austria","15-19","","FEMALE",8.10
2016,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.07
2020,"SP_DYN_ADKL","Hungary","10-14","","FEMALE",0.40
2020,"SP_DYN_ADKL","Hungary","15-19","","FEMALE",21.39
2000,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2001,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",20.01
2002,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",18.73
2002,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2003,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2005,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2006,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2007,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2007,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",14.09
2008,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2009,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2011,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2011,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",10.99
2012,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2013,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2015,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2015,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",8.03
2016,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",6.64
2016,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2017,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",6.01
2017,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2018,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",5.34
2017,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.08
2019,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.02
2019,"SP_DYN_ADKL","Austria","15-19","","FEMALE",5.21
2020,"SP_DYN_ADKL","Austria","15-19","","FEMALE",5.02
2020,"SP_DYN_ADKL","Austria","10-14","","FEMALE",0.01
2000,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2002,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2002,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",28.16
2003,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2003,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",29.31
2004,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2004,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",29.57
2016,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",15.96
2017,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",15.82
2017,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.37
2018,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.35
2018,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",15.54
2019,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",15.58
2019,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.29
2020,"SP_DYN_ADKL","North Macedonia","10-14","","FEMALE",0.35
2020,"SP_DYN_ADKL","North Macedonia","15-19","","FEMALE",16.21
2000,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.29
2000,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",28.95
2001,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.28
2006,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2007,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2008,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2009,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",27.57
2009,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2010,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",27.12
2011,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2012,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",26.00
2013,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",24.88
2013,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.00
2015,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.02
2017,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",21.06
2001,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",27.68
2002,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.26
2004,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",26.59
2005,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",26.14
2006,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",26.20
2006,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.23
2007,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.21
2007,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",25.70
2008,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.21
2009,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.18
2011,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.16
2011,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",21.09
2012,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",19.76
2014,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.13
2015,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.11
2016,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.10
2017,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",12.64
2018,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",11.86
2018,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.06
2019,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.08
2019,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",4.39
2019,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2020,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2020,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",4.76
2021,"SP_DYN_ADKL","Iceland","15-19","","FEMALE",3.28
2021,"SP_DYN_ADKL","Iceland","10-14","","FEMALE",0.00
2000,"SP_DYN_ADKL","India","15-19","","FEMALE",51.00
2001,"SP_DYN_ADKL","India","10-14","","FEMALE",3.56
2004,"SP_DYN_ADKL","India","15-19","","FEMALE",90.31
2008,"SP_DYN_ADKL","India","15-19","","FEMALE",79.58
2008,"SP_DYN_ADKL","India","10-14","","FEMALE",1.95
2011,"SP_DYN_ADKL","India","10-14","","FEMALE",0.76
2017,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.02
2018,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",18.91
2019,"SP_DYN_ADKL","Armenia","10-14","","FEMALE",0.03
2019,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",16.71
2020,"SP_DYN_ADKL","Armenia","15-19","","FEMALE",13.92
2000,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",11.50
2000,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.10
2001,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.12
2002,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.12
2005,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",10.55
2006,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",10.39
2006,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.13
2007,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",10.45
2008,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",10.26
2008,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.13
2009,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.13
2010,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.12
2010,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",9.37
2011,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",9.12
2011,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.13
2012,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",8.52
2012,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.11
2013,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.11
2016,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.09
2019,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",11.12
2020,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","15-19","","FEMALE",9.95
2020,"SP_DYN_ADKL","United Kingdom of Great Britain and Northern Ireland","10-14","","FEMALE",0.06
2000,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2000,"SP_DYN_ADKL","Uzbekistan","15-19","","FEMALE",21.49
2001,"SP_DYN_ADKL","Uzbekistan","15-19","","FEMALE",17.77
2001,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2003,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2003,"SP_DYN_ADKL","Uzbekistan","15-19","","FEMALE",12.84
2006,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2007,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2010,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2012,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2013,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2013,"SP_DYN_ADKL","Uzbekistan","15-19","","FEMALE",24.14
2014,"SP_DYN_ADKL","Uzbekistan","15-19","","FEMALE",18.98
2015,"SP_DYN_ADKL","Uzbekistan","15-19","","FEMALE",24.11
2015,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2016,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2016,"SP_DYN_ADKL","Uzbekistan","15-19","","FEMALE",21.04
2017,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.00
2018,"SP_DYN_ADKL","Uzbekistan","10-14","","FEMALE",0.01
2011,"SP_DYN_ADKL","India","15-19","","FEMALE",62.79
2012,"SP_DYN_ADKL","India","15-19","","FEMALE",74.10
2012,"SP_DYN_ADKL","India","10-14","","FEMALE",1.30
2013,"SP_DYN_ADKL","India","10-14","","FEMALE",0.42
2013,"SP_DYN_ADKL","India","15-19","","FEMALE",55.50
2014,"SP_DYN_ADKL","India","10-14","","FEMALE",0.24
2014,"SP_DYN_ADKL","India","15-19","","FEMALE",51.46
2015,"SP_DYN_ADKL","India","10-14","","FEMALE",0.60
2015,"SP_DYN_ADKL","India","15-19","","FEMALE",58.35
2017,"SP_DYN_ADKL","India","10-14","","FEMALE",0.30
2017,"SP_DYN_ADKL","India","15-19","","FEMALE",47.59
2017,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.08
2017,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",5.85
2018,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",5.52
2019,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",5.07
2019,"SP_DYN_ADKL","Belgium","10-14","","FEMALE",0.07
2020,"SP_DYN_ADKL","Belgium","15-19","","FEMALE",4.91
2000,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",14.37
2001,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",15.02
2002,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",13.72
2002,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.10
2003,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.08
2004,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.08
2005,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",13.65
2005,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.07
2006,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",14.12
2007,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",14.47
2009,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.09
2010,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.07
2012,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.04
2012,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",13.41
2018,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.06
2018,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",9.88
2018,"SP_DYN_ADKL","India","15-19","","FEMALE",42.88
2018,"SP_DYN_ADKL","India","10-14","","FEMALE",0.19
2019,"SP_DYN_ADKL","India","15-19","","FEMALE",10.60
2000,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.11
2000,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",19.56
2001,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",19.80
2001,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.11
2002,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.10
2002,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",19.34
2003,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",19.06
2005,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.09
2008,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.10
2011,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.06
2012,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",12.03
2013,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.04
2014,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.03
2015,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.03
2017,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",6.81
2017,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.03
2018,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.01
2018,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",6.16
2019,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",5.41
2019,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.02
2020,"SP_DYN_ADKL","Ireland","15-19","","FEMALE",4.91
2019,"SP_DYN_ADKL","Bosnia and Herzegovina","15-19","","FEMALE",9.74
2019,"SP_DYN_ADKL","Bosnia and Herzegovina","10-14","","FEMALE",0.04
2000,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",2.70
2001,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",2.48
2001,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",43.10
2002,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",40.38
2002,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",2.12
2005,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",3.19
2006,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",3.27
2007,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",3.70
2007,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",41.24
2008,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",43.35
2010,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",42.02
2011,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",41.66
2012,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",42.52
2013,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",42.02
2014,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",41.30
2014,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",2.10
2015,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",39.36
2015,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",1.91
2016,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",1.67
2017,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",1.71
2017,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",38.16
2018,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",38.91
2020,"SP_DYN_ADKL","Ireland","10-14","","FEMALE",0.02
2000,"SP_DYN_ADKL","Israel","15-19","","FEMALE",17.55
2000,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.04
2001,"SP_DYN_ADKL","Israel","15-19","","FEMALE",17.00
2002,"SP_DYN_ADKL","Israel","15-19","","FEMALE",16.67
2003,"SP_DYN_ADKL","Israel","15-19","","FEMALE",16.41
2004,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.02
2005,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.02
2005,"SP_DYN_ADKL","Israel","15-19","","FEMALE",15.17
2007,"SP_DYN_ADKL","Israel","15-19","","FEMALE",14.27
2009,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.01
2010,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.01
2018,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",1.57
2019,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",1.54
2019,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",39.29
2020,"SP_DYN_ADKL","Bulgaria","15-19","","FEMALE",37.85
2020,"SP_DYN_ADKL","Bulgaria","10-14","","FEMALE",1.28
2000,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",27.27
2000,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.06
2001,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.07
2001,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",26.25
2002,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",24.00
2002,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.08
2003,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.08
2003,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",23.76
2006,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",22.50
2006,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.06
2007,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",22.05
2008,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",22.32
2008,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.09
2009,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",22.43
2011,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",20.87
2011,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.08
2014,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.11
2015,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",18.03
2016,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",15.97
2012,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.00
2012,"SP_DYN_ADKL","Israel","15-19","","FEMALE",11.68
2013,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.00
2014,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.00
2015,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.00
2016,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.00
2017,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.00
2018,"SP_DYN_ADKL","Israel","15-19","","FEMALE",8.34
2018,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.00
2019,"SP_DYN_ADKL","Israel","15-19","","FEMALE",7.70
2019,"SP_DYN_ADKL","Israel","10-14","","FEMALE",0.01
2016,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.09
2017,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.09
2017,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",13.38
2018,"SP_DYN_ADKL","Belarus","10-14","","FEMALE",0.05
2018,"SP_DYN_ADKL","Belarus","15-19","","FEMALE",11.64
2001,"SP_DYN_ADKL","Canada","10-14","","FEMALE",0.19
2001,"SP_DYN_ADKL","Canada","15-19","","FEMALE",16.02
2002,"SP_DYN_ADKL","Canada","15-19","","FEMALE",14.92
2002,"SP_DYN_ADKL","Canada","10-14","","FEMALE",0.20
2005,"SP_DYN_ADKL","Canada","10-14","","FEMALE",0.19
2006,"SP_DYN_ADKL","Canada","10-14","","FEMALE",0.19
2007,"SP_DYN_ADKL","Canada","10-14","","FEMALE",0.20
2007,"SP_DYN_ADKL","Canada","15-19","","FEMALE",13.92
2008,"SP_DYN_ADKL","Canada","15-19","","FEMALE",14.15
2009,"SP_DYN_ADKL","Canada","10-14","","FEMALE",0.17
2010,"SP_DYN_ADKL","Canada","10-14","","FEMALE",0.18
