Year,SeriesCode,GeoAreaName,Disability status,Sex,Value
2015,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","FEMALE",3.65
2015,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","BOTHSEX",4.2
2015,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","BOTHSEX",14.32
2015,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","FEMALE",13.07
2015,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","MALE",15.55
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","FEMALE",4.55
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","BOTHSEX",4.09
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","BOTHSEX",4.41
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","MALE",17.34
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","FEMALE",13.91
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","MALE",4.07
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","BOTHSEX",15.66
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","FEMALE",4.84
2016,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","MALE",3.72
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","FEMALE",12.43
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","FEMALE",3.58
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","MALE",23.94
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","MALE",4.72
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","BOTHSEX",4.31
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","MALE",4.12
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","BOTHSEX",3.87
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","BOTHSEX",19.01
2017,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","FEMALE",3.82
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","MALE",4.04
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","BOTHSEX",3.85
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","FEMALE",12.94
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","MALE",26.89
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","BOTHSEX",20.34
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","FEMALE",3.91
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","MALE",4.72
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","BOTHSEX",4.34
2018,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","FEMALE",3.62
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","FEMALE",2.33
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","BOTHSEX",14.44
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","BOTHSEX",3.62
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","FEMALE",2.44
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","BOTHSEX",3.3
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","FEMALE",6.11
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","MALE",21.14
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","MALE",4.12
2019,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","MALE",4.62
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","BOTHSEX",18.35
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","FEMALE",10.03
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","MALE",4.74
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","BOTHSEX",4.4
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","FEMALE",3.16
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","FEMALE",3.36
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","PWD","BOTHSEX",4.01
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","PD","MALE",26.34
2020,"SL_TLF_UEMDIS_19ICLS","Switzerland","_T","MALE",5.31
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",7.42
2009,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",7.85
2009,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",58.19
2009,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",8.07
2010,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",13.32
2010,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",60.69
2010,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",13.01
2010,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",10.29
2010,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",13.87
2010,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",12.8
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",3.9
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",6.25
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",8.5
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",3.23
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",4.44
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",3.79
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",4.32
2005,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",3.32
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",3.9
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",4.05
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",9.84
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",4.8
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",6.45
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",3.01
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",4.99
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",2.91
2006,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",14.37
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",3.37
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",2.64
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",7.76
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",3.9
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",2.57
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",3.26
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",4.05
2010,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",28.71
2010,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",12.37
2010,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",12.4
2011,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",34.17
2011,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",46.42
2011,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",39.22
2011,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",26.86
2011,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",24.9
2011,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",27.27
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",9.61
2007,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",5.55
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",2.63
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",3.66
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",4.92
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",2.56
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",3.8
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",8.66
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",4.65
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",13.19
2008,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",4.7
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",4.91
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",4.3
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",7.98
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",4.32
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",11.69
2011,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",23.13
2011,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",22.87
2011,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",24.57
2012,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",23.48
2012,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",29.26
2012,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",25.62
2012,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",37.6
2012,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",25.95
2012,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",29.16
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",7.72
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",6.14
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",6.28
2009,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",18.59
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",11.82
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",7.25
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",5.68
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",4.31
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",4.15
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",18.8
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",15.64
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",5.89
2010,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",6.99
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",7.28
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",5.75
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",6.95
2012,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",32.35
2012,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",35.63
2012,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",22.94
2013,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",27.68
2013,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",41.63
2013,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",29.47
2013,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",29.8
2013,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",31.88
2013,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",28.22
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",16.29
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",4.33
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",6.04
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",19.53
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",4.59
2011,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",12.92
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",5.16
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",5.28
2013,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",31.92
2013,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",33.8
2013,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",46.38
2014,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",29.77
2014,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",25.66
2014,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",24.91
2014,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",50.78
2014,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",50.58
2014,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",50.43
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",13.75
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",6.17
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",10.8
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",6.32
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",7.06
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",8.28
2012,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",7.24
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",4.7
2014,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",34.54
2014,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",29.14
2014,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",35.01
2015,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",23.41
2015,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",32.23
2015,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",44.36
2015,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",27.03
2015,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",50.29
2015,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",31.59
2010,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","FEMALE",17.65
2010,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","MALE",16.48
2010,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","FEMALE",58.35
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","FEMALE",16.97
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","MALE",46.51
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","BOTHSEX",18.3
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","BOTHSEX",18.16
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","BOTHSEX",42.46
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","MALE",19.2
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",6.02
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",11.24
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",7.15
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",7.44
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",4.92
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",6.27
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",17.9
2013,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",14.49
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",6.58
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",10.64
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",4.34
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",5.78
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",14.44
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",18.15
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",5.54
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",6.88
2015,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",38.83
2015,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",27.58
2015,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",23.87
2016,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",22.75
2016,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",22.31
2016,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",39.51
2016,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",41.73
2016,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",29.47
2016,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",25.46
2014,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",4.53
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",4.21
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",5.59
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",4.96
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",5.31
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",16.71
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",6.14
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",7.77
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","FEMALE",39.26
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","FEMALE",17.13
2011,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","MALE",19.34
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","BOTHSEX",26.94
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","FEMALE",17.84
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","BOTHSEX",19.28
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","FEMALE",17.75
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","MALE",20.57
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","BOTHSEX",19.31
2016,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",29.89
2016,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",37.39
2016,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",25.9
2017,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",41.11
2017,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",42.5
2017,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",39.81
2017,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",23.93
2017,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",20.28
2017,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",28.49
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",27.62
2015,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",4.33
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",4.07
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","FEMALE",11.01
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","FEMALE",3.86
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","BOTHSEX",4.36
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",13.05
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","_T","MALE",4.8
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","FEMALE",37.17
2012,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","MALE",20.58
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","MALE",21.17
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","BOTHSEX",41.05
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","FEMALE",18.35
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","FEMALE",37.49
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","MALE",21.24
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","BOTHSEX",19.85
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","BOTHSEX",19.95
2013,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","FEMALE",18.49
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","BOTHSEX",48.71
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","FEMALE",45.3
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PD","MALE",53.95
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","FEMALE",17.67
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","BOTHSEX",19.32
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","PWD","MALE",20.55
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","MALE",20.67
2014,"SL_TLF_UEMDIS_19ICLS","Bulgaria","_T","FEMALE",17.83
2017,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",20.83
2017,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",24.44
2017,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",28.94
2018,"SL_TLF_UEMDIS_19ICLS","Greece","_T","MALE",19.45
2018,"SL_TLF_UEMDIS_19ICLS","Greece","PD","FEMALE",40.31
2018,"SL_TLF_UEMDIS_19ICLS","Greece","PD","BOTHSEX",38.52
2018,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",22.93
2018,"SL_TLF_UEMDIS_19ICLS","Greece","PD","MALE",36.98
2018,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","BOTHSEX",22.54
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",15.23
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",3.59
2016,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",4.49
2017,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","MALE",15.85
2017,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PD","BOTHSEX",13.59
2017,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","BOTHSEX",4.19
2017,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","FEMALE",3.21
2017,"SL_TLF_UEMDIS_19ICLS","United Kingdom of Great Britain and Northern Ireland","PWD","MALE",5.05
2018,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",27.3
2018,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","MALE",19.02
2018,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",26.95
2019,"SL_TLF_UEMDIS_19ICLS","Greece","_T","FEMALE",24.85
2019,"SL_TLF_UEMDIS_19ICLS","Greece","PWD","FEMALE",24.46
2019,"SL_TLF_UEMDIS_19ICLS","Greece","_T","BOTHSEX",20.52
