Year,SeriesCode,GeoAreaName,Disability status,Sex,Value
2013,"SL_TLF_UEMDIS_19ICLS","Germany","_T","MALE",8.15
2005,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",19.79
2006,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",24
2006,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",28.11
2006,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",17.88
2006,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",20.67
2006,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",31.07
2006,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",17.78
2006,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",15.31
2006,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",15.48
2016,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","MALE",9.21
2016,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","BOTHSEX",10.13
2016,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","FEMALE",27.83
2016,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","MALE",33.2
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","MALE",9.5
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","BOTHSEX",32.15
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","BOTHSEX",8.91
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","FEMALE",33.17
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","FEMALE",9.61
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","FEMALE",8.92
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","BOTHSEX",9.55
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","MALE",31.17
2017,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","MALE",8.91
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","BOTHSEX",30.27
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","MALE",6.83
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","FEMALE",20.45
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","BOTHSEX",7.51
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","FEMALE",7.31
2006,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",20.64
2007,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",11.45
2007,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",40.18
2007,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",31.21
2007,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",14.1
2007,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",11.67
2007,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",35.1
2007,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",16.99
2007,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",16.75
2007,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",13.88
2008,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",20.08
2008,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",11.62
2008,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",22.94
2008,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",28.79
2008,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",7.41
2008,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",7.57
2008,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",11.75
2008,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",9.45
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","MALE",7.69
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","MALE",37.69
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","BOTHSEX",6.9
2018,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","FEMALE",6.99
2019,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","FEMALE",28.51
2019,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","MALE",40.46
2019,"SL_TLF_UEMDIS_19ICLS","Belgium","_T","FEMALE",7.08
2019,"SL_TLF_UEMDIS_19ICLS","Belgium","PD","BOTHSEX",33.95
2019,"SL_TLF_UEMDIS_19ICLS","Belgium","PWD","BOTHSEX",6.5
2008,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",9.3
2009,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",8.94
2009,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",9.58
2009,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",8.81
2009,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",9.5
2009,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",8.21
2009,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",18.88
2009,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",17.08
2009,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",14.71
2013,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","FEMALE",7.07
2013,"SL_TLF_UEMDIS_19ICLS","Germany","PD","FEMALE",34.23
2013,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","MALE",6.84
2013,"SL_TLF_UEMDIS_19ICLS","Germany","_T","BOTHSEX",8.24
2014,"SL_TLF_UEMDIS_19ICLS","Germany","PD","BOTHSEX",35.69
2014,"SL_TLF_UEMDIS_19ICLS","Germany","_T","FEMALE",7.98
2014,"SL_TLF_UEMDIS_19ICLS","Germany","_T","MALE",8.48
2014,"SL_TLF_UEMDIS_19ICLS","Germany","PD","MALE",37.04
2014,"SL_TLF_UEMDIS_19ICLS","Germany","PD","FEMALE",34.25
2009,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",8.39
2010,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",10.74
2010,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",10.32
2010,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",17.58
2010,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",17.16
2010,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",10.62
2010,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",10.18
2010,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",11.12
2010,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",16.88
2010,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",11.22
2011,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",13.15
2011,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",17.92
2011,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",11.67
2011,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",10.55
2011,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",18.07
2011,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",18.01
2011,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",13.08
2011,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",10.41
2011,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",11.77
2012,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",23.83
2012,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",14.43
2012,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",25.01
2012,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",12.59
2012,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",10.97
2012,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",26.57
2012,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",12.36
2012,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",14.22
2012,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",10.72
2013,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",24.39
2013,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",27.5
2013,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",12.44
2013,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",13.6
2013,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",13.81
2013,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",14.89
2013,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",14.99
2013,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",20.28
2013,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",12.76
2014,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",14.03
2014,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",27.1
2014,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",11.86
2014,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",12.92
2014,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",11.58
2014,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",12.74
2014,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",14.1
2014,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",23.67
2014,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",18.73
2015,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",28.38
2015,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",26.24
2015,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",11.22
2015,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",12.87
2015,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",9.48
2015,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",12.55
2015,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",10.92
2015,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",9.75
2015,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",30.55
2016,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",9.83
2016,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",23.04
2016,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",20.99
2016,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",8.68
2016,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",11.41
2016,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",8.39
2016,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",11.57
2016,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",24.77
2016,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",10.06
2017,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",8.94
2017,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",10.63
2017,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",19.1
2017,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",13.88
2017,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",7.71
2017,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",7.38
2017,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",9.13
2017,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",17.45
2017,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",10.68
2018,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",22.98
2018,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",6.03
2018,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",9.28
2018,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",6.38
2018,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",9.37
2018,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",20.36
2018,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",7.6
2018,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",16.06
2018,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",7.82
2019,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",6.09
2019,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",8.64
2019,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",7.34
2019,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",17.81
2019,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",15.77
2019,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",13.13
2019,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",5.86
2019,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",7.18
2019,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",8.57
2020,"SL_TLF_UEMDIS_19ICLS","Poland","PD","BOTHSEX",19.13
2020,"SL_TLF_UEMDIS_19ICLS","Poland","PD","FEMALE",21.95
2020,"SL_TLF_UEMDIS_19ICLS","Poland","_T","FEMALE",7.85
2020,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","MALE",5.38
2020,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","FEMALE",7.61
2020,"SL_TLF_UEMDIS_19ICLS","Poland","PWD","BOTHSEX",6.44
2020,"SL_TLF_UEMDIS_19ICLS","Poland","_T","BOTHSEX",6.65
2020,"SL_TLF_UEMDIS_19ICLS","Poland","PD","MALE",16.39
2014,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","MALE",6.94
2014,"SL_TLF_UEMDIS_19ICLS","Germany","_T","BOTHSEX",8.24
2014,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","FEMALE",6.54
2014,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","BOTHSEX",6.75
2015,"SL_TLF_UEMDIS_19ICLS","Germany","PD","BOTHSEX",38.09
2015,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","MALE",7.37
2015,"SL_TLF_UEMDIS_19ICLS","Germany","PD","FEMALE",39.68
2015,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","BOTHSEX",7.15
2015,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","FEMALE",6.9
2020,"SL_TLF_UEMDIS_19ICLS","Poland","_T","MALE",5.55
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",9.99
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",8.88
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",8.29
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",11.32
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",9.59
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",17.98
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",22.76
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",11.18
2004,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",13.68
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",20.7
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",11.43
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",9.99
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",8.23
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",9.6
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",16.69
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",8.74
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",25.5
2005,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",11.2
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",10.07
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",8.81
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",26.33
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",10.99
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",17.24
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",11.5
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",22.03
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",8.59
2006,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",9.7
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",11.05
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",10.18
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",9.88
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",19.55
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",18.02
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",9.09
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",16.23
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",11.41
2015,"SL_TLF_UEMDIS_19ICLS","Germany","PD","MALE",36.73
2015,"SL_TLF_UEMDIS_19ICLS","Germany","_T","MALE",8.4
2015,"SL_TLF_UEMDIS_19ICLS","Germany","_T","FEMALE",7.98
2015,"SL_TLF_UEMDIS_19ICLS","Germany","_T","BOTHSEX",8.2
2016,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","MALE",6.44
2016,"SL_TLF_UEMDIS_19ICLS","Germany","PD","FEMALE",40.39
2016,"SL_TLF_UEMDIS_19ICLS","Germany","_T","BOTHSEX",7.31
2016,"SL_TLF_UEMDIS_19ICLS","Germany","_T","FEMALE",7.02
2016,"SL_TLF_UEMDIS_19ICLS","Germany","_T","MALE",7.58
2007,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",8.85
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",10.3
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",7.99
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",7.92
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",8.94
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",12.79
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",14.51
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",10.69
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",10.14
2008,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",9.06
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",13.74
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",14.9
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",25.99
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",12.41
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",14.57
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",25
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",13.42
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",27.48
2009,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",12.69
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",15.14
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",40.94
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",16.18
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",13.71
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",35.38
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",14.62
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",13.22
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",38.05
2016,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","BOTHSEX",6.18
2016,"SL_TLF_UEMDIS_19ICLS","Germany","PD","MALE",40.36
2016,"SL_TLF_UEMDIS_19ICLS","Germany","PD","BOTHSEX",40.37
2016,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","FEMALE",5.89
2017,"SL_TLF_UEMDIS_19ICLS","Germany","PD","BOTHSEX",37.96
2017,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","MALE",5.91
2017,"SL_TLF_UEMDIS_19ICLS","Germany","_T","MALE",7
2017,"SL_TLF_UEMDIS_19ICLS","Germany","PWD","BOTHSEX",5.85
2017,"SL_TLF_UEMDIS_19ICLS","Germany","_T","FEMALE",6.78
2010,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",16.74
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",20.42
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",16.63
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",12.93
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",38.36
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",30.34
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",13.07
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",14.7
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",15.03
2011,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",17.17
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",20.43
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",20.06
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",20.86
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",20.38
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",20.03
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",19.76
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",29.78
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",32.88
2012,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",35.69
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",36.96
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",22.38
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",22.62
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",38.2
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",22.88
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",22.18
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",23.15
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",37.48
2013,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",22.58
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",21.15
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",21.28
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",21.75
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",33.42
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",35.27
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",21.52
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",21.98
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",21.41
2014,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",34.47
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",18.07
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",18.08
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",32.22
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",34.57
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",18.58
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",18.54
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",17.58
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",19.06
2015,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",30.25
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",16.51
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",16.14
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",16.77
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",16.25
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",16.64
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",29.41
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",30.13
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",29.78
2016,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",16.36
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",13.8
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","FEMALE",14.16
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",13.8
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",13.44
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",22.79
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",14.09
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",19.87
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",14.37
2017,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",26.76
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","BOTHSEX",12.81
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","MALE",11.43
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","MALE",27.6
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","MALE",11.87
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","_T","FEMALE",13.75
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","FEMALE",21.28
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","PD","BOTHSEX",23.84
2018,"SL_TLF_UEMDIS_19ICLS","Portugal","PWD","BOTHSEX",12.42
