Year,SeriesCode,GeoAreaName,Age,Sex,Value
2000,"IT_USE_ii99","Azerbaijan","","BOTHSEX",0.15
2001,"IT_USE_ii99","Azerbaijan","","BOTHSEX",0.31
2002,"IT_USE_ii99","Azerbaijan","","BOTHSEX",5.00
2005,"IT_USE_ii99","Azerbaijan","","BOTHSEX",8.03
2006,"IT_USE_ii99","Azerbaijan","","BOTHSEX",11.99
2007,"IT_USE_ii99","Azerbaijan","","BOTHSEX",14.54
2008,"IT_USE_ii99","Azerbaijan","","MALE",21.64
2008,"IT_USE_ii99","Azerbaijan","","FEMALE",12.63
2008,"IT_USE_ii99","Azerbaijan","","BOTHSEX",17.08
2009,"IT_USE_ii99","Azerbaijan","","BOTHSEX",27.40
2009,"IT_USE_ii99","Azerbaijan","","FEMALE",22.96
2009,"IT_USE_ii99","Azerbaijan","","MALE",32.01
2010,"IT_USE_ii99","Azerbaijan","","BOTHSEX",46.00
2010,"IT_USE_ii99","Azerbaijan","","FEMALE",36.55
2010,"IT_USE_ii99","Azerbaijan","","MALE",55.63
2011,"IT_USE_ii99","Azerbaijan","","BOTHSEX",50.00
2012,"IT_USE_ii99","Azerbaijan","","BOTHSEX",54.20
2013,"IT_USE_ii99","Azerbaijan","","BOTHSEX",73.00
2014,"IT_USE_ii99","Azerbaijan","","BOTHSEX",75.00
2014,"IT_USE_ii99","Azerbaijan","","FEMALE",71.69
2014,"IT_USE_ii99","Azerbaijan","","MALE",78.34
2015,"IT_USE_ii99","Azerbaijan","","BOTHSEX",77.00
2015,"IT_USE_ii99","Azerbaijan","","FEMALE",73.20
2015,"IT_USE_ii99","Azerbaijan","","MALE",80.83
2016,"IT_USE_ii99","Azerbaijan","","BOTHSEX",78.20
2016,"IT_USE_ii99","Azerbaijan","","FEMALE",74.71
2016,"IT_USE_ii99","Azerbaijan","","MALE",81.71
2017,"IT_USE_ii99","Azerbaijan","","FEMALE",74.98
2017,"IT_USE_ii99","Azerbaijan","","MALE",83.12
