Year,GeoAreaName,Age,Sex,Value
2017,Uzbekistan,15+,BOTHSEX,9.97
2017,Uzbekistan,25+,BOTHSEX,9.94
2017,Uzbekistan,25+,MALE,11.11
2018,Uzbekistan,15+,BOTHSEX,9.05
2018,Uzbekistan,25+,MALE,10.08
2018,Uzbekistan,25+,FEMALE,7.21
2018,Uzbekistan,15-24,BOTHSEX,9.2
2018,Uzbekistan,15-24,FEMALE,9.28
2018,Uzbekistan,25+,BOTHSEX,9.03
2018,Uzbekistan,15+,FEMALE,7.49
2018,Uzbekistan,15-24,MALE,9.16
2018,Uzbekistan,15+,MALE,9.94
2019,Uzbekistan,15-24,BOTHSEX,8.31
2019,Uzbekistan,15-24,MALE,8.27
2019,Uzbekistan,25+,BOTHSEX,8.12
2019,Uzbekistan,15+,FEMALE,6.74
2019,Uzbekistan,15+,MALE,8.95
2019,Uzbekistan,25+,MALE,9.06
2019,Uzbekistan,15+,BOTHSEX,8.15
2019,Uzbekistan,25+,FEMALE,6.48
2019,Uzbekistan,15-24,FEMALE,8.4
2020,Uzbekistan,15+,BOTHSEX,8.12
2021,Uzbekistan,15+,BOTHSEX,6.78
2022,Uzbekistan,15+,BOTHSEX,6.56
2022,Uzbekistan,15+,BOTHSEX,6.56
