Year,SeriesCode,GeoAreaName,Type of product,Value
2000,"EN_MAT_DOMCMPC","Azerbaijan","COL",0
2000,"EN_MAT_DOMCMPC","Azerbaijan","WOD",0.0142
2000,"EN_MAT_DOMCMPC","Azerbaijan","CRO",0.55605
2000,"EN_MAT_DOMCMPC","Azerbaijan","GBO",0.92122
2000,"EN_MAT_DOMCMPC","Azerbaijan","BIM",1.86562
2000,"EN_MAT_DOMCMPC","Azerbaijan","WCH",0.00174
2001,"EN_MAT_DOMCMPC","Azerbaijan","GBO",0.94458
2001,"EN_MAT_DOMCMPC","Azerbaijan","GAS",0.72132
2001,"EN_MAT_DOMCMPC","Azerbaijan","NMC",0.74433
2001,"EN_MAT_DOMCMPC","Azerbaijan","FEO",0.01997
2001,"EN_MAT_DOMCMPC","Azerbaijan","PET",0.79413
2001,"EN_MAT_DOMCMPC","Azerbaijan","NMA",0.01758
2001,"EN_MAT_DOMCMPC","Azerbaijan","COL",0
2001,"EN_MAT_DOMCMPC","Azerbaijan","ALP",4.12235
2001,"EN_MAT_DOMCMPC","Azerbaijan","NMM",0.80726
2001,"EN_MAT_DOMCMPC","Azerbaijan","FOF",1.26224
2001,"EN_MAT_DOMCMPC","Azerbaijan","BIM",2.06574
2001,"EN_MAT_DOMCMPC","Azerbaijan","CPR",0.46671
2001,"EN_MAT_DOMCMPC","Azerbaijan","WCH",0.00133
2001,"EN_MAT_DOMCMPC","Azerbaijan","CRO",0.638
2001,"EN_MAT_DOMCMPC","Azerbaijan","WOD",0.01361
2001,"EN_MAT_DOMCMPC","Azerbaijan","NFO",0.00793
2001,"EN_MAT_DOMCMPC","Azerbaijan","MEO",0.03545
2001,"EN_MAT_DOMCMPC","Azerbaijan","ONT",0
2002,"EN_MAT_DOMCMPC","Azerbaijan","FOF",1.2185
2002,"EN_MAT_DOMCMPC","Azerbaijan","CRO",0.6981
2002,"EN_MAT_DOMCMPC","Azerbaijan","WCH",0.00175
2002,"EN_MAT_DOMCMPC","Azerbaijan","COL",0
2002,"EN_MAT_DOMCMPC","Azerbaijan","ONT",0
2002,"EN_MAT_DOMCMPC","Azerbaijan","CPR",0.50831
2002,"EN_MAT_DOMCMPC","Azerbaijan","GBO",0.9782
2002,"EN_MAT_DOMCMPC","Azerbaijan","NMC",1.18923
2002,"EN_MAT_DOMCMPC","Azerbaijan","FEO",0.04032
2002,"EN_MAT_DOMCMPC","Azerbaijan","MEO",0.06647
2002,"EN_MAT_DOMCMPC","Azerbaijan","WOD",0.01908
2002,"EN_MAT_DOMCMPC","Azerbaijan","BIM",2.20447
2002,"EN_MAT_DOMCMPC","Azerbaijan","NMM",1.26291
2002,"EN_MAT_DOMCMPC","Azerbaijan","NFO",0.01577
2002,"EN_MAT_DOMCMPC","Azerbaijan","GAS",0.72934
2002,"EN_MAT_DOMCMPC","Azerbaijan","ALP",4.70913
2002,"EN_MAT_DOMCMPC","Azerbaijan","PET",0.78558
2002,"EN_MAT_DOMCMPC","Azerbaijan","NMA",0.01715
2003,"EN_MAT_DOMCMPC","Azerbaijan","WCH",0.00143
2003,"EN_MAT_DOMCMPC","Azerbaijan","NFO",0.04002
2003,"EN_MAT_DOMCMPC","Azerbaijan","NMC",1.52126
2003,"EN_MAT_DOMCMPC","Azerbaijan","WOD",0.01898
2003,"EN_MAT_DOMCMPC","Azerbaijan","NMA",0.02153
2003,"EN_MAT_DOMCMPC","Azerbaijan","CPR",0.49442
2003,"EN_MAT_DOMCMPC","Azerbaijan","NMM",1.62306
2003,"EN_MAT_DOMCMPC","Azerbaijan","ONT",0
2003,"EN_MAT_DOMCMPC","Azerbaijan","PET",0.76977
2003,"EN_MAT_DOMCMPC","Azerbaijan","CRO",0.71535
2003,"EN_MAT_DOMCMPC","Azerbaijan","MEO",0.10834
2003,"EN_MAT_DOMCMPC","Azerbaijan","ALP",5.24627
2003,"EN_MAT_DOMCMPC","Azerbaijan","FEO",0.05177
