Year,SeriesCode,GeoAreaName,Education level,Value
2021,"SE_ACS_CMPTR","Uzbekistan","LOWSEC",96.66766
2021,"SE_ACS_CMPTR","Uzbekistan","PRIMAR",96.84707
2021,"SE_ACS_CMPTR","Uzbekistan","UPPSEC",98.04401
2021,"SE_ACS_CMPTR","Uzbekistan","SECOND",96.77065
2018,"SE_ACS_CMPTR","Belarus","LOWSEC",100
2018,"SE_ACS_CMPTR","Belarus","SECOND",100
2018,"SE_ACS_CMPTR","Belarus","UPPSEC",100
2019,"SE_ACS_CMPTR","Belarus","SECOND",100
2019,"SE_ACS_CMPTR","Belarus","UPPSEC",100
2019,"SE_ACS_CMPTR","Belarus","PRIMAR",100
2019,"SE_ACS_CMPTR","Belarus","LOWSEC",100
2020,"SE_ACS_CMPTR","Belarus","PRIMAR",100
2020,"SE_ACS_CMPTR","Belarus","UPPSEC",100
2020,"SE_ACS_CMPTR","Belarus","SECOND",100
2020,"SE_ACS_CMPTR","Belarus","LOWSEC",100
2021,"SE_ACS_CMPTR","Belarus","PRIMAR",100
2021,"SE_ACS_CMPTR","Belarus","UPPSEC",100
2021,"SE_ACS_CMPTR","Belarus","SECOND",100
2021,"SE_ACS_CMPTR","Belarus","LOWSEC",100
2015,"SE_ACS_CMPTR","Canada","SECOND",89.46864
2015,"SE_ACS_CMPTR","Canada","PRIMAR",78.09993
2018,"SE_ACS_CMPTR","Canada","SECOND",100
2019,"SE_ACS_CMPTR","Canada","PRIMAR",85.77631
2013,"SE_ACS_CMPTR","Chile","PRIMAR",98.55448
2015,"SE_ACS_CMPTR","Chile","PRIMAR",63.88128
2015,"SE_ACS_CMPTR","Chile","SECOND",84.96743
2018,"SE_ACS_CMPTR","Chile","SECOND",98.80825
2019,"SE_ACS_CMPTR","Chile","SECOND",75.10549
2019,"SE_ACS_CMPTR","Chile","PRIMAR",51.60574
2016,"SE_ACS_CMPTR","China","PRIMAR",89.41346
2016,"SE_ACS_CMPTR","China","UPPSEC",94.95821
2016,"SE_ACS_CMPTR","China","SECOND",97.30559
2016,"SE_ACS_CMPTR","China","LOWSEC",98.28642
2017,"SE_ACS_CMPTR","China","LOWSEC",98.7912
2017,"SE_ACS_CMPTR","China","SECOND",97.49719
2017,"SE_ACS_CMPTR","China","UPPSEC",94.71906
2017,"SE_ACS_CMPTR","China","PRIMAR",94.23699
2018,"SE_ACS_CMPTR","China","UPPSEC",96.15702
2018,"SE_ACS_CMPTR","China","SECOND",97.98213
2018,"SE_ACS_CMPTR","China","LOWSEC",98.83416
2018,"SE_ACS_CMPTR","China","PRIMAR",97.08219
2019,"SE_ACS_CMPTR","China","LOWSEC",98.97272
2019,"SE_ACS_CMPTR","China","SECOND",97.96176
2019,"SE_ACS_CMPTR","China","UPPSEC",95.76901
2019,"SE_ACS_CMPTR","China","PRIMAR",98.30543
2020,"SE_ACS_CMPTR","China","PRIMAR",98.57757
2020,"SE_ACS_CMPTR","China","UPPSEC",95.75327
2020,"SE_ACS_CMPTR","China","SECOND",98.02503
2020,"SE_ACS_CMPTR","China","LOWSEC",99.06706
2021,"SE_ACS_CMPTR","China","PRIMAR",98.5612
2021,"SE_ACS_CMPTR","China","LOWSEC",99.1213
2021,"SE_ACS_CMPTR","China","SECOND",98.15041
2021,"SE_ACS_CMPTR","China","UPPSEC",96.02586
2013,"SE_ACS_CMPTR","Colombia","PRIMAR",93.84506
2015,"SE_ACS_CMPTR","Colombia","SECOND",94.11025
2016,"SE_ACS_CMPTR","Colombia","SECOND",93.78343
2016,"SE_ACS_CMPTR","Colombia","LOWSEC",93.5857
2016,"SE_ACS_CMPTR","Colombia","PRIMAR",90.052
2016,"SE_ACS_CMPTR","Colombia","UPPSEC",94.0365
2017,"SE_ACS_CMPTR","Colombia","UPPSEC",96.71178
2017,"SE_ACS_CMPTR","Colombia","PRIMAR",93.35875
2017,"SE_ACS_CMPTR","Colombia","LOWSEC",96.26837
2017,"SE_ACS_CMPTR","Colombia","SECOND",96.46308
2018,"SE_ACS_CMPTR","Colombia","SECOND",94.85124
2019,"SE_ACS_CMPTR","Colombia","SECOND",95.00546
2020,"SE_ACS_CMPTR","Colombia","SECOND",93.83664
2020,"SE_ACS_CMPTR","Colombia","LOWSEC",92.81067
2020,"SE_ACS_CMPTR","Colombia","PRIMAR",81.19913
2020,"SE_ACS_CMPTR","Colombia","UPPSEC",95.12763
2021,"SE_ACS_CMPTR","Colombia","UPPSEC",96.31017
2021,"SE_ACS_CMPTR","Colombia","PRIMAR",91.4985
2021,"SE_ACS_CMPTR","Colombia","LOWSEC",95.9848
2021,"SE_ACS_CMPTR","Colombia","SECOND",96.12887
2013,"SE_ACS_CMPTR","Costa Rica","PRIMAR",72.91154
2014,"SE_ACS_CMPTR","Costa Rica","SECOND",84.28405
2015,"SE_ACS_CMPTR","Costa Rica","SECOND",81.19954
2016,"SE_ACS_CMPTR","Costa Rica","SECOND",60.5492
2016,"SE_ACS_CMPTR","Costa Rica","LOWSEC",60.53384
2016,"SE_ACS_CMPTR","Costa Rica","UPPSEC",60.56338
2017,"SE_ACS_CMPTR","Costa Rica","UPPSEC",67.62402
2017,"SE_ACS_CMPTR","Costa Rica","LOWSEC",67.64428
2017,"SE_ACS_CMPTR","Costa Rica","SECOND",67.63373
2017,"SE_ACS_CMPTR","Costa Rica","PRIMAR",80.10661
2018,"SE_ACS_CMPTR","Costa Rica","PRIMAR",63.35805
2018,"SE_ACS_CMPTR","Costa Rica","SECOND",66.78717
2018,"SE_ACS_CMPTR","Costa Rica","LOWSEC",66.85499
2018,"SE_ACS_CMPTR","Costa Rica","UPPSEC",66.72459
2019,"SE_ACS_CMPTR","Costa Rica","SECOND",87.42755
2019,"SE_ACS_CMPTR","Costa Rica","PRIMAR",95.09069
2019,"SE_ACS_CMPTR","Costa Rica","UPPSEC",87.06383
2019,"SE_ACS_CMPTR","Costa Rica","LOWSEC",87.82772
2020,"SE_ACS_CMPTR","Costa Rica","PRIMAR",96.78511
2020,"SE_ACS_CMPTR","Costa Rica","SECOND",86.76144
2020,"SE_ACS_CMPTR","Costa Rica","LOWSEC",87.20822
2020,"SE_ACS_CMPTR","Costa Rica","UPPSEC",86.35593
2015,"SE_ACS_CMPTR","Croatia","SECOND",96.6336
2015,"SE_ACS_CMPTR","Croatia","PRIMAR",13.51489
2018,"SE_ACS_CMPTR","Croatia","SECOND",100
2019,"SE_ACS_CMPTR","Croatia","PRIMAR",22.11399
2015,"SE_ACS_CMPTR","Cyprus","PRIMAR",87.88586
2019,"SE_ACS_CMPTR","Cyprus","PRIMAR",78.94219
2019,"SE_ACS_CMPTR","Cyprus","SECOND",36.14458
2015,"SE_ACS_CMPTR","Czechia","PRIMAR",67.80784
2015,"SE_ACS_CMPTR","Czechia","SECOND",100
2018,"SE_ACS_CMPTR","Czechia","SECOND",100
2019,"SE_ACS_CMPTR","Czechia","PRIMAR",61.19779
2001,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2001,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2002,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2002,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2003,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2003,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2004,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2004,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2005,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2005,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2006,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2006,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2007,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2007,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2008,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2008,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2009,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2009,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2010,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2010,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2011,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2011,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2012,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2012,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2013,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2013,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2014,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2014,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2015,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2015,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2015,"SE_ACS_CMPTR","Denmark","SECOND",100
2015,"SE_ACS_CMPTR","Denmark","UPPSEC",100
2016,"SE_ACS_CMPTR","Denmark","PRIMAR",100
2016,"SE_ACS_CMPTR","Denmark","LOWSEC",100
2018,"SE_ACS_CMPTR","Denmark","SECOND",96.49338
2000,"SE_ACS_CMPTR","Estonia","PRIMAR",99.25706
2001,"SE_ACS_CMPTR","Estonia","PRIMAR",99.21997
2002,"SE_ACS_CMPTR","Estonia","PRIMAR",99.04
2003,"SE_ACS_CMPTR","Estonia","PRIMAR",99.5122
2004,"SE_ACS_CMPTR","Estonia","PRIMAR",98.82353
2005,"SE_ACS_CMPTR","Estonia","PRIMAR",99.31624
2006,"SE_ACS_CMPTR","Estonia","PRIMAR",99.12892
2007,"SE_ACS_CMPTR","Estonia","PRIMAR",99.11348
2008,"SE_ACS_CMPTR","Estonia","PRIMAR",99.45946
2009,"SE_ACS_CMPTR","Estonia","PRIMAR",98.90511
2010,"SE_ACS_CMPTR","Estonia","PRIMAR",100
2011,"SE_ACS_CMPTR","Estonia","PRIMAR",99.62193
2012,"SE_ACS_CMPTR","Estonia","PRIMAR",99.80695
2013,"SE_ACS_CMPTR","Estonia","PRIMAR",99.23664
2015,"SE_ACS_CMPTR","Estonia","SECOND",93.34021
2018,"SE_ACS_CMPTR","Estonia","SECOND",100
2000,"SE_ACS_CMPTR","Finland","LOWSEC",100
2000,"SE_ACS_CMPTR","Finland","SECOND",100
2000,"SE_ACS_CMPTR","Finland","PRIMAR",100
2000,"SE_ACS_CMPTR","Finland","UPPSEC",100
2001,"SE_ACS_CMPTR","Finland","UPPSEC",100
2001,"SE_ACS_CMPTR","Finland","PRIMAR",100
2001,"SE_ACS_CMPTR","Finland","SECOND",100
2001,"SE_ACS_CMPTR","Finland","LOWSEC",100
2002,"SE_ACS_CMPTR","Finland","LOWSEC",100
2002,"SE_ACS_CMPTR","Finland","SECOND",100
2002,"SE_ACS_CMPTR","Finland","PRIMAR",100
2002,"SE_ACS_CMPTR","Finland","UPPSEC",100
2003,"SE_ACS_CMPTR","Finland","SECOND",100
2003,"SE_ACS_CMPTR","Finland","LOWSEC",100
2003,"SE_ACS_CMPTR","Finland","UPPSEC",100
2003,"SE_ACS_CMPTR","Finland","PRIMAR",100
2004,"SE_ACS_CMPTR","Finland","LOWSEC",100
2004,"SE_ACS_CMPTR","Finland","SECOND",100
2004,"SE_ACS_CMPTR","Finland","PRIMAR",100
2004,"SE_ACS_CMPTR","Finland","UPPSEC",100
2005,"SE_ACS_CMPTR","Finland","UPPSEC",100
2005,"SE_ACS_CMPTR","Finland","PRIMAR",100
2005,"SE_ACS_CMPTR","Finland","SECOND",100
2005,"SE_ACS_CMPTR","Finland","LOWSEC",100
2006,"SE_ACS_CMPTR","Finland","LOWSEC",100
2006,"SE_ACS_CMPTR","Finland","SECOND",100
2006,"SE_ACS_CMPTR","Finland","PRIMAR",100
2006,"SE_ACS_CMPTR","Finland","UPPSEC",100
2007,"SE_ACS_CMPTR","Finland","UPPSEC",100
2007,"SE_ACS_CMPTR","Finland","PRIMAR",100
2007,"SE_ACS_CMPTR","Finland","SECOND",100
2007,"SE_ACS_CMPTR","Finland","LOWSEC",100
2008,"SE_ACS_CMPTR","Finland","LOWSEC",100
2008,"SE_ACS_CMPTR","Finland","SECOND",100
2008,"SE_ACS_CMPTR","Finland","PRIMAR",100
2008,"SE_ACS_CMPTR","Finland","UPPSEC",100
2009,"SE_ACS_CMPTR","Finland","UPPSEC",100
2009,"SE_ACS_CMPTR","Finland","PRIMAR",100
2009,"SE_ACS_CMPTR","Finland","SECOND",100
2009,"SE_ACS_CMPTR","Finland","LOWSEC",100
2010,"SE_ACS_CMPTR","Finland","PRIMAR",100
2010,"SE_ACS_CMPTR","Finland","UPPSEC",100
2010,"SE_ACS_CMPTR","Finland","LOWSEC",100
2010,"SE_ACS_CMPTR","Finland","SECOND",100
2011,"SE_ACS_CMPTR","Finland","UPPSEC",100
2011,"SE_ACS_CMPTR","Finland","PRIMAR",100
2011,"SE_ACS_CMPTR","Finland","SECOND",100
2011,"SE_ACS_CMPTR","Finland","LOWSEC",100
2012,"SE_ACS_CMPTR","Finland","LOWSEC",100
2012,"SE_ACS_CMPTR","Finland","SECOND",100
2012,"SE_ACS_CMPTR","Finland","PRIMAR",100
2012,"SE_ACS_CMPTR","Finland","UPPSEC",100
2013,"SE_ACS_CMPTR","Finland","UPPSEC",100
2013,"SE_ACS_CMPTR","Finland","PRIMAR",100
2013,"SE_ACS_CMPTR","Finland","SECOND",100
2013,"SE_ACS_CMPTR","Finland","LOWSEC",100
2014,"SE_ACS_CMPTR","Finland","LOWSEC",100
2014,"SE_ACS_CMPTR","Finland","SECOND",100
2014,"SE_ACS_CMPTR","Finland","PRIMAR",100
2014,"SE_ACS_CMPTR","Finland","UPPSEC",100
2015,"SE_ACS_CMPTR","Finland","UPPSEC",100
2015,"SE_ACS_CMPTR","Finland","PRIMAR",100
2015,"SE_ACS_CMPTR","Finland","SECOND",100
2015,"SE_ACS_CMPTR","Finland","LOWSEC",100
2016,"SE_ACS_CMPTR","Finland","LOWSEC",100
2016,"SE_ACS_CMPTR","Finland","SECOND",100
2016,"SE_ACS_CMPTR","Finland","PRIMAR",100
2016,"SE_ACS_CMPTR","Finland","UPPSEC",100
2017,"SE_ACS_CMPTR","Finland","SECOND",100
2017,"SE_ACS_CMPTR","Finland","LOWSEC",100
2017,"SE_ACS_CMPTR","Finland","UPPSEC",100
2017,"SE_ACS_CMPTR","Finland","PRIMAR",100
2018,"SE_ACS_CMPTR","Finland","LOWSEC",100
2018,"SE_ACS_CMPTR","Finland","SECOND",100
2018,"SE_ACS_CMPTR","Finland","PRIMAR",100
2018,"SE_ACS_CMPTR","Finland","UPPSEC",100
2019,"SE_ACS_CMPTR","Finland","UPPSEC",100
2019,"SE_ACS_CMPTR","Finland","PRIMAR",100
2019,"SE_ACS_CMPTR","Finland","SECOND",100
2019,"SE_ACS_CMPTR","Finland","LOWSEC",100
2005,"SE_ACS_CMPTR","France","UPPSEC",100
2005,"SE_ACS_CMPTR","France","LOWSEC",100
2005,"SE_ACS_CMPTR","France","SECOND",100
2005,"SE_ACS_CMPTR","France","PRIMAR",96
2015,"SE_ACS_CMPTR","France","PRIMAR",99
2015,"SE_ACS_CMPTR","France","SECOND",100
2015,"SE_ACS_CMPTR","France","LOWSEC",100
2015,"SE_ACS_CMPTR","France","UPPSEC",100
2016,"SE_ACS_CMPTR","France","UPPSEC",100
2016,"SE_ACS_CMPTR","France","LOWSEC",100
2016,"SE_ACS_CMPTR","France","SECOND",100
2016,"SE_ACS_CMPTR","France","PRIMAR",99
2017,"SE_ACS_CMPTR","France","PRIMAR",99
2017,"SE_ACS_CMPTR","France","SECOND",100
2017,"SE_ACS_CMPTR","France","LOWSEC",100
2017,"SE_ACS_CMPTR","France","UPPSEC",100
2018,"SE_ACS_CMPTR","France","SECOND",100
2018,"SE_ACS_CMPTR","France","PRIMAR",99.00093
2018,"SE_ACS_CMPTR","France","UPPSEC",100
2018,"SE_ACS_CMPTR","France","LOWSEC",100
2019,"SE_ACS_CMPTR","France","PRIMAR",98.99887
2019,"SE_ACS_CMPTR","France","SECOND",100
2019,"SE_ACS_CMPTR","France","LOWSEC",100
2019,"SE_ACS_CMPTR","France","UPPSEC",100
2015,"SE_ACS_CMPTR","Georgia","PRIMAR",90.32541
2015,"SE_ACS_CMPTR","Georgia","SECOND",94.66682
2016,"SE_ACS_CMPTR","Georgia","SECOND",100
2016,"SE_ACS_CMPTR","Georgia","LOWSEC",100
2016,"SE_ACS_CMPTR","Georgia","PRIMAR",100
2016,"SE_ACS_CMPTR","Georgia","UPPSEC",100
2017,"SE_ACS_CMPTR","Georgia","PRIMAR",99.74026
2017,"SE_ACS_CMPTR","Georgia","UPPSEC",100
2017,"SE_ACS_CMPTR","Georgia","LOWSEC",100
2017,"SE_ACS_CMPTR","Georgia","SECOND",100
2018,"SE_ACS_CMPTR","Georgia","UPPSEC",100
2018,"SE_ACS_CMPTR","Georgia","PRIMAR",100
2018,"SE_ACS_CMPTR","Georgia","SECOND",100
2018,"SE_ACS_CMPTR","Georgia","LOWSEC",100
2019,"SE_ACS_CMPTR","Georgia","PRIMAR",100
2019,"SE_ACS_CMPTR","Georgia","UPPSEC",100
2019,"SE_ACS_CMPTR","Georgia","LOWSEC",100
2019,"SE_ACS_CMPTR","Georgia","SECOND",100
2020,"SE_ACS_CMPTR","Georgia","SECOND",100
2020,"SE_ACS_CMPTR","Georgia","LOWSEC",100
2020,"SE_ACS_CMPTR","Georgia","UPPSEC",100
2020,"SE_ACS_CMPTR","Georgia","PRIMAR",100
2021,"SE_ACS_CMPTR","Georgia","PRIMAR",100
2021,"SE_ACS_CMPTR","Georgia","UPPSEC",100
2021,"SE_ACS_CMPTR","Georgia","LOWSEC",100
2021,"SE_ACS_CMPTR","Georgia","SECOND",100
2015,"SE_ACS_CMPTR","Germany","PRIMAR",78.14476
2015,"SE_ACS_CMPTR","Germany","SECOND",98.18117
2018,"SE_ACS_CMPTR","Germany","SECOND",98.90785
2019,"SE_ACS_CMPTR","Germany","PRIMAR",73.46467
2015,"SE_ACS_CMPTR","Greece","SECOND",100
2018,"SE_ACS_CMPTR","Greece","SECOND",99.84674
2002,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2002,"SE_ACS_CMPTR","Hungary","SECOND",100
2002,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2002,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2003,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2003,"SE_ACS_CMPTR","Hungary","SECOND",100
2003,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2003,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2004,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2004,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2004,"SE_ACS_CMPTR","Hungary","SECOND",100
2004,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2005,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2005,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2005,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2005,"SE_ACS_CMPTR","Hungary","SECOND",100
2006,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2006,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2006,"SE_ACS_CMPTR","Hungary","SECOND",100
2006,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2007,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2007,"SE_ACS_CMPTR","Hungary","SECOND",100
2007,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2007,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2008,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2008,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2008,"SE_ACS_CMPTR","Hungary","SECOND",100
2008,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2009,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2009,"SE_ACS_CMPTR","Hungary","SECOND",100
2009,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2009,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2010,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2010,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2010,"SE_ACS_CMPTR","Hungary","SECOND",100
2010,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2011,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2011,"SE_ACS_CMPTR","Hungary","SECOND",100
2011,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2011,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2012,"SE_ACS_CMPTR","Hungary","SECOND",100
2012,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2012,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2012,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2013,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2013,"SE_ACS_CMPTR","Hungary","SECOND",100
2013,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2013,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2014,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2014,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2014,"SE_ACS_CMPTR","Hungary","SECOND",100
2014,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2015,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2015,"SE_ACS_CMPTR","Hungary","SECOND",100
2015,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2015,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2016,"SE_ACS_CMPTR","Hungary","PRIMAR",100
2016,"SE_ACS_CMPTR","Hungary","LOWSEC",100
2016,"SE_ACS_CMPTR","Hungary","SECOND",100
2016,"SE_ACS_CMPTR","Hungary","UPPSEC",100
2018,"SE_ACS_CMPTR","Hungary","SECOND",97.08022
2015,"SE_ACS_CMPTR","Iceland","SECOND",100
2018,"SE_ACS_CMPTR","Iceland","SECOND",100
2016,"SE_ACS_CMPTR","India","SECOND",48.13025
2016,"SE_ACS_CMPTR","India","LOWSEC",36.28736
2016,"SE_ACS_CMPTR","India","PRIMAR",10.18754
2016,"SE_ACS_CMPTR","India","UPPSEC",68.10339
2019,"SE_ACS_CMPTR","India","SECOND",50.81088
2019,"SE_ACS_CMPTR","India","UPPSEC",69.88962
2019,"SE_ACS_CMPTR","India","PRIMAR",16.75762
2019,"SE_ACS_CMPTR","India","LOWSEC",38.72948
2020,"SE_ACS_CMPTR","India","SECOND",56.59175
2020,"SE_ACS_CMPTR","India","LOWSEC",43.05106
2020,"SE_ACS_CMPTR","India","PRIMAR",18.90897
2020,"SE_ACS_CMPTR","India","UPPSEC",77.65327
2021,"SE_ACS_CMPTR","India","UPPSEC",78.67882
2021,"SE_ACS_CMPTR","India","PRIMAR",22.14841
2021,"SE_ACS_CMPTR","India","LOWSEC",45.36674
2021,"SE_ACS_CMPTR","India","SECOND",58.58762
2022,"SE_ACS_CMPTR","India","LOWSEC",53.87387
2022,"SE_ACS_CMPTR","India","PRIMAR",28.08537
2022,"SE_ACS_CMPTR","India","UPPSEC",88.48728
2022,"SE_ACS_CMPTR","India","SECOND",67.78517
2015,"SE_ACS_CMPTR","Ireland","PRIMAR",55.63787
2015,"SE_ACS_CMPTR","Ireland","SECOND",82.78027
2018,"SE_ACS_CMPTR","Ireland","SECOND",99.23738
2019,"SE_ACS_CMPTR","Ireland","SECOND",63.6716
2019,"SE_ACS_CMPTR","Ireland","PRIMAR",67.16599
2014,"SE_ACS_CMPTR","Israel","LOWSEC",85
2014,"SE_ACS_CMPTR","Israel","PRIMAR",85
2014,"SE_ACS_CMPTR","Israel","UPPSEC",85
2014,"SE_ACS_CMPTR","Israel","SECOND",85
2015,"SE_ACS_CMPTR","Israel","UPPSEC",85
2015,"SE_ACS_CMPTR","Israel","PRIMAR",85
2015,"SE_ACS_CMPTR","Israel","LOWSEC",85
2015,"SE_ACS_CMPTR","Israel","SECOND",85
2016,"SE_ACS_CMPTR","Israel","SECOND",85
2016,"SE_ACS_CMPTR","Israel","LOWSEC",85
2016,"SE_ACS_CMPTR","Israel","PRIMAR",85
2016,"SE_ACS_CMPTR","Israel","UPPSEC",85
2018,"SE_ACS_CMPTR","Israel","SECOND",98.43172
2019,"SE_ACS_CMPTR","Israel","SECOND",75.69763
2015,"SE_ACS_CMPTR","Italy","SECOND",78.80847
2015,"SE_ACS_CMPTR","Italy","PRIMAR",59.12776
2018,"SE_ACS_CMPTR","Italy","SECOND",99.14704
2019,"SE_ACS_CMPTR","Italy","SECOND",42.9319
2019,"SE_ACS_CMPTR","Italy","PRIMAR",42.76524
2015,"SE_ACS_CMPTR","Japan","PRIMAR",81.43132
2015,"SE_ACS_CMPTR","Japan","SECOND",91.60077
2018,"SE_ACS_CMPTR","Japan","SECOND",100
2019,"SE_ACS_CMPTR","Japan","SECOND",86.02068
2019,"SE_ACS_CMPTR","Japan","PRIMAR",86.40041
2015,"SE_ACS_CMPTR","Kazakhstan","PRIMAR",59.03318
2015,"SE_ACS_CMPTR","Kazakhstan","SECOND",94.17188
2018,"SE_ACS_CMPTR","Kazakhstan","SECOND",100
2019,"SE_ACS_CMPTR","Kazakhstan","SECOND",93.9105
2019,"SE_ACS_CMPTR","Kazakhstan","PRIMAR",70.06499
2000,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2000,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2000,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2000,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2001,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2001,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2001,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2001,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2002,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2002,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2002,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2002,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2003,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2003,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2003,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2003,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2004,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2004,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2004,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2004,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2005,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2005,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2005,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2005,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2006,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2006,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2006,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2006,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2007,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2007,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2007,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2007,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2008,"SE_ACS_CMPTR","Republic of Korea","LOWSEC",100
2008,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
2008,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2008,"SE_ACS_CMPTR","Republic of Korea","UPPSEC",100
2009,"SE_ACS_CMPTR","Republic of Korea","PRIMAR",100
2009,"SE_ACS_CMPTR","Republic of Korea","SECOND",100
