Year,SeriesCode,GeoAreaName,Education level,Value
2016,"SE_ACS_CMPTR","Armenia","SECOND",72.06775
2016,"SE_ACS_CMPTR","Armenia","PRIMAR",20.01955
2018,"SE_ACS_CMPTR","Armenia","SECOND",100
2018,"SE_ACS_CMPTR","Armenia","UPPSEC",100
2018,"SE_ACS_CMPTR","Armenia","PRIMAR",100
2018,"SE_ACS_CMPTR","Armenia","LOWSEC",100
2019,"SE_ACS_CMPTR","Armenia","UPPSEC",100
2019,"SE_ACS_CMPTR","Armenia","SECOND",100
2019,"SE_ACS_CMPTR","Armenia","LOWSEC",100
2019,"SE_ACS_CMPTR","Armenia","PRIMAR",100
2020,"SE_ACS_CMPTR","Armenia","PRIMAR",100
2015,"SE_ACS_CMPTR","Switzerland","UPPSEC",100
2015,"SE_ACS_CMPTR","Switzerland","LOWSEC",100
2016,"SE_ACS_CMPTR","Switzerland","LOWSEC",100
2016,"SE_ACS_CMPTR","Switzerland","UPPSEC",100
2016,"SE_ACS_CMPTR","Switzerland","SECOND",100
2016,"SE_ACS_CMPTR","Switzerland","PRIMAR",100
2018,"SE_ACS_CMPTR","Switzerland","SECOND",96.42166
2015,"SE_ACS_CMPTR","United Arab Emirates","PRIMAR",77.46521
2015,"SE_ACS_CMPTR","United Arab Emirates","SECOND",78.88203
2016,"SE_ACS_CMPTR","United Arab Emirates","LOWSEC",100
2020,"SE_ACS_CMPTR","Armenia","LOWSEC",100
2020,"SE_ACS_CMPTR","Armenia","SECOND",100
2020,"SE_ACS_CMPTR","Armenia","UPPSEC",100
2021,"SE_ACS_CMPTR","Armenia","UPPSEC",100
2021,"SE_ACS_CMPTR","Armenia","SECOND",100
2021,"SE_ACS_CMPTR","Armenia","LOWSEC",100
2021,"SE_ACS_CMPTR","Armenia","PRIMAR",100
2010,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2010,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2010,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2010,"SE_ACS_CMPTR","Belgium","SECOND",100
2012,"SE_ACS_CMPTR","Belgium","SECOND",100
2012,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2012,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2012,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2013,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2013,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2013,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2013,"SE_ACS_CMPTR","Belgium","SECOND",100
2014,"SE_ACS_CMPTR","Belgium","SECOND",100
2014,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2014,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2016,"SE_ACS_CMPTR","United Arab Emirates","SECOND",100
2016,"SE_ACS_CMPTR","United Arab Emirates","UPPSEC",100
2016,"SE_ACS_CMPTR","United Arab Emirates","PRIMAR",100
2017,"SE_ACS_CMPTR","United Arab Emirates","LOWSEC",100
2017,"SE_ACS_CMPTR","United Arab Emirates","PRIMAR",100
2017,"SE_ACS_CMPTR","United Arab Emirates","UPPSEC",100
2017,"SE_ACS_CMPTR","United Arab Emirates","SECOND",100
2018,"SE_ACS_CMPTR","United Arab Emirates","SECOND",96.11061
2019,"SE_ACS_CMPTR","United Arab Emirates","SECOND",100
2019,"SE_ACS_CMPTR","United Arab Emirates","UPPSEC",100
2014,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2015,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2015,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2015,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2015,"SE_ACS_CMPTR","Belgium","SECOND",100
2016,"SE_ACS_CMPTR","Belgium","SECOND",100
2016,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2016,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2016,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2017,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2017,"SE_ACS_CMPTR","Belgium","SECOND",100
2019,"SE_ACS_CMPTR","United Arab Emirates","PRIMAR",100
2019,"SE_ACS_CMPTR","United Arab Emirates","LOWSEC",100
2020,"SE_ACS_CMPTR","United Arab Emirates","LOWSEC",100
2020,"SE_ACS_CMPTR","United Arab Emirates","PRIMAR",100
2020,"SE_ACS_CMPTR","United Arab Emirates","UPPSEC",100
2020,"SE_ACS_CMPTR","United Arab Emirates","SECOND",100
2022,"SE_ACS_CMPTR","United Arab Emirates","SECOND",100
2022,"SE_ACS_CMPTR","United Arab Emirates","UPPSEC",100
2022,"SE_ACS_CMPTR","United Arab Emirates","PRIMAR",100
2022,"SE_ACS_CMPTR","United Arab Emirates","LOWSEC",100
2017,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2017,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2018,"SE_ACS_CMPTR","Belgium","SECOND",100
2018,"SE_ACS_CMPTR","Belgium","PRIMAR",100
2018,"SE_ACS_CMPTR","Belgium","LOWSEC",100
2018,"SE_ACS_CMPTR","Belgium","UPPSEC",100
2019,"SE_ACS_CMPTR","Belgium","PRIMAR",96.81515
2018,"SE_ACS_CMPTR","Bosnia and Herzegovina","SECOND",100
2019,"SE_ACS_CMPTR","Bosnia and Herzegovina","PRIMAR",27.8542
2015,"SE_ACS_CMPTR","Bulgaria","PRIMAR",43.30516
2015,"SE_ACS_CMPTR","Bulgaria","SECOND",92.34822
2015,"SE_ACS_CMPTR","Türkiye","SECOND",60.40193
2015,"SE_ACS_CMPTR","Türkiye","PRIMAR",35.10472
2018,"SE_ACS_CMPTR","Türkiye","SECOND",80.2673
2019,"SE_ACS_CMPTR","Türkiye","SECOND",20.08841
2019,"SE_ACS_CMPTR","Türkiye","PRIMAR",94.27895
2019,"SE_ACS_CMPTR","Turkmenistan","PRIMAR",99.19528
2019,"SE_ACS_CMPTR","Turkmenistan","LOWSEC",99.19528
2019,"SE_ACS_CMPTR","Turkmenistan","SECOND",99.19528
2019,"SE_ACS_CMPTR","Turkmenistan","UPPSEC",99.19528
2020,"SE_ACS_CMPTR","Turkmenistan","UPPSEC",97.64454
2020,"SE_ACS_CMPTR","Turkmenistan","SECOND",97.64454
2018,"SE_ACS_CMPTR","Bulgaria","SECOND",99.57648
2019,"SE_ACS_CMPTR","Bulgaria","PRIMAR",36.05221
2016,"SE_ACS_CMPTR","Belarus","PRIMAR",100
2016,"SE_ACS_CMPTR","Belarus","LOWSEC",100
2016,"SE_ACS_CMPTR","Belarus","SECOND",100
2016,"SE_ACS_CMPTR","Belarus","UPPSEC",100
2017,"SE_ACS_CMPTR","Belarus","UPPSEC",100
2017,"SE_ACS_CMPTR","Belarus","SECOND",100
2017,"SE_ACS_CMPTR","Belarus","LOWSEC",100
2017,"SE_ACS_CMPTR","Belarus","PRIMAR",99.9678
2018,"SE_ACS_CMPTR","Belarus","PRIMAR",100
2020,"SE_ACS_CMPTR","Turkmenistan","LOWSEC",97.64454
2020,"SE_ACS_CMPTR","Turkmenistan","PRIMAR",97.64454
2021,"SE_ACS_CMPTR","Turkmenistan","UPPSEC",99.35726
2021,"SE_ACS_CMPTR","Turkmenistan","PRIMAR",99.35726
2021,"SE_ACS_CMPTR","Turkmenistan","LOWSEC",99.35726
2021,"SE_ACS_CMPTR","Turkmenistan","SECOND",99.35726
2016,"SE_ACS_CMPTR","Ukraine","PRIMAR",69.14213
2016,"SE_ACS_CMPTR","Ukraine","SECOND",99.14407
2016,"SE_ACS_CMPTR","Ukraine","UPPSEC",99.85156
2016,"SE_ACS_CMPTR","Ukraine","LOWSEC",97.45913
2017,"SE_ACS_CMPTR","Ukraine","UPPSEC",99.89591
2017,"SE_ACS_CMPTR","Ukraine","SECOND",99.35236
2017,"SE_ACS_CMPTR","Ukraine","PRIMAR",77.8626
2017,"SE_ACS_CMPTR","Ukraine","LOWSEC",98.00235
2018,"SE_ACS_CMPTR","Ukraine","LOWSEC",99.04499
2018,"SE_ACS_CMPTR","Ukraine","PRIMAR",81.51383
2018,"SE_ACS_CMPTR","Ukraine","SECOND",99.67951
2018,"SE_ACS_CMPTR","Ukraine","UPPSEC",99.92288
2019,"SE_ACS_CMPTR","Ukraine","LOWSEC",99.29616
2019,"SE_ACS_CMPTR","Ukraine","UPPSEC",99.8527
2019,"SE_ACS_CMPTR","Ukraine","SECOND",99.70455
2019,"SE_ACS_CMPTR","Ukraine","PRIMAR",94.25759
2020,"SE_ACS_CMPTR","Ukraine","LOWSEC",99.80458
2020,"SE_ACS_CMPTR","Ukraine","PRIMAR",96.85817
2020,"SE_ACS_CMPTR","Ukraine","SECOND",99.83171
2020,"SE_ACS_CMPTR","Ukraine","UPPSEC",99.84135
2021,"SE_ACS_CMPTR","Ukraine","UPPSEC",99.89925
2021,"SE_ACS_CMPTR","Ukraine","SECOND",99.85146
2021,"SE_ACS_CMPTR","Ukraine","PRIMAR",98.93411
2021,"SE_ACS_CMPTR","Ukraine","LOWSEC",99.71735
2015,"SE_ACS_CMPTR","North Macedonia","SECOND",100
2018,"SE_ACS_CMPTR","North Macedonia","SECOND",98.9481
2019,"SE_ACS_CMPTR","North Macedonia","PRIMAR",81.54477
2015,"SE_ACS_CMPTR","United Kingdom of Great Britain and Northern Ireland","SECOND",100
2018,"SE_ACS_CMPTR","United Kingdom of Great Britain and Northern Ireland","SECOND",100
2017,"SE_ACS_CMPTR","Uzbekistan","UPPSEC",100
2017,"SE_ACS_CMPTR","Uzbekistan","PRIMAR",97.05234
2017,"SE_ACS_CMPTR","Uzbekistan","LOWSEC",95.58839
2017,"SE_ACS_CMPTR","Uzbekistan","SECOND",96.20276
2018,"SE_ACS_CMPTR","Uzbekistan","LOWSEC",95.21162
2018,"SE_ACS_CMPTR","Uzbekistan","PRIMAR",96.68687
2018,"SE_ACS_CMPTR","Uzbekistan","UPPSEC",99.93573
2018,"SE_ACS_CMPTR","Uzbekistan","SECOND",95.86403
2019,"SE_ACS_CMPTR","Uzbekistan","UPPSEC",99.67469
2020,"SE_ACS_CMPTR","Uzbekistan","PRIMAR",96.17492
2020,"SE_ACS_CMPTR","Uzbekistan","LOWSEC",96.12942
