Year,SeriesCode,GeoAreaName,Education level,Value
2014,"SE_ACS_INTNT","Australia","PRIMAR",100
2014,"SE_ACS_INTNT","Australia","UPPSEC",100
2014,"SE_ACS_INTNT","Australia","SECOND",100
2004,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2004,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2004,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2004,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2005,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2005,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2005,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2005,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2006,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2006,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2014,"SE_ACS_INTNT","Australia","LOWSEC",100
2015,"SE_ACS_INTNT","Australia","LOWSEC",100
2015,"SE_ACS_INTNT","Australia","SECOND",100
2015,"SE_ACS_INTNT","Australia","UPPSEC",100
2015,"SE_ACS_INTNT","Australia","PRIMAR",100
2016,"SE_ACS_INTNT","Australia","PRIMAR",100
2016,"SE_ACS_INTNT","Australia","UPPSEC",100
2016,"SE_ACS_INTNT","Australia","SECOND",100
2016,"SE_ACS_INTNT","Australia","LOWSEC",100
2018,"SE_ACS_INTNT","Australia","SECOND",99.68149
2015,"SE_ACS_INTNT","Austria","SECOND",99.84105
2006,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2006,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2007,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2007,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2007,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2007,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2008,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2008,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2008,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2008,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2009,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2009,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2009,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2009,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2010,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2010,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2010,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2010,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2011,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2011,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2018,"SE_ACS_INTNT","Austria","SECOND",98.47268
2018,"SE_ACS_INTNT","Armenia","UPPSEC",100
2018,"SE_ACS_INTNT","Armenia","PRIMAR",100
2018,"SE_ACS_INTNT","Armenia","SECOND",100
2018,"SE_ACS_INTNT","Armenia","LOWSEC",100
2019,"SE_ACS_INTNT","Armenia","LOWSEC",100
2019,"SE_ACS_INTNT","Armenia","SECOND",100
2019,"SE_ACS_INTNT","Armenia","PRIMAR",100
2019,"SE_ACS_INTNT","Armenia","UPPSEC",100
2020,"SE_ACS_INTNT","Armenia","UPPSEC",100
2020,"SE_ACS_INTNT","Armenia","PRIMAR",100
2011,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2011,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2012,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2012,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2012,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2012,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2013,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2013,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2013,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2013,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2014,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2014,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2014,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2014,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2015,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2015,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2015,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2015,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2016,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2016,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2020,"SE_ACS_INTNT","Armenia","SECOND",100
2020,"SE_ACS_INTNT","Armenia","LOWSEC",100
2021,"SE_ACS_INTNT","Armenia","PRIMAR",100
2021,"SE_ACS_INTNT","Armenia","UPPSEC",100
2021,"SE_ACS_INTNT","Armenia","LOWSEC",100
2021,"SE_ACS_INTNT","Armenia","SECOND",100
2012,"SE_ACS_INTNT","Belgium","LOWSEC",100
2012,"SE_ACS_INTNT","Belgium","PRIMAR",100
2012,"SE_ACS_INTNT","Belgium","UPPSEC",100
2012,"SE_ACS_INTNT","Belgium","SECOND",100
2013,"SE_ACS_INTNT","Belgium","SECOND",100
2013,"SE_ACS_INTNT","Belgium","UPPSEC",100
2013,"SE_ACS_INTNT","Belgium","PRIMAR",100
2013,"SE_ACS_INTNT","Belgium","LOWSEC",100
2014,"SE_ACS_INTNT","Belgium","LOWSEC",100
2014,"SE_ACS_INTNT","Belgium","PRIMAR",100
2014,"SE_ACS_INTNT","Belgium","UPPSEC",100
2014,"SE_ACS_INTNT","Belgium","SECOND",100
2015,"SE_ACS_INTNT","Belgium","SECOND",100
2015,"SE_ACS_INTNT","Belgium","UPPSEC",100
2015,"SE_ACS_INTNT","Belgium","PRIMAR",100
2015,"SE_ACS_INTNT","Belgium","LOWSEC",100
2016,"SE_ACS_INTNT","Belgium","LOWSEC",100
2016,"SE_ACS_INTNT","Belgium","PRIMAR",100
2016,"SE_ACS_INTNT","Belgium","UPPSEC",100
2016,"SE_ACS_INTNT","Belgium","SECOND",100
2017,"SE_ACS_INTNT","Belgium","PRIMAR",100
2017,"SE_ACS_INTNT","Belgium","LOWSEC",100
2017,"SE_ACS_INTNT","Belgium","SECOND",100
2017,"SE_ACS_INTNT","Belgium","UPPSEC",100
2018,"SE_ACS_INTNT","Belgium","LOWSEC",100
2018,"SE_ACS_INTNT","Belgium","PRIMAR",100
2018,"SE_ACS_INTNT","Belgium","UPPSEC",100
2016,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2016,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2017,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2017,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2017,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2017,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2018,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2018,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2018,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2018,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2019,"SE_ACS_INTNT","Netherlands (Kingdom of the)","PRIMAR",100
2019,"SE_ACS_INTNT","Netherlands (Kingdom of the)","SECOND",100
2019,"SE_ACS_INTNT","Netherlands (Kingdom of the)","LOWSEC",100
2019,"SE_ACS_INTNT","Netherlands (Kingdom of the)","UPPSEC",100
2015,"SE_ACS_INTNT","New Zealand","SECOND",100
2018,"SE_ACS_INTNT","New Zealand","SECOND",100
2000,"SE_ACS_INTNT","Norway","LOWSEC",100
2000,"SE_ACS_INTNT","Norway","PRIMAR",100
2001,"SE_ACS_INTNT","Norway","PRIMAR",100
2001,"SE_ACS_INTNT","Norway","LOWSEC",100
2018,"SE_ACS_INTNT","Belgium","SECOND",100
2018,"SE_ACS_INTNT","Bosnia and Herzegovina","SECOND",93.5772
2015,"SE_ACS_INTNT","Bulgaria","SECOND",90.59462
2018,"SE_ACS_INTNT","Bulgaria","SECOND",99.57258
2016,"SE_ACS_INTNT","Belarus","LOWSEC",85.48993
2016,"SE_ACS_INTNT","Belarus","PRIMAR",80.93287
2016,"SE_ACS_INTNT","Belarus","UPPSEC",86.57611
2016,"SE_ACS_INTNT","Belarus","SECOND",85.99043
2017,"SE_ACS_INTNT","Belarus","SECOND",89.30381
2017,"SE_ACS_INTNT","Belarus","UPPSEC",89.84153
2017,"SE_ACS_INTNT","Belarus","PRIMAR",84.77141
2017,"SE_ACS_INTNT","Belarus","LOWSEC",88.8424
2018,"SE_ACS_INTNT","Belarus","LOWSEC",90.74874
2018,"SE_ACS_INTNT","Belarus","PRIMAR",87.00696
2018,"SE_ACS_INTNT","Belarus","UPPSEC",92.01505
2018,"SE_ACS_INTNT","Belarus","SECOND",91.33462
2019,"SE_ACS_INTNT","Belarus","SECOND",99.42824
2019,"SE_ACS_INTNT","Belarus","UPPSEC",99.36521
2019,"SE_ACS_INTNT","Belarus","PRIMAR",99.4929
2019,"SE_ACS_INTNT","Belarus","LOWSEC",99.47989
2002,"SE_ACS_INTNT","Norway","LOWSEC",100
2002,"SE_ACS_INTNT","Norway","PRIMAR",100
2003,"SE_ACS_INTNT","Norway","PRIMAR",100
2003,"SE_ACS_INTNT","Norway","LOWSEC",100
2004,"SE_ACS_INTNT","Norway","LOWSEC",100
2004,"SE_ACS_INTNT","Norway","PRIMAR",100
2005,"SE_ACS_INTNT","Norway","PRIMAR",100
2005,"SE_ACS_INTNT","Norway","LOWSEC",100
2006,"SE_ACS_INTNT","Norway","LOWSEC",100
2006,"SE_ACS_INTNT","Norway","PRIMAR",100
2007,"SE_ACS_INTNT","Norway","PRIMAR",100
2020,"SE_ACS_INTNT","Belarus","UPPSEC",99.52484
2020,"SE_ACS_INTNT","Belarus","SECOND",99.57364
2020,"SE_ACS_INTNT","Belarus","LOWSEC",99.61336
2020,"SE_ACS_INTNT","Belarus","PRIMAR",99.58749
2021,"SE_ACS_INTNT","Belarus","SECOND",99.82619
2021,"SE_ACS_INTNT","Belarus","UPPSEC",99.91361
2021,"SE_ACS_INTNT","Belarus","PRIMAR",99.62406
2021,"SE_ACS_INTNT","Belarus","LOWSEC",99.7555
2015,"SE_ACS_INTNT","Canada","SECOND",98.07066
2018,"SE_ACS_INTNT","Canada","SECOND",98.97206
2013,"SE_ACS_INTNT","Chile","PRIMAR",34.35356
2015,"SE_ACS_INTNT","Chile","SECOND",93.97994
2018,"SE_ACS_INTNT","Chile","SECOND",96.91096
2016,"SE_ACS_INTNT","China","PRIMAR",85.60399
2016,"SE_ACS_INTNT","China","UPPSEC",95.96748
2016,"SE_ACS_INTNT","China","SECOND",96.9274
2016,"SE_ACS_INTNT","China","LOWSEC",97.3285
2017,"SE_ACS_INTNT","China","LOWSEC",98.39019
2017,"SE_ACS_INTNT","China","SECOND",97.95665
2017,"SE_ACS_INTNT","China","UPPSEC",97.02587
2017,"SE_ACS_INTNT","China","PRIMAR",92.51603
2007,"SE_ACS_INTNT","Norway","LOWSEC",100
2008,"SE_ACS_INTNT","Norway","LOWSEC",100
2008,"SE_ACS_INTNT","Norway","UPPSEC",100
2008,"SE_ACS_INTNT","Norway","SECOND",100
2008,"SE_ACS_INTNT","Norway","PRIMAR",100
2009,"SE_ACS_INTNT","Norway","PRIMAR",100
2009,"SE_ACS_INTNT","Norway","SECOND",100
2009,"SE_ACS_INTNT","Norway","UPPSEC",100
2009,"SE_ACS_INTNT","Norway","LOWSEC",100
2010,"SE_ACS_INTNT","Norway","PRIMAR",100
2010,"SE_ACS_INTNT","Norway","SECOND",100
2018,"SE_ACS_INTNT","China","UPPSEC",96.97433
2018,"SE_ACS_INTNT","China","SECOND",98.10956
2018,"SE_ACS_INTNT","China","LOWSEC",98.63953
2018,"SE_ACS_INTNT","China","PRIMAR",96.2499
2019,"SE_ACS_INTNT","China","LOWSEC",98.9631
2019,"SE_ACS_INTNT","China","SECOND",98.39364
2019,"SE_ACS_INTNT","China","PRIMAR",97.81782
2019,"SE_ACS_INTNT","China","UPPSEC",97.15847
2020,"SE_ACS_INTNT","China","PRIMAR",98.42895
2020,"SE_ACS_INTNT","China","UPPSEC",97.06347
2010,"SE_ACS_INTNT","Norway","LOWSEC",100
2010,"SE_ACS_INTNT","Norway","UPPSEC",100
2011,"SE_ACS_INTNT","Norway","SECOND",100
2011,"SE_ACS_INTNT","Norway","PRIMAR",100
2011,"SE_ACS_INTNT","Norway","UPPSEC",100
2011,"SE_ACS_INTNT","Norway","LOWSEC",100
2012,"SE_ACS_INTNT","Norway","LOWSEC",100
2012,"SE_ACS_INTNT","Norway","UPPSEC",100
2012,"SE_ACS_INTNT","Norway","PRIMAR",100
2012,"SE_ACS_INTNT","Norway","SECOND",100
2013,"SE_ACS_INTNT","Norway","SECOND",100
2020,"SE_ACS_INTNT","China","SECOND",98.44226
2020,"SE_ACS_INTNT","China","LOWSEC",99.07469
2021,"SE_ACS_INTNT","China","PRIMAR",98.5612
2021,"SE_ACS_INTNT","China","LOWSEC",99.18379
2021,"SE_ACS_INTNT","China","SECOND",98.56374
2021,"SE_ACS_INTNT","China","UPPSEC",97.20691
2013,"SE_ACS_INTNT","Colombia","PRIMAR",50.53887
2015,"SE_ACS_INTNT","Colombia","SECOND",85.26393
2016,"SE_ACS_INTNT","Colombia","SECOND",78.9264
2016,"SE_ACS_INTNT","Colombia","LOWSEC",76.1041
2016,"SE_ACS_INTNT","Colombia","PRIMAR",44.08196
2016,"SE_ACS_INTNT","Colombia","UPPSEC",82.53848
2017,"SE_ACS_INTNT","Colombia","UPPSEC",72.8639
2017,"SE_ACS_INTNT","Colombia","PRIMAR",39.3848
2017,"SE_ACS_INTNT","Colombia","LOWSEC",67.51398
2017,"SE_ACS_INTNT","Colombia","SECOND",69.86326
2018,"SE_ACS_INTNT","Colombia","SECOND",68.90789
2019,"SE_ACS_INTNT","Colombia","SECOND",76.88837
2020,"SE_ACS_INTNT","Colombia","SECOND",72.78027
2020,"SE_ACS_INTNT","Colombia","LOWSEC",68.94616
2013,"SE_ACS_INTNT","Norway","PRIMAR",100
2013,"SE_ACS_INTNT","Norway","UPPSEC",100
2013,"SE_ACS_INTNT","Norway","LOWSEC",100
2014,"SE_ACS_INTNT","Norway","LOWSEC",100
2014,"SE_ACS_INTNT","Norway","UPPSEC",100
2014,"SE_ACS_INTNT","Norway","PRIMAR",100
2014,"SE_ACS_INTNT","Norway","SECOND",100
2015,"SE_ACS_INTNT","Norway","SECOND",100
2015,"SE_ACS_INTNT","Norway","PRIMAR",100
2015,"SE_ACS_INTNT","Norway","UPPSEC",100
2015,"SE_ACS_INTNT","Norway","LOWSEC",100
2016,"SE_ACS_INTNT","Norway","LOWSEC",100
2016,"SE_ACS_INTNT","Norway","UPPSEC",100
2016,"SE_ACS_INTNT","Norway","PRIMAR",100
2016,"SE_ACS_INTNT","Norway","SECOND",100
2017,"SE_ACS_INTNT","Norway","UPPSEC",100
2017,"SE_ACS_INTNT","Norway","LOWSEC",100
2017,"SE_ACS_INTNT","Norway","SECOND",100
2017,"SE_ACS_INTNT","Norway","PRIMAR",100
2018,"SE_ACS_INTNT","Norway","LOWSEC",100
2018,"SE_ACS_INTNT","Norway","UPPSEC",100
2018,"SE_ACS_INTNT","Norway","PRIMAR",100
2020,"SE_ACS_INTNT","Colombia","PRIMAR",35.20513
2020,"SE_ACS_INTNT","Colombia","UPPSEC",77.60475
2021,"SE_ACS_INTNT","Colombia","UPPSEC",78.41887
2021,"SE_ACS_INTNT","Colombia","PRIMAR",38.1838
2021,"SE_ACS_INTNT","Colombia","LOWSEC",70.53198
2021,"SE_ACS_INTNT","Colombia","SECOND",74.02428
2013,"SE_ACS_INTNT","Costa Rica","PRIMAR",16.27975
2014,"SE_ACS_INTNT","Costa Rica","SECOND",71.01281
2015,"SE_ACS_INTNT","Costa Rica","SECOND",70.01153
2016,"SE_ACS_INTNT","Costa Rica","LOWSEC",50.90562
2018,"SE_ACS_INTNT","Norway","SECOND",100
2019,"SE_ACS_INTNT","Norway","PRIMAR",100
2019,"SE_ACS_INTNT","Norway","SECOND",100
2019,"SE_ACS_INTNT","Norway","UPPSEC",100
2019,"SE_ACS_INTNT","Norway","LOWSEC",100
2020,"SE_ACS_INTNT","Norway","LOWSEC",100
2020,"SE_ACS_INTNT","Norway","PRIMAR",100
2000,"SE_ACS_INTNT","Poland","PRIMAR",100
2000,"SE_ACS_INTNT","Poland","UPPSEC",100
2000,"SE_ACS_INTNT","Poland","LOWSEC",100
2000,"SE_ACS_INTNT","Poland","SECOND",100
2001,"SE_ACS_INTNT","Poland","LOWSEC",100
2001,"SE_ACS_INTNT","Poland","UPPSEC",100
2001,"SE_ACS_INTNT","Poland","PRIMAR",100
2001,"SE_ACS_INTNT","Poland","SECOND",100
2002,"SE_ACS_INTNT","Poland","PRIMAR",100
2002,"SE_ACS_INTNT","Poland","SECOND",100
2002,"SE_ACS_INTNT","Poland","UPPSEC",100
2002,"SE_ACS_INTNT","Poland","LOWSEC",100
2003,"SE_ACS_INTNT","Poland","SECOND",100
2003,"SE_ACS_INTNT","Poland","LOWSEC",100
2003,"SE_ACS_INTNT","Poland","UPPSEC",100
2003,"SE_ACS_INTNT","Poland","PRIMAR",100
2004,"SE_ACS_INTNT","Poland","PRIMAR",100
2004,"SE_ACS_INTNT","Poland","SECOND",100
2004,"SE_ACS_INTNT","Poland","UPPSEC",100
2004,"SE_ACS_INTNT","Poland","LOWSEC",100
2005,"SE_ACS_INTNT","Poland","LOWSEC",100
2005,"SE_ACS_INTNT","Poland","UPPSEC",100
2005,"SE_ACS_INTNT","Poland","SECOND",100
2005,"SE_ACS_INTNT","Poland","PRIMAR",100
2006,"SE_ACS_INTNT","Poland","PRIMAR",100
2006,"SE_ACS_INTNT","Poland","SECOND",100
2006,"SE_ACS_INTNT","Poland","UPPSEC",100
2006,"SE_ACS_INTNT","Poland","LOWSEC",100
2007,"SE_ACS_INTNT","Poland","UPPSEC",100
2007,"SE_ACS_INTNT","Poland","SECOND",100
2007,"SE_ACS_INTNT","Poland","PRIMAR",100
2007,"SE_ACS_INTNT","Poland","LOWSEC",100
2008,"SE_ACS_INTNT","Poland","PRIMAR",100
2008,"SE_ACS_INTNT","Poland","SECOND",100
2008,"SE_ACS_INTNT","Poland","UPPSEC",100
2008,"SE_ACS_INTNT","Poland","LOWSEC",100
2009,"SE_ACS_INTNT","Poland","LOWSEC",100
2009,"SE_ACS_INTNT","Poland","UPPSEC",100
2009,"SE_ACS_INTNT","Poland","SECOND",100
2009,"SE_ACS_INTNT","Poland","PRIMAR",100
2010,"SE_ACS_INTNT","Poland","LOWSEC",100
2010,"SE_ACS_INTNT","Poland","PRIMAR",100
2010,"SE_ACS_INTNT","Poland","SECOND",100
2010,"SE_ACS_INTNT","Poland","UPPSEC",100
2011,"SE_ACS_INTNT","Poland","LOWSEC",100
2011,"SE_ACS_INTNT","Poland","UPPSEC",100
2011,"SE_ACS_INTNT","Poland","SECOND",100
2011,"SE_ACS_INTNT","Poland","PRIMAR",100
2012,"SE_ACS_INTNT","Poland","PRIMAR",100
2012,"SE_ACS_INTNT","Poland","SECOND",100
