Year,SeriesCode,GeoAreaName,Age,Sex,Value
2006,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.57
2006,"SL_TLF_NEET","Switzerland","15-24","MALE",8.46
2007,"SL_TLF_NEET","Switzerland","15-24","FEMALE",7.85
2007,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",7.86
2007,"SL_TLF_NEET","Switzerland","15-24","MALE",7.86
2005,"SL_TLF_NEET","Austria","15-24","MALE",13.49
2006,"SL_TLF_NEET","Austria","15-24","MALE",12.95
2006,"SL_TLF_NEET","Austria","15-24","FEMALE",9.43
2006,"SL_TLF_NEET","Austria","15-24","BOTHSEX",11.22
2007,"SL_TLF_NEET","Austria","15-24","MALE",12.18
2007,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.71
2007,"SL_TLF_NEET","Austria","15-24","FEMALE",9.18
2008,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.37
2008,"SL_TLF_NEET","Austria","15-24","FEMALE",9.21
2008,"SL_TLF_NEET","Austria","15-24","MALE",11.48
2008,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.03
2008,"SL_TLF_NEET","Switzerland","15-24","MALE",8.13
2008,"SL_TLF_NEET","Switzerland","15-24","FEMALE",7.92
2009,"SL_TLF_NEET","Switzerland","15-24","FEMALE",8.13
2009,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.44
2009,"SL_TLF_NEET","Switzerland","15-24","MALE",8.73
2010,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.45
2010,"SL_TLF_NEET","Switzerland","15-24","MALE",8.15
2010,"SL_TLF_NEET","Switzerland","15-24","FEMALE",8.76
2011,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",7.91
2011,"SL_TLF_NEET","Switzerland","15-24","FEMALE",7.39
2011,"SL_TLF_NEET","Switzerland","15-24","MALE",8.4
2012,"SL_TLF_NEET","Switzerland","15-24","FEMALE",7.97
2012,"SL_TLF_NEET","Switzerland","15-24","MALE",9.6
2012,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",8.8
2013,"SL_TLF_NEET","Switzerland","15-24","BOTHSEX",9.58
2013,"SL_TLF_NEET","Switzerland","15-24","FEMALE",8.88
2013,"SL_TLF_NEET","Switzerland","15-24","MALE",10.26
2018,"SL_TLF_NEET","Latvia","15-24","FEMALE",7.57
2018,"SL_TLF_NEET","Latvia","15-24","BOTHSEX",7.84
2019,"SL_TLF_NEET","Latvia","15-24","BOTHSEX",7.86
2019,"SL_TLF_NEET","Latvia","15-24","MALE",8.81
2019,"SL_TLF_NEET","Latvia","15-24","FEMALE",6.86
2020,"SL_TLF_NEET","Latvia","15-24","MALE",6.94
2020,"SL_TLF_NEET","Latvia","15-24","BOTHSEX",7.06
2020,"SL_TLF_NEET","Latvia","15-24","FEMALE",7.19
2021,"SL_TLF_NEET","Latvia","15-24","FEMALE",9.09
2009,"SL_TLF_NEET","Austria","15-24","BOTHSEX",11.73
2009,"SL_TLF_NEET","Austria","15-24","FEMALE",10.1
2009,"SL_TLF_NEET","Austria","15-24","MALE",13.3
2010,"SL_TLF_NEET","Austria","15-24","FEMALE",8.88
2010,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.79
2010,"SL_TLF_NEET","Austria","15-24","MALE",12.64
2011,"SL_TLF_NEET","Austria","15-24","MALE",12.53
2011,"SL_TLF_NEET","Austria","15-24","BOTHSEX",10.56
2011,"SL_TLF_NEET","Austria","15-24","FEMALE",8.52
2012,"SL_TLF_NEET","Austria","15-24","FEMALE",8.32
2021,"SL_TLF_NEET","Latvia","15-24","MALE",8.18
2021,"SL_TLF_NEET","Latvia","15-24","BOTHSEX",8.63
2004,"SL_TLF_NEET","Lithuania","15-24","BOTHSEX",9.88
2004,"SL_TLF_NEET","Lithuania","15-24","FEMALE",10.43
2004,"SL_TLF_NEET","Lithuania","15-24","MALE",9.34
2005,"SL_TLF_NEET","Lithuania","15-24","BOTHSEX",8.77
2005,"SL_TLF_NEET","Lithuania","15-24","MALE",8.23
2005,"SL_TLF_NEET","Lithuania","15-24","FEMALE",9.32
2008,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",25.54
2008,"SL_TLF_NEET","Colombia","15-24","FEMALE",35.2
2008,"SL_TLF_NEET","Colombia","15-24","MALE",15.76
2009,"SL_TLF_NEET","Colombia","15-24","FEMALE",34.51
2009,"SL_TLF_NEET","Colombia","15-24","MALE",15.42
2009,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",24.96
2010,"SL_TLF_NEET","Colombia","15-24","FEMALE",32.05
2010,"SL_TLF_NEET","Colombia","15-24","BOTHSEX",23.44
