Year,SeriesCode,GeoAreaName,Age,Value
2004,"FB_ATM_TOTL","Albania","15+",4.22749947497184
2005,"FB_ATM_TOTL","Albania","15+",9.2617022737705
2006,"FB_ATM_TOTL","Albania","15+",13.8733493408139
2007,"FB_ATM_TOTL","Albania","15+",19.3656908833215
2008,"FB_ATM_TOTL","Albania","15+",28.6294519466689
2009,"FB_ATM_TOTL","Albania","15+",32.9408145583286
2010,"FB_ATM_TOTL","Albania","15+",34.1316570011953
2011,"FB_ATM_TOTL","Albania","15+",35.2851655027676
2012,"FB_ATM_TOTL","Albania","15+",35.7375327901634
2013,"FB_ATM_TOTL","Albania","15+",35.4274459268134
2014,"FB_ATM_TOTL","Albania","15+",34.7500439195993
2015,"FB_ATM_TOTL","Albania","15+",35.2552720716783
2016,"FB_ATM_TOTL","Albania","15+",34.0807381206262
2017,"FB_ATM_TOTL","Albania","15+",31.7140757427229
2018,"FB_ATM_TOTL","Albania","15+",30.6381247603086
2019,"FB_ATM_TOTL","Albania","15+",29.9884542330379
2020,"FB_ATM_TOTL","Albania","15+",31.4213565595914
2021,"FB_ATM_TOTL","Albania","15+",35.2553655063563
2006,"FB_ATM_TOTL","Azerbaijan","15+",17.0693937235839
2007,"FB_ATM_TOTL","Azerbaijan","15+",20.3601284682366
2008,"FB_ATM_TOTL","Azerbaijan","15+",22.7078555690454
2009,"FB_ATM_TOTL","Azerbaijan","15+",24.6713927773114
2010,"FB_ATM_TOTL","Azerbaijan","15+",27.0798490570359
2011,"FB_ATM_TOTL","Azerbaijan","15+",30.0302669031527
2012,"FB_ATM_TOTL","Azerbaijan","15+",31.3896736307297
2013,"FB_ATM_TOTL","Azerbaijan","15+",33.2417150309373
2014,"FB_ATM_TOTL","Azerbaijan","15+",35.4097071476015
2015,"FB_ATM_TOTL","Azerbaijan","15+",36.1991631194219
2016,"FB_ATM_TOTL","Azerbaijan","15+",32.7195026635595
2017,"FB_ATM_TOTL","Azerbaijan","15+",32.1592367717524
2018,"FB_ATM_TOTL","Azerbaijan","15+",32.8480564702991
2019,"FB_ATM_TOTL","Azerbaijan","15+",34.4913002308063
2020,"FB_ATM_TOTL","Azerbaijan","15+",35.1697878180145
2021,"FB_ATM_TOTL","Azerbaijan","15+",37.4261130278909
2004,"FB_ATM_TOTL","Australia","15+",139.582871250655
2005,"FB_ATM_TOTL","Australia","15+",146.462975997793
2006,"FB_ATM_TOTL","Australia","15+",154.73061269345
2007,"FB_ATM_TOTL","Australia","15+",155.2816306126
2008,"FB_ATM_TOTL","Australia","15+",157.84107494429
2009,"FB_ATM_TOTL","Australia","15+",154.322052283173
2010,"FB_ATM_TOTL","Australia","15+",168.6904342736
2011,"FB_ATM_TOTL","Australia","15+",170.51088801668
2012,"FB_ATM_TOTL","Australia","15+",164.698238652434
2013,"FB_ATM_TOTL","Australia","15+",161.165433742033
2014,"FB_ATM_TOTL","Australia","15+",165.228531476287
2015,"FB_ATM_TOTL","Australia","15+",163.895584934237
2016,"FB_ATM_TOTL","Australia","15+",167.697192496322
2017,"FB_ATM_TOTL","Australia","15+",160.32438731656
2018,"FB_ATM_TOTL","Australia","15+",146.173368450606
2019,"FB_ATM_TOTL","Australia","15+",136.537779326662
2020,"FB_ATM_TOTL","Australia","15+",129.660804884625
2021,"FB_ATM_TOTL","Australia","15+",123.58655968834
2004,"FB_ATM_TOTL","Austria","15+",116.155650908178
2005,"FB_ATM_TOTL","Austria","15+",106.787971708347
2006,"FB_ATM_TOTL","Austria","15+",108.336124527106
2007,"FB_ATM_TOTL","Austria","15+",108.6163244601
2008,"FB_ATM_TOTL","Austria","15+",110.156303475869
2009,"FB_ATM_TOTL","Austria","15+",112.338574062372
2010,"FB_ATM_TOTL","Austria","15+",112.918308777036
2011,"FB_ATM_TOTL","Austria","15+",113.801661395515
2012,"FB_ATM_TOTL","Austria","15+",115.627210779941
2013,"FB_ATM_TOTL","Austria","15+",117.272602619716
2014,"FB_ATM_TOTL","Austria","15+",186.367141359818
2015,"FB_ATM_TOTL","Austria","15+",183.270747601299
2016,"FB_ATM_TOTL","Austria","15+",162.923202587141
2017,"FB_ATM_TOTL","Austria","15+",165.03677445544
2018,"FB_ATM_TOTL","Austria","15+",169.405219396587
2019,"FB_ATM_TOTL","Austria","15+",171.909130251312
2020,"FB_ATM_TOTL","Austria","15+",167.956235463688
2021,"FB_ATM_TOTL","Austria","15+",168.714569646651
2004,"FB_ATM_TOTL","Armenia","15+",3.04158271969759
2005,"FB_ATM_TOTL","Armenia","15+",4.95421620882875
2006,"FB_ATM_TOTL","Armenia","15+",7.69496475706141
2007,"FB_ATM_TOTL","Armenia","15+",14.4808135646665
2008,"FB_ATM_TOTL","Armenia","15+",23.1137087062639
2009,"FB_ATM_TOTL","Armenia","15+",30.2390435157928
2010,"FB_ATM_TOTL","Armenia","15+",34.0472320118203
2011,"FB_ATM_TOTL","Armenia","15+",43.5412640861815
2012,"FB_ATM_TOTL","Armenia","15+",50.3973638301997
2013,"FB_ATM_TOTL","Armenia","15+",53.9140528374902
2014,"FB_ATM_TOTL","Armenia","15+",59.4316330544431
2015,"FB_ATM_TOTL","Armenia","15+",60.5618393691304
2016,"FB_ATM_TOTL","Armenia","15+",61.1632028162409
2017,"FB_ATM_TOTL","Armenia","15+",63.7366859484728
2018,"FB_ATM_TOTL","Armenia","15+",64.1141659011669
2019,"FB_ATM_TOTL","Armenia","15+",65.5422081579567
2020,"FB_ATM_TOTL","Armenia","15+",65.5179219437296
2021,"FB_ATM_TOTL","Armenia","15+",67.1213450130712
2004,"FB_ATM_TOTL","Belgium","15+",83.8936191350251
2005,"FB_ATM_TOTL","Belgium","15+",83.5797665548929
2006,"FB_ATM_TOTL","Belgium","15+",83.1152244837233
2007,"FB_ATM_TOTL","Belgium","15+",86.7100806934628
2008,"FB_ATM_TOTL","Belgium","15+",87.6043745958559
2009,"FB_ATM_TOTL","Belgium","15+",87.3722026847804
2010,"FB_ATM_TOTL","Belgium","15+",91.7612326349321
2011,"FB_ATM_TOTL","Belgium","15+",93.3186343944266
2012,"FB_ATM_TOTL","Belgium","15+",94.2266069143014
2013,"FB_ATM_TOTL","Belgium","15+",93.9530370775135
2014,"FB_ATM_TOTL","Belgium","15+",90.9294782902378
2015,"FB_ATM_TOTL","Belgium","15+",90.0170715030297
2016,"FB_ATM_TOTL","Belgium","15+",88.3423792016069
2017,"FB_ATM_TOTL","Belgium","15+",87.4514900131734
2018,"FB_ATM_TOTL","Belgium","15+",80.9654064381108
2019,"FB_ATM_TOTL","Belgium","15+",75.1902107697568
2020,"FB_ATM_TOTL","Belgium","15+",67.1657514597823
2006,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",15.7603655636012
2007,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",20.8960947272613
2008,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",28.7131322266827
2009,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",43.2366406757552
2010,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",35.1658769290389
2011,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",38.9598813700784
2012,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",42.1918744495998
2013,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",45.6266763968
2014,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",48.3100461520167
2015,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",51.9150066364511
2016,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",52.4819228932257
2017,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",53.8931403032093
2018,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",55.8396955995355
2019,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",58.2395256745753
2020,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",58.0168024076795
2021,"FB_ATM_TOTL","Bosnia and Herzegovina","15+",58.1898454430524
2004,"FB_ATM_TOTL","Bulgaria","15+",26.3926806306481
2005,"FB_ATM_TOTL","Bulgaria","15+",34.4462802022763
2006,"FB_ATM_TOTL","Bulgaria","15+",54.8527911415328
2007,"FB_ATM_TOTL","Bulgaria","15+",67.5951572165371
2008,"FB_ATM_TOTL","Bulgaria","15+",80.0081009936202
2009,"FB_ATM_TOTL","Bulgaria","15+",87.8237764720413
2010,"FB_ATM_TOTL","Bulgaria","15+",90.5514918799868
2011,"FB_ATM_TOTL","Bulgaria","15+",93.863339391236
2012,"FB_ATM_TOTL","Bulgaria","15+",93.1154584046705
2013,"FB_ATM_TOTL","Bulgaria","15+",93.7376050769605
2014,"FB_ATM_TOTL","Bulgaria","15+",90.4797570276103
2015,"FB_ATM_TOTL","Bulgaria","15+",91.2662608654954
2016,"FB_ATM_TOTL","Bulgaria","15+",94.1648262690884
2017,"FB_ATM_TOTL","Bulgaria","15+",94.7662188245652
2018,"FB_ATM_TOTL","Bulgaria","15+",93.4046702335117
2019,"FB_ATM_TOTL","Bulgaria","15+",94.3316333251783
2020,"FB_ATM_TOTL","Bulgaria","15+",91.2757613159125
2021,"FB_ATM_TOTL","Bulgaria","15+",89.1766548766636
2004,"FB_ATM_TOTL","Belarus","15+",10.857921465768
2005,"FB_ATM_TOTL","Belarus","15+",15.3987050865993
2006,"FB_ATM_TOTL","Belarus","15+",18.9524902121819
2007,"FB_ATM_TOTL","Belarus","15+",25.6743266461461
2008,"FB_ATM_TOTL","Belarus","15+",30.2475002945184
2009,"FB_ATM_TOTL","Belarus","15+",33.3797758352174
2010,"FB_ATM_TOTL","Belarus","15+",37.949977642594
2011,"FB_ATM_TOTL","Belarus","15+",41.2762871898788
2012,"FB_ATM_TOTL","Belarus","15+",46.2603431115024
2013,"FB_ATM_TOTL","Belarus","15+",51.3004694093343
2014,"FB_ATM_TOTL","Belarus","15+",54.9200052729248
2015,"FB_ATM_TOTL","Belarus","15+",55.7156648113291
2016,"FB_ATM_TOTL","Belarus","15+",55.4797161300507
2017,"FB_ATM_TOTL","Belarus","15+",55.8983127949766
2018,"FB_ATM_TOTL","Belarus","15+",54.1491516654146
2019,"FB_ATM_TOTL","Belarus","15+",54.9457720802285
2020,"FB_ATM_TOTL","Belarus","15+",55.9719637786035
2021,"FB_ATM_TOTL","Belarus","15+",57.3001445511666
2004,"FB_ATM_TOTL","Canada","15+",185.084533375546
2005,"FB_ATM_TOTL","Canada","15+",198.362251272539
2006,"FB_ATM_TOTL","Canada","15+",206.49751848005
2007,"FB_ATM_TOTL","Canada","15+",212.014940740318
2008,"FB_ATM_TOTL","Canada","15+",217.776306810748
2009,"FB_ATM_TOTL","Canada","15+",216.257193495033
2010,"FB_ATM_TOTL","Canada","15+",218.223367891089
2011,"FB_ATM_TOTL","Canada","15+",207.647873245049
2012,"FB_ATM_TOTL","Canada","15+",203.393736340183
2013,"FB_ATM_TOTL","Canada","15+",221.005731120619
2014,"FB_ATM_TOTL","Canada","15+",221.854392355235
2015,"FB_ATM_TOTL","Canada","15+",221.491441274378
2016,"FB_ATM_TOTL","Canada","15+",223.887762659478
2017,"FB_ATM_TOTL","Canada","15+",228.417211315583
2018,"FB_ATM_TOTL","Canada","15+",219.964479092647
2019,"FB_ATM_TOTL","Canada","15+",214.075938556603
2020,"FB_ATM_TOTL","Canada","15+",210.055711350647
2021,"FB_ATM_TOTL","Canada","15+",212.436735193848
2004,"FB_ATM_TOTL","Chile","15+",33.4138321907406
2005,"FB_ATM_TOTL","Chile","15+",39.4708187036887
2006,"FB_ATM_TOTL","Chile","15+",43.4493532597611
2007,"FB_ATM_TOTL","Chile","15+",48.948482276478
2008,"FB_ATM_TOTL","Chile","15+",54.8709176437762
2009,"FB_ATM_TOTL","Chile","15+",57.8098138160104
2010,"FB_ATM_TOTL","Chile","15+",61.6781434397434
2011,"FB_ATM_TOTL","Chile","15+",64.6379968225891
2012,"FB_ATM_TOTL","Chile","15+",67.5420470811497
2013,"FB_ATM_TOTL","Chile","15+",63.8723107690836
2014,"FB_ATM_TOTL","Chile","15+",56.6288865778089
2015,"FB_ATM_TOTL","Chile","15+",55.8794209530033
2016,"FB_ATM_TOTL","Chile","15+",53.2290828825398
2017,"FB_ATM_TOTL","Chile","15+",51.5980397619016
2018,"FB_ATM_TOTL","Chile","15+",49.6891930330003
2019,"FB_ATM_TOTL","Chile","15+",49.6150280183994
2020,"FB_ATM_TOTL","Chile","15+",49.4672634174851
2021,"FB_ATM_TOTL","Chile","15+",48.7938559845999
2006,"FB_ATM_TOTL","China","15+",9.62064476520813
2007,"FB_ATM_TOTL","China","15+",11.9959426599808
2008,"FB_ATM_TOTL","China","15+",15.6203831013178
2009,"FB_ATM_TOTL","China","15+",19.8934001303742
2010,"FB_ATM_TOTL","China","15+",24.9137521108575
2011,"FB_ATM_TOTL","China","15+",30.453225465926
2012,"FB_ATM_TOTL","China","15+",37.5927065497709
2013,"FB_ATM_TOTL","China","15+",46.6538269861188
2014,"FB_ATM_TOTL","China","15+",54.7490772006829
2015,"FB_ATM_TOTL","China","15+",76.6497345038831
2016,"FB_ATM_TOTL","China","15+",81.2060836900404
2017,"FB_ATM_TOTL","China","15+",83.8356971535305
2018,"FB_ATM_TOTL","China","15+",96.424568995458
2019,"FB_ATM_TOTL","China","15+",94.8662368085071
2020,"FB_ATM_TOTL","China","15+",87.3172098845634
2021,"FB_ATM_TOTL","China","15+",81.4366391658882
2007,"FB_ATM_TOTL","Colombia","15+",25.3124987791724
2008,"FB_ATM_TOTL","Colombia","15+",27.2330534784583
2009,"FB_ATM_TOTL","Colombia","15+",28.6661946803945
2010,"FB_ATM_TOTL","Colombia","15+",34.9516649424433
2011,"FB_ATM_TOTL","Colombia","15+",32.5052616194444
2012,"FB_ATM_TOTL","Colombia","15+",36.0541245774664
2013,"FB_ATM_TOTL","Colombia","15+",39.5166586014627
2014,"FB_ATM_TOTL","Colombia","15+",40.968473816419
2015,"FB_ATM_TOTL","Colombia","15+",41.3144042334368
2016,"FB_ATM_TOTL","Colombia","15+",41.6140706117564
2017,"FB_ATM_TOTL","Colombia","15+",42.0159357786595
2018,"FB_ATM_TOTL","Colombia","15+",42.3373317020385
2019,"FB_ATM_TOTL","Colombia","15+",42.4339883076379
2020,"FB_ATM_TOTL","Colombia","15+",41.148881416162
2021,"FB_ATM_TOTL","Colombia","15+",40.0195817766417
2004,"FB_ATM_TOTL","Costa Rica","15+",25.4747095125136
2005,"FB_ATM_TOTL","Costa Rica","15+",28.0410286555517
2006,"FB_ATM_TOTL","Costa Rica","15+",30.9968356219278
2007,"FB_ATM_TOTL","Costa Rica","15+",35.5623691171227
2008,"FB_ATM_TOTL","Costa Rica","15+",37.9080982640436
2009,"FB_ATM_TOTL","Costa Rica","15+",41.4917231521459
2010,"FB_ATM_TOTL","Costa Rica","15+",43.2646544224905
2011,"FB_ATM_TOTL","Costa Rica","15+",51.7781559664618
2012,"FB_ATM_TOTL","Costa Rica","15+",53.6989950020127
2013,"FB_ATM_TOTL","Costa Rica","15+",71.3806534079406
2014,"FB_ATM_TOTL","Costa Rica","15+",78.7988344877309
2015,"FB_ATM_TOTL","Costa Rica","15+",60.5982881977216
2016,"FB_ATM_TOTL","Costa Rica","15+",63.2574009461448
2017,"FB_ATM_TOTL","Costa Rica","15+",64.2471376663657
2018,"FB_ATM_TOTL","Costa Rica","15+",74.3391405490266
2019,"FB_ATM_TOTL","Costa Rica","15+",70.514037037818
2020,"FB_ATM_TOTL","Costa Rica","15+",66.8218653044759
2021,"FB_ATM_TOTL","Costa Rica","15+",64.8280268759457
2005,"FB_ATM_TOTL","Croatia","15+",63.5165889251517
2006,"FB_ATM_TOTL","Croatia","15+",72.4512442355859
2007,"FB_ATM_TOTL","Croatia","15+",82.1313229121162
2008,"FB_ATM_TOTL","Croatia","15+",91.744479271842
2009,"FB_ATM_TOTL","Croatia","15+",99.0082404220319
2010,"FB_ATM_TOTL","Croatia","15+",104.45744763155
2011,"FB_ATM_TOTL","Croatia","15+",109.794012621754
2012,"FB_ATM_TOTL","Croatia","15+",112.8675971586
2013,"FB_ATM_TOTL","Croatia","15+",113.903869333504
2014,"FB_ATM_TOTL","Croatia","15+",116.768085086376
2015,"FB_ATM_TOTL","Croatia","15+",122.983254179218
2016,"FB_ATM_TOTL","Croatia","15+",127.410182960015
2017,"FB_ATM_TOTL","Croatia","15+",140.010144430623
2018,"FB_ATM_TOTL","Croatia","15+",147.312238419192
2019,"FB_ATM_TOTL","Croatia","15+",156.797845944245
2020,"FB_ATM_TOTL","Croatia","15+",141.540361552365
2021,"FB_ATM_TOTL","Croatia","15+",140.697924075898
2004,"FB_ATM_TOTL","Cyprus","15+",55.4212576017416
2005,"FB_ATM_TOTL","Cyprus","15+",57.1670445367767
2006,"FB_ATM_TOTL","Cyprus","15+",64.4601167893629
2007,"FB_ATM_TOTL","Cyprus","15+",63.4783336588632
2008,"FB_ATM_TOTL","Cyprus","15+",66.1875838006457
2009,"FB_ATM_TOTL","Cyprus","15+",69.8587004721869
2010,"FB_ATM_TOTL","Cyprus","15+",71.7595529904919
2011,"FB_ATM_TOTL","Cyprus","15+",69.9262213618132
2012,"FB_ATM_TOTL","Cyprus","15+",63.8869957433556
2013,"FB_ATM_TOTL","Cyprus","15+",52.8987121644865
2014,"FB_ATM_TOTL","Cyprus","15+",53.3500706103876
2015,"FB_ATM_TOTL","Cyprus","15+",51.2006235282412
2016,"FB_ATM_TOTL","Cyprus","15+",50.0644567029831
2017,"FB_ATM_TOTL","Cyprus","15+",48.5186521599974
2018,"FB_ATM_TOTL","Cyprus","15+",42.1377692851029
2019,"FB_ATM_TOTL","Cyprus","15+",40.7682052073118
2020,"FB_ATM_TOTL","Cyprus","15+",40.7063040165208
2021,"FB_ATM_TOTL","Cyprus","15+",39.2880106579806
2004,"FB_ATM_TOTL","Czechia","15+",31.7281907051169
2005,"FB_ATM_TOTL","Czechia","15+",34.5127228482495
2006,"FB_ATM_TOTL","Czechia","15+",37.5277783909768
2007,"FB_ATM_TOTL","Czechia","15+",38.100763751771
2008,"FB_ATM_TOTL","Czechia","15+",38.2707895445911
2009,"FB_ATM_TOTL","Czechia","15+",39.8855253050941
2010,"FB_ATM_TOTL","Czechia","15+",41.6578534293698
2011,"FB_ATM_TOTL","Czechia","15+",43.7858771574142
2012,"FB_ATM_TOTL","Czechia","15+",45.703752638735
2013,"FB_ATM_TOTL","Czechia","15+",49.0464211721771
2014,"FB_ATM_TOTL","Czechia","15+",49.5883452876001
2015,"FB_ATM_TOTL","Czechia","15+",50.8595293979921
2016,"FB_ATM_TOTL","Czechia","15+",52.636313654391
2017,"FB_ATM_TOTL","Czechia","15+",55.6420453962343
2018,"FB_ATM_TOTL","Czechia","15+",57.1041190636485
2019,"FB_ATM_TOTL","Czechia","15+",57.9835059996529
2020,"FB_ATM_TOTL","Czechia","15+",57.177089529691
2021,"FB_ATM_TOTL","Czechia","15+",59.0055746229641
2004,"FB_ATM_TOTL","Denmark","15+",67.0234112798374
2005,"FB_ATM_TOTL","Denmark","15+",68.1351250532696
2006,"FB_ATM_TOTL","Denmark","15+",69.8901738755413
2007,"FB_ATM_TOTL","Denmark","15+",70.3923299546663
2008,"FB_ATM_TOTL","Denmark","15+",68.7299779074252
2009,"FB_ATM_TOTL","Denmark","15+",65.1774093240864
2010,"FB_ATM_TOTL","Denmark","15+",63.1386222291449
2011,"FB_ATM_TOTL","Denmark","15+",61.0471675097146
2012,"FB_ATM_TOTL","Denmark","15+",58.708363924166
2013,"FB_ATM_TOTL","Denmark","15+",56.1321281827853
2014,"FB_ATM_TOTL","Denmark","15+",53.9911943949964
2015,"FB_ATM_TOTL","Denmark","15+",51.8174730042391
2016,"FB_ATM_TOTL","Denmark","15+",49.6513000916623
2017,"FB_ATM_TOTL","Denmark","15+",49.1666696093275
2018,"FB_ATM_TOTL","Denmark","15+",46.8171758292797
2019,"FB_ATM_TOTL","Denmark","15+",44.8074298865557
2020,"FB_ATM_TOTL","Denmark","15+",42.5649586743002
2021,"FB_ATM_TOTL","Denmark","15+",41.0329285172531
2004,"FB_ATM_TOTL","Estonia","15+",67.6614668380641
2005,"FB_ATM_TOTL","Estonia","15+",73.1663817440743
2006,"FB_ATM_TOTL","Estonia","15+",80.1958946341259
2007,"FB_ATM_TOTL","Estonia","15+",87.6734619444571
2008,"FB_ATM_TOTL","Estonia","15+",89.4948988786764
2009,"FB_ATM_TOTL","Estonia","15+",88.6921087827229
2010,"FB_ATM_TOTL","Estonia","15+",88.6740573514068
2011,"FB_ATM_TOTL","Estonia","15+",87.8281877761316
2012,"FB_ATM_TOTL","Estonia","15+",83.5944541255295
2013,"FB_ATM_TOTL","Estonia","15+",79.571179750755
2014,"FB_ATM_TOTL","Estonia","15+",76.7099396361525
2015,"FB_ATM_TOTL","Estonia","15+",72.6052504201315
2016,"FB_ATM_TOTL","Estonia","15+",69.9564312795865
2017,"FB_ATM_TOTL","Estonia","15+",67.7733290204851
2018,"FB_ATM_TOTL","Estonia","15+",67.9183171450793
2019,"FB_ATM_TOTL","Estonia","15+",65.6796080154383
2020,"FB_ATM_TOTL","Estonia","15+",64.6765855446931
2021,"FB_ATM_TOTL","Estonia","15+",62.6065775641447
2006,"FB_ATM_TOTL","Finland","15+",38.2742860549966
2007,"FB_ATM_TOTL","Finland","15+",37.7789013722309
2008,"FB_ATM_TOTL","Finland","15+",37.3793373720516
2009,"FB_ATM_TOTL","Finland","15+",37.1467936564153
2010,"FB_ATM_TOTL","Finland","15+",36.8311620667173
2011,"FB_ATM_TOTL","Finland","15+",36.46750947133
2012,"FB_ATM_TOTL","Finland","15+",35.7291149394131
2013,"FB_ATM_TOTL","Finland","15+",36.3498901361977
2014,"FB_ATM_TOTL","Finland","15+",35.8643988331473
2015,"FB_ATM_TOTL","Finland","15+",33.7467565677933
2016,"FB_ATM_TOTL","Finland","15+",31.6897027823429
2017,"FB_ATM_TOTL","Finland","15+",32.4729870487409
2018,"FB_ATM_TOTL","Finland","15+",34.7240765633456
2019,"FB_ATM_TOTL","Finland","15+",37.7594723766062
2020,"FB_ATM_TOTL","Finland","15+",37.3365799176919
2021,"FB_ATM_TOTL","Finland","15+",36.7521928844075
2004,"FB_ATM_TOTL","France","15+",85.6076073073262
2005,"FB_ATM_TOTL","France","15+",92.8767619145271
2006,"FB_ATM_TOTL","France","15+",92.1943386321041
2007,"FB_ATM_TOTL","France","15+",99.9660462664124
2008,"FB_ATM_TOTL","France","15+",101.625822586767
2009,"FB_ATM_TOTL","France","15+",104.136810331819
2010,"FB_ATM_TOTL","France","15+",106.095196684891
2011,"FB_ATM_TOTL","France","15+",109.214154312109
2012,"FB_ATM_TOTL","France","15+",109.369436507685
2013,"FB_ATM_TOTL","France","15+",108.946543567579
2014,"FB_ATM_TOTL","France","15+",108.217375559585
2015,"FB_ATM_TOTL","France","15+",107.229109661959
2016,"FB_ATM_TOTL","France","15+",104.740725915046
2017,"FB_ATM_TOTL","France","15+",102.191118084519
2018,"FB_ATM_TOTL","France","15+",98.0876611607519
2019,"FB_ATM_TOTL","France","15+",96.242271175769
2020,"FB_ATM_TOTL","France","15+",93.5389780255674
2004,"FB_ATM_TOTL","Georgia","15+",2.14533780236643
2005,"FB_ATM_TOTL","Georgia","15+",5.8544266744135
2006,"FB_ATM_TOTL","Georgia","15+",13.8417773982463
2007,"FB_ATM_TOTL","Georgia","15+",26.5532880394093
2008,"FB_ATM_TOTL","Georgia","15+",42.3117515890713
2009,"FB_ATM_TOTL","Georgia","15+",43.6466748907874
2010,"FB_ATM_TOTL","Georgia","15+",48.281282891624
2011,"FB_ATM_TOTL","Georgia","15+",50.9634298388282
2012,"FB_ATM_TOTL","Georgia","15+",63.4158263987652
2013,"FB_ATM_TOTL","Georgia","15+",68.1118472394747
2014,"FB_ATM_TOTL","Georgia","15+",71.0239484289423
2015,"FB_ATM_TOTL","Georgia","15+",70.1288987046527
2016,"FB_ATM_TOTL","Georgia","15+",74.4200881080686
2017,"FB_ATM_TOTL","Georgia","15+",76.0343978149027
2018,"FB_ATM_TOTL","Georgia","15+",77.6213083874508
2019,"FB_ATM_TOTL","Georgia","15+",85.0767741415011
2020,"FB_ATM_TOTL","Georgia","15+",90.6744081668247
2021,"FB_ATM_TOTL","Georgia","15+",95.3927112664507
2007,"FB_ATM_TOTL","Germany","15+",107.05774173722
2008,"FB_ATM_TOTL","Germany","15+",109.875286821314
2009,"FB_ATM_TOTL","Germany","15+",112.323550004857
2010,"FB_ATM_TOTL","Germany","15+",116.688864719934
2011,"FB_ATM_TOTL","Germany","15+",121.131381099097
2012,"FB_ATM_TOTL","Germany","15+",118.646149342167
2013,"FB_ATM_TOTL","Germany","15+",118.408150136515
2014,"FB_ATM_TOTL","Germany","15+",123.510655471947
2015,"FB_ATM_TOTL","Germany","15+",122.304734556746
2016,"FB_ATM_TOTL","Germany","15+",82.5244453225783
2017,"FB_ATM_TOTL","Germany","15+",81.2255502469098
2019,"FB_ATM_TOTL","Germany","15+",81.4837423850522
2020,"FB_ATM_TOTL","Germany","15+",79.4742235359416
2005,"FB_ATM_TOTL","Greece","15+",66.5489172432461
2006,"FB_ATM_TOTL","Greece","15+",70.9861193229072
2007,"FB_ATM_TOTL","Greece","15+",76.6872388458815
2008,"FB_ATM_TOTL","Greece","15+",80.4312251465073
2009,"FB_ATM_TOTL","Greece","15+",80.2367115429298
2010,"FB_ATM_TOTL","Greece","15+",78.6067321913304
2011,"FB_ATM_TOTL","Greece","15+",74.7861809554208
2012,"FB_ATM_TOTL","Greece","15+",73.0145146424551
2013,"FB_ATM_TOTL","Greece","15+",62.2023840749906
2014,"FB_ATM_TOTL","Greece","15+",59.4584695609434
2015,"FB_ATM_TOTL","Greece","15+",58.6779622555225
2016,"FB_ATM_TOTL","Greece","15+",59.280201182115
2017,"FB_ATM_TOTL","Greece","15+",61.5584830515841
2018,"FB_ATM_TOTL","Greece","15+",62.281569946627
2019,"FB_ATM_TOTL","Greece","15+",63.3689741386342
2020,"FB_ATM_TOTL","Greece","15+",63.9659056311319
2021,"FB_ATM_TOTL","Greece","15+",64.0484281493383
2004,"FB_ATM_TOTL","Hungary","15+",38.7173241818234
2005,"FB_ATM_TOTL","Hungary","15+",41.4345337300691
2006,"FB_ATM_TOTL","Hungary","15+",44.7488935219458
2007,"FB_ATM_TOTL","Hungary","15+",50.3423301944746
2008,"FB_ATM_TOTL","Hungary","15+",54.2833598429012
2009,"FB_ATM_TOTL","Hungary","15+",55.7263259943123
2010,"FB_ATM_TOTL","Hungary","15+",56.6946557623123
2011,"FB_ATM_TOTL","Hungary","15+",57.7019999205083
2012,"FB_ATM_TOTL","Hungary","15+",56.4836501965773
2013,"FB_ATM_TOTL","Hungary","15+",57.1182393675225
2014,"FB_ATM_TOTL","Hungary","15+",57.830566867541
2015,"FB_ATM_TOTL","Hungary","15+",57.2507797910091
2016,"FB_ATM_TOTL","Hungary","15+",59.4384724348283
