Year,SeriesCode,GeoAreaName,Sex,Value
2010,"PD_AGR_LSFP","Denmark","BOTHSEX",939.78
2005,"PD_AGR_SSFP","India","MALE",5.86
2005,"PD_AGR_SSFP","India","BOTHSEX",5.97
2013,"PD_AGR_LSFP","Denmark","FEMALE",718.88
2013,"PD_AGR_LSFP","Denmark","MALE",964.09
2013,"PD_AGR_LSFP","Denmark","BOTHSEX",953.04
2012,"PD_AGR_SSFP","India","FEMALE",7.94
2012,"PD_AGR_SSFP","India","MALE",7.21
2012,"PD_AGR_SSFP","India","BOTHSEX",7.3
2016,"PD_AGR_LSFP","Denmark","MALE",1107.05
2016,"PD_AGR_LSFP","Denmark","BOTHSEX",1091.8
2016,"PD_AGR_LSFP","Denmark","FEMALE",771.05
2020,"PD_AGR_LSFP","Denmark","MALE",882.9
2020,"PD_AGR_LSFP","Denmark","BOTHSEX",869.91
2020,"PD_AGR_LSFP","Denmark","FEMALE",660.03
2010,"PD_AGR_LSFP","Estonia","BOTHSEX",376.74
2010,"PD_AGR_LSFP","Estonia","FEMALE",313.47
2010,"PD_AGR_LSFP","Estonia","MALE",385.75
2010,"PD_AGR_SSFP","Ireland","MALE",44.72
2010,"PD_AGR_SSFP","Ireland","FEMALE",36.06
2010,"PD_AGR_SSFP","Ireland","BOTHSEX",43.57
2013,"PD_AGR_SSFP","Ireland","BOTHSEX",48.64
2013,"PD_AGR_SSFP","Ireland","FEMALE",40.72
2013,"PD_AGR_SSFP","Ireland","MALE",49.77
2016,"PD_AGR_SSFP","Ireland","MALE",56.31
2016,"PD_AGR_SSFP","Ireland","FEMALE",46.79
2013,"PD_AGR_LSFP","Latvia","FEMALE",227.58
2013,"PD_AGR_LSFP","Latvia","MALE",314.61
2013,"PD_AGR_LSFP","Latvia","BOTHSEX",292.07
2016,"PD_AGR_SSFP","Ireland","BOTHSEX",55.1
2020,"PD_AGR_SSFP","Ireland","BOTHSEX",53.55
2020,"PD_AGR_SSFP","Ireland","MALE",55.41
2020,"PD_AGR_SSFP","Ireland","FEMALE",42.06
2016,"PD_AGR_LSFP","Latvia","MALE",353.26
2016,"PD_AGR_LSFP","Latvia","BOTHSEX",338.17
2016,"PD_AGR_LSFP","Latvia","FEMALE",300.27
2013,"PD_AGR_LSFP","Estonia","MALE",392.95
2013,"PD_AGR_LSFP","Estonia","FEMALE",373.47
2013,"PD_AGR_LSFP","Estonia","BOTHSEX",390.64
2010,"PD_AGR_SSFP","Italy","BOTHSEX",111.67
2010,"PD_AGR_SSFP","Italy","FEMALE",115.09
2010,"PD_AGR_SSFP","Italy","MALE",110.22
2013,"PD_AGR_SSFP","Italy","FEMALE",101.45
2013,"PD_AGR_SSFP","Italy","BOTHSEX",103.47
2013,"PD_AGR_SSFP","Italy","MALE",104.39
2016,"PD_AGR_SSFP","Italy","MALE",123.33
2016,"PD_AGR_SSFP","Italy","BOTHSEX",120.57
2016,"PD_AGR_SSFP","Italy","FEMALE",115.22
2020,"PD_AGR_LSFP","Latvia","BOTHSEX",414.38
2020,"PD_AGR_LSFP","Latvia","MALE",457.67
2020,"PD_AGR_LSFP","Latvia","FEMALE",297.18
2016,"PD_AGR_LSFP","Estonia","BOTHSEX",510.54
2016,"PD_AGR_LSFP","Estonia","FEMALE",439.25
2016,"PD_AGR_LSFP","Estonia","MALE",521.25
2020,"PD_AGR_SSFP","Italy","FEMALE",116.84
2020,"PD_AGR_SSFP","Italy","MALE",115.28
2020,"PD_AGR_SSFP","Italy","BOTHSEX",115.79
2010,"PD_AGR_SSFP","Latvia","BOTHSEX",30.43
2010,"PD_AGR_SSFP","Latvia","FEMALE",29.85
2010,"PD_AGR_SSFP","Latvia","MALE",30.94
2020,"PD_AGR_LSFP","Estonia","BOTHSEX",538.86
2020,"PD_AGR_LSFP","Estonia","FEMALE",503.69
2020,"PD_AGR_LSFP","Estonia","MALE",545.7
2013,"PD_AGR_SSFP","Latvia","MALE",32.09
2013,"PD_AGR_SSFP","Latvia","FEMALE",28.59
2013,"PD_AGR_SSFP","Latvia","BOTHSEX",30.44
2016,"PD_AGR_SSFP","Latvia","BOTHSEX",33.96
2016,"PD_AGR_SSFP","Latvia","FEMALE",32.15
2016,"PD_AGR_SSFP","Latvia","MALE",35.55
2020,"PD_AGR_SSFP","Latvia","MALE",36.79
2020,"PD_AGR_SSFP","Latvia","BOTHSEX",34.53
2020,"PD_AGR_SSFP","Latvia","FEMALE",31.96
2010,"PD_AGR_SSFP","Lithuania","MALE",53.09
2010,"PD_AGR_SSFP","Lithuania","FEMALE",49.52
2010,"PD_AGR_SSFP","Lithuania","BOTHSEX",51.43
2013,"PD_AGR_SSFP","Lithuania","MALE",48.66
2013,"PD_AGR_SSFP","Lithuania","BOTHSEX",46.59
2013,"PD_AGR_SSFP","Lithuania","FEMALE",44.21
2010,"PD_AGR_LSFP","Finland","FEMALE",292.87
2010,"PD_AGR_LSFP","Finland","BOTHSEX",322.48
2010,"PD_AGR_LSFP","Finland","MALE",325.36
2013,"PD_AGR_LSFP","Finland","MALE",363.54
2016,"PD_AGR_SSFP","Lithuania","FEMALE",39.89
2016,"PD_AGR_SSFP","Lithuania","BOTHSEX",44.13
2016,"PD_AGR_SSFP","Lithuania","MALE",47.99
2013,"PD_AGR_LSFP","Finland","FEMALE",287.69
2013,"PD_AGR_LSFP","Finland","BOTHSEX",357.03
2016,"PD_AGR_LSFP","Finland","BOTHSEX",251.97
2016,"PD_AGR_LSFP","Finland","FEMALE",259.32
2016,"PD_AGR_LSFP","Finland","MALE",250.87
2020,"PD_AGR_SSFP","Lithuania","MALE",52.83
2020,"PD_AGR_SSFP","Lithuania","FEMALE",47.56
2020,"PD_AGR_SSFP","Lithuania","BOTHSEX",50.47
2020,"PD_AGR_LSFP","Finland","FEMALE",353.99
2010,"PD_AGR_SSFP","Luxembourg","MALE",79.14
2010,"PD_AGR_SSFP","Luxembourg","BOTHSEX",77.67
2010,"PD_AGR_SSFP","Luxembourg","FEMALE",73.45
2013,"PD_AGR_SSFP","Luxembourg","BOTHSEX",96.07
2013,"PD_AGR_SSFP","Luxembourg","MALE",100.06
2013,"PD_AGR_SSFP","Luxembourg","FEMALE",84.98
2016,"PD_AGR_SSFP","Luxembourg","MALE",114.42
2016,"PD_AGR_SSFP","Luxembourg","BOTHSEX",111.33
2016,"PD_AGR_SSFP","Luxembourg","FEMALE",102.2
2020,"PD_AGR_LSFP","Finland","MALE",373.15
2020,"PD_AGR_LSFP","Finland","BOTHSEX",371.38
2020,"PD_AGR_SSFP","Luxembourg","FEMALE",45.36
2020,"PD_AGR_SSFP","Luxembourg","MALE",55.32
2020,"PD_AGR_SSFP","Luxembourg","BOTHSEX",52.52
2010,"PD_AGR_LSFP","France","MALE",427.88
2010,"PD_AGR_LSFP","France","BOTHSEX",421.4
2010,"PD_AGR_SSFP","Malta","FEMALE",47.26
2010,"PD_AGR_SSFP","Malta","BOTHSEX",52.83
2010,"PD_AGR_SSFP","Malta","MALE",53.32
2013,"PD_AGR_SSFP","Malta","BOTHSEX",56.48
2013,"PD_AGR_SSFP","Malta","MALE",59.76
2016,"PD_AGR_SSFP","Malta","MALE",46.48
2016,"PD_AGR_SSFP","Malta","BOTHSEX",46.25
2020,"PD_AGR_SSFP","Malta","MALE",66.56
2020,"PD_AGR_SSFP","Malta","BOTHSEX",65.72
2020,"PD_AGR_SSFP","Malta","FEMALE",55.15
2010,"PD_AGR_LSFP","France","FEMALE",383.51
2013,"PD_AGR_LSFP","France","FEMALE",421.74
2013,"PD_AGR_LSFP","France","BOTHSEX",493.6
2013,"PD_AGR_LSFP","France","MALE",506.65
2010,"PD_AGR_SSFP","Netherlands (Kingdom of the)","MALE",75.19
2010,"PD_AGR_SSFP","Netherlands (Kingdom of the)","FEMALE",67.17
2010,"PD_AGR_LSFP","Lithuania","FEMALE",203.27
2010,"PD_AGR_LSFP","Lithuania","BOTHSEX",232.48
2010,"PD_AGR_LSFP","Lithuania","MALE",239.59
2010,"PD_AGR_SSFP","Netherlands (Kingdom of the)","BOTHSEX",74.16
2013,"PD_AGR_SSFP","Netherlands (Kingdom of the)","FEMALE",63.74
2013,"PD_AGR_SSFP","Netherlands (Kingdom of the)","BOTHSEX",71.2
2013,"PD_AGR_SSFP","Netherlands (Kingdom of the)","MALE",72.32
2016,"PD_AGR_LSFP","France","MALE",588.67
2016,"PD_AGR_LSFP","France","FEMALE",488.4
2016,"PD_AGR_LSFP","France","BOTHSEX",573.72
2016,"PD_AGR_SSFP","Netherlands (Kingdom of the)","MALE",62.41
2016,"PD_AGR_SSFP","Netherlands (Kingdom of the)","BOTHSEX",62.24
2016,"PD_AGR_SSFP","Netherlands (Kingdom of the)","FEMALE",60.96
2020,"PD_AGR_SSFP","Netherlands (Kingdom of the)","MALE",53.59
2020,"PD_AGR_SSFP","Netherlands (Kingdom of the)","FEMALE",47.09
2013,"PD_AGR_LSFP","Lithuania","BOTHSEX",285.71
2013,"PD_AGR_LSFP","Lithuania","FEMALE",250.01
2013,"PD_AGR_LSFP","Lithuania","MALE",294.47
2020,"PD_AGR_LSFP","France","FEMALE",514.84
2020,"PD_AGR_LSFP","France","BOTHSEX",633.57
2020,"PD_AGR_LSFP","France","MALE",655.98
2020,"PD_AGR_SSFP","Netherlands (Kingdom of the)","BOTHSEX",52.8
2010,"PD_AGR_SSFP","Poland","BOTHSEX",34.32
2010,"PD_AGR_SSFP","Poland","FEMALE",30.13
2010,"PD_AGR_SSFP","Poland","MALE",36.24
