Year,SeriesCode,GeoAreaName,Type of product,Value
2021,"TM_TRF_ZERO","Hungary","IND",68.10222
2005,"TM_TRF_ZERO","Iceland","ALP",60.78329
2005,"TM_TRF_ZERO","Iceland","AGR",40.7767
2005,"TM_TRF_ZERO","Iceland","ARM",50
2016,"TM_TRF_ZERO","Colombia","TEX",67.89761
2016,"TM_TRF_ZERO","Colombia","AGR",60.38906
2016,"TM_TRF_ZERO","Colombia","ALP",70.06894
2016,"TM_TRF_ZERO","Colombia","IND",74.02122
2016,"TM_TRF_ZERO","Colombia","CLO",54.25411
2016,"TM_TRF_ZERO","Colombia","ARM",50
2017,"TM_TRF_ZERO","Colombia","OIL",100
2017,"TM_TRF_ZERO","Colombia","TEX",68.72137
2017,"TM_TRF_ZERO","Colombia","ARM",100
2017,"TM_TRF_ZERO","Colombia","IND",76.25719
2017,"TM_TRF_ZERO","Colombia","CLO",56.89515
2017,"TM_TRF_ZERO","Colombia","ALP",72.06985
2017,"TM_TRF_ZERO","Colombia","AGR",61.31203
2005,"TM_TRF_ZERO","Austria","IND",45.48688
2005,"TM_TRF_ZERO","Austria","TEX",43.05361
2010,"TM_TRF_ZERO","Austria","CLO",48.77193
2010,"TM_TRF_ZERO","Austria","IND",52.20936
2010,"TM_TRF_ZERO","Austria","TEX",52.39521
2010,"TM_TRF_ZERO","Austria","OIL",100
2010,"TM_TRF_ZERO","Austria","ALP",51.7771
2010,"TM_TRF_ZERO","Austria","AGR",47.52645
2010,"TM_TRF_ZERO","Austria","ARM",48.31461
2015,"TM_TRF_ZERO","Austria","ARM",49.7992
2015,"TM_TRF_ZERO","Austria","ALP",58.4763
2015,"TM_TRF_ZERO","Austria","AGR",52.04387
2015,"TM_TRF_ZERO","Austria","OIL",100
2018,"TM_TRF_ZERO","Colombia","TEX",72.50446
2018,"TM_TRF_ZERO","Colombia","OIL",100
2018,"TM_TRF_ZERO","Colombia","CLO",60.73796
2018,"TM_TRF_ZERO","Colombia","ALP",74.66289
2018,"TM_TRF_ZERO","Colombia","AGR",63.45428
2018,"TM_TRF_ZERO","Colombia","IND",78.69606
2018,"TM_TRF_ZERO","Colombia","ARM",100
2019,"TM_TRF_ZERO","Colombia","ARM",37.5
2019,"TM_TRF_ZERO","Colombia","IND",72.09565
2019,"TM_TRF_ZERO","Colombia","AGR",60.18493
2019,"TM_TRF_ZERO","Colombia","CLO",50.4829
2019,"TM_TRF_ZERO","Colombia","ALP",67.98711
2019,"TM_TRF_ZERO","Colombia","OIL",100
2019,"TM_TRF_ZERO","Colombia","TEX",69.96466
2020,"TM_TRF_ZERO","Colombia","CLO",53.52113
2020,"TM_TRF_ZERO","Colombia","ALP",71.48511
2020,"TM_TRF_ZERO","Colombia","AGR",63.10307
2020,"TM_TRF_ZERO","Colombia","ARM",85.71429
2020,"TM_TRF_ZERO","Colombia","OIL",85.71429
2020,"TM_TRF_ZERO","Colombia","TEX",69.86789
2020,"TM_TRF_ZERO","Colombia","IND",76.3181
2021,"TM_TRF_ZERO","Colombia","ARM",100
2021,"TM_TRF_ZERO","Colombia","ALP",68.02511
2021,"TM_TRF_ZERO","Colombia","AGR",60.99343
2021,"TM_TRF_ZERO","Colombia","CLO",50
2021,"TM_TRF_ZERO","Colombia","IND",72.51084
2005,"TM_TRF_ZERO","Iceland","IND",61.48
2005,"TM_TRF_ZERO","Iceland","TEX",61.30435
2005,"TM_TRF_ZERO","Iceland","CLO",73.52941
2010,"TM_TRF_ZERO","Iceland","TEX",65.17413
2010,"TM_TRF_ZERO","Iceland","IND",64.44724
2010,"TM_TRF_ZERO","Iceland","ARM",66.66667
2010,"TM_TRF_ZERO","Iceland","CLO",70.40359
2010,"TM_TRF_ZERO","Iceland","ALP",63.59347
2010,"TM_TRF_ZERO","Iceland","AGR",44.29967
2015,"TM_TRF_ZERO","Iceland","TEX",71.95767
2015,"TM_TRF_ZERO","Iceland","AGR",50.11442
2015,"TM_TRF_ZERO","Iceland","ALP",74.004
2015,"TM_TRF_ZERO","Iceland","CLO",79.14894
2021,"TM_TRF_ZERO","Netherlands (Kingdom of the)","IND",60.64616
2005,"TM_TRF_ZERO","New Zealand","CLO",25.95819
2005,"TM_TRF_ZERO","New Zealand","OIL",66.66667
2005,"TM_TRF_ZERO","New Zealand","TEX",29.65909
2005,"TM_TRF_ZERO","New Zealand","AGR",36.66056
2005,"TM_TRF_ZERO","New Zealand","ALP",40.20492
2005,"TM_TRF_ZERO","New Zealand","IND",42.1557
2005,"TM_TRF_ZERO","New Zealand","ARM",50
2010,"TM_TRF_ZERO","New Zealand","IND",43.11246
2010,"TM_TRF_ZERO","New Zealand","ARM",38.33333
2010,"TM_TRF_ZERO","New Zealand","ALP",41.47628
2010,"TM_TRF_ZERO","New Zealand","AGR",38.38048
2010,"TM_TRF_ZERO","New Zealand","TEX",34.60465
2015,"TM_TRF_ZERO","Austria","IND",58.89408
2015,"TM_TRF_ZERO","Austria","TEX",60.86223
2015,"TM_TRF_ZERO","Austria","CLO",58.6337
2016,"TM_TRF_ZERO","Austria","CLO",58.02905
2016,"TM_TRF_ZERO","Austria","IND",59.83631
2016,"TM_TRF_ZERO","Austria","OIL",100
2016,"TM_TRF_ZERO","Austria","TEX",59.62285
2016,"TM_TRF_ZERO","Austria","AGR",53.34205
2016,"TM_TRF_ZERO","Austria","ARM",50
2016,"TM_TRF_ZERO","Austria","ALP",59.25241
2017,"TM_TRF_ZERO","Austria","ARM",57.97665
2017,"TM_TRF_ZERO","Austria","ALP",62.63685
2017,"TM_TRF_ZERO","Austria","AGR",58.15275
2015,"TM_TRF_ZERO","Iceland","IND",75.69198
2015,"TM_TRF_ZERO","Iceland","ARM",100
2016,"TM_TRF_ZERO","Iceland","TEX",73.30097
2016,"TM_TRF_ZERO","Iceland","IND",75.86682
2016,"TM_TRF_ZERO","Iceland","ARM",26.66667
2016,"TM_TRF_ZERO","Iceland","CLO",82.89963
2016,"TM_TRF_ZERO","Iceland","ALP",74.49575
2016,"TM_TRF_ZERO","Iceland","AGR",55.42725
2017,"TM_TRF_ZERO","Iceland","ALP",75.10023
2017,"TM_TRF_ZERO","Iceland","AGR",57.79335
2017,"TM_TRF_ZERO","Iceland","CLO",82.01893
2017,"TM_TRF_ZERO","Iceland","IND",76.3789
2017,"TM_TRF_ZERO","Iceland","ARM",55.55556
2021,"TM_TRF_ZERO","Colombia","TEX",67.43881
2021,"TM_TRF_ZERO","Colombia","OIL",90
2005,"TM_TRF_ZERO","Costa Rica","AGR",69.17695
2005,"TM_TRF_ZERO","Costa Rica","CLO",39.94083
2005,"TM_TRF_ZERO","Costa Rica","TEX",58.05825
2005,"TM_TRF_ZERO","Costa Rica","IND",62.76596
2005,"TM_TRF_ZERO","Costa Rica","ARM",66.66667
2005,"TM_TRF_ZERO","Costa Rica","ALP",62.62299
2010,"TM_TRF_ZERO","Costa Rica","ALP",62.60631
2010,"TM_TRF_ZERO","Costa Rica","ARM",100
2010,"TM_TRF_ZERO","Costa Rica","TEX",61.04746
2010,"TM_TRF_ZERO","Costa Rica","IND",62.14545
2010,"TM_TRF_ZERO","Costa Rica","CLO",61.26126
2017,"TM_TRF_ZERO","Iceland","OIL",100
2017,"TM_TRF_ZERO","Iceland","TEX",76.51822
2018,"TM_TRF_ZERO","Iceland","ALP",76.1321
2018,"TM_TRF_ZERO","Iceland","AGR",60.48951
2018,"TM_TRF_ZERO","Iceland","TEX",76.70683
2018,"TM_TRF_ZERO","Iceland","OIL",100
2018,"TM_TRF_ZERO","Iceland","ARM",55.55556
2018,"TM_TRF_ZERO","Iceland","IND",77.32458
2018,"TM_TRF_ZERO","Iceland","CLO",82.59494
2019,"TM_TRF_ZERO","Iceland","AGR",58.72093
2019,"TM_TRF_ZERO","Iceland","ALP",73.03457
2019,"TM_TRF_ZERO","Iceland","CLO",79.12458
2019,"TM_TRF_ZERO","Iceland","IND",74.25018
2010,"TM_TRF_ZERO","Costa Rica","AGR",65.42254
2015,"TM_TRF_ZERO","Costa Rica","AGR",63.95635
2015,"TM_TRF_ZERO","Costa Rica","IND",67.34233
2015,"TM_TRF_ZERO","Costa Rica","TEX",66.44845
2015,"TM_TRF_ZERO","Costa Rica","ARM",75
2015,"TM_TRF_ZERO","Costa Rica","ALP",66.46788
2015,"TM_TRF_ZERO","Costa Rica","CLO",56.60685
2016,"TM_TRF_ZERO","Costa Rica","CLO",70.41139
2016,"TM_TRF_ZERO","Costa Rica","ALP",70.86273
2016,"TM_TRF_ZERO","Costa Rica","TEX",72.91667
2016,"TM_TRF_ZERO","Costa Rica","IND",70.91646
2016,"TM_TRF_ZERO","Costa Rica","AGR",70.20202
2016,"TM_TRF_ZERO","Costa Rica","ARM",100
2017,"TM_TRF_ZERO","Austria","TEX",65.6382
2017,"TM_TRF_ZERO","Austria","OIL",100
2017,"TM_TRF_ZERO","Austria","CLO",64.68023
2017,"TM_TRF_ZERO","Austria","IND",62.80018
2018,"TM_TRF_ZERO","Austria","OIL",100
2018,"TM_TRF_ZERO","Austria","TEX",66
2018,"TM_TRF_ZERO","Austria","IND",63.55315
2018,"TM_TRF_ZERO","Austria","AGR",58.33781
2018,"TM_TRF_ZERO","Austria","ALP",63.34291
2018,"TM_TRF_ZERO","Austria","ARM",58.82353
2018,"TM_TRF_ZERO","Austria","CLO",66.00515
2019,"TM_TRF_ZERO","Austria","ARM",62.90323
2019,"TM_TRF_ZERO","Austria","ALP",62.69467
2019,"TM_TRF_ZERO","Iceland","ARM",75
2019,"TM_TRF_ZERO","Iceland","TEX",68.57143
2020,"TM_TRF_ZERO","Iceland","TEX",66.66667
2020,"TM_TRF_ZERO","Iceland","ARM",15.38462
2020,"TM_TRF_ZERO","Iceland","IND",74.73664
2020,"TM_TRF_ZERO","Iceland","CLO",82.21477
2020,"TM_TRF_ZERO","Iceland","ALP",73.50056
2020,"TM_TRF_ZERO","Iceland","AGR",61.35084
2021,"TM_TRF_ZERO","Iceland","TEX",72.34848
2021,"TM_TRF_ZERO","Iceland","AGR",61.78248
2021,"TM_TRF_ZERO","Iceland","ALP",74.8062
2021,"TM_TRF_ZERO","Iceland","CLO",82.97297
2021,"TM_TRF_ZERO","Iceland","ARM",100
2019,"TM_TRF_ZERO","Austria","AGR",56.92266
2019,"TM_TRF_ZERO","Austria","IND",62.91502
2019,"TM_TRF_ZERO","Austria","TEX",65.34381
2019,"TM_TRF_ZERO","Austria","OIL",100
2019,"TM_TRF_ZERO","Austria","CLO",67.3805
2020,"TM_TRF_ZERO","Austria","ARM",64.31535
2020,"TM_TRF_ZERO","Austria","CLO",68.0016
2020,"TM_TRF_ZERO","Austria","OIL",100
2020,"TM_TRF_ZERO","Austria","IND",64.74067
2020,"TM_TRF_ZERO","Austria","TEX",67.24891
2020,"TM_TRF_ZERO","Austria","AGR",58.87301
2020,"TM_TRF_ZERO","Austria","ALP",64.473
2021,"TM_TRF_ZERO","Austria","ALP",66.49101
2010,"TM_TRF_ZERO","New Zealand","OIL",88.88889
2010,"TM_TRF_ZERO","New Zealand","CLO",26.95925
2015,"TM_TRF_ZERO","New Zealand","CLO",32.84072
2015,"TM_TRF_ZERO","New Zealand","ARM",36
2015,"TM_TRF_ZERO","New Zealand","OIL",33.33333
2015,"TM_TRF_ZERO","New Zealand","TEX",39.59577
2015,"TM_TRF_ZERO","New Zealand","AGR",43.7642
2015,"TM_TRF_ZERO","New Zealand","ALP",48.73468
2015,"TM_TRF_ZERO","New Zealand","IND",51.00754
2016,"TM_TRF_ZERO","New Zealand","IND",44.16696
2016,"TM_TRF_ZERO","New Zealand","ALP",42.03785
2016,"TM_TRF_ZERO","New Zealand","AGR",38.48079
2016,"TM_TRF_ZERO","New Zealand","TEX",33.49057
2021,"TM_TRF_ZERO","Iceland","IND",75.89979
2005,"TM_TRF_ZERO","India","IND",32.56961
2005,"TM_TRF_ZERO","India","OIL",58.33333
2005,"TM_TRF_ZERO","India","AGR",32.0597
2005,"TM_TRF_ZERO","India","ARM",46.37681
2005,"TM_TRF_ZERO","India","ALP",29.56985
2005,"TM_TRF_ZERO","India","TEX",16.81067
2005,"TM_TRF_ZERO","India","CLO",9.81801
2010,"TM_TRF_ZERO","India","CLO",10.61825
2010,"TM_TRF_ZERO","India","TEX",20.17444
2010,"TM_TRF_ZERO","India","ALP",33.23872
2010,"TM_TRF_ZERO","India","ARM",48.68421
2010,"TM_TRF_ZERO","India","AGR",32.91097
2016,"TM_TRF_ZERO","New Zealand","ARM",30.76923
2016,"TM_TRF_ZERO","New Zealand","CLO",25.12821
2016,"TM_TRF_ZERO","New Zealand","OIL",50
2017,"TM_TRF_ZERO","New Zealand","OIL",75
2017,"TM_TRF_ZERO","New Zealand","CLO",33.95062
2017,"TM_TRF_ZERO","New Zealand","ARM",35.89744
2017,"TM_TRF_ZERO","New Zealand","TEX",42.37713
2017,"TM_TRF_ZERO","New Zealand","AGR",43.77067
2017,"TM_TRF_ZERO","New Zealand","IND",48.94735
2017,"TM_TRF_ZERO","New Zealand","ALP",47.15254
2018,"TM_TRF_ZERO","New Zealand","AGR",43.78227
2018,"TM_TRF_ZERO","New Zealand","IND",49.08129
2018,"TM_TRF_ZERO","New Zealand","ALP",47.24443
2010,"TM_TRF_ZERO","India","OIL",57.14286
2010,"TM_TRF_ZERO","India","IND",36.77031
2015,"TM_TRF_ZERO","India","ARM",42.35294
2015,"TM_TRF_ZERO","India","TEX",23.22175
2015,"TM_TRF_ZERO","India","CLO",13.91252
2015,"TM_TRF_ZERO","India","IND",38.76929
2015,"TM_TRF_ZERO","India","OIL",83.33333
2015,"TM_TRF_ZERO","India","AGR",32.17595
2015,"TM_TRF_ZERO","India","ALP",35.13887
2016,"TM_TRF_ZERO","India","CLO",14.61216
2016,"TM_TRF_ZERO","India","OIL",70
2016,"TM_TRF_ZERO","India","ARM",46.34146
2016,"TM_TRF_ZERO","India","TEX",23.83635
2021,"TM_TRF_ZERO","Austria","AGR",60.87943
2021,"TM_TRF_ZERO","Austria","TEX",69.22776
2021,"TM_TRF_ZERO","Austria","ARM",60
2021,"TM_TRF_ZERO","Austria","IND",66.84771
2021,"TM_TRF_ZERO","Austria","CLO",67.98839
2021,"TM_TRF_ZERO","Austria","OIL",75
2005,"TM_TRF_ZERO","Armenia","IND",72.87341
2005,"TM_TRF_ZERO","Armenia","TEX",48.48485
2005,"TM_TRF_ZERO","Armenia","ALP",70.31873
2005,"TM_TRF_ZERO","Armenia","CLO",33.8843
2005,"TM_TRF_ZERO","Armenia","ARM",0
2005,"TM_TRF_ZERO","Armenia","AGR",74.16667
2010,"TM_TRF_ZERO","Armenia","ARM",0
2018,"TM_TRF_ZERO","New Zealand","TEX",42.5392
2018,"TM_TRF_ZERO","New Zealand","OIL",75
2018,"TM_TRF_ZERO","New Zealand","ARM",33.33333
2018,"TM_TRF_ZERO","New Zealand","CLO",33.79986
2019,"TM_TRF_ZERO","New Zealand","CLO",41.61442
2019,"TM_TRF_ZERO","New Zealand","ARM",39.65517
2019,"TM_TRF_ZERO","New Zealand","OIL",83.33333
2019,"TM_TRF_ZERO","New Zealand","TEX",52.09391
2019,"TM_TRF_ZERO","New Zealand","ALP",52.84983
2019,"TM_TRF_ZERO","New Zealand","IND",54.42662
2019,"TM_TRF_ZERO","New Zealand","AGR",49.15888
2020,"TM_TRF_ZERO","New Zealand","IND",54.18317
2020,"TM_TRF_ZERO","New Zealand","ALP",52.60286
2016,"TM_TRF_ZERO","India","ALP",35.71399
2016,"TM_TRF_ZERO","India","AGR",32.26252
2016,"TM_TRF_ZERO","India","IND",39.5707
2017,"TM_TRF_ZERO","India","IND",39.25564
2017,"TM_TRF_ZERO","India","OIL",72.72727
2017,"TM_TRF_ZERO","India","AGR",34.95331
2017,"TM_TRF_ZERO","India","ALP",35.97394
2017,"TM_TRF_ZERO","India","TEX",24.46375
2017,"TM_TRF_ZERO","India","CLO",16.58522
2017,"TM_TRF_ZERO","India","ARM",40.56604
2018,"TM_TRF_ZERO","India","OIL",72.72727
2018,"TM_TRF_ZERO","India","ALP",37.03993
2018,"TM_TRF_ZERO","India","TEX",25.43393
2020,"TM_TRF_ZERO","New Zealand","AGR",49.61113
2020,"TM_TRF_ZERO","New Zealand","OIL",80
2020,"TM_TRF_ZERO","New Zealand","ARM",45.76271
2020,"TM_TRF_ZERO","New Zealand","CLO",39.90346
2020,"TM_TRF_ZERO","New Zealand","TEX",49.80159
2021,"TM_TRF_ZERO","New Zealand","IND",57.25541
2021,"TM_TRF_ZERO","New Zealand","ARM",42.42424
2021,"TM_TRF_ZERO","New Zealand","OIL",75
2021,"TM_TRF_ZERO","New Zealand","TEX",51.24069
2021,"TM_TRF_ZERO","New Zealand","AGR",51.03512
2021,"TM_TRF_ZERO","New Zealand","ALP",55.1678
2021,"TM_TRF_ZERO","New Zealand","CLO",41.71578
2005,"TM_TRF_ZERO","Norway","TEX",57.37705
2017,"TM_TRF_ZERO","Costa Rica","ARM",100
2017,"TM_TRF_ZERO","Costa Rica","AGR",71.61172
2017,"TM_TRF_ZERO","Costa Rica","IND",74.74488
2017,"TM_TRF_ZERO","Costa Rica","OIL",100
2017,"TM_TRF_ZERO","Costa Rica","TEX",76.78571
2017,"TM_TRF_ZERO","Costa Rica","CLO",70.57903
2017,"TM_TRF_ZERO","Costa Rica","ALP",74.16259
2018,"TM_TRF_ZERO","Costa Rica","ALP",75.56276
2018,"TM_TRF_ZERO","Costa Rica","CLO",70.78125
2018,"TM_TRF_ZERO","Costa Rica","TEX",77.34513
2018,"TM_TRF_ZERO","Costa Rica","OIL",100
2018,"TM_TRF_ZERO","Costa Rica","IND",75.87371
2018,"TM_TRF_ZERO","Costa Rica","ARM",100
2018,"TM_TRF_ZERO","Costa Rica","AGR",74.75083
2019,"TM_TRF_ZERO","Costa Rica","ARM",100
2019,"TM_TRF_ZERO","Costa Rica","AGR",68.64865
2019,"TM_TRF_ZERO","Costa Rica","IND",73.22994
2019,"TM_TRF_ZERO","Costa Rica","TEX",76.89922
2019,"TM_TRF_ZERO","Costa Rica","CLO",69.91404
2019,"TM_TRF_ZERO","Costa Rica","ALP",72.53403
2020,"TM_TRF_ZERO","Costa Rica","ALP",77.07032
2020,"TM_TRF_ZERO","Costa Rica","AGR",74.51059
2020,"TM_TRF_ZERO","Costa Rica","CLO",72.38806
2020,"TM_TRF_ZERO","Costa Rica","TEX",78.80911
2020,"TM_TRF_ZERO","Costa Rica","IND",77.7423
2020,"TM_TRF_ZERO","Costa Rica","ARM",100
2018,"TM_TRF_ZERO","India","AGR",35.35619
2018,"TM_TRF_ZERO","India","IND",40.473
2018,"TM_TRF_ZERO","India","ARM",40.56604
2018,"TM_TRF_ZERO","India","CLO",17.16562
2019,"TM_TRF_ZERO","India","IND",41.64791
2019,"TM_TRF_ZERO","India","TEX",26.98413
2019,"TM_TRF_ZERO","India","ALP",38.06559
2019,"TM_TRF_ZERO","India","AGR",35.56879
2019,"TM_TRF_ZERO","India","CLO",16.06116
2019,"TM_TRF_ZERO","India","ARM",44.68085
2019,"TM_TRF_ZERO","India","OIL",58.33333
2020,"TM_TRF_ZERO","India","OIL",71.42857
2020,"TM_TRF_ZERO","India","ARM",38.82353
2021,"TM_TRF_ZERO","Costa Rica","ARM",42.85714
2021,"TM_TRF_ZERO","Costa Rica","IND",75.75167
2021,"TM_TRF_ZERO","Costa Rica","CLO",63.24503
2021,"TM_TRF_ZERO","Costa Rica","TEX",74.2623
2021,"TM_TRF_ZERO","Costa Rica","AGR",69.18283
2021,"TM_TRF_ZERO","Costa Rica","ALP",74.166
2005,"TM_TRF_ZERO","Croatia","ALP",74.5334
2005,"TM_TRF_ZERO","Croatia","AGR",77.04367
2005,"TM_TRF_ZERO","Croatia","ARM",78.26087
2005,"TM_TRF_ZERO","Croatia","CLO",45.64275
2005,"TM_TRF_ZERO","Croatia","IND",77.7235
2005,"TM_TRF_ZERO","Croatia","TEX",90.30068
2010,"TM_TRF_ZERO","Croatia","TEX",88.32036
2010,"TM_TRF_ZERO","Croatia","CLO",42.93374
2010,"TM_TRF_ZERO","Croatia","IND",78.09389
2010,"TM_TRF_ZERO","Croatia","ARM",76.19048
2010,"TM_TRF_ZERO","Croatia","ALP",72.87649
2010,"TM_TRF_ZERO","Croatia","AGR",68.40647
2015,"TM_TRF_ZERO","Croatia","AGR",73.5369
2015,"TM_TRF_ZERO","Croatia","ALP",76.16989
2015,"TM_TRF_ZERO","Croatia","ARM",84.61538
2015,"TM_TRF_ZERO","Croatia","IND",80.46719
2015,"TM_TRF_ZERO","Croatia","CLO",48.61633
2015,"TM_TRF_ZERO","Croatia","TEX",89.49309
2016,"TM_TRF_ZERO","Croatia","TEX",82.3381
2016,"TM_TRF_ZERO","Croatia","CLO",46.07226
2016,"TM_TRF_ZERO","Croatia","IND",77.35171
2016,"TM_TRF_ZERO","Croatia","ALP",72.84158
2016,"TM_TRF_ZERO","Croatia","ARM",75.86207
2016,"TM_TRF_ZERO","Croatia","AGR",69.93486
2017,"TM_TRF_ZERO","Croatia","AGR",75.80166
2017,"TM_TRF_ZERO","Croatia","ALP",78.21353
2017,"TM_TRF_ZERO","Croatia","ARM",70.45455
2017,"TM_TRF_ZERO","Croatia","TEX",88.87122
2017,"TM_TRF_ZERO","Croatia","CLO",58.28702
2017,"TM_TRF_ZERO","Croatia","IND",81.1167
2017,"TM_TRF_ZERO","Croatia","OIL",100
2018,"TM_TRF_ZERO","Croatia","IND",81.27125
2018,"TM_TRF_ZERO","Croatia","OIL",100
2018,"TM_TRF_ZERO","Croatia","CLO",59.11971
2018,"TM_TRF_ZERO","Croatia","TEX",88.87122
2018,"TM_TRF_ZERO","Croatia","ARM",72.09302
2018,"TM_TRF_ZERO","Croatia","ALP",78.44347
2018,"TM_TRF_ZERO","Croatia","AGR",75.7302
2019,"TM_TRF_ZERO","Croatia","AGR",75.05995
2019,"TM_TRF_ZERO","Croatia","ALP",77.97687
2019,"TM_TRF_ZERO","Croatia","ARM",75.5102
2019,"TM_TRF_ZERO","Croatia","CLO",61.53582
2019,"TM_TRF_ZERO","Croatia","TEX",87.79026
2019,"TM_TRF_ZERO","Croatia","OIL",100
2019,"TM_TRF_ZERO","Croatia","IND",80.25517
2020,"TM_TRF_ZERO","Croatia","ALP",79.88429
2020,"TM_TRF_ZERO","India","CLO",17.93011
2020,"TM_TRF_ZERO","India","AGR",34.67361
2020,"TM_TRF_ZERO","India","ALP",37.99655
2020,"TM_TRF_ZERO","India","TEX",27.43578
2020,"TM_TRF_ZERO","India","IND",41.36457
2021,"TM_TRF_ZERO","India","IND",43.0829
2021,"TM_TRF_ZERO","India","TEX",27.7976
2021,"TM_TRF_ZERO","India","ALP",39.42393
2021,"TM_TRF_ZERO","India","AGR",35.58301
2021,"TM_TRF_ZERO","India","ARM",39.04762
2021,"TM_TRF_ZERO","India","CLO",18.56274
2021,"TM_TRF_ZERO","India","OIL",71.42857
2005,"TM_TRF_ZERO","Ireland","ALP",44.68544
2020,"TM_TRF_ZERO","Croatia","AGR",76.73163
2020,"TM_TRF_ZERO","Croatia","IND",81.75272
2020,"TM_TRF_ZERO","Croatia","TEX",89.39628
2020,"TM_TRF_ZERO","Croatia","OIL",100
2020,"TM_TRF_ZERO","Croatia","CLO",65.8167
2020,"TM_TRF_ZERO","Croatia","ARM",73.46939
2021,"TM_TRF_ZERO","Croatia","AGR",75.79421
2021,"TM_TRF_ZERO","Croatia","ALP",79.18489
2021,"TM_TRF_ZERO","Croatia","ARM",59.7561
2021,"TM_TRF_ZERO","Croatia","CLO",65.72737
2021,"TM_TRF_ZERO","Croatia","OIL",50
2021,"TM_TRF_ZERO","Croatia","TEX",88.35227
2021,"TM_TRF_ZERO","Croatia","IND",81.04981
2005,"TM_TRF_ZERO","Ireland","AGR",28.08449
2005,"TM_TRF_ZERO","Ireland","ARM",100
2005,"TM_TRF_ZERO","Ireland","IND",47.07407
2005,"TM_TRF_ZERO","Ireland","OIL",100
2005,"TM_TRF_ZERO","Ireland","CLO",27.72414
2005,"TM_TRF_ZERO","Ireland","TEX",30.00853
2010,"TM_TRF_ZERO","Ireland","TEX",55.9377
2010,"TM_TRF_ZERO","Ireland","OIL",100
2010,"TM_TRF_ZERO","Ireland","CLO",51.61905
2010,"TM_TRF_ZERO","Ireland","IND",55.13314
2010,"TM_TRF_ZERO","Ireland","ARM",61.53846
2010,"TM_TRF_ZERO","Ireland","ALP",55.01051
2010,"TM_TRF_ZERO","Ireland","AGR",54.40705
2005,"TM_TRF_ZERO","Cyprus","ALP",35.74312
2005,"TM_TRF_ZERO","Cyprus","CLO",24.58333
2005,"TM_TRF_ZERO","Cyprus","AGR",23.95397
2005,"TM_TRF_ZERO","Cyprus","ARM",32
2005,"TM_TRF_ZERO","Cyprus","IND",40.21852
2005,"TM_TRF_ZERO","Cyprus","TEX",32.41379
2010,"TM_TRF_ZERO","Cyprus","AGR",53.41131
2010,"TM_TRF_ZERO","Cyprus","ALP",62.38259
2010,"TM_TRF_ZERO","Cyprus","TEX",80.35714
2010,"TM_TRF_ZERO","Cyprus","OIL",100
2010,"TM_TRF_ZERO","Cyprus","IND",63.72402
2010,"TM_TRF_ZERO","Cyprus","CLO",65.02732
2010,"TM_TRF_ZERO","Cyprus","ARM",33.33333
2010,"TM_TRF_ZERO","Armenia","CLO",57.09779
2010,"TM_TRF_ZERO","Armenia","AGR",81.16761
2010,"TM_TRF_ZERO","Armenia","ALP",74.6349
2010,"TM_TRF_ZERO","Armenia","TEX",65.11628
2010,"TM_TRF_ZERO","Armenia","IND",76.14035
2015,"TM_TRF_ZERO","Armenia","IND",80.70551
2015,"TM_TRF_ZERO","Armenia","ALP",74.38948
2015,"TM_TRF_ZERO","Armenia","TEX",64
2015,"TM_TRF_ZERO","Armenia","CLO",35.6044
2015,"TM_TRF_ZERO","Armenia","AGR",82.12974
2015,"TM_TRF_ZERO","Armenia","ARM",100
2016,"TM_TRF_ZERO","Armenia","IND",81.69791
2016,"TM_TRF_ZERO","Armenia","ARM",100
2015,"TM_TRF_ZERO","Ireland","AGR",55.05823
2015,"TM_TRF_ZERO","Ireland","ARM",91.66667
2015,"TM_TRF_ZERO","Ireland","ALP",59.67945
2015,"TM_TRF_ZERO","Ireland","TEX",55.23466
2015,"TM_TRF_ZERO","Ireland","IND",60.59868
2015,"TM_TRF_ZERO","Ireland","CLO",54.18583
2016,"TM_TRF_ZERO","Ireland","CLO",54.31655
2016,"TM_TRF_ZERO","Ireland","IND",61.2644
2016,"TM_TRF_ZERO","Ireland","TEX",56.05134
2016,"TM_TRF_ZERO","Ireland","ALP",60.33823
2016,"TM_TRF_ZERO","Ireland","ARM",86.36364
2016,"TM_TRF_ZERO","Ireland","AGR",56.30212
2017,"TM_TRF_ZERO","Ireland","ARM",84.61538
2016,"TM_TRF_ZERO","Armenia","CLO",34.27332
2016,"TM_TRF_ZERO","Armenia","AGR",81.63265
2016,"TM_TRF_ZERO","Armenia","ALP",74.533
2016,"TM_TRF_ZERO","Armenia","TEX",61.11111
2017,"TM_TRF_ZERO","Armenia","TEX",85.95041
2017,"TM_TRF_ZERO","Armenia","ALP",75.83393
2017,"TM_TRF_ZERO","Armenia","AGR",81.25595
2017,"TM_TRF_ZERO","Armenia","CLO",48.30986
2017,"TM_TRF_ZERO","Armenia","IND",81.35667
2018,"TM_TRF_ZERO","Armenia","IND",81.56059
2018,"TM_TRF_ZERO","Armenia","AGR",81.41087
2018,"TM_TRF_ZERO","Armenia","ALP",76.09008
2018,"TM_TRF_ZERO","Armenia","CLO",48.4507
2018,"TM_TRF_ZERO","Armenia","TEX",88.42975
2019,"TM_TRF_ZERO","Armenia","CLO",52.88832
2019,"TM_TRF_ZERO","Armenia","TEX",86.11111
