Year,GeoAreaName,Age,Location,Sex,Value
2008,Netherlands,65+,ALLAREA,BOTHSEX,0.3304
2008,Netherlands,15-64,ALLAREA,BOTHSEX,0.40111
2008,Netherlands,<15Y,ALLAREA,BOTHSEX,0.85164
2009,Netherlands,<15Y,ALLAREA,BOTHSEX,0.65929
2009,Netherlands,15-64,ALLAREA,BOTHSEX,0.59262
2009,Netherlands,ALLAGE,ALLAREA,MALE,0.64982
2009,Netherlands,ALLAGE,ALLAREA,FEMALE,0.45334
2009,Netherlands,65+,ALLAREA,BOTHSEX,0.25352
2009,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2011,Iceland,ALLAGE,ALLAREA,BOTHSEX,0.1
2011,Iceland,<15Y,ALLAREA,BOTHSEX,0.20692
2011,Iceland,15-64,ALLAREA,BOTHSEX,0.41422
2011,Iceland,65+,ALLAREA,BOTHSEX,0
2011,Iceland,ALLAGE,ALLAREA,FEMALE,0.15122
2011,Iceland,ALLAGE,ALLAREA,MALE,0.48168
2011,Iceland,ALLAGE,RURAL,BOTHSEX,0.09378
2011,Iceland,ALLAGE,URBAN,BOTHSEX,0.44278
2012,Iceland,<15Y,ALLAREA,BOTHSEX,0.18335
2005,Azerbaijan,15-64,ALLAREA,BOTHSEX,0
2005,Azerbaijan,ALLAGE,ALLAREA,BOTHSEX,0
1994,Austria,ALLAGE,ALLAREA,BOTHSEX,0.2
1995,Austria,ALLAGE,ALLAREA,BOTHSEX,0
1996,Austria,ALLAGE,ALLAREA,BOTHSEX,0
1997,Austria,ALLAGE,ALLAREA,BOTHSEX,0.2
1998,Austria,ALLAGE,ALLAREA,BOTHSEX,0.2
1999,Austria,ALLAGE,ALLAREA,BOTHSEX,0.2
2000,Austria,ALLAGE,ALLAREA,BOTHSEX,0
2006,Cyprus,ALLAGE,URBAN,BOTHSEX,0.02596
2006,Cyprus,15-64,ALLAREA,BOTHSEX,0.0258
2007,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2007,Cyprus,15-64,ALLAREA,BOTHSEX,0.03605
2007,Cyprus,65+,ALLAREA,BOTHSEX,0
2007,Cyprus,ALLAGE,ALLAREA,FEMALE,0.04934
2007,Cyprus,ALLAGE,ALLAREA,MALE,0
2007,Cyprus,ALLAGE,RURAL,BOTHSEX,0
2007,Cyprus,ALLAGE,URBAN,BOTHSEX,0.03551
2012,Iceland,15-64,ALLAREA,BOTHSEX,0.2512
2012,Iceland,65+,ALLAREA,BOTHSEX,0
2012,Iceland,ALLAGE,ALLAREA,FEMALE,0.13936
2012,Iceland,ALLAGE,ALLAREA,MALE,0.26794
2012,Iceland,ALLAGE,RURAL,BOTHSEX,0.08898
2012,Iceland,ALLAGE,URBAN,BOTHSEX,0.26727
2012,Iceland,ALLAGE,ALLAREA,BOTHSEX,0
2013,Iceland,ALLAGE,ALLAREA,BOTHSEX,0
2013,Iceland,<15Y,ALLAREA,BOTHSEX,0.43379
2003,Austria,ALLAGE,ALLAREA,BOTHSEX,0.3
2003,Austria,<15Y,ALLAREA,BOTHSEX,0.041
2003,Austria,65+,ALLAREA,BOTHSEX,0.94947
2003,Austria,ALLAGE,ALLAREA,FEMALE,0.40399
2003,Austria,ALLAGE,ALLAREA,MALE,0.25644
2003,Austria,ALLAGE,RURAL,BOTHSEX,0.30771
2003,Austria,ALLAGE,URBAN,BOTHSEX,0.34886
2003,Austria,15-64,ALLAREA,BOTHSEX,0.25542
2004,Austria,ALLAGE,URBAN,BOTHSEX,0.08651
2004,Austria,ALLAGE,RURAL,BOTHSEX,0.13185
2007,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2008,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2008,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2008,Cyprus,15-64,ALLAREA,BOTHSEX,0.01206
2008,Cyprus,65+,ALLAREA,BOTHSEX,0
2008,Cyprus,ALLAGE,ALLAREA,FEMALE,0.01659
2008,Cyprus,ALLAGE,ALLAREA,MALE,0
2008,Cyprus,ALLAGE,RURAL,BOTHSEX,0
2008,Cyprus,ALLAGE,URBAN,BOTHSEX,0.01208
2013,Iceland,15-64,ALLAREA,BOTHSEX,0.28287
2013,Iceland,65+,ALLAREA,BOTHSEX,0
2013,Iceland,ALLAGE,ALLAREA,FEMALE,0.20927
2013,Iceland,ALLAGE,ALLAREA,MALE,0.33791
2013,Iceland,ALLAGE,URBAN,BOTHSEX,0.32133
2013,Iceland,ALLAGE,RURAL,BOTHSEX,0
2014,Iceland,<15Y,ALLAREA,BOTHSEX,0.16263
2014,Iceland,15-64,ALLAREA,BOTHSEX,0.09015
2014,Iceland,65+,ALLAREA,BOTHSEX,0
2010,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0
2010,Netherlands,ALLAGE,ALLAREA,MALE,0.49407
2010,Netherlands,ALLAGE,ALLAREA,FEMALE,0.48455
2010,Netherlands,65+,ALLAREA,BOTHSEX,0.46809
2010,Netherlands,15-64,ALLAREA,BOTHSEX,0.44825
2010,Netherlands,<15Y,ALLAREA,BOTHSEX,0.67146
2011,Netherlands,ALLAGE,ALLAREA,MALE,0.385
2011,Netherlands,ALLAGE,ALLAREA,FEMALE,0.36769
2011,Netherlands,65+,ALLAREA,BOTHSEX,0.3562
2009,Cyprus,<15Y,ALLAREA,BOTHSEX,0.28849
2009,Cyprus,15-64,ALLAREA,BOTHSEX,0.09385
2009,Cyprus,65+,ALLAREA,BOTHSEX,0
2009,Cyprus,ALLAGE,ALLAREA,FEMALE,0.08897
2009,Cyprus,ALLAGE,ALLAREA,MALE,0.13611
2009,Cyprus,ALLAGE,RURAL,BOTHSEX,0
2009,Cyprus,ALLAGE,URBAN,BOTHSEX,0.16001
2009,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0.1
2010,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2004,Austria,<15Y,ALLAREA,BOTHSEX,0.03601
2004,Austria,15-64,ALLAREA,BOTHSEX,0.1377
2004,Austria,65+,ALLAREA,BOTHSEX,0.03635
2004,Austria,ALLAGE,ALLAREA,FEMALE,0.11502
2004,Austria,ALLAGE,ALLAREA,MALE,0.09438
2004,Austria,ALLAGE,ALLAREA,BOTHSEX,0.1
2005,Austria,ALLAGE,ALLAREA,BOTHSEX,0.2
2005,Austria,15-64,ALLAREA,BOTHSEX,0.14821
2005,Austria,<15Y,ALLAREA,BOTHSEX,0.12493
2014,Iceland,ALLAGE,ALLAREA,FEMALE,0.07914
2014,Iceland,ALLAGE,ALLAREA,MALE,0.10324
2014,Iceland,ALLAGE,RURAL,BOTHSEX,0
2014,Iceland,ALLAGE,URBAN,BOTHSEX,0.10784
2014,Iceland,ALLAGE,ALLAREA,BOTHSEX,0
2015,Iceland,ALLAGE,ALLAREA,BOTHSEX,0
2015,Iceland,<15Y,ALLAREA,BOTHSEX,0.21512
2015,Iceland,15-64,ALLAREA,BOTHSEX,0.12828
2015,Iceland,ALLAGE,RURAL,BOTHSEX,0.28415
2010,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2010,Cyprus,15-64,ALLAREA,BOTHSEX,0.05193
2010,Cyprus,65+,ALLAREA,BOTHSEX,0
2010,Cyprus,ALLAGE,ALLAREA,FEMALE,0.07145
2010,Cyprus,ALLAGE,ALLAREA,MALE,0
2010,Cyprus,ALLAGE,RURAL,BOTHSEX,0
2010,Cyprus,ALLAGE,URBAN,BOTHSEX,0.05164
2011,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2011,Cyprus,15-64,ALLAREA,BOTHSEX,0.01137
2011,Cyprus,65+,ALLAREA,BOTHSEX,0
2011,Cyprus,ALLAGE,ALLAREA,MALE,0
2011,Cyprus,ALLAGE,RURAL,BOTHSEX,0.01461
2011,Cyprus,ALLAGE,URBAN,BOTHSEX,0.00564
2011,Cyprus,ALLAGE,ALLAREA,FEMALE,0.01565
2011,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2012,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2012,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2012,Cyprus,15-64,ALLAREA,BOTHSEX,0.00602
2015,Iceland,ALLAGE,ALLAREA,MALE,0.19053
2015,Iceland,ALLAGE,ALLAREA,FEMALE,0.06082
2015,Iceland,65+,ALLAREA,BOTHSEX,0
2015,Iceland,ALLAGE,URBAN,BOTHSEX,0.09791
2016,Iceland,<15Y,ALLAREA,BOTHSEX,0.50484
2016,Iceland,15-64,ALLAREA,BOTHSEX,0.17611
2016,Iceland,65+,ALLAREA,BOTHSEX,0.46892
2016,Iceland,ALLAGE,ALLAREA,FEMALE,0.22823
2016,Iceland,ALLAGE,ALLAREA,MALE,0.33412
2011,Netherlands,15-64,ALLAREA,BOTHSEX,0.40165
2011,Netherlands,<15Y,ALLAREA,BOTHSEX,0.29775
2011,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2012,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2012,Netherlands,15-64,ALLAREA,BOTHSEX,0.37388
2012,Netherlands,65+,ALLAREA,BOTHSEX,0.39873
2012,Netherlands,<15Y,ALLAREA,BOTHSEX,0.21867
2012,Netherlands,ALLAGE,ALLAREA,MALE,0.39926
2012,Netherlands,ALLAGE,ALLAREA,FEMALE,0.3064
2012,Cyprus,65+,ALLAREA,BOTHSEX,0
2012,Cyprus,ALLAGE,ALLAREA,FEMALE,0.00826
2012,Cyprus,ALLAGE,ALLAREA,MALE,0
2012,Cyprus,ALLAGE,RURAL,BOTHSEX,0.01604
2012,Cyprus,ALLAGE,URBAN,BOTHSEX,0
2013,Cyprus,ALLAGE,ALLAREA,MALE,0.02253
2013,Cyprus,ALLAGE,RURAL,BOTHSEX,0.01866
2013,Cyprus,ALLAGE,URBAN,BOTHSEX,0.12733
2013,Cyprus,ALLAGE,ALLAREA,FEMALE,0.16754
2016,Iceland,ALLAGE,RURAL,BOTHSEX,0.29908
2016,Iceland,ALLAGE,URBAN,BOTHSEX,0.2762
2016,Iceland,ALLAGE,ALLAREA,BOTHSEX,0
2017,Iceland,ALLAGE,ALLAREA,BOTHSEX,0
2017,Iceland,<15Y,ALLAREA,BOTHSEX,0.30195
2017,Iceland,15-64,ALLAREA,BOTHSEX,0.15625
2017,Iceland,65+,ALLAREA,BOTHSEX,0.25051
2017,Iceland,ALLAGE,ALLAREA,FEMALE,0.169
2017,Iceland,ALLAGE,ALLAREA,MALE,0.22395
2013,Netherlands,ALLAGE,ALLAREA,MALE,0.58958
2013,Netherlands,ALLAGE,ALLAREA,FEMALE,0.50028
2013,Netherlands,65+,ALLAREA,BOTHSEX,0.90477
2013,Netherlands,15-64,ALLAREA,BOTHSEX,0.51237
2013,Netherlands,<15Y,ALLAREA,BOTHSEX,0.28095
2013,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2014,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2014,Netherlands,ALLAGE,ALLAREA,MALE,0.22351
2014,Netherlands,ALLAGE,ALLAREA,FEMALE,0.22838
2013,Cyprus,65+,ALLAREA,BOTHSEX,0
2013,Cyprus,15-64,ALLAREA,BOTHSEX,0.13656
2013,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2013,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0.1
2014,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0.1
2014,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2014,Cyprus,15-64,ALLAREA,BOTHSEX,0.11075
2014,Cyprus,65+,ALLAREA,BOTHSEX,0
2014,Cyprus,ALLAGE,ALLAREA,FEMALE,0.02416
2014,Netherlands,65+,ALLAREA,BOTHSEX,0.10851
2014,Netherlands,15-64,ALLAREA,BOTHSEX,0.22734
2014,Netherlands,<15Y,ALLAREA,BOTHSEX,0.3535
2015,Netherlands,ALLAGE,ALLAREA,FEMALE,0.39186
2015,Netherlands,65+,ALLAREA,BOTHSEX,0.25551
2015,Netherlands,15-64,ALLAREA,BOTHSEX,0.43879
2015,Netherlands,<15Y,ALLAREA,BOTHSEX,0.37043
2015,Netherlands,ALLAGE,ALLAREA,MALE,0.39573
2015,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2014,Cyprus,ALLAGE,ALLAREA,MALE,0.13556
2014,Cyprus,ALLAGE,RURAL,BOTHSEX,0.06382
2014,Cyprus,ALLAGE,URBAN,BOTHSEX,0.08414
2015,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2015,Cyprus,15-64,ALLAREA,BOTHSEX,0.03868
2015,Cyprus,65+,ALLAREA,BOTHSEX,0
2015,Cyprus,ALLAGE,ALLAREA,FEMALE,0.05218
2015,Cyprus,ALLAGE,ALLAREA,MALE,0
2015,Cyprus,ALLAGE,RURAL,BOTHSEX,0
2017,Iceland,ALLAGE,RURAL,BOTHSEX,0.40027
2017,Iceland,ALLAGE,URBAN,BOTHSEX,0.14061
1987,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.7
1994,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.2
1995,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.2
1996,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.2
2000,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.2
2002,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.2
2003,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.1
2003,Ireland,<15Y,ALLAREA,BOTHSEX,0.08196
2003,Ireland,15-64,ALLAREA,BOTHSEX,0.18276
2003,Ireland,65+,ALLAREA,BOTHSEX,0.14236
2003,Ireland,ALLAGE,ALLAREA,FEMALE,0.16409
2003,Ireland,ALLAGE,ALLAREA,MALE,0.15181
2003,Ireland,ALLAGE,RURAL,BOTHSEX,0.08284
2003,Ireland,ALLAGE,URBAN,BOTHSEX,0.20372
2004,Ireland,<15Y,ALLAREA,BOTHSEX,0.05891
2004,Ireland,15-64,ALLAREA,BOTHSEX,0.1859
2004,Ireland,65+,ALLAREA,BOTHSEX,0.17178
2016,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0
2016,Netherlands,ALLAGE,ALLAREA,MALE,0.50036
2016,Netherlands,ALLAGE,ALLAREA,FEMALE,0.31382
2016,Netherlands,65+,ALLAREA,BOTHSEX,0.18616
2016,Netherlands,15-64,ALLAREA,BOTHSEX,0.4664
2016,Netherlands,<15Y,ALLAREA,BOTHSEX,0.42754
2017,Netherlands,65+,ALLAREA,BOTHSEX,0.23809
2017,Netherlands,ALLAGE,ALLAREA,MALE,0.62382
2017,Netherlands,ALLAGE,ALLAREA,FEMALE,0.40307
2015,Cyprus,ALLAGE,URBAN,BOTHSEX,0.03686
2015,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2016,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2016,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2016,Cyprus,15-64,ALLAREA,BOTHSEX,0.0598
2016,Cyprus,65+,ALLAREA,BOTHSEX,0
2016,Cyprus,ALLAGE,ALLAREA,FEMALE,0.04957
2016,Cyprus,ALLAGE,RURAL,BOTHSEX,0.08711
2016,Cyprus,ALLAGE,URBAN,BOTHSEX,0.03101
2016,Cyprus,ALLAGE,ALLAREA,MALE,0.03229
2017,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2017,Cyprus,15-64,ALLAREA,BOTHSEX,0.04784
2017,Cyprus,65+,ALLAREA,BOTHSEX,0
2017,Cyprus,ALLAGE,ALLAREA,FEMALE,0.06411
2017,Cyprus,ALLAGE,ALLAREA,MALE,0
2017,Cyprus,ALLAGE,RURAL,BOTHSEX,0.01302
2017,Cyprus,ALLAGE,URBAN,BOTHSEX,0.03711
2017,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2018,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2018,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2018,Cyprus,15-64,ALLAREA,BOTHSEX,0.02405
2018,Cyprus,65+,ALLAREA,BOTHSEX,0
2018,Cyprus,ALLAGE,ALLAREA,FEMALE,0
2018,Cyprus,ALLAGE,ALLAREA,MALE,0.03378
2018,Cyprus,ALLAGE,URBAN,BOTHSEX,0
2018,Cyprus,ALLAGE,RURAL,BOTHSEX,0.09066
2019,Cyprus,<15Y,ALLAREA,BOTHSEX,0.05775
2004,Ireland,ALLAGE,ALLAREA,FEMALE,0.15032
2004,Ireland,ALLAGE,ALLAREA,MALE,0.16786
2004,Ireland,ALLAGE,RURAL,BOTHSEX,0.27348
2004,Ireland,ALLAGE,URBAN,BOTHSEX,0.08878
2004,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.1
2005,Ireland,ALLAGE,ALLAREA,BOTHSEX,0
2005,Ireland,15-64,ALLAREA,BOTHSEX,0.03139
2005,Ireland,65+,ALLAREA,BOTHSEX,0.03699
2005,Ireland,ALLAGE,ALLAREA,FEMALE,0.02371
2005,Ireland,ALLAGE,ALLAREA,MALE,0.03108
2005,Ireland,ALLAGE,RURAL,BOTHSEX,0.0407
2005,Ireland,ALLAGE,URBAN,BOTHSEX,0.01942
2005,Ireland,<15Y,ALLAREA,BOTHSEX,0.00774
2006,Ireland,ALLAGE,RURAL,BOTHSEX,0.05658
2006,Ireland,<15Y,ALLAREA,BOTHSEX,0
2006,Ireland,15-64,ALLAREA,BOTHSEX,0.57157
2006,Ireland,65+,ALLAREA,BOTHSEX,0.04013
2006,Ireland,ALLAGE,ALLAREA,FEMALE,0.36409
2019,Cyprus,15-64,ALLAREA,BOTHSEX,0.21276
2019,Cyprus,65+,ALLAREA,BOTHSEX,0
2019,Cyprus,ALLAGE,ALLAREA,FEMALE,0.03485
2019,Cyprus,ALLAGE,ALLAREA,MALE,0.27794
2019,Cyprus,ALLAGE,RURAL,BOTHSEX,0.09129
2019,Cyprus,ALLAGE,URBAN,BOTHSEX,0.16698
2019,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0.2
2020,Cyprus,ALLAGE,ALLAREA,BOTHSEX,0
2020,Cyprus,<15Y,ALLAREA,BOTHSEX,0
2017,Netherlands,15-64,ALLAREA,BOTHSEX,0.51891
2017,Netherlands,<15Y,ALLAREA,BOTHSEX,0.84333
2017,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.2
2018,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2018,Netherlands,ALLAGE,ALLAREA,MALE,0.40847
2018,Netherlands,ALLAGE,ALLAREA,FEMALE,0.34283
2018,Netherlands,65+,ALLAREA,BOTHSEX,0.21843
2018,Netherlands,15-64,ALLAREA,BOTHSEX,0.42152
2018,Netherlands,<15Y,ALLAREA,BOTHSEX,0.38497
2020,Cyprus,15-64,ALLAREA,BOTHSEX,0.01848
2020,Cyprus,ALLAGE,URBAN,BOTHSEX,0.0154
2020,Cyprus,ALLAGE,RURAL,BOTHSEX,0
2020,Cyprus,ALLAGE,ALLAREA,MALE,0.01746
2020,Cyprus,ALLAGE,ALLAREA,FEMALE,0.00803
2020,Cyprus,65+,ALLAREA,BOTHSEX,0
1992,Czechia,ALLAGE,ALLAREA,BOTHSEX,0
1993,Czechia,ALLAGE,ALLAREA,BOTHSEX,0
1996,Czechia,ALLAGE,ALLAREA,BOTHSEX,0
2006,Ireland,ALLAGE,ALLAREA,MALE,0.43688
2006,Ireland,ALLAGE,URBAN,BOTHSEX,0.60204
2006,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.4
2007,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.1
2007,Ireland,<15Y,ALLAREA,BOTHSEX,0
2007,Ireland,15-64,ALLAREA,BOTHSEX,0.1288
2007,Ireland,65+,ALLAREA,BOTHSEX,0.18923
2007,Ireland,ALLAGE,ALLAREA,FEMALE,0.12273
2007,Ireland,ALLAGE,ALLAREA,MALE,0.09789
2019,Netherlands,<15Y,ALLAREA,BOTHSEX,0.25785
2019,Netherlands,15-64,ALLAREA,BOTHSEX,0.2473
2019,Netherlands,ALLAGE,ALLAREA,MALE,0.25162
2019,Netherlands,ALLAGE,ALLAREA,FEMALE,0.22902
2019,Netherlands,65+,ALLAREA,BOTHSEX,0.20518
2019,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0.1
2020,Netherlands,ALLAGE,ALLAREA,BOTHSEX,0
2020,Netherlands,ALLAGE,ALLAREA,MALE,0.38687
2020,Netherlands,ALLAGE,ALLAREA,FEMALE,0.26883
2007,Ireland,ALLAGE,RURAL,BOTHSEX,0.08815
2007,Ireland,ALLAGE,URBAN,BOTHSEX,0.12357
2008,Ireland,<15Y,ALLAREA,BOTHSEX,0.00877
2008,Ireland,15-64,ALLAREA,BOTHSEX,0.24606
2008,Ireland,65+,ALLAREA,BOTHSEX,0.12908
2008,Ireland,ALLAGE,URBAN,BOTHSEX,0.22182
2008,Ireland,ALLAGE,RURAL,BOTHSEX,0.12341
2008,Ireland,ALLAGE,ALLAREA,MALE,0.26515
2008,Ireland,ALLAGE,ALLAREA,FEMALE,0.10509
2008,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.2
2009,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.5
2009,Ireland,<15Y,ALLAREA,BOTHSEX,0.33969
2009,Ireland,15-64,ALLAREA,BOTHSEX,0.82781
2009,Ireland,65+,ALLAREA,BOTHSEX,0.70463
2009,Ireland,ALLAGE,ALLAREA,FEMALE,0.64008
2009,Ireland,ALLAGE,ALLAREA,MALE,0.78545
2009,Ireland,ALLAGE,RURAL,BOTHSEX,0.58451
2009,Ireland,ALLAGE,URBAN,BOTHSEX,0.79442
2002,Czechia,ALLAGE,ALLAREA,BOTHSEX,0
2004,Czechia,ALLAGE,ALLAREA,BOTHSEX,0
2004,Czechia,<15Y,ALLAREA,BOTHSEX,0
2004,Czechia,15-64,ALLAREA,BOTHSEX,0
2004,Czechia,65+,ALLAREA,BOTHSEX,0
2004,Czechia,ALLAGE,ALLAREA,FEMALE,0
2004,Czechia,ALLAGE,ALLAREA,MALE,0
2004,Czechia,ALLAGE,RURAL,BOTHSEX,0
2004,Czechia,ALLAGE,URBAN,BOTHSEX,0
2005,Czechia,<15Y,ALLAREA,BOTHSEX,0
2020,Netherlands,65+,ALLAREA,BOTHSEX,0.23865
2020,Netherlands,15-64,ALLAREA,BOTHSEX,0.42477
2020,Netherlands,<15Y,ALLAREA,BOTHSEX,0.02942
1979,Norway,ALLAGE,ALLAREA,BOTHSEX,0.2
1986,Norway,ALLAGE,ALLAREA,BOTHSEX,0.2
1991,Norway,ALLAGE,ALLAREA,BOTHSEX,0.5
1995,Norway,ALLAGE,ALLAREA,BOTHSEX,0.5
2000,Norway,ALLAGE,ALLAREA,BOTHSEX,0.2
2003,Norway,ALLAGE,ALLAREA,BOTHSEX,0.2
2005,Czechia,15-64,ALLAREA,BOTHSEX,0.00689
2005,Czechia,65+,ALLAREA,BOTHSEX,0
2005,Czechia,ALLAGE,ALLAREA,FEMALE,0.00963
2005,Czechia,ALLAGE,ALLAREA,MALE,0
2005,Czechia,ALLAGE,RURAL,BOTHSEX,0
2005,Czechia,ALLAGE,URBAN,BOTHSEX,0.00855
2005,Czechia,ALLAGE,ALLAREA,BOTHSEX,0
2006,Czechia,ALLAGE,ALLAREA,BOTHSEX,0.1
2006,Czechia,<15Y,ALLAREA,BOTHSEX,0.19342
2010,Ireland,<15Y,ALLAREA,BOTHSEX,0
2010,Ireland,15-64,ALLAREA,BOTHSEX,0.73819
2010,Ireland,65+,ALLAREA,BOTHSEX,0.4016
2010,Ireland,ALLAGE,ALLAREA,FEMALE,0.38685
2010,Ireland,ALLAGE,ALLAREA,MALE,0.70185
2010,Ireland,ALLAGE,RURAL,BOTHSEX,0.42557
2010,Ireland,ALLAGE,URBAN,BOTHSEX,0.61591
2010,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.5
2011,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.5
2003,Norway,ALLAGE,URBAN,BOTHSEX,0.24522
2003,Norway,ALLAGE,RURAL,BOTHSEX,0.32719
2003,Norway,ALLAGE,ALLAREA,MALE,0.42136
2003,Norway,ALLAGE,ALLAREA,FEMALE,0.12611
2003,Norway,65+,ALLAREA,BOTHSEX,0
2003,Norway,<15Y,ALLAREA,BOTHSEX,0.26248
2003,Norway,15-64,ALLAREA,BOTHSEX,0.335
2004,Norway,<15Y,ALLAREA,BOTHSEX,0.24625
2004,Norway,ALLAGE,URBAN,BOTHSEX,0.37097
2004,Norway,ALLAGE,RURAL,BOTHSEX,0.42741
2006,Czechia,15-64,ALLAREA,BOTHSEX,0.05587
2006,Czechia,65+,ALLAREA,BOTHSEX,0
2006,Czechia,ALLAGE,ALLAREA,FEMALE,0.05751
2006,Czechia,ALLAGE,ALLAREA,MALE,0.0745
2006,Czechia,ALLAGE,RURAL,BOTHSEX,0
2006,Czechia,ALLAGE,URBAN,BOTHSEX,0.11231
2007,Czechia,<15Y,ALLAREA,BOTHSEX,0.24016
2007,Czechia,65+,ALLAREA,BOTHSEX,0
2007,Czechia,ALLAGE,ALLAREA,FEMALE,0.1217
2011,Ireland,<15Y,ALLAREA,BOTHSEX,0.08366
2011,Ireland,15-64,ALLAREA,BOTHSEX,0.6706
2011,Ireland,65+,ALLAREA,BOTHSEX,0.65755
2011,Ireland,ALLAGE,ALLAREA,FEMALE,0.40174
2011,Ireland,ALLAGE,ALLAREA,MALE,0.69121
2011,Ireland,ALLAGE,RURAL,BOTHSEX,0.59732
2011,Ireland,ALLAGE,URBAN,BOTHSEX,0.51095
2012,Ireland,15-64,ALLAREA,BOTHSEX,0.43434
2012,Ireland,ALLAGE,ALLAREA,BOTHSEX,0.3
2007,Czechia,ALLAGE,ALLAREA,MALE,0.10982
2007,Czechia,ALLAGE,RURAL,BOTHSEX,0.08578
2007,Czechia,ALLAGE,URBAN,BOTHSEX,0.13936
2007,Czechia,15-64,ALLAREA,BOTHSEX,0.11789
2007,Czechia,ALLAGE,ALLAREA,BOTHSEX,0.1
2008,Czechia,ALLAGE,ALLAREA,BOTHSEX,0
2008,Czechia,ALLAGE,URBAN,BOTHSEX,0.03871
2008,Czechia,<15Y,ALLAREA,BOTHSEX,0.05401
2008,Czechia,15-64,ALLAREA,BOTHSEX,0.04738
2004,Norway,ALLAGE,ALLAREA,MALE,0.53151
2004,Norway,ALLAGE,ALLAREA,FEMALE,0.24796
2004,Norway,65+,ALLAREA,BOTHSEX,0.04454
2004,Norway,15-64,ALLAREA,BOTHSEX,0.49268
2004,Norway,ALLAGE,ALLAREA,BOTHSEX,0.3
2005,Norway,ALLAGE,ALLAREA,BOTHSEX,0.2
2005,Norway,ALLAGE,ALLAREA,MALE,0.56074
2005,Norway,15-64,ALLAREA,BOTHSEX,0.49956
2005,Norway,<15Y,ALLAREA,BOTHSEX,0.25585
2012,Ireland,<15Y,ALLAREA,BOTHSEX,0
2012,Ireland,ALLAGE,RURAL,BOTHSEX,0.28409
2012,Ireland,ALLAGE,ALLAREA,MALE,0.28697
2012,Ireland,ALLAGE,ALLAREA,FEMALE,0.42963
2012,Ireland,65+,ALLAREA,BOTHSEX,0.56406
2012,Ireland,ALLAGE,URBAN,BOTHSEX,0.40795
2013,Ireland,65+,ALLAREA,BOTHSEX,0.94239
2013,Ireland,<15Y,ALLAREA,BOTHSEX,0.02946
2013,Ireland,15-64,ALLAREA,BOTHSEX,0.88692
2008,Czechia,65+,ALLAREA,BOTHSEX,0
2008,Czechia,ALLAGE,ALLAREA,FEMALE,0.02612
2008,Czechia,ALLAGE,ALLAREA,MALE,0.05563
2008,Czechia,ALLAGE,RURAL,BOTHSEX,0.0432
2009,Czechia,15-64,ALLAREA,BOTHSEX,0.04069
2009,Czechia,65+,ALLAREA,BOTHSEX,0
