Year,SeriesCode,Country,Value
2000,FM_LBL_BMNY_IR_ZS,Albania,3.52519
2001,FM_LBL_BMNY_IR_ZS,Albania,3.55382
2002,FM_LBL_BMNY_IR_ZS,Albania,3.35471
2003,FM_LBL_BMNY_IR_ZS,Albania,3.53685
2004,FM_LBL_BMNY_IR_ZS,Albania,3.5315
2005,FM_LBL_BMNY_IR_ZS,Albania,3.9946
2006,FM_LBL_BMNY_IR_ZS,Albania,3.74754
2007,FM_LBL_BMNY_IR_ZS,Albania,3.87526
2008,FM_LBL_BMNY_IR_ZS,Albania,4.11327
2009,FM_LBL_BMNY_IR_ZS,Albania,3.87324
2010,FM_LBL_BMNY_IR_ZS,Albania,3.71221
2011,FM_LBL_BMNY_IR_ZS,Albania,4.29169
2012,FM_LBL_BMNY_IR_ZS,Albania,3.99415
2013,FM_LBL_BMNY_IR_ZS,Albania,3.92076
2014,FM_LBL_BMNY_IR_ZS,Albania,4.25107
2015,FM_LBL_BMNY_IR_ZS,Albania,3.07634
2016,FM_LBL_BMNY_IR_ZS,Albania,3.27397
2017,FM_LBL_BMNY_IR_ZS,Albania,2.96427
2018,FM_LBL_BMNY_IR_ZS,Albania,3.00652
2019,FM_LBL_BMNY_IR_ZS,Albania,3.18947
2020,FM_LBL_BMNY_IR_ZS,Albania,2.78365
2000,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.26394
2001,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.0181
2002,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.12345
2003,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.29474
2004,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.42537
2005,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.65139
2006,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.5377
2007,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.6083
2008,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.59862
2009,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.96434
2010,FM_LBL_BMNY_IR_ZS,Azerbaijan,2.04659
2011,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.71362
2012,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.89349
2013,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.62027
2014,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.73857
2015,FM_LBL_BMNY_IR_ZS,Azerbaijan,2.84273
2016,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.99146
2017,FM_LBL_BMNY_IR_ZS,Azerbaijan,1.98043
2018,FM_LBL_BMNY_IR_ZS,Azerbaijan,2.12319
2019,FM_LBL_BMNY_IR_ZS,Azerbaijan,2.41093
2020,FM_LBL_BMNY_IR_ZS,Azerbaijan,2.24897
2000,FM_LBL_BMNY_IR_ZS,Australia,14.92988
2001,FM_LBL_BMNY_IR_ZS,Australia,14.27176
2002,FM_LBL_BMNY_IR_ZS,Australia,12.88906
2003,FM_LBL_BMNY_IR_ZS,Australia,10.49103
2004,FM_LBL_BMNY_IR_ZS,Australia,12.85854
2005,FM_LBL_BMNY_IR_ZS,Australia,12.58639
2006,FM_LBL_BMNY_IR_ZS,Australia,11.32795
2007,FM_LBL_BMNY_IR_ZS,Australia,28.74772
2008,FM_LBL_BMNY_IR_ZS,Australia,31.3469
2009,FM_LBL_BMNY_IR_ZS,Australia,20.98583
2010,FM_LBL_BMNY_IR_ZS,Australia,27.30572
2011,FM_LBL_BMNY_IR_ZS,Australia,29.85756
2012,FM_LBL_BMNY_IR_ZS,Australia,31.86841
2013,FM_LBL_BMNY_IR_ZS,Australia,31.4781
2014,FM_LBL_BMNY_IR_ZS,Australia,29.54716
2015,FM_LBL_BMNY_IR_ZS,Australia,33.6972
2016,FM_LBL_BMNY_IR_ZS,Australia,27.20688
2017,FM_LBL_BMNY_IR_ZS,Australia,23.55267
2018,FM_LBL_BMNY_IR_ZS,Australia,30.17937
2019,FM_LBL_BMNY_IR_ZS,Australia,29.52387
2020,FM_LBL_BMNY_IR_ZS,Australia,42.87602
2000,FM_LBL_BMNY_IR_ZS,Armenia,0.89461
2001,FM_LBL_BMNY_IR_ZS,Armenia,0.86438
2002,FM_LBL_BMNY_IR_ZS,Armenia,0.85749
2003,FM_LBL_BMNY_IR_ZS,Armenia,0.8048
2004,FM_LBL_BMNY_IR_ZS,Armenia,0.97858
2005,FM_LBL_BMNY_IR_ZS,Armenia,1.19301
2006,FM_LBL_BMNY_IR_ZS,Armenia,1.08919
2007,FM_LBL_BMNY_IR_ZS,Armenia,1.21814
