Year,SeriesCode,Country,Value
2000,EN_ATM_GHGT_NAIP,Albania,5.77517
2001,EN_ATM_GHGT_NAIP,Albania,6.4548
2002,EN_ATM_GHGT_NAIP,Albania,6.47121
2003,EN_ATM_GHGT_NAIP,Albania,6.82743
2004,EN_ATM_GHGT_NAIP,Albania,7.19271
2005,EN_ATM_GHGT_NAIP,Albania,7.13113
2006,EN_ATM_GHGT_NAIP,Albania,7.18333
2007,EN_ATM_GHGT_NAIP,Albania,7.55147
2008,EN_ATM_GHGT_NAIP,Albania,7.63094
2009,EN_ATM_GHGT_NAIP,Albania,8.1257
2000,EN_ATM_GHGT_NAIP,Azerbaijan,40.6245
2001,EN_ATM_GHGT_NAIP,Azerbaijan,40.82882
2002,EN_ATM_GHGT_NAIP,Azerbaijan,40.77979
2003,EN_ATM_GHGT_NAIP,Azerbaijan,43.68426
2004,EN_ATM_GHGT_NAIP,Azerbaijan,46.25996
2005,EN_ATM_GHGT_NAIP,Azerbaijan,49.32249
2006,EN_ATM_GHGT_NAIP,Azerbaijan,49.23565
2007,EN_ATM_GHGT_NAIP,Azerbaijan,46.94433
2008,EN_ATM_GHGT_NAIP,Azerbaijan,53.77954
2009,EN_ATM_GHGT_NAIP,Azerbaijan,48.28183
2010,EN_ATM_GHGT_NAIP,Azerbaijan,48.04828
2011,EN_ATM_GHGT_NAIP,Azerbaijan,49.12855
2012,EN_ATM_GHGT_NAIP,Azerbaijan,51.80395
2013,EN_ATM_GHGT_NAIP,Azerbaijan,57.99477
2000,EN_ATM_GHGT_NAIP,Armenia,5.52591
2006,EN_ATM_GHGT_NAIP,Armenia,7.02164
2010,EN_ATM_GHGT_NAIP,Armenia,7.20217
2000,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,15.24948
2001,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,16.11846
2002,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,16.08008
2003,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,16.43675
2004,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,17.45184
2005,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,16.46155
2006,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,18.72169
2007,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,18.7885
2008,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,20.3794
2009,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,23.78287
2010,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,25.7402
2011,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,28.10784
2012,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,21.81644
2013,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,24.029
2014,EN_ATM_GHGT_NAIP,Bosnia and Herzegovina,25.74
2000,EN_ATM_GHGT_NAIP,Chile,74.10141
2006,EN_ATM_GHGT_NAIP,Chile,78.95519
2010,EN_ATM_GHGT_NAIP,Chile,89.41632
2013,EN_ATM_GHGT_NAIP,Chile,101.48059
2016,EN_ATM_GHGT_NAIP,Chile,108.80002
2005,EN_ATM_GHGT_NAIP,China,8015.0
2010,EN_ATM_GHGT_NAIP,China,10543.331
2012,EN_ATM_GHGT_NAIP,China,11895.765
2014,EN_ATM_GHGT_NAIP,China,12300.2
2000,EN_ATM_GHGT_NAIP,Colombia,147.28217
2004,EN_ATM_GHGT_NAIP,Colombia,153.88477
2000,EN_ATM_GHGT_NAIP,Costa Rica,11.03331
2005,EN_ATM_GHGT_NAIP,Costa Rica,12.11403
2000,EN_ATM_GHGT_NAIP,Georgia,10.62063
2001,EN_ATM_GHGT_NAIP,Georgia,10.01809
2002,EN_ATM_GHGT_NAIP,Georgia,9.84442
2003,EN_ATM_GHGT_NAIP,Georgia,10.42884
2004,EN_ATM_GHGT_NAIP,Georgia,11.13953
2005,EN_ATM_GHGT_NAIP,Georgia,11.40813
2006,EN_ATM_GHGT_NAIP,Georgia,13.76841
2007,EN_ATM_GHGT_NAIP,Georgia,14.42461
2008,EN_ATM_GHGT_NAIP,Georgia,13.77038
2009,EN_ATM_GHGT_NAIP,Georgia,13.05295
2010,EN_ATM_GHGT_NAIP,Georgia,12.87732
