Year,SeriesCode,Country,Value
2000,EN_ATM_GHGT_AIP,Australia,487.77776
2001,EN_ATM_GHGT_AIP,Australia,495.60431
2002,EN_ATM_GHGT_AIP,Australia,499.19049
2003,EN_ATM_GHGT_AIP,Australia,500.59996
2004,EN_ATM_GHGT_AIP,Australia,517.72651
2005,EN_ATM_GHGT_AIP,Australia,524.21149
2006,EN_ATM_GHGT_AIP,Australia,528.03842
2007,EN_ATM_GHGT_AIP,Australia,534.41784
2008,EN_ATM_GHGT_AIP,Australia,537.26231
2009,EN_ATM_GHGT_AIP,Australia,540.38162
2010,EN_ATM_GHGT_AIP,Australia,535.54922
2011,EN_ATM_GHGT_AIP,Australia,537.2055
2012,EN_ATM_GHGT_AIP,Australia,539.51105
2013,EN_ATM_GHGT_AIP,Australia,530.31191
2014,EN_ATM_GHGT_AIP,Australia,524.7094
2015,EN_ATM_GHGT_AIP,Australia,533.06383
2016,EN_ATM_GHGT_AIP,Australia,542.28787
2017,EN_ATM_GHGT_AIP,Australia,549.33002
2018,EN_ATM_GHGT_AIP,Australia,549.73194
2019,EN_ATM_GHGT_AIP,Australia,545.15252
2000,EN_ATM_GHGT_AIP,Austria,80.12943
2001,EN_ATM_GHGT_AIP,Austria,84.06472
2002,EN_ATM_GHGT_AIP,Austria,85.81506
2003,EN_ATM_GHGT_AIP,Austria,91.30672
2004,EN_ATM_GHGT_AIP,Austria,90.98523
2005,EN_ATM_GHGT_AIP,Austria,92.14729
2006,EN_ATM_GHGT_AIP,Austria,89.72878
2007,EN_ATM_GHGT_AIP,Austria,86.98394
2008,EN_ATM_GHGT_AIP,Austria,86.44021
2009,EN_ATM_GHGT_AIP,Austria,79.77907
2010,EN_ATM_GHGT_AIP,Austria,84.33672
2011,EN_ATM_GHGT_AIP,Austria,82.12703
2012,EN_ATM_GHGT_AIP,Austria,79.43238
2013,EN_ATM_GHGT_AIP,Austria,79.81717
2014,EN_ATM_GHGT_AIP,Austria,76.23867
2015,EN_ATM_GHGT_AIP,Austria,78.46223
2016,EN_ATM_GHGT_AIP,Austria,79.47101
2017,EN_ATM_GHGT_AIP,Austria,81.8625
2018,EN_ATM_GHGT_AIP,Austria,78.62764
2019,EN_ATM_GHGT_AIP,Austria,79.84225
2000,EN_ATM_GHGT_AIP,Belgium,148.88293
2001,EN_ATM_GHGT_AIP,Belgium,147.32461
2002,EN_ATM_GHGT_AIP,Belgium,147.41269
