Year,SeriesCode,Country,Bioclimatic belt,Land cover,Mountain Elevation,Value
2010,ER_MTN_GRNCVI,Croatia,TOTAL,TREE_COVERED,,69.05
2010,ER_MTN_GRNCVI,Croatia,MONTANE,TREE_COVERED,,69.33
2010,ER_MTN_GRNCVI,Croatia,MONTANE,SHRUB_COVERED,,1.95
2010,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,TERRESTRIAL_BARREN,,0.38
2010,ER_MTN_GRNCVI,Croatia,TOTAL,SHRUB_COVERED,,2.07
2010,ER_MTN_GRNCVI,Croatia,MONTANE,SPARSE_NAT_VEG,,0.4
2010,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,SPARSE_NAT_VEG,,0.99
2010,ER_MTN_GRNCVI,Croatia,TOTAL,TERRESTRIAL_BARREN,,0.02
2010,ER_MTN_GRNCVI,Croatia,TOTAL,SPARSE_NAT_VEG,,0.41
2010,ER_MTN_GRNCVI,Croatia,MONTANE,HERB_AQUA_FLOOD,,0.01
2010,ER_MTN_GRNCVI,Croatia,TOTAL,GLACIERS,,0.0
2010,ER_MTN_GRNCVI,Croatia,MONTANE,GLACIERS,,0.0
2010,ER_MTN_GRNCVI,Croatia,TOTAL,HERB_AQUA_FLOOD,,0.01
2010,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.29
2010,ER_MTN_GRNCVI,Croatia,TOTAL,ARTIFICIAL,,0.11
2010,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,ARTIFICIAL,,0.38
2010,ER_MTN_GRNCVI,Croatia,MONTANE,ARTIFICIAL,,0.11
2010,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,INLAND_WATER,,0.2
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,ARTIFICIAL,,0.38
2015,ER_MTN_GRNCVI,Croatia,TOTAL,ARTIFICIAL,,0.15
2015,ER_MTN_GRNCVI,Croatia,MONTANE,ARTIFICIAL,,0.15
2015,ER_MTN_GRNCVI,Croatia,MONTANE,GRASSLAND,,10.35
2015,ER_MTN_GRNCVI,Croatia,MONTANE,MGCI,,99.27
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,INLAND_WATER,,0.2
2015,ER_MTN_GRNCVI,Croatia,MONTANE,GLACIERS,,0.0
2015,ER_MTN_GRNCVI,Croatia,TOTAL,MGCI,,99.26
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,GLACIERS,,0.0
2015,ER_MTN_GRNCVI,Croatia,TOTAL,HERB_AQUA_FLOOD,,0.01
2015,ER_MTN_GRNCVI,Croatia,TOTAL,TREE_COVERED,,69.58
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,MGCI,,98.06
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,TERRESTRIAL_BARREN,,0.38
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,SPARSE_NAT_VEG,,0.99
2015,ER_MTN_GRNCVI,Croatia,TOTAL,SPARSE_NAT_VEG,,0.41
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.29
2015,ER_MTN_GRNCVI,Croatia,TOTAL,GLACIERS,,0.0
2015,ER_MTN_GRNCVI,Croatia,MONTANE,HERB_AQUA_FLOOD,,0.01
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,CROPLAND,,33.88
2015,ER_MTN_GRNCVI,Croatia,MONTANE,CROPLAND,,17.09
2015,ER_MTN_GRNCVI,Croatia,TOTAL,CROPLAND,,17.23
2015,ER_MTN_GRNCVI,Croatia,TOTAL,INLAND_WATER,,0.17
2015,ER_MTN_GRNCVI,Croatia,MONTANE,INLAND_WATER,,0.17
2015,ER_MTN_GRNCVI,Croatia,TOTAL,GRASSLAND,,10.36
2015,ER_MTN_GRNCVI,Croatia,MONTANE,TERRESTRIAL_BARREN,,0.01
2015,ER_MTN_GRNCVI,Croatia,TOTAL,SHRUB_COVERED,,2.07
2015,ER_MTN_GRNCVI,Croatia,TOTAL,TERRESTRIAL_BARREN,,0.02
2015,ER_MTN_GRNCVI,Croatia,MONTANE,SHRUB_COVERED,,1.95
2015,ER_MTN_GRNCVI,Croatia,MONTANE,TREE_COVERED,,69.87
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,SHRUB_COVERED,,16.36
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,TREE_COVERED,,35.41
2015,ER_MTN_GRNCVI,Croatia,MONTANE,SPARSE_NAT_VEG,,0.4
2015,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,GRASSLAND,,12.12
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,SPARSE_NAT_VEG,,0.94
2018,ER_MTN_GRNCVI,Croatia,TOTAL,TERRESTRIAL_BARREN,,0.02
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,MGCI,,98.06
2018,ER_MTN_GRNCVI,Croatia,MONTANE,SHRUB_COVERED,,1.96
2018,ER_MTN_GRNCVI,Croatia,TOTAL,GLACIERS,,0.0
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,GLACIERS,,0.0
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.29
2018,ER_MTN_GRNCVI,Croatia,MONTANE,HERB_AQUA_FLOOD,,0.01
2018,ER_MTN_GRNCVI,Croatia,TOTAL,MGCI,,99.26
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,ARTIFICIAL,,0.43
2018,ER_MTN_GRNCVI,Croatia,TOTAL,ARTIFICIAL,,0.15
2018,ER_MTN_GRNCVI,Croatia,MONTANE,ARTIFICIAL,,0.15
2018,ER_MTN_GRNCVI,Croatia,MONTANE,TERRESTRIAL_BARREN,,0.01
2018,ER_MTN_GRNCVI,Croatia,TOTAL,GRASSLAND,,10.39
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,TREE_COVERED,,34.08
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,TERRESTRIAL_BARREN,,0.38
2018,ER_MTN_GRNCVI,Croatia,TOTAL,SHRUB_COVERED,,2.09
2018,ER_MTN_GRNCVI,Croatia,TOTAL,TREE_COVERED,,69.46
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,SHRUB_COVERED,,16.55
2018,ER_MTN_GRNCVI,Croatia,MONTANE,TREE_COVERED,,69.76
2018,ER_MTN_GRNCVI,Croatia,MONTANE,SPARSE_NAT_VEG,,0.4
2018,ER_MTN_GRNCVI,Croatia,TOTAL,SPARSE_NAT_VEG,,0.4
2018,ER_MTN_GRNCVI,Croatia,MONTANE,MGCI,,99.27
2018,ER_MTN_GRNCVI,Croatia,MONTANE,GRASSLAND,,10.37
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,CROPLAND,,34.79
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,GRASSLAND,,12.35
2018,ER_MTN_GRNCVI,Croatia,TOTAL,INLAND_WATER,,0.17
2018,ER_MTN_GRNCVI,Croatia,REMAIN_MOUNT,INLAND_WATER,,0.2
2018,ER_MTN_GRNCVI,Croatia,MONTANE,INLAND_WATER,,0.17
2018,ER_MTN_GRNCVI,Croatia,MONTANE,CROPLAND,,17.17
2018,ER_MTN_GRNCVI,Croatia,TOTAL,CROPLAND,,17.31
2018,ER_MTN_GRNCVI,Croatia,MONTANE,GLACIERS,,0.0
2018,ER_MTN_GRNCVI,Croatia,TOTAL,HERB_AQUA_FLOOD,,0.01
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,SPARSE_NAT_VEG,,5.27
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SPARSE_NAT_VEG,,5.87
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,TREE_COVERED,,52.57
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TERRESTRIAL_BARREN,,3.03
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,MGCI,,91.06
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,HERB_AQUA_FLOOD,,0.0
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,GLACIERS,,0.0
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,HERB_AQUA_FLOOD,,0.0
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,SHRUB_COVERED,,5.68
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,ARTIFICIAL,,0.04
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,ARTIFICIAL,,0.03
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,ARTIFICIAL,,0.03
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,CROPLAND,,32.12
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GRASSLAND,,1.73
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,CROPLAND,,36.07
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,TERRESTRIAL_BARREN,,1.2
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,SPARSE_NAT_VEG,,1.09
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,TERRESTRIAL_BARREN,,2.8
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,SHRUB_COVERED,,2.0
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TREE_COVERED,,47.05
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,TREE_COVERED,,91.05
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SHRUB_COVERED,,6.21
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,CROPLAND,,4.61
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.01
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GLACIERS,,0.0
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,GLACIERS,,0.0
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,MGCI,,97.67
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,MGCI,,91.89
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,GRASSLAND,,1.51
2000,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,INLAND_WATER,,0.02
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,GRASSLAND,,0.0
2000,ER_MTN_GRNCVI,Cyprus,TOTAL,INLAND_WATER,,0.02
2000,ER_MTN_GRNCVI,Cyprus,MONTANE,INLAND_WATER,,0.0
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,CROPLAND,,31.3
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,CROPLAND,,35.13
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,ARTIFICIAL,,0.09
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,ARTIFICIAL,,0.04
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,ARTIFICIAL,,0.09
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,INLAND_WATER,,0.0
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,INLAND_WATER,,0.02
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,GRASSLAND,,0.0
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GLACIERS,,0.0
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,GLACIERS,,0.0
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,GLACIERS,,0.0
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,SPARSE_NAT_VEG,,5.35
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,TERRESTRIAL_BARREN,,1.2
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,SPARSE_NAT_VEG,,1.09
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SPARSE_NAT_VEG,,5.96
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TREE_COVERED,,48.06
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,SHRUB_COVERED,,2.0
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TERRESTRIAL_BARREN,,3.0
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,SHRUB_COVERED,,5.57
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,TREE_COVERED,,53.45
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,TREE_COVERED,,91.05
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GRASSLAND,,1.65
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,GRASSLAND,,1.44
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,CROPLAND,,4.61
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SHRUB_COVERED,,6.09
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,HERB_AQUA_FLOOD,,0.0
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.01
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,HERB_AQUA_FLOOD,,0.0
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,MGCI,,90.93
2005,ER_MTN_GRNCVI,Cyprus,MONTANE,MGCI,,97.67
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,MGCI,,91.77
2005,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,INLAND_WATER,,0.02
2005,ER_MTN_GRNCVI,Cyprus,TOTAL,TERRESTRIAL_BARREN,,2.77
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SPARSE_NAT_VEG,,5.83
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,SPARSE_NAT_VEG,,5.24
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,SHRUB_COVERED,,2.32
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,TREE_COVERED,,54.58
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,TERRESTRIAL_BARREN,,1.2
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,SPARSE_NAT_VEG,,1.13
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,TERRESTRIAL_BARREN,,2.74
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TERRESTRIAL_BARREN,,2.96
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,GRASSLAND,,0.0
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,CROPLAND,,4.52
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,MGCI,,91.03
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GLACIERS,,0.0
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,INLAND_WATER,,0.02
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,INLAND_WATER,,0.02
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,GRASSLAND,,1.34
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,ARTIFICIAL,,0.16
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,ARTIFICIAL,,0.04
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,ARTIFICIAL,,0.14
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TREE_COVERED,,49.39
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SHRUB_COVERED,,5.85
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,TREE_COVERED,,90.79
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,INLAND_WATER,,0.0
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,MGCI,,91.86
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,MGCI,,97.63
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,SHRUB_COVERED,,5.4
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,GLACIERS,,0.0
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,GLACIERS,,0.0
2010,ER_MTN_GRNCVI,Cyprus,MONTANE,HERB_AQUA_FLOOD,,0.0
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,HERB_AQUA_FLOOD,,0.0
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.01
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,CROPLAND,,34.26
2010,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GRASSLAND,,1.53
2010,ER_MTN_GRNCVI,Cyprus,TOTAL,CROPLAND,,30.53
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,CROPLAND,,34.09
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,GRASSLAND,,0.0
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,GRASSLAND,,1.34
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,ARTIFICIAL,,0.35
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,CROPLAND,,4.5
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,ARTIFICIAL,,0.05
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,ARTIFICIAL,,0.4
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,INLAND_WATER,,0.0
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,MGCI,,91.03
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.01
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,MGCI,,91.86
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,MGCI,,97.61
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TREE_COVERED,,49.67
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,TREE_COVERED,,90.79
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GRASSLAND,,1.53
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,SPARSE_NAT_VEG,,1.13
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,TERRESTRIAL_BARREN,,2.66
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,TERRESTRIAL_BARREN,,1.2
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,SPARSE_NAT_VEG,,5.12
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,INLAND_WATER,,0.02
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,INLAND_WATER,,0.02
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,CROPLAND,,30.37
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,GLACIERS,,0.0
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,HERB_AQUA_FLOOD,,0.0
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,GLACIERS,,0.0
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,HERB_AQUA_FLOOD,,0.0
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SHRUB_COVERED,,5.74
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GLACIERS,,0.0
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SPARSE_NAT_VEG,,5.69
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,TREE_COVERED,,54.83
2015,ER_MTN_GRNCVI,Cyprus,TOTAL,SHRUB_COVERED,,5.31
2015,ER_MTN_GRNCVI,Cyprus,MONTANE,SHRUB_COVERED,,2.32
2015,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TERRESTRIAL_BARREN,,2.86
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,TREE_COVERED,,55.28
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SHRUB_COVERED,,5.51
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,SPARSE_NAT_VEG,,5.67
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,SHRUB_COVERED,,5.11
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,HERB_AQUA_FLOOD,,0.0
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,HERB_AQUA_FLOOD,,0.01
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,CROPLAND,,4.5
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GLACIERS,,0.0
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,GLACIERS,,0.0
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,MGCI,,91.04
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,MGCI,,97.63
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,MGCI,,91.87
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,INLAND_WATER,,0.0
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,TREE_COVERED,,90.83
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TREE_COVERED,,50.19
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,TERRESTRIAL_BARREN,,1.2
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,TERRESTRIAL_BARREN,,2.63
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,SPARSE_NAT_VEG,,5.1
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,SPARSE_NAT_VEG,,1.11
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,TERRESTRIAL_BARREN,,2.83
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,INLAND_WATER,,0.02
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,SHRUB_COVERED,,2.3
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,HERB_AQUA_FLOOD,,0.0
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,GLACIERS,,0.0
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,INLAND_WATER,,0.02
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,GRASSLAND,,1.34
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,ARTIFICIAL,,0.39
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,ARTIFICIAL,,0.05
2018,ER_MTN_GRNCVI,Cyprus,TOTAL,CROPLAND,,30.14
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,ARTIFICIAL,,0.44
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,GRASSLAND,,1.53
2018,ER_MTN_GRNCVI,Cyprus,MONTANE,GRASSLAND,,0.0
2018,ER_MTN_GRNCVI,Cyprus,REMAIN_MOUNT,CROPLAND,,33.81
2000,ER_MTN_GRNCVI,Finland,ALPINE,TERRESTRIAL_BARREN,,5.05
2000,ER_MTN_GRNCVI,Finland,ALPINE,SHRUB_COVERED,,0.27
2000,ER_MTN_GRNCVI,Finland,NIVAL,SPARSE_NAT_VEG,,68.42
2000,ER_MTN_GRNCVI,Finland,MONTANE,TREE_COVERED,,43.52
2000,ER_MTN_GRNCVI,Finland,MONTANE,TERRESTRIAL_BARREN,,0.6
2000,ER_MTN_GRNCVI,Finland,NIVAL,TREE_COVERED,,0.0
2000,ER_MTN_GRNCVI,Finland,TOTAL,TREE_COVERED,,29.68
2000,ER_MTN_GRNCVI,Finland,TOTAL,SPARSE_NAT_VEG,,44.35
2000,ER_MTN_GRNCVI,Finland,TOTAL,TERRESTRIAL_BARREN,,2.3
2000,ER_MTN_GRNCVI,Finland,MONTANE,SPARSE_NAT_VEG,,32.16
2000,ER_MTN_GRNCVI,Finland,MONTANE,MGCI,,65.51
2000,ER_MTN_GRNCVI,Finland,MONTANE,SHRUB_COVERED,,1.74
2000,ER_MTN_GRNCVI,Finland,NIVAL,SHRUB_COVERED,,0.0
2000,ER_MTN_GRNCVI,Finland,TOTAL,SHRUB_COVERED,,1.2
2000,ER_MTN_GRNCVI,Finland,ALPINE,GLACIERS,,0.0
2000,ER_MTN_GRNCVI,Finland,NIVAL,GLACIERS,,0.0
2000,ER_MTN_GRNCVI,Finland,TOTAL,CROPLAND,,0.01
2000,ER_MTN_GRNCVI,Finland,MONTANE,GLACIERS,,0.0
2000,ER_MTN_GRNCVI,Finland,TOTAL,GLACIERS,,0.0
2000,ER_MTN_GRNCVI,Finland,ALPINE,MGCI,,26.81
2000,ER_MTN_GRNCVI,Finland,NIVAL,MGCI,,0.0
2000,ER_MTN_GRNCVI,Finland,TOTAL,ARTIFICIAL,,0.0
2000,ER_MTN_GRNCVI,Finland,MONTANE,CROPLAND,,0.01
2000,ER_MTN_GRNCVI,Finland,ALPINE,CROPLAND,,0.01
2000,ER_MTN_GRNCVI,Finland,NIVAL,CROPLAND,,0.0
2000,ER_MTN_GRNCVI,Finland,MONTANE,GRASSLAND,,4.29
2000,ER_MTN_GRNCVI,Finland,ALPINE,SPARSE_NAT_VEG,,65.15
2000,ER_MTN_GRNCVI,Finland,ALPINE,TREE_COVERED,,6.05
2000,ER_MTN_GRNCVI,Finland,NIVAL,TERRESTRIAL_BARREN,,31.63
2000,ER_MTN_GRNCVI,Finland,TOTAL,HERB_AQUA_FLOOD,,12.39
2000,ER_MTN_GRNCVI,Finland,ALPINE,HERB_AQUA_FLOOD,,6.35
2000,ER_MTN_GRNCVI,Finland,NIVAL,HERB_AQUA_FLOOD,,0.0
2000,ER_MTN_GRNCVI,Finland,MONTANE,HERB_AQUA_FLOOD,,15.94
2000,ER_MTN_GRNCVI,Finland,TOTAL,INLAND_WATER,,2.19
2000,ER_MTN_GRNCVI,Finland,MONTANE,INLAND_WATER,,1.72
2000,ER_MTN_GRNCVI,Finland,TOTAL,MGCI,,51.17
2000,ER_MTN_GRNCVI,Finland,NIVAL,INLAND_WATER,,0.0
2000,ER_MTN_GRNCVI,Finland,ALPINE,INLAND_WATER,,2.99
2000,ER_MTN_GRNCVI,Finland,ALPINE,GRASSLAND,,14.14
2000,ER_MTN_GRNCVI,Finland,TOTAL,GRASSLAND,,7.9
2000,ER_MTN_GRNCVI,Finland,NIVAL,GRASSLAND,,0.0
2000,ER_MTN_GRNCVI,Finland,ALPINE,ARTIFICIAL,,0.0
2000,ER_MTN_GRNCVI,Finland,MONTANE,ARTIFICIAL,,0.0
2000,ER_MTN_GRNCVI,Finland,NIVAL,ARTIFICIAL,,0.0
2005,ER_MTN_GRNCVI,Finland,TOTAL,ARTIFICIAL,,0.0
2005,ER_MTN_GRNCVI,Finland,ALPINE,INLAND_WATER,,2.99
2005,ER_MTN_GRNCVI,Finland,TOTAL,INLAND_WATER,,2.19
2005,ER_MTN_GRNCVI,Finland,NIVAL,INLAND_WATER,,0.0
2005,ER_MTN_GRNCVI,Finland,MONTANE,GRASSLAND,,4.7
2005,ER_MTN_GRNCVI,Finland,MONTANE,MGCI,,67.09
2005,ER_MTN_GRNCVI,Finland,NIVAL,MGCI,,0.0
2005,ER_MTN_GRNCVI,Finland,NIVAL,GLACIERS,,0.0
2005,ER_MTN_GRNCVI,Finland,ALPINE,MGCI,,26.98
2005,ER_MTN_GRNCVI,Finland,MONTANE,HERB_AQUA_FLOOD,,14.87
2005,ER_MTN_GRNCVI,Finland,NIVAL,HERB_AQUA_FLOOD,,0.0
2005,ER_MTN_GRNCVI,Finland,ALPINE,TERRESTRIAL_BARREN,,5.66
2005,ER_MTN_GRNCVI,Finland,ALPINE,TREE_COVERED,,6.05
2005,ER_MTN_GRNCVI,Finland,TOTAL,SPARSE_NAT_VEG,,43.07
2005,ER_MTN_GRNCVI,Finland,MONTANE,TREE_COVERED,,45.78
2005,ER_MTN_GRNCVI,Finland,ALPINE,GRASSLAND,,14.31
2005,ER_MTN_GRNCVI,Finland,NIVAL,GRASSLAND,,0.0
