Year,SeriesCode,Country,Age,Freq,Location,Sex,Type of speed,Value
2021,IT_NET_BBNDN,Mexico,,,,,256KT2MBPS,124279.0
2021,IT_NET_BBNDN,Mexico,,,,,ANYS,24200214.0
2001,IT_NET_BBNDN,Moldova,,,,,ANYS,239.0
2002,IT_NET_BBNDN,Moldova,,,,,ANYS,418.0
2003,IT_NET_BBNDN,Moldova,,,,,ANYS,597.0
2004,IT_NET_BBNDN,Moldova,,,,,ANYS,2429.0
2005,IT_NET_BBNDN,Moldova,,,,,ANYS,10395.0
2006,IT_NET_BBNDN,Moldova,,,,,ANYS,21792.0
2016,IT_NET_BBNDN,Denmark,,,,,256KT2MBPS,14557.0
2016,IT_NET_BBNDN,Denmark,,,,,10MBPS,2245261.0
2016,IT_NET_BBNDN,Denmark,,,,,2MT10MBPS,171578.0
2017,IT_NET_BBNDN,Denmark,,,,,10MBPS,2335475.0
2017,IT_NET_BBNDN,Denmark,,,,,ANYS,2511871.0
2017,IT_NET_BBNDN,Denmark,,,,,2MT10MBPS,134209.0
2017,IT_NET_BBNDN,Denmark,,,,,256KT2MBPS,13524.0
2018,IT_NET_BBNDN,Denmark,,,,,ANYS,2535904.0
2018,IT_NET_BBNDN,Denmark,,,,,10MBPS,2382059.0
2018,IT_NET_BBNDN,Denmark,,,,,2MT10MBPS,115337.0
2018,IT_NET_BBNDN,Denmark,,,,,256KT2MBPS,10547.0
2019,IT_NET_BBNDN,Denmark,,,,,ANYS,2536508.0
2019,IT_NET_BBNDN,Denmark,,,,,10MBPS,2400104.0
2019,IT_NET_BBNDN,Azerbaijan,,,,,ANYS,1943013.0
2019,IT_NET_BBNDN,Azerbaijan,,,,,2MT10MBPS,979279.0
2019,IT_NET_BBNDN,Azerbaijan,,,,,256KT2MBPS,701428.0
2019,IT_NET_BBNDN,Azerbaijan,,,,,10MBPS,262307.0
2020,IT_NET_BBNDN,Azerbaijan,,,,,2MT10MBPS,1017692.0
2020,IT_NET_BBNDN,Azerbaijan,,,,,256KT2MBPS,678461.0
2020,IT_NET_BBNDN,Azerbaijan,,,,,10MBPS,299321.0
2020,IT_NET_BBNDN,Azerbaijan,,,,,ANYS,1995474.0
2021,IT_NET_BBNDN,Azerbaijan,,,,,ANYS,2055645.0
2021,IT_NET_BBNDN,Azerbaijan,,,,,2MT10MBPS,1134083.0
2021,IT_NET_BBNDN,Azerbaijan,,,,,256KT2MBPS,500100.0
2021,IT_NET_BBNDN,Azerbaijan,,,,,10MBPS,421462.0
2007,IT_NET_BBNDN,Moldova,,,,,ANYS,52806.0
2008,IT_NET_BBNDN,Moldova,,,,,ANYS,115227.0
2009,IT_NET_BBNDN,Moldova,,,,,ANYS,187665.0
2010,IT_NET_BBNDN,Moldova,,,,,ANYS,270756.0
2011,IT_NET_BBNDN,Moldova,,,,,ANYS,356324.0
2012,IT_NET_BBNDN,Moldova,,,,,ANYS,418519.0
2012,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,182853.0
2012,IT_NET_BBNDN,Moldova,,,,,10MBPS,179085.0
2012,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,55239.0
2013,IT_NET_BBNDN,Moldova,,,,,10MBPS,227457.0
2013,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,182832.0
2013,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,56783.0
2013,IT_NET_BBNDN,Moldova,,,,,ANYS,469367.0
2014,IT_NET_BBNDN,Moldova,,,,,ANYS,509195.0
2014,IT_NET_BBNDN,Moldova,,,,,10MBPS,303327.0
2014,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,163322.0
2014,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,40839.0
2015,IT_NET_BBNDN,Moldova,,,,,ANYS,534393.0
2015,IT_NET_BBNDN,Moldova,,,,,10MBPS,446245.0
2015,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,52550.0
2015,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,23393.0
2001,IT_NET_BBNDN,Australia,,,,,ANYS,122800.0
2002,IT_NET_BBNDN,Australia,,,,,ANYS,258100.0
2003,IT_NET_BBNDN,Australia,,,,,ANYS,516800.0
2004,IT_NET_BBNDN,Australia,,,,,ANYS,1012000.0
2005,IT_NET_BBNDN,Australia,,,,,ANYS,2016000.0
2006,IT_NET_BBNDN,Australia,,,,,ANYS,3900000.0
2008,IT_NET_BBNDN,Australia,,,,,ANYS,5315000.0
2009,IT_NET_BBNDN,Australia,,,,,ANYS,5221000.0
2009,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,3188000.0
2009,IT_NET_BBNDN,Australia,,,,,10MBPS,2476000.0
2009,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,2381000.0
2016,IT_NET_BBNDN,Moldova,,,,,10MBPS,500901.0
2016,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,32673.0
2016,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,23829.0
2016,IT_NET_BBNDN,Moldova,,,,,ANYS,557403.0
2017,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,26251.0
2017,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,21343.0
2017,IT_NET_BBNDN,Moldova,,,,,ANYS,584330.0
2017,IT_NET_BBNDN,Moldova,,,,,10MBPS,525211.0
2018,IT_NET_BBNDN,Moldova,,,,,ANYS,623135.0
2018,IT_NET_BBNDN,Moldova,,,,,10MBPS,595910.0
2018,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,18861.0
2018,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,8364.0
2019,IT_NET_BBNDN,Moldova,,,,,ANYS,670530.0
2019,IT_NET_BBNDN,Moldova,,,,,10MBPS,647856.0
2019,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,14967.0
2019,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,7707.0
2020,IT_NET_BBNDN,Moldova,,,,,ANYS,719001.0
2020,IT_NET_BBNDN,Moldova,,,,,10MBPS,700225.0
2020,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,11607.0
2020,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,7169.0
2021,IT_NET_BBNDN,Moldova,,,,,10MBPS,747978.0
2010,IT_NET_BBNDN,Australia,,,,,ANYS,5510000.0
2010,IT_NET_BBNDN,Australia,,,,,10MBPS,4431000.0
2010,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,4067000.0
2010,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,1240000.0
2011,IT_NET_BBNDN,Australia,,,,,10MBPS,5199000.0
2011,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,5115000.0
2011,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,808000.0
2011,IT_NET_BBNDN,Australia,,,,,ANYS,5552000.0
2012,IT_NET_BBNDN,Australia,,,,,ANYS,5735000.0
2012,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,4213000.0
2021,IT_NET_BBNDN,Moldova,,,,,ANYS,762333.0
2021,IT_NET_BBNDN,Moldova,,,,,2MT10MBPS,6055.0
2021,IT_NET_BBNDN,Moldova,,,,,256KT2MBPS,8300.0
2005,IT_NET_BBNDN,Montenegro,,,,,ANYS,7665.0
2007,IT_NET_BBNDN,Montenegro,,,,,ANYS,17852.0
2008,IT_NET_BBNDN,Montenegro,,,,,ANYS,39749.0
2009,IT_NET_BBNDN,Montenegro,,,,,ANYS,59329.0
2010,IT_NET_BBNDN,Montenegro,,,,,ANYS,64665.0
2011,IT_NET_BBNDN,Montenegro,,,,,ANYS,64712.0
2012,IT_NET_BBNDN,Montenegro,,,,,ANYS,87768.0
2013,IT_NET_BBNDN,Montenegro,,,,,ANYS,95721.0
2012,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,609000.0
2013,IT_NET_BBNDN,Australia,,,,,ANYS,5981000.0
2013,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,4159000.0
2013,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,332000.0
2014,IT_NET_BBNDN,Australia,,,,,ANYS,6536000.0
2014,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,175000.0
2014,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,3305000.0
2015,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,2183000.0
2015,IT_NET_BBNDN,Australia,,,,,ANYS,6828000.0
2014,IT_NET_BBNDN,Montenegro,,,,,ANYS,103863.0
2014,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,58475.0
2014,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,35885.0
2014,IT_NET_BBNDN,Montenegro,,,,,10MBPS,9503.0
2015,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,68414.0
2015,IT_NET_BBNDN,Montenegro,,,,,10MBPS,11600.0
2015,IT_NET_BBNDN,Montenegro,,,,,ANYS,112394.0
2015,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,32380.0
2016,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,59966.0
2016,IT_NET_BBNDN,Montenegro,,,,,10MBPS,35391.0
2016,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,19491.0
2019,IT_NET_BBNDN,Denmark,,,,,2MT10MBPS,93804.0
2019,IT_NET_BBNDN,Denmark,,,,,256KT2MBPS,9098.0
2020,IT_NET_BBNDN,Denmark,,,,,10MBPS,2476284.0
2020,IT_NET_BBNDN,Denmark,,,,,ANYS,2590282.0
2020,IT_NET_BBNDN,Denmark,,,,,2MT10MBPS,71633.0
2020,IT_NET_BBNDN,Denmark,,,,,256KT2MBPS,8561.0
2021,IT_NET_BBNDN,Denmark,,,,,ANYS,2613852.0
2021,IT_NET_BBNDN,Denmark,,,,,256KT2MBPS,8017.0
2021,IT_NET_BBNDN,Denmark,,,,,10MBPS,2509973.0
2021,IT_NET_BBNDN,Denmark,,,,,2MT10MBPS,61936.0
2001,IT_NET_BBNDN,Estonia,,,,,ANYS,17474.0
2002,IT_NET_BBNDN,Estonia,,,,,ANYS,46500.0
2015,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,118000.0
2016,IT_NET_BBNDN,Australia,,,,,ANYS,7374000.0
2016,IT_NET_BBNDN,Australia,,,,,256KT2MBPS,92000.0
2016,IT_NET_BBNDN,Australia,,,,,2MT10MBPS,2158000.0
2017,IT_NET_BBNDN,Australia,,,,,ANYS,7922000.0
2017,IT_NET_BBNDN,Australia,,,,,10MBPS,3467306.0
2018,IT_NET_BBNDN,Australia,,,,,ANYS,8427316.0
2018,IT_NET_BBNDN,Australia,,,,,10MBPS,4794389.0
2003,IT_NET_BBNDN,Estonia,,,,,ANYS,90300.0
2004,IT_NET_BBNDN,Estonia,,,,,ANYS,138677.0
2005,IT_NET_BBNDN,Estonia,,,,,ANYS,179200.0
2006,IT_NET_BBNDN,Estonia,,,,,ANYS,246800.0
2007,IT_NET_BBNDN,Estonia,,,,,ANYS,264949.0
2008,IT_NET_BBNDN,Estonia,,,,,ANYS,294660.0
2009,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,153192.0
2009,IT_NET_BBNDN,Estonia,,,,,10MBPS,30522.0
2009,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,117378.0
2009,IT_NET_BBNDN,Estonia,,,,,ANYS,313625.0
2010,IT_NET_BBNDN,Estonia,,,,,ANYS,347883.0
2016,IT_NET_BBNDN,Montenegro,,,,,ANYS,114848.0
2017,IT_NET_BBNDN,Montenegro,,,,,ANYS,137426.0
2017,IT_NET_BBNDN,Montenegro,,,,,10MBPS,71122.0
2017,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,55383.0
2017,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,10921.0
2018,IT_NET_BBNDN,Montenegro,,,,,ANYS,159029.0
2018,IT_NET_BBNDN,Montenegro,,,,,10MBPS,119792.0
2018,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,33462.0
2018,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,5775.0
2019,IT_NET_BBNDN,Montenegro,,,,,ANYS,178781.0
2019,IT_NET_BBNDN,Montenegro,,,,,10MBPS,140075.0
2019,IT_NET_BBNDN,Australia,,,,,ANYS,8802600.0
2019,IT_NET_BBNDN,Australia,,,,,10MBPS,6601864.0
2020,IT_NET_BBNDN,Australia,,,,,10MBPS,8106878.0
2020,IT_NET_BBNDN,Australia,,,,,ANYS,9099619.0
2021,IT_NET_BBNDN,Australia,,,,,ANYS,9145384.0
2021,IT_NET_BBNDN,Australia,,,,,10MBPS,8594932.0
2010,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,117852.0
2010,IT_NET_BBNDN,Estonia,,,,,10MBPS,40125.0
2010,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,178346.0
2011,IT_NET_BBNDN,Estonia,,,,,ANYS,348946.0
2011,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,191463.0
2011,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,84871.0
2011,IT_NET_BBNDN,Estonia,,,,,10MBPS,56149.0
2012,IT_NET_BBNDN,Estonia,,,,,ANYS,349507.0
2012,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,180343.0
2012,IT_NET_BBNDN,Estonia,,,,,10MBPS,77906.0
2012,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,76000.0
2013,IT_NET_BBNDN,Estonia,,,,,ANYS,360948.0
2019,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,35995.0
2019,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,2711.0
2020,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,26996.0
2020,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,2580.0
2020,IT_NET_BBNDN,Montenegro,,,,,ANYS,184176.0
2020,IT_NET_BBNDN,Montenegro,,,,,10MBPS,154600.0
2021,IT_NET_BBNDN,Montenegro,,,,,10MBPS,163314.0
2021,IT_NET_BBNDN,Montenegro,,,,,ANYS,188286.0
2021,IT_NET_BBNDN,Montenegro,,,,,256KT2MBPS,758.0
2021,IT_NET_BBNDN,Montenegro,,,,,2MT10MBPS,24214.0
2000,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,260000.0
2001,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,466200.0
2000,IT_NET_BBNDN,Austria,,,,,ANYS,190500.0
2001,IT_NET_BBNDN,Austria,,,,,ANYS,320600.0
2002,IT_NET_BBNDN,Austria,,,,,ANYS,451000.0
2003,IT_NET_BBNDN,Austria,,,,,ANYS,601000.0
2004,IT_NET_BBNDN,Austria,,,,,ANYS,870000.0
2005,IT_NET_BBNDN,Austria,,,,,ANYS,1174000.0
2006,IT_NET_BBNDN,Austria,,,,,ANYS,1432000.0
2007,IT_NET_BBNDN,Austria,,,,,ANYS,1622000.0
2008,IT_NET_BBNDN,Austria,,,,,ANYS,1729000.0
2009,IT_NET_BBNDN,Austria,,,,,ANYS,1878524.0
2010,IT_NET_BBNDN,Austria,,,,,ANYS,2050400.0
2013,IT_NET_BBNDN,Estonia,,,,,10MBPS,184949.0
2013,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,112923.0
2013,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,60769.0
2014,IT_NET_BBNDN,Estonia,,,,,ANYS,371009.0
2014,IT_NET_BBNDN,Estonia,,,,,10MBPS,214930.0
2014,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,114036.0
2014,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,42043.0
2015,IT_NET_BBNDN,Estonia,,,,,ANYS,390275.0
2015,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,61328.0
2015,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,68986.0
2015,IT_NET_BBNDN,Estonia,,,,,10MBPS,259961.0
2016,IT_NET_BBNDN,Estonia,,,,,ANYS,414478.0
2011,IT_NET_BBNDN,Austria,,,,,ANYS,2097700.0
2011,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,1316000.0
2011,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,26000.0
2011,IT_NET_BBNDN,Austria,,,,,10MBPS,759000.0
2012,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,20000.0
2012,IT_NET_BBNDN,Austria,,,,,10MBPS,855000.0
2012,IT_NET_BBNDN,Austria,,,,,ANYS,2130200.0
2012,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,1296000.0
2013,IT_NET_BBNDN,Austria,,,,,ANYS,2232500.0
2013,IT_NET_BBNDN,Austria,,,,,10MBPS,985000.0
2013,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,1217000.0
2013,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,13000.0
2002,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,1170966.0
2003,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,1988000.0
2004,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,3206000.0
2005,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,4100000.0
2006,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,5192200.0
2007,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,5507000.0
2008,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,5805000.0
2009,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,6129000.0
2010,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,6329000.0
2010,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,3392000.0
2010,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,2100000.0
2016,IT_NET_BBNDN,Estonia,,,,,10MBPS,301832.0
2016,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,67535.0
2016,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,45111.0
2017,IT_NET_BBNDN,Estonia,,,,,ANYS,428453.0
2017,IT_NET_BBNDN,Estonia,,,,,10MBPS,343032.0
2017,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,44705.0
2017,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,40716.0
2018,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,30500.0
2018,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,35139.0
2018,IT_NET_BBNDN,Estonia,,,,,ANYS,441173.0
2018,IT_NET_BBNDN,Estonia,,,,,10MBPS,375534.0
2014,IT_NET_BBNDN,Austria,,,,,ANYS,2359000.0
2014,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,1209400.0
2014,IT_NET_BBNDN,Austria,,,,,10MBPS,1139100.0
2014,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,10500.0
2015,IT_NET_BBNDN,Austria,,,,,10MBPS,1312000.0
2015,IT_NET_BBNDN,Austria,,,,,ANYS,2455500.0
2015,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,962800.0
2015,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,180700.0
2016,IT_NET_BBNDN,Austria,,,,,10MBPS,1423300.0
2016,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,937000.0
2016,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,163000.0
2016,IT_NET_BBNDN,Austria,,,,,ANYS,2523300.0
2010,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,516000.0
2011,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,6498007.0
2011,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,3672245.0
2011,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,200654.0
2011,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,2193140.0
2012,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,6654000.0
2012,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,3930000.0
2012,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,2061000.0
2012,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,124000.0
2013,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,6792000.0
2019,IT_NET_BBNDN,Estonia,,,,,ANYS,449140.0
2019,IT_NET_BBNDN,Estonia,,,,,10MBPS,398729.0
2019,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,29000.0
2019,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,21411.0
2020,IT_NET_BBNDN,Estonia,,,,,ANYS,455678.0
2020,IT_NET_BBNDN,Estonia,,,,,10MBPS,412437.0
2020,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,25216.0
2020,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,18025.0
2021,IT_NET_BBNDN,Estonia,,,,,ANYS,497504.0
2021,IT_NET_BBNDN,Estonia,,,,,256KT2MBPS,19968.0
2021,IT_NET_BBNDN,Estonia,,,,,2MT10MBPS,17456.0
2021,IT_NET_BBNDN,Estonia,,,,,10MBPS,460080.0
2017,IT_NET_BBNDN,Austria,,,,,10MBPS,1468493.0
2017,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,1038972.0
2017,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,3636.0
2017,IT_NET_BBNDN,Austria,,,,,ANYS,2511400.0
2018,IT_NET_BBNDN,Austria,,,,,10MBPS,1751100.0
2018,IT_NET_BBNDN,Austria,,,,,ANYS,2521200.0
2018,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,767100.0
2018,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,3000.0
2019,IT_NET_BBNDN,Austria,,,,,ANYS,2518900.0
2019,IT_NET_BBNDN,Austria,,,,,10MBPS,1881617.0
2019,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,636736.0
2019,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,547.0
2014,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,1107000.0
2014,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,34000.0
2014,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,6851000.0
2014,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,5710000.0
2015,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,7029097.0
2015,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,6018868.0
2015,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,23217.0
2015,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,987012.0
2016,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,7222770.0
2016,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,7091206.0
2016,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,118986.0
2016,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,12578.0
2017,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,7289580.0
2017,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,7177787.0
2017,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,104122.0
2017,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,7671.0
2018,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,5558.0
2018,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,7406700.0
2018,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,7333846.0
2018,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,67296.0
2019,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,7458573.0
2019,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,7411060.0
2000,IT_NET_BBNDN,Finland,,,,,ANYS,35000.0
2001,IT_NET_BBNDN,Finland,,,,,ANYS,134000.0
2002,IT_NET_BBNDN,Finland,,,,,ANYS,273500.0
2003,IT_NET_BBNDN,Finland,,,,,ANYS,491100.0
2004,IT_NET_BBNDN,Finland,,,,,ANYS,800000.0
2005,IT_NET_BBNDN,Finland,,,,,ANYS,1174200.0
2006,IT_NET_BBNDN,Finland,,,,,ANYS,1429000.0
2007,IT_NET_BBNDN,Finland,,,,,ANYS,1617000.0
2008,IT_NET_BBNDN,Finland,,,,,10MBPS,162000.0
2008,IT_NET_BBNDN,Finland,,,,,256KT2MBPS,648000.0
2008,IT_NET_BBNDN,Finland,,,,,ANYS,1618000.0
2008,IT_NET_BBNDN,Finland,,,,,2MT10MBPS,809000.0
2020,IT_NET_BBNDN,Austria,,,,,ANYS,2606000.0
2020,IT_NET_BBNDN,Austria,,,,,10MBPS,2232663.0
2020,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,371275.0
2020,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,2062.0
2021,IT_NET_BBNDN,Austria,,,,,2MT10MBPS,273546.0
2021,IT_NET_BBNDN,Austria,,,,,256KT2MBPS,1902.0
2021,IT_NET_BBNDN,Austria,,,,,ANYS,2592000.0
2021,IT_NET_BBNDN,Austria,,,,,10MBPS,2314974.0
2001,IT_NET_BBNDN,Armenia,,,,,ANYS,6.0
2002,IT_NET_BBNDN,Armenia,,,,,ANYS,8.0
2003,IT_NET_BBNDN,Armenia,,,,,ANYS,10.0
2004,IT_NET_BBNDN,Armenia,,,,,ANYS,1000.0
2009,IT_NET_BBNDN,United Arab Emirates,,,,,ANYS,690424.0
2009,IT_NET_BBNDN,United Arab Emirates,,,,,256KT2MBPS,616904.0
2010,IT_NET_BBNDN,United Arab Emirates,,,,,ANYS,786818.0
2010,IT_NET_BBNDN,United Arab Emirates,,,,,256KT2MBPS,500810.0
2010,IT_NET_BBNDN,United Arab Emirates,,,,,10MBPS,44075.0
2010,IT_NET_BBNDN,United Arab Emirates,,,,,2MT10MBPS,251296.0
2011,IT_NET_BBNDN,United Arab Emirates,,,,,ANYS,866968.0
2011,IT_NET_BBNDN,United Arab Emirates,,,,,256KT2MBPS,415575.0
2011,IT_NET_BBNDN,United Arab Emirates,,,,,10MBPS,77342.0
2011,IT_NET_BBNDN,United Arab Emirates,,,,,2MT10MBPS,377227.0
2012,IT_NET_BBNDN,United Arab Emirates,,,,,10MBPS,100686.0
2019,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,43350.0
2019,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,4160.0
2020,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,7525016.0
2020,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,74653.0
2020,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,3152.0
2020,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,7447211.0
2021,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,ANYS,7614578.0
2021,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,10MBPS,7603593.0
2021,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,2MT10MBPS,9885.0
2021,IT_NET_BBNDN,Netherlands (Kingdom of the),,,,,256KT2MBPS,1100.0
2000,IT_NET_BBNDN,New Zealand,,,,,ANYS,4658.0
2001,IT_NET_BBNDN,New Zealand,,,,,ANYS,17267.0
2009,IT_NET_BBNDN,Finland,,,,,ANYS,1565600.0
