Year,SeriesCode,Country,Age,Location,Sex,Type of skill,Value
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,INST,16.19564
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,INST,13.7537
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,CMFL,35.55329
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,INST,15.25869
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,PCPR,5.50065
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,PCPR,4.48078
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,PCPR,6.64349
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,PCPR,4.15593
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,PCPR,1.76213
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,COPA,19.86686
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,COPA,15.34593
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,COPA,14.66915
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,COPA,16.1043
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,COPA,13.30136
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,COPA,16.76227
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,COPA,10.81811
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,PCPR,7.86172
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,PCPR,2.38765
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,PCPR,5.47828
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,COPA,19.51602
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,EMAIL,3.65228
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,EMAIL,3.12636
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,EMAIL,4.81804
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,EMAIL,38.88565
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,EMAIL,40.55506
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,SOFT,17.69362
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,SOFT,15.6871
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,SOFT,19.94208
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,SOFT,13.52239
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,SOFT,5.85611
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,SOFT,11.69183
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,SOFT,10.595
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,SOFT,16.3044
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,SOFT,22.5802
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,SOFT,1.86646
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,ARSP,30.6507
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,ARSP,30.60911
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,ARSP,30.62992
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,ARSP,48.63399
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,ARSP,48.34964
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,TRAF,7.50888
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,TRAF,7.47422
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,TRAF,23.47223
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,TRAF,7.54169
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,TRAF,0.6291
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,EMAIL,53.17602
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,TRAF,22.23681
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,ARSP,48.07658
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,ARSP,36.29107
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,ARSP,37.80226
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,EMAIL,53.43532
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,EMAIL,45.67829
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,EMAIL,23.00219
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,EMAIL,22.65436
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,EMAIL,23.33147
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,ARSP,34.43743
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,COPA,13.77276
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,PCPR,4.80033
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,INST,19.21913
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,INST,20.74033
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,CMFL,34.76204
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,CMFL,36.31314
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,EPRS,13.53823
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,EPRS,13.01637
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,EPRS,19.21701
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,EPRS,0.46912
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,EPRS,0.62719
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,EPRS,0.11875
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,EPRS,15.75567
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,EPRS,27.69784
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,EPRS,27.98933
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,CMFL,25.18483
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,CMFL,27.05566
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,CMFL,16.18211
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,CMFL,16.74175
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,INST,5.02939
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,INST,15.00065
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,INST,0.22869
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,INST,0.14615
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,INST,0.41165
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,INST,9.59061
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,CMFL,1.45546
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,PCPR,2.28759
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,PCPR,1.2647
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,PCPR,5.50003
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,PCPR,0.07554
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,PCPR,0.07472
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,PCPR,0.07734
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,COPA,19.15068
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,COPA,5.42772
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,COPA,6.14829
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,COPA,4.74559
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,COPA,14.28461
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,PCPR,2.24418
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,COPA,15.95903
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,PCPR,2.5314
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,SOFT,5.09834
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,SOFT,6.57345
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,EMAIL,56.40211
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,SOFT,17.75592
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,SOFT,1.70549
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,SOFT,2.22329
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,SOFT,9.5004
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,ARSP,21.70709
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,ARSP,19.78238
2017,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,ARSP,23.52911
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,ARSP,34.03477
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,ARSP,0.68154
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,ARSP,0.50522
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,ARSP,1.07237
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,TRAF,0.33928
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,TRAF,1.2715
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,TRAF,13.85694
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,TRAF,15.30265
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,TRAF,14.57906
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,TRAF,17.4429
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,TRAF,18.98234
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,EMAIL,49.3808
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,CMFL,24.9979
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,CMFL,25.9015
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,CMFL,24.16572
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,CMFL,25.16314
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,CMFL,1.59367
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,EPRS,20.14469
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,INST,11.00432
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,INST,10.29675
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,INST,14.47387
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,INST,17.63509
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,SOFT,20.527
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,SOFT,16.84566
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,SOFT,24.0623
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,PCPR,6.33318
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,PCPR,6.0299
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,PCPR,6.62444
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,EMAIL,39.71951
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,EMAIL,50.37675
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,EMAIL,69.13957
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,EMAIL,65.0732
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,EMAIL,67.14753
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,SOFT,19.22002
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,TRAF,19.5181
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,TRAF,21.90971
2017,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,TRAF,24.65863
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,TRAF,19.5185
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,TRAF,17.7632
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,TRAF,21.48545
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,TRAF,15.97668
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,ARSP,34.59768
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,ARSP,34.80826
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,ARSP,37.25477
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,ARSP,36.76006
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,ARSP,37.68403
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,EMAIL,51.61013
2017,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,EMAIL,49.98134
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,COPA,0.39359
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,COPA,0.20797
2017,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,COPA,0.80504
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,COPA,10.46673
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,COPA,11.17021
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,COPA,15.26206
2017,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,PCPR,6.58558
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,SCRTY,9.7899
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,INST,22.08489
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,INST,20.44813
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,INST,23.65447
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,INST,16.02084
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,INST,15.23067
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,INST,5.83155
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,INST,15.51255
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,CMFL,37.73978
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,CMFL,37.6802
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,CMFL,28.67556
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,INST,11.4451
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,INST,15.9467
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,INST,17.86429
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,INST,0.24219
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,INST,0.10821
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,CMFL,28.2546
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,CMFL,26.33833
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,CMFL,26.84023
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,CMFL,26.57171
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,EPRS,29.74678
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,EMAIL,27.41412
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,EMAIL,26.96036
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,EMAIL,27.84346
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,EMAIL,48.45585
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,EMAIL,1.74541
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,EMAIL,50.98966
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,TRAF,26.86805
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,EMAIL,49.54787
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,EMAIL,49.93077
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,EMAIL,49.75007
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,EMAIL,75.02182
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,SOFT,0.86874
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,TRAF,27.97274
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,SOFT,1.86505
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,SOFT,12.79231
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,SOFT,12.16134
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,ARSP,38.70842
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,ARSP,37.83428
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,ARSP,38.73669
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,ARSP,21.75569
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,ARSP,20.94469
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,ARSP,36.84277
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,ARSP,39.91705
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,ARSP,40.97172
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,ARSP,38.29589
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,ARSP,40.40746
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,ARSP,69.33197
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,TRAF,19.54907
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,TRAF,0.28195
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,TRAF,0.17768
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,TRAF,0.51477
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,TRAF,14.04195
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,TRAF,15.52033
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,COPA,21.69742
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,COPA,22.72761
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,PCPR,6.68498
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,PCPR,6.56803
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,PCPR,6.81583
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,PCPR,5.69896
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,PCPR,0.11989
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,PCPR,2.78799
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,PCPR,3.0896
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,PCPR,2.93893
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,PCPR,7.65437
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Male,PCPR,9.1171
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,COPA,15.59604
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,COPA,7.75541
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,COPA,7.62164
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,COPA,7.88198
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,TRAF,21.10995
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,COPA,17.33996
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,COPA,0.26474
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,PCPR,8.40116
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Both sexes,TRAF,21.10077
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Female,TRAF,25.71609
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,EPRS,16.05614
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,EPRS,15.58025
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,EPRS,15.81799
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,EPRS,20.50523
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,EPRS,21.92108
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,CMFL,17.70911
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,CMFL,18.91382
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,CMFL,28.72379
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,CMFL,18.32813
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,CMFL,27.68603
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Female,CMFL,28.63247
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,ARSP,38.91597
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,PCPR,5.88335
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,COPA,15.74806
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,INST,14.58178
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,EPRS,18.92695
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,SOFT,16.96101
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,EMAIL,47.82892
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Both sexes,TRAF,19.14953
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,INST,5.75692
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,INST,5.79527
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,INST,13.72322
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,INST,16.90499
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Both sexes,INST,16.83836
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,CMFL,37.70937
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,INST,12.47519
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,EMAIL,1.15768
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,EMAIL,3.05774
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,EMAIL,42.72603
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,EMAIL,44.14357
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,EMAIL,43.43543
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,EMAIL,50.28997
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Male,EMAIL,51.79473
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,SOFT,16.15231
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,SOFT,10.14112
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,SOFT,9.38864
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,SOFT,10.85308
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,SOFT,17.83774
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,SOFT,1.17692
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,ARSP,22.52301
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,ARSP,39.11034
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,ARSP,0.13304
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,ARSP,0.03681
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,ARSP,0.34792
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,ARSP,36.9795
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,ARSP,36.70629
2018,SE_ADT_ACTS,Kazakhstan,15-24,All areas,Both sexes,ARSP,70.65862
2018,SE_ADT_ACTS,Kazakhstan,25-74,All areas,Male,TRAF,21.09049
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Female,TRAF,18.78099
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,TRAF,9.18037
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,TRAF,8.74358
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,TRAF,9.59365
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,PCPR,1.87828
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Female,PCPR,1.94494
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Male,PCPR,1.8152
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,PCPR,6.08325
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Both sexes,PCPR,0.05238
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,PCPR,0.02214
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,All areas,Male,COPA,15.91288
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Female,COPA,0.13284
2018,SE_ADT_ACTS,Kazakhstan,75+,All areas,Male,COPA,0.55927
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Female,COPA,13.23598
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Male,COPA,14.06975
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Rural,Both sexes,COPA,13.65324
2018,SE_ADT_ACTS,Kazakhstan,ALLAGE,Urban,Female,COPA,17.18137
2018,SE_ADT_ACTS,Kazakhstan,<15Y,All areas,Both sexes,EPRS,13.84573
