Year,SeriesCode,Country,Value
2000,GC_GOB_TAXD,Estonia,56.035646772887
2001,GC_GOB_TAXD,Estonia,56.9394177812744
2002,GC_GOB_TAXD,Estonia,56.5925311801601
2003,GC_GOB_TAXD,Estonia,58.4017706715998
2004,GC_GOB_TAXD,Estonia,61.2156576707997
2005,GC_GOB_TAXD,Estonia,58.4741584945666
2006,GC_GOB_TAXD,Estonia,61.4583193690373
2007,GC_GOB_TAXD,Estonia,61.6171701811917
2008,GC_GOB_TAXD,Estonia,50.50477574109
2009,GC_GOB_TAXD,Estonia,48.4531474651498
2010,GC_GOB_TAXD,Estonia,51.1031548005605
2011,GC_GOB_TAXD,Estonia,53.6003716260268
2012,GC_GOB_TAXD,Estonia,52.8144353765122
2013,GC_GOB_TAXD,Estonia,54.4241472612822
2014,GC_GOB_TAXD,Estonia,56.8886377700649
2015,GC_GOB_TAXD,Estonia,56.5792692058103
2016,GC_GOB_TAXD,Estonia,57.0554506926884
2017,GC_GOB_TAXD,Estonia,55.0731733855613
2018,GC_GOB_TAXD,Estonia,55.0043456977592
2019,GC_GOB_TAXD,Estonia,55.6973843432934
2020,GC_GOB_TAXD,Estonia,47.5125117684951
2021,GC_GOB_TAXD,Estonia,53.2349469635975
2000,GC_GOB_TAXD,Finland,72.4594809198337
2001,GC_GOB_TAXD,Finland,67.7858154970542
2002,GC_GOB_TAXD,Finland,66.817943299627
2003,GC_GOB_TAXD,Finland,64.0011441180075
2004,GC_GOB_TAXD,Finland,63.3071216423086
2005,GC_GOB_TAXD,Finland,63.5011195587547
2006,GC_GOB_TAXD,Finland,64.37167749557
2007,GC_GOB_TAXD,Finland,65.5692101834571
2008,GC_GOB_TAXD,Finland,62.9465610268019
2009,GC_GOB_TAXD,Finland,53.9146425083634
2010,GC_GOB_TAXD,Finland,53.8862764447041
2011,GC_GOB_TAXD,Finland,56.4834299001661
2012,GC_GOB_TAXD,Finland,54.7609022005786
2013,GC_GOB_TAXD,Finland,55.2001685260118
2014,GC_GOB_TAXD,Finland,54.8741705916734
2015,GC_GOB_TAXD,Finland,55.4292037281356
2016,GC_GOB_TAXD,Finland,56.490018911536
2017,GC_GOB_TAXD,Finland,58.4797677189804
2018,GC_GOB_TAXD,Finland,58.0983440406715
2019,GC_GOB_TAXD,Finland,57.9231099998407
2020,GC_GOB_TAXD,Finland,53.6717046506765
2021,GC_GOB_TAXD,Finland,56.3702045385162
2000,GC_GOB_TAXD,France,53.9705227795382
2001,GC_GOB_TAXD,France,53.6956012088902
2002,GC_GOB_TAXD,France,50.9943111461185
2003,GC_GOB_TAXD,France,49.7947109525552
