Year,SeriesCode,Country,Activity,Value
2018,ER_H2O_WUEYST,New Zealand,INDUSTRIES,29.79
2018,ER_H2O_WUEYST,New Zealand,ISIC4_GTT,281.85
2018,ER_H2O_WUEYST,New Zealand,TOTAL,38.19
2019,ER_H2O_WUEYST,New Zealand,ISIC4_A01_A0210_A0322,4.14
2019,ER_H2O_WUEYST,New Zealand,INDUSTRIES,30.6
2019,ER_H2O_WUEYST,New Zealand,TOTAL,38.8
2019,ER_H2O_WUEYST,New Zealand,ISIC4_GTT,281.23
2020,ER_H2O_WUEYST,New Zealand,TOTAL,38.69
2020,ER_H2O_WUEYST,New Zealand,ISIC4_GTT,280.02
2020,ER_H2O_WUEYST,New Zealand,INDUSTRIES,30.49
2000,ER_H2O_WUEYST,Malta,INDUSTRIES,3306.68
2000,ER_H2O_WUEYST,Malta,TOTAL,102.45
2001,ER_H2O_WUEYST,Malta,TOTAL,100.05
2001,ER_H2O_WUEYST,Malta,INDUSTRIES,2493.04
2001,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.18
2001,ER_H2O_WUEYST,Malta,ISIC4_GTT,116.5
2002,ER_H2O_WUEYST,Malta,ISIC4_GTT,124.57
2002,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.36
2002,ER_H2O_WUEYST,Malta,INDUSTRIES,2367.12
2002,ER_H2O_WUEYST,Malta,TOTAL,108.47
2003,ER_H2O_WUEYST,Malta,ISIC4_GTT,130.28
2009,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,25.01
2010,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,59.15
2010,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,25.02
2011,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,44.81
2011,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,25.92
2012,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,26.05
2012,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,35.35
2013,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,35.17
2013,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,26.93
2014,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,28.4
2014,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,44.6
2003,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.62
2003,ER_H2O_WUEYST,Malta,TOTAL,118.63
2003,ER_H2O_WUEYST,Malta,INDUSTRIES,2253.53
2004,ER_H2O_WUEYST,Malta,TOTAL,122.04
2004,ER_H2O_WUEYST,Malta,INDUSTRIES,1850.28
2004,ER_H2O_WUEYST,Malta,ISIC4_GTT,141.29
2004,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.85
2005,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,3.3
2005,ER_H2O_WUEYST,Malta,INDUSTRIES,1671.32
2005,ER_H2O_WUEYST,Malta,ISIC4_GTT,158.28
2005,ER_H2O_WUEYST,Malta,TOTAL,134.12
2015,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,47.83
2015,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,28.81
2016,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,28.48
2016,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,45.72
2017,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,46.06
2017,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,28.94
2018,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,43.4
2018,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,33.87
2019,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,72.34
2019,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,35.92
2020,ER_H2O_WUEYST,Bosnia and Herzegovina,ISIC4_GTT,34.35
2020,ER_H2O_WUEYST,New Zealand,ISIC4_A01_A0210_A0322,4.19
2000,ER_H2O_WUEYST,Norway,INDUSTRIES,124.06
2000,ER_H2O_WUEYST,Norway,ISIC4_GTT,197.07
2001,ER_H2O_WUEYST,Norway,ISIC4_GTT,207.61
2001,ER_H2O_WUEYST,Norway,INDUSTRIES,114.01
2002,ER_H2O_WUEYST,Norway,INDUSTRIES,101.77
2019,ER_H2O_WUEYST,Iceland,ISIC4_GTT,182.31
2019,ER_H2O_WUEYST,Iceland,INDUSTRIES,16.61
2019,ER_H2O_WUEYST,Iceland,TOTAL,64.23
2019,ER_H2O_WUEYST,Iceland,ISIC4_A01_A0210_A0322,0.89
2020,ER_H2O_WUEYST,Iceland,ISIC4_GTT,170.77
2020,ER_H2O_WUEYST,Iceland,TOTAL,60.17
2020,ER_H2O_WUEYST,Iceland,ISIC4_A01_A0210_A0322,0.83
2020,ER_H2O_WUEYST,Iceland,INDUSTRIES,15.57
2000,ER_H2O_WUEYST,India,ISIC4_GTT,8.37
2000,ER_H2O_WUEYST,India,INDUSTRIES,19.5
2000,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.19
2000,ER_H2O_WUEYST,India,TOTAL,1.07
2001,ER_H2O_WUEYST,India,INDUSTRIES,18.77
2001,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.2
2001,ER_H2O_WUEYST,India,TOTAL,1.11
2001,ER_H2O_WUEYST,India,ISIC4_GTT,8.75
2002,ER_H2O_WUEYST,India,TOTAL,1.13
2002,ER_H2O_WUEYST,India,ISIC4_GTT,9.01
2002,ER_H2O_WUEYST,India,INDUSTRIES,18.8
2002,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.19
2003,ER_H2O_WUEYST,India,INDUSTRIES,19.14
2003,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.2
2006,ER_H2O_WUEYST,Malta,TOTAL,139.69
2006,ER_H2O_WUEYST,Malta,ISIC4_GTT,177.84
2006,ER_H2O_WUEYST,Malta,INDUSTRIES,1457.9
2006,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,3.41
2007,ER_H2O_WUEYST,Malta,TOTAL,142.65
2007,ER_H2O_WUEYST,Malta,INDUSTRIES,1293.31
2007,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,3.08
2007,ER_H2O_WUEYST,Malta,ISIC4_GTT,208.14
2008,ER_H2O_WUEYST,Malta,TOTAL,162.02
2008,ER_H2O_WUEYST,Malta,ISIC4_GTT,238.43
2008,ER_H2O_WUEYST,Malta,INDUSTRIES,1435.24
2002,ER_H2O_WUEYST,Norway,ISIC4_GTT,218.43
2003,ER_H2O_WUEYST,Norway,ISIC4_GTT,213.29
2003,ER_H2O_WUEYST,Norway,INDUSTRIES,97.43
2004,ER_H2O_WUEYST,Norway,INDUSTRIES,102.39
2004,ER_H2O_WUEYST,Norway,ISIC4_GTT,206.01
2005,ER_H2O_WUEYST,Norway,ISIC4_GTT,194.41
2005,ER_H2O_WUEYST,Norway,TOTAL,108.41
2020,ER_H2O_WUEYST,Bosnia and Herzegovina,INDUSTRIES,51.12
2000,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,14.91
2000,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,1.47
2000,ER_H2O_WUEYST,Bulgaria,TOTAL,3.82
2000,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.06
2001,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,16.85
2001,ER_H2O_WUEYST,Bulgaria,TOTAL,4.2
2001,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,1.56
2001,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.07
2002,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,1.34
2002,ER_H2O_WUEYST,Bulgaria,TOTAL,4.03
2008,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.95
2009,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.94
2009,ER_H2O_WUEYST,Malta,TOTAL,177.35
2009,ER_H2O_WUEYST,Malta,ISIC4_GTT,263.38
2009,ER_H2O_WUEYST,Malta,INDUSTRIES,1219.8
2010,ER_H2O_WUEYST,Malta,INDUSTRIES,1314.23
2010,ER_H2O_WUEYST,Malta,ISIC4_GTT,312.53
2010,ER_H2O_WUEYST,Malta,TOTAL,187.41
2010,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.27
2011,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.71
2011,ER_H2O_WUEYST,Malta,INDUSTRIES,1293.36
2011,ER_H2O_WUEYST,Malta,ISIC4_GTT,357.31
2011,ER_H2O_WUEYST,Malta,TOTAL,187.04
2012,ER_H2O_WUEYST,Malta,TOTAL,196.18
2012,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.82
2012,ER_H2O_WUEYST,Malta,INDUSTRIES,1296.72
2012,ER_H2O_WUEYST,Malta,ISIC4_GTT,438.3
2013,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.73
2013,ER_H2O_WUEYST,Malta,TOTAL,181.11
2013,ER_H2O_WUEYST,Malta,INDUSTRIES,1245.66
2013,ER_H2O_WUEYST,Malta,ISIC4_GTT,451.53
2014,ER_H2O_WUEYST,Malta,ISIC4_GTT,219.08
2014,ER_H2O_WUEYST,Malta,TOTAL,138.04
2014,ER_H2O_WUEYST,Malta,INDUSTRIES,1189.78
2014,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.79
2015,ER_H2O_WUEYST,Malta,TOTAL,157.17
2015,ER_H2O_WUEYST,Malta,INDUSTRIES,1181.24
2015,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.0
2015,ER_H2O_WUEYST,Malta,ISIC4_GTT,239.57
2016,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,2.02
2016,ER_H2O_WUEYST,Malta,TOTAL,159.5
2016,ER_H2O_WUEYST,Malta,ISIC4_GTT,241.95
2016,ER_H2O_WUEYST,Malta,INDUSTRIES,1182.65
2003,ER_H2O_WUEYST,India,ISIC4_GTT,9.4
2003,ER_H2O_WUEYST,India,TOTAL,1.19
2004,ER_H2O_WUEYST,India,TOTAL,1.31
2004,ER_H2O_WUEYST,India,ISIC4_GTT,10.12
2004,ER_H2O_WUEYST,India,INDUSTRIES,21.66
2004,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.19
2005,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.17
2005,ER_H2O_WUEYST,India,INDUSTRIES,22.53
2005,ER_H2O_WUEYST,India,TOTAL,1.36
2005,ER_H2O_WUEYST,India,ISIC4_GTT,10.65
2006,ER_H2O_WUEYST,India,ISIC4_GTT,11.07
2005,ER_H2O_WUEYST,Norway,INDUSTRIES,108.74
2005,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.55
2006,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.56
2006,ER_H2O_WUEYST,Norway,TOTAL,103.48
2006,ER_H2O_WUEYST,Norway,INDUSTRIES,111.5
2006,ER_H2O_WUEYST,Norway,ISIC4_GTT,185.42
2007,ER_H2O_WUEYST,Norway,ISIC4_GTT,197.41
2007,ER_H2O_WUEYST,Norway,TOTAL,103.13
2007,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.57
2007,ER_H2O_WUEYST,Norway,INDUSTRIES,100.91
2008,ER_H2O_WUEYST,Norway,INDUSTRIES,116.98
2017,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.41
2017,ER_H2O_WUEYST,Malta,INDUSTRIES,1320.81
2017,ER_H2O_WUEYST,Malta,ISIC4_GTT,266.54
2017,ER_H2O_WUEYST,Malta,TOTAL,170.03
2018,ER_H2O_WUEYST,Malta,ISIC4_GTT,277.27
2018,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.77
2018,ER_H2O_WUEYST,Malta,INDUSTRIES,1447.03
2018,ER_H2O_WUEYST,Malta,TOTAL,186.12
2019,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.37
2019,ER_H2O_WUEYST,Malta,INDUSTRIES,1556.73
2019,ER_H2O_WUEYST,Malta,TOTAL,200.44
2006,ER_H2O_WUEYST,India,INDUSTRIES,24.42
2006,ER_H2O_WUEYST,India,TOTAL,1.46
2006,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.19
2007,ER_H2O_WUEYST,India,TOTAL,1.56
2007,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.22
2007,ER_H2O_WUEYST,India,INDUSTRIES,25.06
2007,ER_H2O_WUEYST,India,ISIC4_GTT,11.58
2008,ER_H2O_WUEYST,India,ISIC4_GTT,12.05
2008,ER_H2O_WUEYST,India,TOTAL,1.63
2008,ER_H2O_WUEYST,India,INDUSTRIES,25.04
2008,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.24
2009,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.25
2009,ER_H2O_WUEYST,India,INDUSTRIES,25.62
2009,ER_H2O_WUEYST,India,TOTAL,1.72
2009,ER_H2O_WUEYST,India,ISIC4_GTT,12.75
2010,ER_H2O_WUEYST,India,ISIC4_GTT,13.2
2010,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.27
2010,ER_H2O_WUEYST,India,TOTAL,1.81
2010,ER_H2O_WUEYST,India,INDUSTRIES,26.38
2011,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.29
2011,ER_H2O_WUEYST,India,ISIC4_GTT,14.02
2011,ER_H2O_WUEYST,India,INDUSTRIES,27.19
2008,ER_H2O_WUEYST,Norway,TOTAL,108.52
2008,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.48
2008,ER_H2O_WUEYST,Norway,ISIC4_GTT,195.51
2009,ER_H2O_WUEYST,Norway,ISIC4_GTT,213.39
2009,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.5
2009,ER_H2O_WUEYST,Norway,INDUSTRIES,104.12
2009,ER_H2O_WUEYST,Norway,TOTAL,108.94
2010,ER_H2O_WUEYST,Norway,TOTAL,110.59
2010,ER_H2O_WUEYST,Norway,INDUSTRIES,105.72
2010,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.55
2010,ER_H2O_WUEYST,Norway,ISIC4_GTT,220.95
2019,ER_H2O_WUEYST,Malta,ISIC4_GTT,283.88
2020,ER_H2O_WUEYST,Malta,INDUSTRIES,1538.52
2020,ER_H2O_WUEYST,Malta,ISIC4_GTT,266.91
2020,ER_H2O_WUEYST,Malta,TOTAL,185.85
2020,ER_H2O_WUEYST,Malta,ISIC4_A01_A0210_A0322,1.27
2011,ER_H2O_WUEYST,India,TOTAL,1.9
2012,ER_H2O_WUEYST,India,ISIC4_GTT,15.06
2012,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.31
2012,ER_H2O_WUEYST,India,TOTAL,2.01
2012,ER_H2O_WUEYST,India,INDUSTRIES,27.87
2013,ER_H2O_WUEYST,India,INDUSTRIES,28.4
2013,ER_H2O_WUEYST,India,TOTAL,2.13
2013,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.33
2013,ER_H2O_WUEYST,India,ISIC4_GTT,16.2
2014,ER_H2O_WUEYST,India,TOTAL,2.29
2014,ER_H2O_WUEYST,India,ISIC4_GTT,17.78
2014,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.35
2014,ER_H2O_WUEYST,India,INDUSTRIES,29.69
2015,ER_H2O_WUEYST,India,TOTAL,2.45
2015,ER_H2O_WUEYST,India,ISIC4_GTT,19.25
2015,ER_H2O_WUEYST,India,INDUSTRIES,31.46
2015,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.37
2016,ER_H2O_WUEYST,India,ISIC4_GTT,20.78
2016,ER_H2O_WUEYST,India,INDUSTRIES,33.23
2016,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.4
2016,ER_H2O_WUEYST,India,TOTAL,2.63
2017,ER_H2O_WUEYST,India,TOTAL,2.81
2017,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.43
2017,ER_H2O_WUEYST,India,INDUSTRIES,35.05
2017,ER_H2O_WUEYST,India,ISIC4_GTT,22.23
2018,ER_H2O_WUEYST,India,ISIC4_GTT,24.03
2018,ER_H2O_WUEYST,India,INDUSTRIES,37.32
2018,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.44
2018,ER_H2O_WUEYST,India,TOTAL,3.0
2019,ER_H2O_WUEYST,India,ISIC4_GTT,25.66
2019,ER_H2O_WUEYST,India,TOTAL,3.11
2019,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.48
2019,ER_H2O_WUEYST,India,INDUSTRIES,35.28
2020,ER_H2O_WUEYST,India,INDUSTRIES,34.92
2020,ER_H2O_WUEYST,India,ISIC4_GTT,23.28
2020,ER_H2O_WUEYST,India,TOTAL,2.89
2020,ER_H2O_WUEYST,India,ISIC4_A01_A0210_A0322,0.44
2003,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.07
2003,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,14.33
2004,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,16.3
2004,ER_H2O_WUEYST,Ukraine,INDUSTRIES,3.23
2004,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.08
2004,ER_H2O_WUEYST,Ukraine,TOTAL,5.04
2005,ER_H2O_WUEYST,Ukraine,TOTAL,5.34
2011,ER_H2O_WUEYST,Norway,ISIC4_GTT,224.67
2011,ER_H2O_WUEYST,Norway,INDUSTRIES,115.22
2011,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.4
2011,ER_H2O_WUEYST,Norway,TOTAL,113.9
2012,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.27
2012,ER_H2O_WUEYST,Norway,ISIC4_GTT,242.84
2012,ER_H2O_WUEYST,Norway,INDUSTRIES,118.3
2012,ER_H2O_WUEYST,Norway,TOTAL,119.0
2013,ER_H2O_WUEYST,Norway,ISIC4_GTT,243.16
2013,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.24
2013,ER_H2O_WUEYST,Norway,TOTAL,118.92
2006,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.34
2007,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.33
2005,ER_H2O_WUEYST,Ukraine,INDUSTRIES,3.66
2005,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.06
2005,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,16.19
2006,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.05
2006,ER_H2O_WUEYST,Ukraine,TOTAL,5.81
2006,ER_H2O_WUEYST,Ukraine,INDUSTRIES,4.01
2006,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,17.62
2007,ER_H2O_WUEYST,Ukraine,TOTAL,6.46
2007,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.04
2007,ER_H2O_WUEYST,Ukraine,INDUSTRIES,4.41
2007,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,19.68
2013,ER_H2O_WUEYST,Norway,INDUSTRIES,115.33
2014,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.27
2014,ER_H2O_WUEYST,Norway,ISIC4_GTT,246.65
2014,ER_H2O_WUEYST,Norway,TOTAL,119.87
2014,ER_H2O_WUEYST,Norway,INDUSTRIES,112.06
2015,ER_H2O_WUEYST,Norway,ISIC4_GTT,284.11
2015,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.29
2015,ER_H2O_WUEYST,Norway,TOTAL,124.44
2015,ER_H2O_WUEYST,Norway,INDUSTRIES,103.44
2016,ER_H2O_WUEYST,Norway,INDUSTRIES,92.43
2016,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.4
2008,ER_H2O_WUEYST,Serbia,ISIC4_GTT,29.59
2008,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.08
2009,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.1
2009,ER_H2O_WUEYST,Serbia,ISIC4_GTT,30.86
2010,ER_H2O_WUEYST,Serbia,ISIC4_GTT,31.97
2008,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,20.57
2008,ER_H2O_WUEYST,Ukraine,INDUSTRIES,4.12
2008,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.04
2008,ER_H2O_WUEYST,Ukraine,TOTAL,6.52
2009,ER_H2O_WUEYST,Ukraine,TOTAL,5.53
2009,ER_H2O_WUEYST,Ukraine,INDUSTRIES,3.01
2009,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.03
2009,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,18.54
2010,ER_H2O_WUEYST,Ukraine,TOTAL,5.58
2010,ER_H2O_WUEYST,Ukraine,INDUSTRIES,3.21
2010,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,18.33
2010,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.09
2011,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.11
2011,ER_H2O_WUEYST,Serbia,ISIC4_GTT,31.83
2012,ER_H2O_WUEYST,Serbia,TOTAL,7.77
2012,ER_H2O_WUEYST,Serbia,ISIC4_GTT,31.41
2012,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.1
2012,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.78
2013,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.13
2013,ER_H2O_WUEYST,Serbia,INDUSTRIES,3.0
2016,ER_H2O_WUEYST,Norway,ISIC4_GTT,324.51
2016,ER_H2O_WUEYST,Norway,TOTAL,127.25
2017,ER_H2O_WUEYST,Norway,INDUSTRIES,101.34
2017,ER_H2O_WUEYST,Norway,ISIC4_GTT,305.82
2017,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.39
2017,ER_H2O_WUEYST,Norway,TOTAL,128.55
2018,ER_H2O_WUEYST,Norway,INDUSTRIES,108.76
2018,ER_H2O_WUEYST,Norway,TOTAL,130.69
2018,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.37
2018,ER_H2O_WUEYST,Norway,ISIC4_GTT,303.0
2019,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.39
2010,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.03
2011,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.04
2011,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,19.72
2011,ER_H2O_WUEYST,Ukraine,INDUSTRIES,3.52
2011,ER_H2O_WUEYST,Ukraine,TOTAL,6.03
2012,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,21.24
2012,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.04
2012,ER_H2O_WUEYST,Ukraine,TOTAL,6.46
2012,ER_H2O_WUEYST,Ukraine,INDUSTRIES,3.76
2013,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.05
2013,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,23.3
2013,ER_H2O_WUEYST,Serbia,ISIC4_GTT,33.32
2013,ER_H2O_WUEYST,Serbia,TOTAL,7.38
2014,ER_H2O_WUEYST,Serbia,TOTAL,7.64
2014,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.98
2014,ER_H2O_WUEYST,Serbia,ISIC4_GTT,35.09
2014,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.14
2015,ER_H2O_WUEYST,Serbia,ISIC4_A01_A0210_A0322,0.13
2015,ER_H2O_WUEYST,Serbia,INDUSTRIES,2.48
2015,ER_H2O_WUEYST,Serbia,TOTAL,6.5
2015,ER_H2O_WUEYST,Serbia,ISIC4_GTT,33.7
2016,ER_H2O_WUEYST,Serbia,TOTAL,6.66
2013,ER_H2O_WUEYST,Ukraine,INDUSTRIES,3.81
2013,ER_H2O_WUEYST,Ukraine,TOTAL,6.94
2014,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.04
2014,ER_H2O_WUEYST,Ukraine,TOTAL,6.8
2014,ER_H2O_WUEYST,Ukraine,INDUSTRIES,4.0
2014,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,22.39
2015,ER_H2O_WUEYST,Ukraine,ISIC4_A01_A0210_A0322,0.06
2015,ER_H2O_WUEYST,Ukraine,ISIC4_GTT,19.81
2015,ER_H2O_WUEYST,Ukraine,TOTAL,6.89
2015,ER_H2O_WUEYST,Ukraine,INDUSTRIES,4.08
2016,ER_H2O_WUEYST,Ukraine,INDUSTRIES,4.31
2002,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.07
2002,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,18.77
2003,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,19.51
2003,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.05
2003,ER_H2O_WUEYST,Bulgaria,TOTAL,4.0
2003,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,1.44
2004,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,1.48
2004,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.06
2004,ER_H2O_WUEYST,Bulgaria,TOTAL,4.37
2004,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,21.01
2005,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,22.26
2019,ER_H2O_WUEYST,Norway,ISIC4_GTT,319.6
2019,ER_H2O_WUEYST,Norway,TOTAL,131.5
2019,ER_H2O_WUEYST,Norway,INDUSTRIES,98.76
2020,ER_H2O_WUEYST,Norway,INDUSTRIES,88.72
2020,ER_H2O_WUEYST,Norway,TOTAL,129.58
2020,ER_H2O_WUEYST,Norway,ISIC4_A01_A0210_A0322,0.38
2020,ER_H2O_WUEYST,Norway,ISIC4_GTT,326.84
2000,ER_H2O_WUEYST,Poland,ISIC4_GTT,75.51
2000,ER_H2O_WUEYST,Poland,INDUSTRIES,7.97
2005,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.09
2005,ER_H2O_WUEYST,Bulgaria,TOTAL,4.79
2005,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,1.78
2006,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,2.01
2006,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,23.91
2006,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.1
2006,ER_H2O_WUEYST,Bulgaria,TOTAL,5.21
2007,ER_H2O_WUEYST,Bulgaria,ISIC4_GTT,26.08
2007,ER_H2O_WUEYST,Bulgaria,INDUSTRIES,2.29
2007,ER_H2O_WUEYST,Bulgaria,TOTAL,5.91
2007,ER_H2O_WUEYST,Bulgaria,ISIC4_A01_A0210_A0322,0.12
2001,ER_H2O_WUEYST,Poland,INDUSTRIES,7.63
2001,ER_H2O_WUEYST,Poland,ISIC4_GTT,79.33
