Year,SeriesCode,Country,Activity,Value
2005,ER_H2O_WUEYST,France,TOTAL,58.03
2005,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.15
2005,ER_H2O_WUEYST,France,ISIC4_GTT,266.55
2005,ER_H2O_WUEYST,France,INDUSTRIES,16.48
2006,ER_H2O_WUEYST,France,INDUSTRIES,17.16
2006,ER_H2O_WUEYST,France,TOTAL,60.75
2006,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.0
2006,ER_H2O_WUEYST,France,ISIC4_GTT,279.09
2007,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.25
2007,ER_H2O_WUEYST,France,TOTAL,65.65
2007,ER_H2O_WUEYST,France,ISIC4_GTT,291.48
2006,ER_H2O_WUEYST,Moldova,ISIC4_GTT,21.0
2006,ER_H2O_WUEYST,Moldova,TOTAL,3.98
2006,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,0.45
2007,ER_H2O_WUEYST,Moldova,INDUSTRIES,1.51
2007,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,0.4
2007,ER_H2O_WUEYST,Moldova,TOTAL,4.61
2007,ER_H2O_WUEYST,Moldova,ISIC4_GTT,23.29
2008,ER_H2O_WUEYST,Moldova,INDUSTRIES,1.66
2008,ER_H2O_WUEYST,Moldova,TOTAL,5.15
2008,ER_H2O_WUEYST,Moldova,ISIC4_GTT,25.62
2008,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,0.35
2017,ER_H2O_WUEYST,Kazakhstan,ISIC4_GTT,48.97
2018,ER_H2O_WUEYST,Kazakhstan,ISIC4_GTT,45.73
2018,ER_H2O_WUEYST,Kazakhstan,ISIC4_A01_A0210_A0322,0.04
2018,ER_H2O_WUEYST,Kazakhstan,TOTAL,7.66
2018,ER_H2O_WUEYST,Kazakhstan,INDUSTRIES,10.58
2019,ER_H2O_WUEYST,Kazakhstan,ISIC4_GTT,44.09
2019,ER_H2O_WUEYST,Kazakhstan,TOTAL,7.98
2019,ER_H2O_WUEYST,Kazakhstan,INDUSTRIES,12.97
2019,ER_H2O_WUEYST,Kazakhstan,ISIC4_A01_A0210_A0322,0.04
2020,ER_H2O_WUEYST,Kazakhstan,ISIC4_GTT,41.8
2020,ER_H2O_WUEYST,Kazakhstan,ISIC4_A01_A0210_A0322,0.05
2007,ER_H2O_WUEYST,France,INDUSTRIES,18.38
2008,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.8
2008,ER_H2O_WUEYST,France,ISIC4_GTT,294.53
2008,ER_H2O_WUEYST,France,TOTAL,71.36
2008,ER_H2O_WUEYST,France,INDUSTRIES,19.04
2009,ER_H2O_WUEYST,France,INDUSTRIES,18.71
2009,ER_H2O_WUEYST,France,TOTAL,71.19
2009,ER_H2O_WUEYST,France,ISIC4_GTT,299.47
2009,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.28
2010,ER_H2O_WUEYST,France,INDUSTRIES,18.46
2010,ER_H2O_WUEYST,France,ISIC4_GTT,298.1
2009,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,0.29
2009,ER_H2O_WUEYST,Moldova,ISIC4_GTT,25.58
2009,ER_H2O_WUEYST,Moldova,TOTAL,4.96
2009,ER_H2O_WUEYST,Moldova,INDUSTRIES,1.34
2010,ER_H2O_WUEYST,Moldova,INDUSTRIES,1.45
2010,ER_H2O_WUEYST,Moldova,TOTAL,5.18
2010,ER_H2O_WUEYST,Moldova,ISIC4_GTT,25.77
2010,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,0.4
2011,ER_H2O_WUEYST,Moldova,INDUSTRIES,1.63
2011,ER_H2O_WUEYST,Moldova,TOTAL,5.62
2011,ER_H2O_WUEYST,Moldova,ISIC4_GTT,26.84
2010,ER_H2O_WUEYST,France,TOTAL,71.92
2010,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.68
2011,ER_H2O_WUEYST,France,INDUSTRIES,17.44
2011,ER_H2O_WUEYST,France,TOTAL,69.4
2011,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.71
2011,ER_H2O_WUEYST,France,ISIC4_GTT,311.47
2012,ER_H2O_WUEYST,France,ISIC4_GTT,319.73
2012,ER_H2O_WUEYST,France,TOTAL,74.77
2012,ER_H2O_WUEYST,France,INDUSTRIES,18.88
2012,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.71
2013,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.56
2011,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,1.02
2012,ER_H2O_WUEYST,Moldova,INDUSTRIES,1.72
2012,ER_H2O_WUEYST,Moldova,ISIC4_GTT,27.11
2012,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,1.46
2012,ER_H2O_WUEYST,Moldova,TOTAL,5.87
2013,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,2.44
2013,ER_H2O_WUEYST,Moldova,TOTAL,6.52
2013,ER_H2O_WUEYST,Moldova,ISIC4_GTT,28.67
2013,ER_H2O_WUEYST,Moldova,INDUSTRIES,1.99
2014,ER_H2O_WUEYST,Moldova,ISIC4_GTT,29.8
2014,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,3.07
2020,ER_H2O_WUEYST,Kazakhstan,TOTAL,7.42
2020,ER_H2O_WUEYST,Kazakhstan,INDUSTRIES,10.13
2000,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.29
2000,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,74.13
2000,ER_H2O_WUEYST,Republic of Korea,TOTAL,27.56
2000,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,64.55
2001,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,64.5
2001,ER_H2O_WUEYST,Republic of Korea,TOTAL,27.07
2001,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,60.89
2001,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.29
2002,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.29
2014,ER_H2O_WUEYST,Moldova,TOTAL,7.08
2014,ER_H2O_WUEYST,Moldova,INDUSTRIES,2.27
2015,ER_H2O_WUEYST,Moldova,ISIC4_GTT,29.64
2015,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,3.29
2015,ER_H2O_WUEYST,Moldova,TOTAL,7.15
2015,ER_H2O_WUEYST,Moldova,INDUSTRIES,2.32
2016,ER_H2O_WUEYST,Moldova,TOTAL,7.52
2016,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,4.04
2016,ER_H2O_WUEYST,Moldova,ISIC4_GTT,31.27
2016,ER_H2O_WUEYST,Moldova,INDUSTRIES,2.35
2017,ER_H2O_WUEYST,Moldova,ISIC4_GTT,32.26
2002,ER_H2O_WUEYST,Republic of Korea,TOTAL,27.45
2002,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,61.37
2002,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,58.82
2003,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,65.23
2003,ER_H2O_WUEYST,Republic of Korea,TOTAL,29.16
2003,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.29
2003,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,63.91
2004,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,71.24
2004,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,72.51
2004,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.39
2004,ER_H2O_WUEYST,Republic of Korea,TOTAL,31.62
2013,ER_H2O_WUEYST,France,INDUSTRIES,19.89
2013,ER_H2O_WUEYST,France,TOTAL,77.8
2013,ER_H2O_WUEYST,France,ISIC4_GTT,316.1
2014,ER_H2O_WUEYST,France,INDUSTRIES,18.79
2014,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,2.18
2014,ER_H2O_WUEYST,France,TOTAL,77.99
2014,ER_H2O_WUEYST,France,ISIC4_GTT,331.32
2015,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.48
2015,ER_H2O_WUEYST,France,TOTAL,76.39
2015,ER_H2O_WUEYST,France,ISIC4_GTT,338.71
2015,ER_H2O_WUEYST,France,INDUSTRIES,19.11
2016,ER_H2O_WUEYST,France,ISIC4_GTT,346.39
2016,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.36
2016,ER_H2O_WUEYST,France,TOTAL,82.15
2016,ER_H2O_WUEYST,France,INDUSTRIES,20.66
2017,ER_H2O_WUEYST,France,INDUSTRIES,20.51
2017,ER_H2O_WUEYST,France,TOTAL,82.09
2017,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.72
2017,ER_H2O_WUEYST,France,ISIC4_GTT,338.54
2018,ER_H2O_WUEYST,France,ISIC4_GTT,349.12
2018,ER_H2O_WUEYST,France,TOTAL,83.49
2018,ER_H2O_WUEYST,France,INDUSTRIES,20.72
2017,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,4.36
2017,ER_H2O_WUEYST,Moldova,TOTAL,7.78
2017,ER_H2O_WUEYST,Moldova,INDUSTRIES,2.71
2018,ER_H2O_WUEYST,Moldova,TOTAL,8.24
2018,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,3.99
2018,ER_H2O_WUEYST,Moldova,ISIC4_GTT,33.02
2018,ER_H2O_WUEYST,Moldova,INDUSTRIES,2.94
2019,ER_H2O_WUEYST,Moldova,INDUSTRIES,3.06
2019,ER_H2O_WUEYST,Moldova,ISIC4_GTT,34.12
2019,ER_H2O_WUEYST,Moldova,TOTAL,8.59
2019,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,3.99
2005,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,82.83
2005,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.33
2005,ER_H2O_WUEYST,Republic of Korea,TOTAL,31.51
2005,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,73.13
2006,ER_H2O_WUEYST,Republic of Korea,TOTAL,35.44
2006,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,75.5
2006,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,87.9
2006,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.37
2007,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,92.91
2007,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,79.96
2007,ER_H2O_WUEYST,Republic of Korea,TOTAL,37.42
2020,ER_H2O_WUEYST,Moldova,ISIC4_A01_A0210_A0322,2.8
2020,ER_H2O_WUEYST,Moldova,TOTAL,8.45
2020,ER_H2O_WUEYST,Moldova,ISIC4_GTT,30.65
2020,ER_H2O_WUEYST,Moldova,INDUSTRIES,2.91
2018,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.98
2019,ER_H2O_WUEYST,France,ISIC4_GTT,356.14
2019,ER_H2O_WUEYST,France,TOTAL,87.31
2019,ER_H2O_WUEYST,France,INDUSTRIES,22.34
2019,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.87
2020,ER_H2O_WUEYST,France,ISIC4_GTT,333.66
2020,ER_H2O_WUEYST,France,TOTAL,80.61
2020,ER_H2O_WUEYST,France,INDUSTRIES,19.13
2020,ER_H2O_WUEYST,France,ISIC4_A01_A0210_A0322,1.93
2000,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.25
2000,ER_H2O_WUEYST,Georgia,ISIC4_GTT,11.92
2007,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.2
2008,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,81.73
2008,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,95.82
2008,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.03
2008,ER_H2O_WUEYST,Republic of Korea,TOTAL,38.44
2009,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,96.26
2009,ER_H2O_WUEYST,Republic of Korea,TOTAL,38.72
2009,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,0.94
2009,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,82.53
2010,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,91.18
2010,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,0.96
2010,ER_H2O_WUEYST,Republic of Korea,TOTAL,41.22
2010,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,100.15
2011,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,102.71
2011,ER_H2O_WUEYST,Republic of Korea,TOTAL,42.83
2011,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.02
2011,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,96.23
2012,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.04
2012,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,105.52
2012,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,97.33
2012,ER_H2O_WUEYST,Republic of Korea,TOTAL,43.84
2013,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,108.81
2006,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,21.5
2006,ER_H2O_WUEYST,Montenegro,INDUSTRIES,7.17
2007,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,22.51
2007,ER_H2O_WUEYST,Montenegro,INDUSTRIES,6.42
2000,ER_H2O_WUEYST,Georgia,TOTAL,2.73
2000,ER_H2O_WUEYST,Georgia,INDUSTRIES,4.5
2001,ER_H2O_WUEYST,Georgia,INDUSTRIES,3.9
2001,ER_H2O_WUEYST,Georgia,TOTAL,2.87
2001,ER_H2O_WUEYST,Georgia,ISIC4_GTT,12.12
2001,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.3
2002,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.33
2002,ER_H2O_WUEYST,Georgia,ISIC4_GTT,12.45
2002,ER_H2O_WUEYST,Georgia,TOTAL,3.08
2002,ER_H2O_WUEYST,Georgia,INDUSTRIES,3.87
2003,ER_H2O_WUEYST,Georgia,INDUSTRIES,4.06
2008,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,23.91
2008,ER_H2O_WUEYST,Montenegro,INDUSTRIES,7.75
2009,ER_H2O_WUEYST,Montenegro,INDUSTRIES,6.14
2009,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,23.96
2010,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,3.78
2010,ER_H2O_WUEYST,Montenegro,TOTAL,17.48
2003,ER_H2O_WUEYST,Georgia,TOTAL,3.49
2003,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.41
2003,ER_H2O_WUEYST,Georgia,ISIC4_GTT,13.42
2004,ER_H2O_WUEYST,Georgia,ISIC4_GTT,13.66
2004,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.42
2004,ER_H2O_WUEYST,Georgia,TOTAL,3.65
2004,ER_H2O_WUEYST,Georgia,INDUSTRIES,3.89
2005,ER_H2O_WUEYST,Georgia,TOTAL,3.98
2005,ER_H2O_WUEYST,Georgia,INDUSTRIES,3.81
2005,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.47
2005,ER_H2O_WUEYST,Georgia,ISIC4_GTT,14.51
2006,ER_H2O_WUEYST,Georgia,ISIC4_GTT,16.82
2006,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.41
2006,ER_H2O_WUEYST,Georgia,TOTAL,4.39
2006,ER_H2O_WUEYST,Georgia,INDUSTRIES,3.78
2007,ER_H2O_WUEYST,Georgia,TOTAL,4.85
2007,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.36
2007,ER_H2O_WUEYST,Georgia,ISIC4_GTT,18.88
2007,ER_H2O_WUEYST,Georgia,INDUSTRIES,4.14
2008,ER_H2O_WUEYST,Georgia,ISIC4_GTT,20.33
2008,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.31
2008,ER_H2O_WUEYST,Georgia,TOTAL,5.04
2010,ER_H2O_WUEYST,Montenegro,INDUSTRIES,6.3
2010,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,25.01
2011,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,25.67
2011,ER_H2O_WUEYST,Montenegro,TOTAL,18.04
2011,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,4.1
2011,ER_H2O_WUEYST,Montenegro,INDUSTRIES,6.69
2012,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,25.7
2012,ER_H2O_WUEYST,Montenegro,INDUSTRIES,5.81
2012,ER_H2O_WUEYST,Montenegro,TOTAL,17.7
2012,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,3.68
2013,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,4.11
2013,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,100.87
2013,ER_H2O_WUEYST,Republic of Korea,TOTAL,45.36
2013,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.03
2014,ER_H2O_WUEYST,Republic of Korea,TOTAL,46.77
2014,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,101.9
2014,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.04
2014,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,113.14
2015,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,129.97
2015,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,104.19
2015,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.04
2015,ER_H2O_WUEYST,Republic of Korea,TOTAL,49.39
2008,ER_H2O_WUEYST,Georgia,INDUSTRIES,3.84
2009,ER_H2O_WUEYST,Georgia,INDUSTRIES,3.82
2009,ER_H2O_WUEYST,Georgia,TOTAL,4.97
2009,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.3
2009,ER_H2O_WUEYST,Georgia,ISIC4_GTT,16.58
2010,ER_H2O_WUEYST,Georgia,ISIC4_GTT,15.43
2010,ER_H2O_WUEYST,Georgia,INDUSTRIES,4.52
2010,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.29
2010,ER_H2O_WUEYST,Georgia,TOTAL,5.47
2011,ER_H2O_WUEYST,Georgia,TOTAL,5.95
2011,ER_H2O_WUEYST,Georgia,ISIC4_GTT,14.07
2016,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,107.67
2016,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,130.96
2016,ER_H2O_WUEYST,Republic of Korea,TOTAL,50.54
2016,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,0.99
2017,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,133.05
2017,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.02
2017,ER_H2O_WUEYST,Republic of Korea,TOTAL,52.11
2017,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,113.99
2018,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,115.89
2018,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,0.99
2018,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,138.16
2013,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,26.06
2013,ER_H2O_WUEYST,Montenegro,TOTAL,17.76
2013,ER_H2O_WUEYST,Montenegro,INDUSTRIES,5.4
2014,ER_H2O_WUEYST,Montenegro,INDUSTRIES,5.27
2014,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,4.22
2014,ER_H2O_WUEYST,Montenegro,TOTAL,17.8
2014,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,26.2
2015,ER_H2O_WUEYST,Montenegro,TOTAL,18.84
2015,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,4.34
2015,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,27.59
2015,ER_H2O_WUEYST,Montenegro,INDUSTRIES,5.8
2018,ER_H2O_WUEYST,Republic of Korea,TOTAL,53.66
2019,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,145.19
2019,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,0.97
2019,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,113.27
2019,ER_H2O_WUEYST,Republic of Korea,TOTAL,54.95
2020,ER_H2O_WUEYST,Republic of Korea,INDUSTRIES,110.76
2020,ER_H2O_WUEYST,Republic of Korea,ISIC4_GTT,144.46
2020,ER_H2O_WUEYST,Republic of Korea,TOTAL,54.41
2020,ER_H2O_WUEYST,Republic of Korea,ISIC4_A01_A0210_A0322,1.05
2000,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_GTT,4.02
2000,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_A01_A0210_A0322,0.11
2011,ER_H2O_WUEYST,Georgia,INDUSTRIES,5.87
2011,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.35
2012,ER_H2O_WUEYST,Georgia,INDUSTRIES,7.45
2012,ER_H2O_WUEYST,Georgia,TOTAL,6.51
2012,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.34
2012,ER_H2O_WUEYST,Georgia,ISIC4_GTT,13.24
2013,ER_H2O_WUEYST,Georgia,INDUSTRIES,8.05
2013,ER_H2O_WUEYST,Georgia,ISIC4_GTT,12.45
2013,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.38
2013,ER_H2O_WUEYST,Georgia,TOTAL,6.84
2014,ER_H2O_WUEYST,Georgia,TOTAL,7.23
2016,ER_H2O_WUEYST,Montenegro,INDUSTRIES,6.86
2016,ER_H2O_WUEYST,Montenegro,TOTAL,19.56
2016,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,4.14
2016,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,28.11
2017,ER_H2O_WUEYST,Montenegro,INDUSTRIES,7.54
2017,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,29.08
2017,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,3.98
2017,ER_H2O_WUEYST,Montenegro,TOTAL,20.41
2018,ER_H2O_WUEYST,Montenegro,TOTAL,21.47
2018,ER_H2O_WUEYST,Montenegro,INDUSTRIES,7.88
2018,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,4.11
2000,ER_H2O_WUEYST,Kyrgyzstan,TOTAL,0.31
2000,ER_H2O_WUEYST,Kyrgyzstan,INDUSTRIES,2.58
2001,ER_H2O_WUEYST,Kyrgyzstan,TOTAL,0.34
2001,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_A01_A0210_A0322,0.12
2001,ER_H2O_WUEYST,Kyrgyzstan,INDUSTRIES,2.57
2001,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_GTT,4.53
2002,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_GTT,5.27
2002,ER_H2O_WUEYST,Kyrgyzstan,INDUSTRIES,1.96
2002,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_A01_A0210_A0322,0.12
2002,ER_H2O_WUEYST,Kyrgyzstan,TOTAL,0.34
2003,ER_H2O_WUEYST,Kyrgyzstan,INDUSTRIES,2.04
2014,ER_H2O_WUEYST,Georgia,INDUSTRIES,9.42
2014,ER_H2O_WUEYST,Georgia,ISIC4_GTT,11.7
2014,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.41
2015,ER_H2O_WUEYST,Georgia,TOTAL,7.63
2015,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.4
2015,ER_H2O_WUEYST,Georgia,ISIC4_GTT,11.12
2015,ER_H2O_WUEYST,Georgia,INDUSTRIES,11.03
2016,ER_H2O_WUEYST,Georgia,TOTAL,7.94
2016,ER_H2O_WUEYST,Georgia,INDUSTRIES,12.73
2016,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.4
2016,ER_H2O_WUEYST,Georgia,ISIC4_GTT,10.5
2018,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,30.64
2019,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,4.06
2019,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,31.45
2019,ER_H2O_WUEYST,Montenegro,TOTAL,22.27
2019,ER_H2O_WUEYST,Montenegro,INDUSTRIES,8.67
2020,ER_H2O_WUEYST,Montenegro,ISIC4_GTT,26.89
2020,ER_H2O_WUEYST,Montenegro,TOTAL,18.92
2020,ER_H2O_WUEYST,Montenegro,INDUSTRIES,7.1
2020,ER_H2O_WUEYST,Montenegro,ISIC4_A01_A0210_A0322,3.58
2000,ER_H2O_WUEYST,Netherlands (Kingdom of the),ISIC4_GTT,330.18
2003,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_GTT,6.04
2003,ER_H2O_WUEYST,Kyrgyzstan,TOTAL,0.38
2003,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_A01_A0210_A0322,0.13
2004,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_GTT,7.13
2004,ER_H2O_WUEYST,Kyrgyzstan,INDUSTRIES,2.38
2004,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_A01_A0210_A0322,0.13
2004,ER_H2O_WUEYST,Kyrgyzstan,TOTAL,0.42
2005,ER_H2O_WUEYST,Kyrgyzstan,TOTAL,0.44
2005,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_A01_A0210_A0322,0.13
2005,ER_H2O_WUEYST,Kyrgyzstan,INDUSTRIES,2.05
2005,ER_H2O_WUEYST,Kyrgyzstan,ISIC4_GTT,8.2
2017,ER_H2O_WUEYST,Georgia,ISIC4_GTT,14.91
2017,ER_H2O_WUEYST,Georgia,INDUSTRIES,13.66
2017,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.36
2017,ER_H2O_WUEYST,Georgia,TOTAL,9.57
2018,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.44
2018,ER_H2O_WUEYST,Georgia,ISIC4_GTT,17.14
2018,ER_H2O_WUEYST,Georgia,INDUSTRIES,13.73
2018,ER_H2O_WUEYST,Georgia,TOTAL,10.66
2019,ER_H2O_WUEYST,Georgia,TOTAL,9.31
2019,ER_H2O_WUEYST,Georgia,INDUSTRIES,9.57
2019,ER_H2O_WUEYST,Georgia,ISIC4_A01_A0210_A0322,0.41
2000,ER_H2O_WUEYST,Netherlands (Kingdom of the),INDUSTRIES,18.43
2001,ER_H2O_WUEYST,Netherlands (Kingdom of the),ISIC4_GTT,337.22
2001,ER_H2O_WUEYST,Netherlands (Kingdom of the),INDUSTRIES,17.81
2002,ER_H2O_WUEYST,Netherlands (Kingdom of the),INDUSTRIES,15.76
2002,ER_H2O_WUEYST,Netherlands (Kingdom of the),ISIC4_GTT,346.68
2003,ER_H2O_WUEYST,Netherlands (Kingdom of the),TOTAL,56.05
2019,ER_H2O_WUEYST,Georgia,ISIC4_GTT,17.21
2020,ER_H2O_WUEYST,Georgia,ISIC4_GTT,16.81
