Year,SeriesCode,Country,Age,Sex,Value
2019,VC_HTF_DETVSXR,Belgium,18+,Male,1.05
2020,VC_HTF_DETVSXR,Belgium,ALLAGE,Both sexes,0.31
2020,VC_HTF_DETVSXR,Belgium,18+,Both sexes,0.39
2020,VC_HTF_DETVSXR,Belgium,18+,Male,0.77
2005,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,1.59
2006,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,1.7
2010,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.21
2011,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.48
2012,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.54
2014,VC_HTF_DETVSXR,Bosnia and Herzegovina,<18Y,Male,1.72
2014,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.28
2015,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.17
2015,VC_HTF_DETVSXR,Bosnia and Herzegovina,18+,Male,0.43
2016,VC_HTF_DETVSXR,Bosnia and Herzegovina,18+,Male,0.51
2016,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.2
2017,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.29
2018,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.26
2016,VC_HTF_DETVSXR,Mexico,ALLAGE,Both sexes,0.59
2016,VC_HTF_DETVSXR,Mexico,18+,Male,1.2
2017,VC_HTF_DETVSXR,Mexico,18+,Male,1.04
2017,VC_HTF_DETVSXR,Mexico,18+,Female,0.09
2017,VC_HTF_DETVSXR,Mexico,<18Y,Female,0.12
2017,VC_HTF_DETVSXR,Mexico,<18Y,Male,0.83
2017,VC_HTF_DETVSXR,Mexico,ALLAGE,Both sexes,0.53
2018,VC_HTF_DETVSXR,Mexico,ALLAGE,Both sexes,0.24
2018,VC_HTF_DETVSXR,Mexico,<18Y,Male,0.42
2018,VC_HTF_DETVSXR,Mexico,<18Y,Female,0.11
2018,VC_HTF_DETVSXR,Mexico,18+,Male,0.47
2020,VC_HTF_DETVSXR,Mexico,ALLAGE,Both sexes,0.42
2006,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,21.79
2007,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,5.62
2008,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,5.38
2019,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.45
2020,VC_HTF_DETVSXR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.51
2007,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,3.41
2008,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,2.51
2009,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,3.82
2010,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,4.7
2011,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,5.22
2012,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,6.16
2009,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,3.68
2012,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,3.99
2013,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,3.83
2014,VC_HTF_DETVSXR,Moldova,18+,Male,8.0
2014,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,3.47
2014,VC_HTF_DETVSXR,Moldova,<18Y,Male,4.97
2015,VC_HTF_DETVSXR,Moldova,18+,Male,7.5
2015,VC_HTF_DETVSXR,Moldova,<18Y,Male,13.37
2013,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,5.76
2014,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,5.55
2014,VC_HTF_DETVSXR,Bulgaria,<18Y,Male,4.45
2014,VC_HTF_DETVSXR,Bulgaria,<18Y,Female,1.67
2014,VC_HTF_DETVSXR,Bulgaria,18+,Male,12.57
2015,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,4.3
2015,VC_HTF_DETVSXR,Bulgaria,<18Y,Male,3.83
2015,VC_HTF_DETVSXR,Bulgaria,18+,Male,9.84
2016,VC_HTF_DETVSXR,Bulgaria,<18Y,Male,3.2
2016,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,4.54
2016,VC_HTF_DETVSXR,Bulgaria,18+,Male,10.32
2016,VC_HTF_DETVSXR,Bulgaria,18+,Female,0.32
2017,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,4.5
2017,VC_HTF_DETVSXR,Bulgaria,18+,Female,0.22
2017,VC_HTF_DETVSXR,Bulgaria,18+,Male,9.93
2017,VC_HTF_DETVSXR,Bulgaria,<18Y,Male,5.16
2018,VC_HTF_DETVSXR,Bulgaria,<18Y,Male,7.99
2018,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,4.34
2018,VC_HTF_DETVSXR,Bulgaria,18+,Male,9.09
2019,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,3.97
2020,VC_HTF_DETVSXR,Bulgaria,18+,Both sexes,5.37
2020,VC_HTF_DETVSXR,Bulgaria,<18Y,Male,3.99
2020,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,4.81
2020,VC_HTF_DETVSXR,Bulgaria,18+,Male,11.1
2020,VC_HTF_DETVSXR,Bulgaria,<18Y,Both sexes,2.05
2021,VC_HTF_DETVSXR,Bulgaria,ALLAGE,Both sexes,4.1
2003,VC_HTF_DETVSXR,Belarus,ALLAGE,Both sexes,3.48
2004,VC_HTF_DETVSXR,Belarus,ALLAGE,Both sexes,4.0
2005,VC_HTF_DETVSXR,Belarus,ALLAGE,Both sexes,3.67
2006,VC_HTF_DETVSXR,Belarus,ALLAGE,Both sexes,10.24
2007,VC_HTF_DETVSXR,Belarus,ALLAGE,Both sexes,3.85
2005,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,2.04
2006,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,1.9
2008,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,3.66
2009,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,3.21
2015,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,1.98
2016,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,2.57
2017,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,1.88
2017,VC_HTF_DETVSXR,Albania,<18Y,Male,5.25
2017,VC_HTF_DETVSXR,Albania,18+,Male,3.48
2017,VC_HTF_DETVSXR,Albania,18+,Both sexes,1.73
2017,VC_HTF_DETVSXR,Albania,<18Y,Both sexes,2.7
2018,VC_HTF_DETVSXR,Albania,18+,Male,1.95
2018,VC_HTF_DETVSXR,Albania,18+,Both sexes,0.97
2018,VC_HTF_DETVSXR,Albania,<18Y,Both sexes,2.45
2018,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,1.29
2018,VC_HTF_DETVSXR,Albania,<18Y,Male,4.77
2019,VC_HTF_DETVSXR,Albania,<18Y,Male,10.75
2019,VC_HTF_DETVSXR,Albania,18+,Male,2.83
2015,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,4.21
2016,VC_HTF_DETVSXR,Moldova,<18Y,Male,6.98
2016,VC_HTF_DETVSXR,Moldova,ALLAGE,Both sexes,2.85
2016,VC_HTF_DETVSXR,Moldova,18+,Male,5.7
2017,VC_HTF_DETVSXR,Moldova,<18Y,Female,7.48
2017,VC_HTF_DETVSXR,Moldova,18+,Both sexes,3.84
2017,VC_HTF_DETVSXR,Moldova,18+,Female,7.04
2017,VC_HTF_DETVSXR,Moldova,<18Y,Both sexes,4.68
2019,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,2.26
2019,VC_HTF_DETVSXR,Albania,<18Y,Both sexes,5.5
2019,VC_HTF_DETVSXR,Albania,18+,Both sexes,1.41
2020,VC_HTF_DETVSXR,Albania,ALLAGE,Both sexes,1.67
