Year,SeriesCode,Country,Sex,Value
2018,SP_LGL_LNDSTR,Albania,Both sexes,65.2
2018,SP_LGL_LNDSTR,Albania,Female,70.0
2016,SP_LGL_LNDSTR,Armenia,Female,65.9
2016,SP_LGL_LNDSTR,Armenia,Both sexes,67.3
2011,SP_LGL_LNDSTR,Belgium,Both sexes,99.0
2011,SP_LGL_LNDSTR,Costa Rica,Both sexes,97.8
2016,SP_LGL_LNDSTR,Republic of Korea,Both sexes,96.0
2011,SP_LGL_LNDSTR,Netherlands (Kingdom of the),Both sexes,96.8
2013,SP_LGL_LNDSTR,New Zealand,Both sexes,93.4
2013,SP_LGL_LNDSTR,New Zealand,Both sexes,93.4
