Year,SeriesCode,Страна ,Age,Sex,Value
2020,VC_HTF_DETVOPR,Romania,ALLAGE,BOTHSEX,0.57
2020,VC_HTF_DETVOPR,Romania,<18Y,MALE,1.05
2020,VC_HTF_DETVOPR,Romania,<18Y,BOTHSEX,0.72
2020,VC_HTF_DETVOPR,Romania,18+,BOTHSEX,0.3
2020,VC_HTF_DETVOPR,Romania,18+,MALE,0.45
2021,VC_HTF_DETVOPR,Romania,ALLAGE,BOTHSEX,0.37
2006,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.08
2008,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.21
2009,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.14
2012,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.32
2014,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.11
2016,VC_HTF_DETVOPR,Israel,<18Y,FEMALE,0.38
2016,VC_HTF_DETVOPR,Israel,ALLAGE,BOTHSEX,0.12
2016,VC_HTF_DETVOPR,Israel,18+,FEMALE,0.18
2014,VC_HTF_DETVOPR,Serbia,<18Y,MALE,0.75
2020,VC_HTF_DETVOPR,Israel,18+,BOTHSEX,0.66
2020,VC_HTF_DETVOPR,Israel,ALLAGE,BOTHSEX,0.45
2020,VC_HTF_DETVOPR,Israel,18+,MALE,1.35
2007,VC_HTF_DETVOPR,Italy,ALLAGE,BOTHSEX,0.03
2008,VC_HTF_DETVOPR,Italy,ALLAGE,BOTHSEX,0.03
2009,VC_HTF_DETVOPR,Italy,ALLAGE,BOTHSEX,0.06
2017,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.38
2017,VC_HTF_DETVOPR,Serbia,18+,MALE,0.31
2017,VC_HTF_DETVOPR,Serbia,<18Y,FEMALE,1.93
2017,VC_HTF_DETVOPR,Serbia,<18Y,MALE,0.75
2017,VC_HTF_DETVOPR,Serbia,<18Y,BOTHSEX,0.93
2018,VC_HTF_DETVOPR,Serbia,18+,FEMALE,0.15
2018,VC_HTF_DETVOPR,Serbia,<18Y,MALE,0.75
2018,VC_HTF_DETVOPR,Serbia,<18Y,BOTHSEX,0.47
2018,VC_HTF_DETVOPR,Serbia,18+,BOTHSEX,0.08
2018,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.24
2018,VC_HTF_DETVOPR,Serbia,<18Y,FEMALE,0.96
2021,VC_HTF_DETVOPR,Italy,ALLAGE,BOTHSEX,0.21
2010,VC_HTF_DETVOPR,Japan,ALLAGE,BOTHSEX,0.03
2011,VC_HTF_DETVOPR,Japan,ALLAGE,BOTHSEX,0.01
2019,VC_HTF_DETVOPR,Serbia,<18Y,FEMALE,0.81
2019,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.11
2020,VC_HTF_DETVOPR,Serbia,<18Y,FEMALE,0.82
2017,VC_HTF_DETVOPR,Казахстан,ALLAGE,BOTHSEX,0.13
2018,VC_HTF_DETVOPR,Казахстан,ALLAGE,BOTHSEX,0.06
2020,VC_HTF_DETVOPR,Serbia,<18Y,BOTHSEX,0.39
2020,VC_HTF_DETVOPR,Serbia,ALLAGE,BOTHSEX,0.2
2011,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.15
2012,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.15
2013,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.17
2014,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.3
2014,VC_HTF_DETVOPR,Slovakia,18+,MALE,0.56
2015,VC_HTF_DETVOPR,Slovakia,18+,MALE,0.23
2015,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.18
2015,VC_HTF_DETVOPR,Slovakia,18+,FEMALE,0.22
2019,VC_HTF_DETVOPR,Казахстан,ALLAGE,BOTHSEX,0.03
2020,VC_HTF_DETVOPR,Казахстан,ALLAGE,BOTHSEX,0.04
2016,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.22
2016,VC_HTF_DETVOPR,Slovakia,18+,FEMALE,0.31
2017,VC_HTF_DETVOPR,Slovakia,18+,FEMALE,0.78
2017,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.63
2017,VC_HTF_DETVOPR,Slovakia,18+,BOTHSEX,0.54
2017,VC_HTF_DETVOPR,Slovakia,18+,MALE,0.65
2018,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.75
2018,VC_HTF_DETVOPR,Кыргызстан,<18Y,BOTHSEX,0.25
2018,VC_HTF_DETVOPR,Slovakia,18+,FEMALE,0.39
2018,VC_HTF_DETVOPR,Slovakia,<18Y,BOTHSEX,0.69
2018,VC_HTF_DETVOPR,Slovakia,18+,BOTHSEX,0.59
2018,VC_HTF_DETVOPR,Slovakia,<18Y,FEMALE,1.42
2018,VC_HTF_DETVOPR,Slovakia,<18Y,MALE,1.35
2018,VC_HTF_DETVOPR,Slovakia,18+,MALE,0.84
2018,VC_HTF_DETVOPR,Кыргызстан,ALLAGE,BOTHSEX,0.1
2019,VC_HTF_DETVOPR,Кыргызстан,<18Y,BOTHSEX,0.32
2019,VC_HTF_DETVOPR,Кыргызстан,ALLAGE,BOTHSEX,0.13
2019,VC_HTF_DETVOPR,Slovakia,18+,FEMALE,0.65
2019,VC_HTF_DETVOPR,Slovakia,<18Y,FEMALE,2.02
2019,VC_HTF_DETVOPR,Slovakia,<18Y,MALE,1.34
2019,VC_HTF_DETVOPR,Slovakia,18+,MALE,0.37
2020,VC_HTF_DETVOPR,Кыргызстан,ALLAGE,BOTHSEX,0.08
2020,VC_HTF_DETVOPR,Кыргызстан,<18Y,BOTHSEX,0.2
2019,VC_HTF_DETVOPR,Slovakia,18+,BOTHSEX,0.45
2019,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.73
2020,VC_HTF_DETVOPR,Slovakia,18+,MALE,0.28
2020,VC_HTF_DETVOPR,Slovakia,18+,FEMALE,0.31
2020,VC_HTF_DETVOPR,Slovakia,<18Y,MALE,1.14
2020,VC_HTF_DETVOPR,Slovakia,ALLAGE,BOTHSEX,0.53
2011,VC_HTF_DETVOPR,Latvia,ALLAGE,BOTHSEX,0.24
2012,VC_HTF_DETVOPR,Latvia,ALLAGE,BOTHSEX,0.68
2013,VC_HTF_DETVOPR,Latvia,ALLAGE,BOTHSEX,0.74
2014,VC_HTF_DETVOPR,Latvia,18+,MALE,2.96
2014,VC_HTF_DETVOPR,Latvia,ALLAGE,BOTHSEX,1.09
2020,VC_HTF_DETVOPR,Slovakia,<18Y,FEMALE,2.01
2020,VC_HTF_DETVOPR,Slovakia,<18Y,BOTHSEX,0.59
2020,VC_HTF_DETVOPR,Slovakia,18+,BOTHSEX,0.23
2015,VC_HTF_DETVOPR,Latvia,ALLAGE,BOTHSEX,0.4
2015,VC_HTF_DETVOPR,Latvia,18+,MALE,0.95
2017,VC_HTF_DETVOPR,Latvia,18+,MALE,1.12
2017,VC_HTF_DETVOPR,Latvia,ALLAGE,BOTHSEX,0.46
2018,VC_HTF_DETVOPR,Slovenia,18+,MALE,3.96
2018,VC_HTF_DETVOPR,Latvia,18+,MALE,0.85
2018,VC_HTF_DETVOPR,Latvia,ALLAGE,BOTHSEX,0.31
2018,VC_HTF_DETVOPR,Slovenia,18+,BOTHSEX,1.96
2018,VC_HTF_DETVOPR,Slovenia,ALLAGE,BOTHSEX,3.23
2018,VC_HTF_DETVOPR,Slovenia,18+,FEMALE,3.9
2013,VC_HTF_DETVOPR,Spain,ALLAGE,BOTHSEX,0.02
2014,VC_HTF_DETVOPR,Spain,ALLAGE,BOTHSEX,0.03
2016,VC_HTF_DETVOPR,Spain,ALLAGE,BOTHSEX,0.04
2016,VC_HTF_DETVOPR,Spain,<18Y,MALE,0.33
2017,VC_HTF_DETVOPR,Spain,ALLAGE,BOTHSEX,0.03
2018,VC_HTF_DETVOPR,Spain,ALLAGE,BOTHSEX,0.06
2018,VC_HTF_DETVOPR,Spain,18+,FEMALE,0.05
2018,VC_HTF_DETVOPR,Spain,18+,BOTHSEX,0.03
2018,VC_HTF_DETVOPR,Spain,18+,MALE,0.06
2018,VC_HTF_DETVOPR,Spain,<18Y,MALE,0.12
2019,VC_HTF_DETVOPR,Spain,18+,MALE,0.13
2019,VC_HTF_DETVOPR,Spain,18+,BOTHSEX,0.13
2014,VC_HTF_DETVOPR,Lithuania,18+,FEMALE,1.48
2014,VC_HTF_DETVOPR,Lithuania,ALLAGE,BOTHSEX,1.1
2014,VC_HTF_DETVOPR,Lithuania,18+,MALE,0.9
2015,VC_HTF_DETVOPR,Lithuania,<18Y,FEMALE,1.94
2015,VC_HTF_DETVOPR,Lithuania,18+,FEMALE,1.28
2015,VC_HTF_DETVOPR,Lithuania,18+,MALE,1.09
2019,VC_HTF_DETVOPR,Spain,18+,FEMALE,0.25
2019,VC_HTF_DETVOPR,Spain,ALLAGE,BOTHSEX,0.13
2020,VC_HTF_DETVOPR,Spain,18+,BOTHSEX,0.02
2015,VC_HTF_DETVOPR,Lithuania,ALLAGE,BOTHSEX,1.21
2016,VC_HTF_DETVOPR,Lithuania,18+,FEMALE,0.99
2016,VC_HTF_DETVOPR,Lithuania,18+,MALE,0.55
2016,VC_HTF_DETVOPR,Lithuania,ALLAGE,BOTHSEX,0.75
2017,VC_HTF_DETVOPR,Lithuania,18+,FEMALE,0.54
2020,VC_HTF_DETVOPR,Spain,ALLAGE,BOTHSEX,0.03
2020,VC_HTF_DETVOPR,Spain,18+,MALE,0.03
2008,VC_HTF_DETVOPR,Sweden,ALLAGE,BOTHSEX,0.08
2009,VC_HTF_DETVOPR,Sweden,ALLAGE,BOTHSEX,0.18
2010,VC_HTF_DETVOPR,Sweden,ALLAGE,BOTHSEX,0.07
2017,VC_HTF_DETVOPR,Lithuania,ALLAGE,BOTHSEX,0.48
2018,VC_HTF_DETVOPR,Lithuania,18+,FEMALE,0.39
2018,VC_HTF_DETVOPR,Lithuania,ALLAGE,BOTHSEX,0.31
2016,VC_HTF_DETVOPR,Sweden,ALLAGE,BOTHSEX,0.05
2017,VC_HTF_DETVOPR,Sweden,ALLAGE,BOTHSEX,0.9
2018,VC_HTF_DETVOPR,Sweden,18+,FEMALE,0.27
2018,VC_HTF_DETVOPR,Sweden,ALLAGE,BOTHSEX,0.16
2009,VC_HTF_DETVOPR,Switzerland,ALLAGE,BOTHSEX,0.88
2019,VC_HTF_DETVOPR,Lithuania,18+,FEMALE,0.79
2019,VC_HTF_DETVOPR,Lithuania,ALLAGE,BOTHSEX,0.49
2020,VC_HTF_DETVOPR,Lithuania,18+,FEMALE,0.56
2020,VC_HTF_DETVOPR,Lithuania,18+,BOTHSEX,0.39
2020,VC_HTF_DETVOPR,Lithuania,ALLAGE,BOTHSEX,0.43
2016,VC_HTF_DETVOPR,Luxembourg,ALLAGE,BOTHSEX,0.86
2017,VC_HTF_DETVOPR,Таджикистан,ALLAGE,BOTHSEX,0.32
2017,VC_HTF_DETVOPR,Таджикистан,18+,FEMALE,0.39
2017,VC_HTF_DETVOPR,Таджикистан,<18Y,BOTHSEX,0.26
2017,VC_HTF_DETVOPR,Таджикистан,<18Y,MALE,0.26
2017,VC_HTF_DETVOPR,Таджикистан,<18Y,FEMALE,0.32
2017,VC_HTF_DETVOPR,Таджикистан,18+,BOTHSEX,0.35
2017,VC_HTF_DETVOPR,Таджикистан,18+,MALE,0.31
2018,VC_HTF_DETVOPR,Таджикистан,<18Y,MALE,0.25
2018,VC_HTF_DETVOPR,Таджикистан,18+,MALE,0.42
2018,VC_HTF_DETVOPR,Таджикистан,<18Y,FEMALE,0.27
2018,VC_HTF_DETVOPR,Таджикистан,<18Y,BOTHSEX,0.28
2018,VC_HTF_DETVOPR,Таджикистан,ALLAGE,BOTHSEX,0.24
2018,VC_HTF_DETVOPR,Таджикистан,18+,BOTHSEX,0.23
2019,VC_HTF_DETVOPR,Таджикистан,18+,BOTHSEX,0.63
2019,VC_HTF_DETVOPR,Таджикистан,ALLAGE,BOTHSEX,0.47
2019,VC_HTF_DETVOPR,Таджикистан,<18Y,MALE,0.3
2019,VC_HTF_DETVOPR,Таджикистан,18+,MALE,1.08
2019,VC_HTF_DETVOPR,Таджикистан,<18Y,BOTHSEX,0.25
2019,VC_HTF_DETVOPR,Таджикистан,18+,FEMALE,0.18
2020,VC_HTF_DETVOPR,Таджикистан,ALLAGE,BOTHSEX,0.59
2020,VC_HTF_DETVOPR,Таджикистан,18+,MALE,1.75
2020,VC_HTF_DETVOPR,Таджикистан,18+,BOTHSEX,0.87
2020,VC_HTF_DETVOPR,Таджикистан,<18Y,BOTHSEX,0.2
2017,VC_HTF_DETVOPR,United Arab Emirates,ALLAGE,BOTHSEX,0.09
2018,VC_HTF_DETVOPR,United Arab Emirates,18+,BOTHSEX,0.22
2018,VC_HTF_DETVOPR,United Arab Emirates,<18Y,BOTHSEX,0.33
2018,VC_HTF_DETVOPR,United Arab Emirates,ALLAGE,BOTHSEX,0.33
2018,VC_HTF_DETVOPR,United Arab Emirates,18+,MALE,0.27
2018,VC_HTF_DETVOPR,United Arab Emirates,18+,FEMALE,0.75
2020,VC_HTF_DETVOPR,United Arab Emirates,ALLAGE,BOTHSEX,0.08
2020,VC_HTF_DETVOPR,United Arab Emirates,18+,FEMALE,0.39
2021,VC_HTF_DETVOPR,Luxembourg,ALLAGE,BOTHSEX,1.88
2007,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.08
2008,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.05
2009,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.09
2014,VC_HTF_DETVOPR,Ukraine,18+,MALE,0.03
2014,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.02
2015,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.04
2015,VC_HTF_DETVOPR,Ukraine,18+,MALE,0.07
2016,VC_HTF_DETVOPR,Ukraine,18+,MALE,0.03
2016,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.02
2017,VC_HTF_DETVOPR,Ukraine,18+,FEMALE,0.04
2017,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.03
2018,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.04
2019,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.02
2020,VC_HTF_DETVOPR,Ukraine,ALLAGE,BOTHSEX,0.11
2013,VC_HTF_DETVOPR,North Macedonia,ALLAGE,BOTHSEX,0.38
2018,VC_HTF_DETVOPR,North Macedonia,ALLAGE,BOTHSEX,0.24
2019,VC_HTF_DETVOPR,North Macedonia,ALLAGE,BOTHSEX,0.24
2009,VC_HTF_DETVOPR,Mexico,ALLAGE,BOTHSEX,0.01
2015,VC_HTF_DETVOPR,Mexico,ALLAGE,BOTHSEX,0.01
2015,VC_HTF_DETVOPR,Mexico,<18Y,MALE,0.05
2016,VC_HTF_DETVOPR,Mexico,ALLAGE,BOTHSEX,0.06
2017,VC_HTF_DETVOPR,Mexico,<18Y,MALE,0.05
2017,VC_HTF_DETVOPR,Mexico,18+,MALE,0.02
2017,VC_HTF_DETVOPR,Mexico,<18Y,FEMALE,0.07
2017,VC_HTF_DETVOPR,Mexico,ALLAGE,BOTHSEX,0.03
2018,VC_HTF_DETVOPR,Mexico,<18Y,FEMALE,0.19
2018,VC_HTF_DETVOPR,Mexico,<18Y,MALE,0.16
2018,VC_HTF_DETVOPR,Mexico,ALLAGE,BOTHSEX,0.06
2020,VC_HTF_DETVOPR,Mexico,ALLAGE,BOTHSEX,0.03
2009,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,0.07
2010,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,0.12
2011,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,0.13
2012,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,0.13
2013,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,0.1
2016,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,0.08
2018,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,2.81
2019,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,5.29
2019,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,18+,FEMALE,3.69
2019,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,<18Y,FEMALE,29.91
2019,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,<18Y,MALE,3.64
2019,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,18+,MALE,0.77
2020,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,BOTHSEX,8.38
2020,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,18+,MALE,1.61
2020,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,<18Y,FEMALE,41.76
2020,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,<18Y,MALE,6.16
2020,VC_HTF_DETVOPR,United Kingdom of Great Britain and Northern Ireland,18+,FEMALE,5.96
2012,VC_HTF_DETVOPR,Узбекистан,ALLAGE,BOTHSEX,0.02
2013,VC_HTF_DETVOPR,Узбекистан,ALLAGE,BOTHSEX,0.09
2014,VC_HTF_DETVOPR,Узбекистан,ALLAGE,BOTHSEX,0.16
2015,VC_HTF_DETVOPR,Узбекистан,ALLAGE,BOTHSEX,0.07
2017,VC_HTF_DETVOPR,Узбекистан,<18Y,BOTHSEX,0.54
2018,VC_HTF_DETVOPR,Узбекистан,<18Y,BOTHSEX,0.43
2019,VC_HTF_DETVOPR,Узбекистан,<18Y,BOTHSEX,0.4
2020,VC_HTF_DETVOPR,Узбекистан,<18Y,BOTHSEX,0.26
