Year,SeriesCode,GeoAreaName,Counterpart,Value
2017,SI_RMT_COST_SC,Germany,TJ,11.805
2017,SI_RMT_COST_SC,Germany,RS,2.61161
2017,SI_RMT_COST_SC,Germany,AL,8.02633
2017,SI_RMT_COST_SC,Germany,NG,8.40371
2017,SI_RMT_COST_SC,Germany,HU,3.34722
2017,SI_RMT_COST_SC,Germany,GH,5.25578
2017,SI_RMT_COST_SC,Germany,UA,4.86604
2017,SI_RMT_COST_SC,Germany,AF,12.23877
2017,SI_RMT_COST_SC,Germany,TR,2.91244
2017,SI_RMT_COST_SC,Germany,TG,8.40476
2017,SI_RMT_COST_SC,Germany,LB,12.82083
2017,SI_RMT_COST_SC,Germany,KG,11.09833
2018,SI_RMT_COST_SC,Germany,MA,6.83042
2018,SI_RMT_COST_SC,Germany,TR,-0.2422
2018,SI_RMT_COST_SC,Germany,TG,5.62327
2018,SI_RMT_COST_SC,Germany,TH,3.88092
2018,SI_RMT_COST_SC,Germany,VN,4.86481
2018,SI_RMT_COST_SC,Germany,UA,3.34754
2018,SI_RMT_COST_SC,Germany,GH,1.75949
2018,SI_RMT_COST_SC,Germany,MK,7.73571
2018,SI_RMT_COST_SC,Germany,HU,3.35034
2018,SI_RMT_COST_SC,Germany,AL,7.41918
2018,SI_RMT_COST_SC,Germany,HR,0.0
2018,SI_RMT_COST_SC,Germany,BG,0.84244
2018,SI_RMT_COST_SC,Germany,AF,12.05461
2018,SI_RMT_COST_SC,Germany,NG,8.34382
2018,SI_RMT_COST_SC,Germany,CN,4.64544
2018,SI_RMT_COST_SC,Germany,RS,2.7119
2018,SI_RMT_COST_SC,Germany,TJ,4.42619
2018,SI_RMT_COST_SC,Germany,MD,1.9907
2018,SI_RMT_COST_SC,Germany,XK,5.33333
2018,SI_RMT_COST_SC,Germany,LB,9.63688
2018,SI_RMT_COST_SC,Germany,RO,0.0
2018,SI_RMT_COST_SC,Germany,KG,6.28246
2018,SI_RMT_COST_SC,Germany,IN,1.58003
2018,SI_RMT_COST_SC,Germany,BA,3.62028
2019,SI_RMT_COST_SC,Germany,RO,0.0
2019,SI_RMT_COST_SC,Germany,HR,0.0
2019,SI_RMT_COST_SC,Germany,TR,3.25666
2019,SI_RMT_COST_SC,Germany,TG,3.76008
2019,SI_RMT_COST_SC,Germany,HU,2.48119
2019,SI_RMT_COST_SC,Germany,NG,7.51063
2019,SI_RMT_COST_SC,Germany,RS,2.01905
2019,SI_RMT_COST_SC,Germany,BG,1.19196
2019,SI_RMT_COST_SC,Germany,TJ,2.95476
2019,SI_RMT_COST_SC,Germany,BA,3.20113
2019,SI_RMT_COST_SC,Germany,AF,12.80049
2019,SI_RMT_COST_SC,Germany,VN,5.06416
2019,SI_RMT_COST_SC,Germany,MK,7.04957
2019,SI_RMT_COST_SC,Germany,AL,6.39778
2019,SI_RMT_COST_SC,Germany,GH,4.13205
2019,SI_RMT_COST_SC,Germany,IN,0.81144
2019,SI_RMT_COST_SC,Germany,XK,3.54524
2019,SI_RMT_COST_SC,Germany,MD,4.56964
2019,SI_RMT_COST_SC,Germany,UA,2.07203
2019,SI_RMT_COST_SC,Germany,KG,5.93283
2019,SI_RMT_COST_SC,Germany,LB,8.50296
2019,SI_RMT_COST_SC,Germany,TH,4.64435
2019,SI_RMT_COST_SC,Germany,MA,5.18638
2019,SI_RMT_COST_SC,Germany,CN,6.07923
2020,SI_RMT_COST_SC,Germany,IN,1.18371
2020,SI_RMT_COST_SC,Germany,RS,1.99762
2020,SI_RMT_COST_SC,Germany,TR,3.13739
2020,SI_RMT_COST_SC,Germany,HR,0.0
2020,SI_RMT_COST_SC,Germany,RO,0.0
2020,SI_RMT_COST_SC,Germany,BG,1.10625
2020,SI_RMT_COST_SC,Germany,GH,5.50374
2020,SI_RMT_COST_SC,Germany,LB,8.30215
2020,SI_RMT_COST_SC,Germany,AF,11.26441
2020,SI_RMT_COST_SC,Germany,BA,2.96303
2020,SI_RMT_COST_SC,Germany,AL,6.16639
2020,SI_RMT_COST_SC,Germany,UA,2.56705
2020,SI_RMT_COST_SC,Germany,XK,3.30714
2020,SI_RMT_COST_SC,Germany,MA,4.54428
2020,SI_RMT_COST_SC,Germany,KG,6.34945
2020,SI_RMT_COST_SC,Germany,HU,2.80077
2020,SI_RMT_COST_SC,Germany,NG,6.91884
2020,SI_RMT_COST_SC,Germany,CN,4.97192
2020,SI_RMT_COST_SC,Germany,TG,3.5225
2020,SI_RMT_COST_SC,Germany,TJ,3.96863
2020,SI_RMT_COST_SC,Germany,TH,3.87928
2020,SI_RMT_COST_SC,Germany,MD,4.56964
2020,SI_RMT_COST_SC,Germany,MK,3.75952
2020,SI_RMT_COST_SC,Germany,VN,5.27046
2021,SI_RMT_COST_SC,Germany,CN,5.41667
2021,SI_RMT_COST_SC,Germany,TG,2.29333
2021,SI_RMT_COST_SC,Germany,TR,3.09667
2021,SI_RMT_COST_SC,Germany,HR,5.68333
2021,SI_RMT_COST_SC,Germany,AL,4.90333
2021,SI_RMT_COST_SC,Germany,TH,2.76
2021,SI_RMT_COST_SC,Germany,LB,6.33333
2021,SI_RMT_COST_SC,Germany,KG,5.74667
2021,SI_RMT_COST_SC,Germany,MD,3.23667
2021,SI_RMT_COST_SC,Germany,XK,3.52333
2021,SI_RMT_COST_SC,Germany,MA,3.21333
2021,SI_RMT_COST_SC,Germany,RO,1.99
2021,SI_RMT_COST_SC,Germany,GH,4.08667
2021,SI_RMT_COST_SC,Germany,HU,2.85333
2021,SI_RMT_COST_SC,Germany,NG,3.09333
2021,SI_RMT_COST_SC,Germany,IN,0.92333
2021,SI_RMT_COST_SC,Germany,RS,2.81
2021,SI_RMT_COST_SC,Germany,BG,1.25333
2021,SI_RMT_COST_SC,Germany,BA,2.98667
2021,SI_RMT_COST_SC,Germany,MK,3.28333
2021,SI_RMT_COST_SC,Germany,VN,3.14
2021,SI_RMT_COST_SC,Germany,AF,12.28
2021,SI_RMT_COST_SC,Germany,TJ,4.29667
2021,SI_RMT_COST_SC,Germany,UA,1.86333
2021,SI_RMT_COST_SC,India,NP,0.75
2016,SI_RMT_COST_SC,Israel,MA,11.65121
2018,SI_RMT_COST_SC,Israel,MA,12.85278
2019,SI_RMT_COST_SC,Israel,MA,11.49955
2020,SI_RMT_COST_SC,Israel,MA,12.05394
2021,SI_RMT_COST_SC,Israel,MA,15.515
2016,SI_RMT_COST_SC,Italy,TN,10.54584
2016,SI_RMT_COST_SC,Italy,ET,9.22267
2016,SI_RMT_COST_SC,Italy,CN,9.8461
2016,SI_RMT_COST_SC,Italy,EC,3.43979
2016,SI_RMT_COST_SC,Italy,RS,7.75
2016,SI_RMT_COST_SC,Italy,UA,5.99615
2016,SI_RMT_COST_SC,Italy,PH,6.59074
2016,SI_RMT_COST_SC,Italy,NG,9.65027
2016,SI_RMT_COST_SC,Italy,MA,6.83062
2016,SI_RMT_COST_SC,Italy,RO,4.94548
2016,SI_RMT_COST_SC,Italy,SN,5.61429
2016,SI_RMT_COST_SC,Italy,LK,4.26928
2016,SI_RMT_COST_SC,Italy,XK,7.09524
2016,SI_RMT_COST_SC,Italy,AL,8.72815
2016,SI_RMT_COST_SC,Italy,EG,8.35079
2016,SI_RMT_COST_SC,Italy,BR,8.36002
2016,SI_RMT_COST_SC,Italy,IN,4.70367
2016,SI_RMT_COST_SC,Italy,MD,6.56161
2017,SI_RMT_COST_SC,Italy,AL,8.60557
2017,SI_RMT_COST_SC,Italy,UA,3.97444
2017,SI_RMT_COST_SC,Italy,EG,7.84687
2017,SI_RMT_COST_SC,Italy,RS,6.80952
2017,SI_RMT_COST_SC,Italy,LK,3.81426
2017,SI_RMT_COST_SC,Italy,XK,7.09524
2017,SI_RMT_COST_SC,Italy,IN,1.92173
2017,SI_RMT_COST_SC,Italy,CN,6.3554
2017,SI_RMT_COST_SC,Italy,NG,7.52497
2017,SI_RMT_COST_SC,Italy,MD,6.30952
2017,SI_RMT_COST_SC,Italy,PH,4.12029
2017,SI_RMT_COST_SC,Italy,MA,6.94885
2017,SI_RMT_COST_SC,Italy,ET,9.89321
2017,SI_RMT_COST_SC,Italy,SN,4.71429
2017,SI_RMT_COST_SC,Italy,RO,2.2381
2017,SI_RMT_COST_SC,Italy,BR,7.07112
2018,SI_RMT_COST_SC,Italy,UA,2.80136
2018,SI_RMT_COST_SC,Italy,TN,7.59206
2018,SI_RMT_COST_SC,Italy,BR,3.19559
2018,SI_RMT_COST_SC,Italy,MD,3.2119
2018,SI_RMT_COST_SC,Italy,NG,6.59119
2018,SI_RMT_COST_SC,Italy,RO,0.46242
2018,SI_RMT_COST_SC,Italy,PH,2.29305
2018,SI_RMT_COST_SC,Italy,EG,5.92495
2018,SI_RMT_COST_SC,Italy,EC,2.23326
2018,SI_RMT_COST_SC,Italy,IN,0.38324
2018,SI_RMT_COST_SC,Italy,XK,6.66071
2018,SI_RMT_COST_SC,Italy,CN,4.58911
2018,SI_RMT_COST_SC,Italy,LK,2.60738
2018,SI_RMT_COST_SC,Italy,AL,8.07946
2018,SI_RMT_COST_SC,Italy,MA,4.0796
2018,SI_RMT_COST_SC,Italy,SN,2.7119
2018,SI_RMT_COST_SC,Italy,RS,6.80952
2018,SI_RMT_COST_SC,Italy,ET,7.5798
2019,SI_RMT_COST_SC,Italy,XK,7.09524
2019,SI_RMT_COST_SC,Italy,IN,1.56958
2019,SI_RMT_COST_SC,Italy,ET,10.3522
2019,SI_RMT_COST_SC,Italy,MD,6.07143
2019,SI_RMT_COST_SC,Italy,RO,3.45238
2019,SI_RMT_COST_SC,Italy,PH,4.17505
2019,SI_RMT_COST_SC,Italy,AL,6.66667
2019,SI_RMT_COST_SC,Italy,TN,10.0082
2019,SI_RMT_COST_SC,Italy,BR,7.9932
2019,SI_RMT_COST_SC,Italy,EC,3.37982
2019,SI_RMT_COST_SC,Italy,CN,6.60965
2019,SI_RMT_COST_SC,Italy,LK,3.45179
2019,SI_RMT_COST_SC,Italy,EG,8.02593
2019,SI_RMT_COST_SC,Italy,UA,4.2495
2019,SI_RMT_COST_SC,Italy,RS,3.21429
2019,SI_RMT_COST_SC,Italy,NG,9.95894
2019,SI_RMT_COST_SC,Italy,MA,7.87765
2019,SI_RMT_COST_SC,Italy,SN,5.30952
2019,SI_RMT_COST_SC,Italy,BD,2.28163
2020,SI_RMT_COST_SC,Italy,ET,12.6061
2020,SI_RMT_COST_SC,Italy,IN,2.74803
2020,SI_RMT_COST_SC,Italy,BD,3.06394
2020,SI_RMT_COST_SC,Italy,RO,3.45238
2020,SI_RMT_COST_SC,Italy,XK,7.09524
2020,SI_RMT_COST_SC,Italy,PH,5.98308
2020,SI_RMT_COST_SC,Italy,CN,6.71799
2020,SI_RMT_COST_SC,Italy,AL,6.66667
2020,SI_RMT_COST_SC,Italy,UA,4.6278
2020,SI_RMT_COST_SC,Italy,EG,5.85917
2020,SI_RMT_COST_SC,Italy,LK,3.43081
2020,SI_RMT_COST_SC,Italy,RS,3.21429
2020,SI_RMT_COST_SC,Italy,NG,11.38869
2020,SI_RMT_COST_SC,Italy,MD,5.95238
2020,SI_RMT_COST_SC,Italy,MA,6.9679
2020,SI_RMT_COST_SC,Italy,SN,5.30952
2020,SI_RMT_COST_SC,Italy,TN,9.03479
2020,SI_RMT_COST_SC,Italy,EC,3.54661
2020,SI_RMT_COST_SC,Italy,BR,5.65919
2021,SI_RMT_COST_SC,Italy,TN,11.34895
2021,SI_RMT_COST_SC,Italy,EC,3.56667
2021,SI_RMT_COST_SC,Italy,BR,3.52667
2021,SI_RMT_COST_SC,Italy,CN,7.83639
2021,SI_RMT_COST_SC,Italy,AL,6.66762
2021,SI_RMT_COST_SC,Italy,UA,4.53519
2021,SI_RMT_COST_SC,Italy,EG,3.24502
2021,SI_RMT_COST_SC,Italy,LK,2.80537
2021,SI_RMT_COST_SC,Italy,NG,8.225
2021,SI_RMT_COST_SC,Italy,XK,6.5
2021,SI_RMT_COST_SC,Italy,BD,1.06735
2021,SI_RMT_COST_SC,Italy,ET,12.71333
2021,SI_RMT_COST_SC,Italy,IN,3.19123
2021,SI_RMT_COST_SC,Italy,RS,2.88333
2021,SI_RMT_COST_SC,Italy,PH,4.71729
2021,SI_RMT_COST_SC,Italy,RO,3.51333
2021,SI_RMT_COST_SC,Italy,MD,5.71333
2021,SI_RMT_COST_SC,Italy,SN,4.94333
2021,SI_RMT_COST_SC,Italy,MA,6.16801
2016,SI_RMT_COST_SC,Japan,BR,9.19345
2016,SI_RMT_COST_SC,Japan,CN,14.22815
2016,SI_RMT_COST_SC,Japan,ID,8.18302
2016,SI_RMT_COST_SC,Japan,IN,12.75883
2016,SI_RMT_COST_SC,Japan,VN,6.14159
2016,SI_RMT_COST_SC,Japan,TH,10.82407
2016,SI_RMT_COST_SC,Japan,PH,9.55046
2017,SI_RMT_COST_SC,Japan,ID,0.65755
2017,SI_RMT_COST_SC,Japan,VN,0.68189
2017,SI_RMT_COST_SC,Japan,CN,7.36449
2017,SI_RMT_COST_SC,Japan,TH,3.40131
2017,SI_RMT_COST_SC,Japan,BR,3.70324
2017,SI_RMT_COST_SC,Japan,IN,2.82874
2017,SI_RMT_COST_SC,Japan,PH,5.91446
2018,SI_RMT_COST_SC,Japan,TH,2.72533
2018,SI_RMT_COST_SC,Japan,VN,2.88927
2018,SI_RMT_COST_SC,Japan,BR,6.20612
2018,SI_RMT_COST_SC,Japan,CN,2.14558
2018,SI_RMT_COST_SC,Japan,ID,4.25137
2018,SI_RMT_COST_SC,Japan,IN,1.79985
2018,SI_RMT_COST_SC,Japan,PH,3.06553
2019,SI_RMT_COST_SC,Japan,VN,2.95659
2019,SI_RMT_COST_SC,Japan,ID,4.2588
2019,SI_RMT_COST_SC,Japan,PH,3.46451
2019,SI_RMT_COST_SC,Japan,IN,2.15221
2019,SI_RMT_COST_SC,Japan,CN,5.45641
2019,SI_RMT_COST_SC,Japan,BR,3.90565
2019,SI_RMT_COST_SC,Japan,TH,3.12813
2020,SI_RMT_COST_SC,Japan,VN,3.22431
2020,SI_RMT_COST_SC,Japan,TH,3.15141
2020,SI_RMT_COST_SC,Japan,ID,4.14853
2020,SI_RMT_COST_SC,Japan,BR,2.14649
2020,SI_RMT_COST_SC,Japan,IN,2.17083
2020,SI_RMT_COST_SC,Japan,PH,4.32047
2020,SI_RMT_COST_SC,Japan,CN,3.76605
2021,SI_RMT_COST_SC,Japan,TH,1.55667
2021,SI_RMT_COST_SC,Japan,PH,3.46333
2021,SI_RMT_COST_SC,Japan,ID,3.63333
2021,SI_RMT_COST_SC,Japan,IN,2.66333
2021,SI_RMT_COST_SC,Japan,CN,2.35
2021,SI_RMT_COST_SC,Japan,BR,2.03
2021,SI_RMT_COST_SC,Japan,VN,3.12
2016,SI_RMT_COST_SC,Republic of Korea,VN,6.3331
2016,SI_RMT_COST_SC,Republic of Korea,CN,6.12351
2017,SI_RMT_COST_SC,Republic of Korea,CN,-0.39189
2017,SI_RMT_COST_SC,Republic of Korea,VN,7.11482
2018,SI_RMT_COST_SC,Republic of Korea,CN,1.2698
2018,SI_RMT_COST_SC,Republic of Korea,VN,4.78253
2019,SI_RMT_COST_SC,Republic of Korea,CN,1.41356
2019,SI_RMT_COST_SC,Republic of Korea,VN,4.07735
2020,SI_RMT_COST_SC,Republic of Korea,VN,3.84534
2020,SI_RMT_COST_SC,Republic of Korea,CN,2.76582
2021,SI_RMT_COST_SC,Republic of Korea,CN,2.615
2021,SI_RMT_COST_SC,Republic of Korea,VN,4.48
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),TR,9.45522
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),MA,6.74887
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),SR,9.07852
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),SO,6.67451
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),NG,7.49331
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),DO,10.38585
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),GH,9.30935
2016,SI_RMT_COST_SC,Netherlands (Kingdom of the),ID,11.48539
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),DO,7.70133
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),NG,16.15572
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),MA,8.44993
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),ID,9.48172
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),SR,4.83512
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),TR,4.44023
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),SO,7.38412
2017,SI_RMT_COST_SC,Netherlands (Kingdom of the),GH,4.70685
2018,SI_RMT_COST_SC,Netherlands (Kingdom of the),ID,6.34319
2018,SI_RMT_COST_SC,Netherlands (Kingdom of the),DO,6.98399
2018,SI_RMT_COST_SC,Netherlands (Kingdom of the),TR,4.13309
2018,SI_RMT_COST_SC,Netherlands (Kingdom of the),NG,7.80984
2018,SI_RMT_COST_SC,Netherlands (Kingdom of the),GH,6.07115
2018,SI_RMT_COST_SC,Netherlands (Kingdom of the),MA,6.13762
2018,SI_RMT_COST_SC,Netherlands (Kingdom of the),SO,7.20151
2019,SI_RMT_COST_SC,Netherlands (Kingdom of the),NG,5.64386
2019,SI_RMT_COST_SC,Netherlands (Kingdom of the),MA,3.48751
2019,SI_RMT_COST_SC,Netherlands (Kingdom of the),DO,2.60617
2019,SI_RMT_COST_SC,Netherlands (Kingdom of the),ID,4.76367
2019,SI_RMT_COST_SC,Netherlands (Kingdom of the),GH,5.13793
2019,SI_RMT_COST_SC,Netherlands (Kingdom of the),SO,11.1247
2019,SI_RMT_COST_SC,Netherlands (Kingdom of the),TR,2.68043
2020,SI_RMT_COST_SC,Netherlands (Kingdom of the),MA,4.6834
2020,SI_RMT_COST_SC,Netherlands (Kingdom of the),NG,7.83249
2020,SI_RMT_COST_SC,Netherlands (Kingdom of the),TR,2.55071
2020,SI_RMT_COST_SC,Netherlands (Kingdom of the),TR,2.55071
