Year,SeriesCode,Страна ,Sex,Value
2015,VC_PRS_UNSNT,France,BOTHSEX,27.23
2016,VC_PRS_UNSNT,France,BOTHSEX,28.49
2016,VC_PRS_UNSNT,France,MALE,28.16
2016,VC_PRS_UNSNT,France,FEMALE,38.23
2017,VC_PRS_UNSNT,France,FEMALE,38.99
2017,VC_PRS_UNSNT,France,BOTHSEX,28.73
2017,VC_PRS_UNSNT,France,MALE,28.36
2018,VC_PRS_UNSNT,France,MALE,28.66
2018,VC_PRS_UNSNT,France,BOTHSEX,29.04
2018,VC_PRS_UNSNT,France,FEMALE,38.99
2019,VC_PRS_UNSNT,France,BOTHSEX,25.91
2019,VC_PRS_UNSNT,France,MALE,25.53
2019,VC_PRS_UNSNT,France,FEMALE,36.08
2020,VC_PRS_UNSNT,France,MALE,28.44
2020,VC_PRS_UNSNT,France,FEMALE,38.78
2020,VC_PRS_UNSNT,France,BOTHSEX,28.78
2021,VC_PRS_UNSNT,France,BOTHSEX,26.87
2021,VC_PRS_UNSNT,France,MALE,26.55
2021,VC_PRS_UNSNT,France,FEMALE,36.68
2003,VC_PRS_UNSNT,Georgia,BOTHSEX,45.73
2004,VC_PRS_UNSNT,Georgia,BOTHSEX,58.7
2005,VC_PRS_UNSNT,Georgia,BOTHSEX,55.98
2006,VC_PRS_UNSNT,Georgia,BOTHSEX,34.9
2008,VC_PRS_UNSNT,Georgia,BOTHSEX,14.18
2009,VC_PRS_UNSNT,Georgia,BOTHSEX,14.49
2010,VC_PRS_UNSNT,Georgia,BOTHSEX,11.62
2011,VC_PRS_UNSNT,Georgia,BOTHSEX,6.27
2012,VC_PRS_UNSNT,Georgia,BOTHSEX,4.46
2013,VC_PRS_UNSNT,Georgia,BOTHSEX,16.0
2014,VC_PRS_UNSNT,Georgia,BOTHSEX,14.53
2015,VC_PRS_UNSNT,Georgia,BOTHSEX,13.54
2016,VC_PRS_UNSNT,Georgia,FEMALE,15.85
2016,VC_PRS_UNSNT,Georgia,MALE,11.71
2016,VC_PRS_UNSNT,Georgia,BOTHSEX,11.83
2017,VC_PRS_UNSNT,Georgia,BOTHSEX,14.05
2018,VC_PRS_UNSNT,Georgia,BOTHSEX,15.9
2019,VC_PRS_UNSNT,Georgia,BOTHSEX,18.53
2003,VC_PRS_UNSNT,Germany,BOTHSEX,24.93
2004,VC_PRS_UNSNT,Germany,BOTHSEX,23.55
2005,VC_PRS_UNSNT,Germany,BOTHSEX,22.63
2006,VC_PRS_UNSNT,Germany,BOTHSEX,20.29
2007,VC_PRS_UNSNT,Germany,BOTHSEX,19.36
2008,VC_PRS_UNSNT,Germany,BOTHSEX,18.58
2009,VC_PRS_UNSNT,Germany,BOTHSEX,18.81
2010,VC_PRS_UNSNT,Germany,MALE,18.15
2010,VC_PRS_UNSNT,Germany,FEMALE,19.61
2010,VC_PRS_UNSNT,Germany,BOTHSEX,18.23
2011,VC_PRS_UNSNT,Germany,FEMALE,19.3
2011,VC_PRS_UNSNT,Germany,MALE,18.5
2011,VC_PRS_UNSNT,Germany,BOTHSEX,18.55
2012,VC_PRS_UNSNT,Germany,MALE,18.73
2012,VC_PRS_UNSNT,Germany,BOTHSEX,18.83
2012,VC_PRS_UNSNT,Germany,FEMALE,20.37
2013,VC_PRS_UNSNT,Germany,FEMALE,20.07
2013,VC_PRS_UNSNT,Germany,BOTHSEX,19.55
2013,VC_PRS_UNSNT,Germany,MALE,19.51
2014,VC_PRS_UNSNT,Germany,FEMALE,21.82
2014,VC_PRS_UNSNT,Germany,MALE,20.45
2014,VC_PRS_UNSNT,Germany,BOTHSEX,20.53
2015,VC_PRS_UNSNT,Germany,MALE,21.8
2015,VC_PRS_UNSNT,Germany,BOTHSEX,21.76
2015,VC_PRS_UNSNT,Germany,FEMALE,21.09
2016,VC_PRS_UNSNT,Germany,BOTHSEX,22.82
2017,VC_PRS_UNSNT,Germany,BOTHSEX,23.98
2018,VC_PRS_UNSNT,Germany,BOTHSEX,23.89
2019,VC_PRS_UNSNT,Germany,BOTHSEX,23.08
2020,VC_PRS_UNSNT,Germany,BOTHSEX,23.15
2021,VC_PRS_UNSNT,Germany,BOTHSEX,22.59
2003,VC_PRS_UNSNT,Greece,BOTHSEX,29.45
2004,VC_PRS_UNSNT,Greece,BOTHSEX,28.45
2005,VC_PRS_UNSNT,Greece,BOTHSEX,31.15
2006,VC_PRS_UNSNT,Greece,BOTHSEX,29.56
2007,VC_PRS_UNSNT,Greece,BOTHSEX,26.15
2008,VC_PRS_UNSNT,Greece,BOTHSEX,27.42
2009,VC_PRS_UNSNT,Greece,BOTHSEX,31.16
2010,VC_PRS_UNSNT,Greece,BOTHSEX,32.8
2011,VC_PRS_UNSNT,Greece,BOTHSEX,34.09
2012,VC_PRS_UNSNT,Greece,BOTHSEX,34.67
2013,VC_PRS_UNSNT,Greece,BOTHSEX,22.54
2014,VC_PRS_UNSNT,Greece,BOTHSEX,20.94
2015,VC_PRS_UNSNT,Greece,BOTHSEX,26.12
2016,VC_PRS_UNSNT,Greece,BOTHSEX,29.59
2016,VC_PRS_UNSNT,Greece,MALE,29.32
2016,VC_PRS_UNSNT,Greece,FEMALE,34.29
2017,VC_PRS_UNSNT,Greece,BOTHSEX,32.56
2018,VC_PRS_UNSNT,Greece,FEMALE,33.09
2018,VC_PRS_UNSNT,Greece,MALE,31.03
2018,VC_PRS_UNSNT,Greece,BOTHSEX,31.13
2019,VC_PRS_UNSNT,Greece,FEMALE,22.65
2019,VC_PRS_UNSNT,Greece,BOTHSEX,26.55
2019,VC_PRS_UNSNT,Greece,MALE,26.74
2020,VC_PRS_UNSNT,Greece,BOTHSEX,23.32
2020,VC_PRS_UNSNT,Greece,FEMALE,26.94
2020,VC_PRS_UNSNT,Greece,MALE,23.15
2021,VC_PRS_UNSNT,Greece,MALE,23.64
2021,VC_PRS_UNSNT,Greece,BOTHSEX,23.79
2021,VC_PRS_UNSNT,Greece,FEMALE,26.63
2004,VC_PRS_UNSNT,Hungary,BOTHSEX,24.65
2005,VC_PRS_UNSNT,Hungary,BOTHSEX,25.2
2006,VC_PRS_UNSNT,Hungary,BOTHSEX,25.54
2007,VC_PRS_UNSNT,Hungary,BOTHSEX,26.64
2008,VC_PRS_UNSNT,Hungary,BOTHSEX,29.53
2009,VC_PRS_UNSNT,Hungary,BOTHSEX,29.11
2010,VC_PRS_UNSNT,Hungary,BOTHSEX,29.42
2011,VC_PRS_UNSNT,Hungary,BOTHSEX,28.33
2012,VC_PRS_UNSNT,Hungary,BOTHSEX,28.45
2013,VC_PRS_UNSNT,Hungary,BOTHSEX,28.32
2014,VC_PRS_UNSNT,Hungary,BOTHSEX,24.59
2015,VC_PRS_UNSNT,Hungary,FEMALE,23.36
2015,VC_PRS_UNSNT,Hungary,BOTHSEX,23.04
2015,VC_PRS_UNSNT,Hungary,MALE,23.02
2016,VC_PRS_UNSNT,Hungary,MALE,20.27
2016,VC_PRS_UNSNT,Hungary,BOTHSEX,20.51
2016,VC_PRS_UNSNT,Hungary,FEMALE,23.59
2017,VC_PRS_UNSNT,Hungary,BOTHSEX,19.61
2017,VC_PRS_UNSNT,Hungary,FEMALE,19.91
2017,VC_PRS_UNSNT,Hungary,MALE,19.59
2018,VC_PRS_UNSNT,Hungary,FEMALE,14.58
2018,VC_PRS_UNSNT,Hungary,MALE,13.7
2018,VC_PRS_UNSNT,Hungary,BOTHSEX,13.76
2019,VC_PRS_UNSNT,Hungary,MALE,14.19
2019,VC_PRS_UNSNT,Hungary,BOTHSEX,14.52
2019,VC_PRS_UNSNT,Hungary,FEMALE,18.41
2020,VC_PRS_UNSNT,Hungary,MALE,17.91
2020,VC_PRS_UNSNT,Hungary,BOTHSEX,18.24
2020,VC_PRS_UNSNT,Hungary,FEMALE,22.09
2021,VC_PRS_UNSNT,Hungary,FEMALE,22.73
2021,VC_PRS_UNSNT,Hungary,MALE,20.07
2021,VC_PRS_UNSNT,Hungary,BOTHSEX,20.27
2003,VC_PRS_UNSNT,Iceland,BOTHSEX,7.34
2004,VC_PRS_UNSNT,Iceland,BOTHSEX,7.83
2005,VC_PRS_UNSNT,Iceland,BOTHSEX,15.13
2006,VC_PRS_UNSNT,Iceland,BOTHSEX,15.13
2007,VC_PRS_UNSNT,Iceland,BOTHSEX,10.43
2008,VC_PRS_UNSNT,Iceland,BOTHSEX,10.0
2009,VC_PRS_UNSNT,Iceland,BOTHSEX,16.89
2010,VC_PRS_UNSNT,Iceland,BOTHSEX,7.78
2011,VC_PRS_UNSNT,Iceland,BOTHSEX,8.0
2012,VC_PRS_UNSNT,Iceland,BOTHSEX,16.99
2013,VC_PRS_UNSNT,Iceland,MALE,7.8
2013,VC_PRS_UNSNT,Iceland,FEMALE,16.67
2013,VC_PRS_UNSNT,Iceland,BOTHSEX,8.16
2014,VC_PRS_UNSNT,Iceland,FEMALE,0.0
2014,VC_PRS_UNSNT,Iceland,BOTHSEX,8.45
2014,VC_PRS_UNSNT,Iceland,MALE,5.96
2015,VC_PRS_UNSNT,Iceland,FEMALE,37.5
2015,VC_PRS_UNSNT,Iceland,MALE,16.03
2015,VC_PRS_UNSNT,Iceland,BOTHSEX,17.27
2016,VC_PRS_UNSNT,Iceland,MALE,11.93
2016,VC_PRS_UNSNT,Iceland,FEMALE,14.29
2016,VC_PRS_UNSNT,Iceland,BOTHSEX,12.07
2017,VC_PRS_UNSNT,Iceland,FEMALE,0.0
2017,VC_PRS_UNSNT,Iceland,MALE,13.49
2017,VC_PRS_UNSNT,Iceland,BOTHSEX,12.41
2018,VC_PRS_UNSNT,Iceland,BOTHSEX,7.35
2018,VC_PRS_UNSNT,Iceland,FEMALE,0.0
2018,VC_PRS_UNSNT,Iceland,MALE,7.81
2019,VC_PRS_UNSNT,Iceland,FEMALE,58.33
2019,VC_PRS_UNSNT,Iceland,MALE,17.81
2019,VC_PRS_UNSNT,Iceland,BOTHSEX,20.89
2020,VC_PRS_UNSNT,Iceland,MALE,13.53
2020,VC_PRS_UNSNT,Iceland,BOTHSEX,14.18
2020,VC_PRS_UNSNT,Iceland,FEMALE,25.0
2021,VC_PRS_UNSNT,Iceland,FEMALE,33.33
2021,VC_PRS_UNSNT,Iceland,MALE,16.92
2021,VC_PRS_UNSNT,Iceland,BOTHSEX,18.31
2004,VC_PRS_UNSNT,India,BOTHSEX,65.52
2005,VC_PRS_UNSNT,India,BOTHSEX,66.15
2006,VC_PRS_UNSNT,India,BOTHSEX,65.7
2007,VC_PRS_UNSNT,India,BOTHSEX,66.61
2008,VC_PRS_UNSNT,India,BOTHSEX,67.04
2009,VC_PRS_UNSNT,India,BOTHSEX,66.37
2010,VC_PRS_UNSNT,India,BOTHSEX,65.07
2011,VC_PRS_UNSNT,India,BOTHSEX,64.68
2012,VC_PRS_UNSNT,India,BOTHSEX,66.17
2013,VC_PRS_UNSNT,India,BOTHSEX,67.6
2015,VC_PRS_UNSNT,India,BOTHSEX,67.22
2016,VC_PRS_UNSNT,India,BOTHSEX,67.68
2019,VC_PRS_UNSNT,India,BOTHSEX,69.05
2020,VC_PRS_UNSNT,India,BOTHSEX,76.12
2021,VC_PRS_UNSNT,India,BOTHSEX,77.1
2003,VC_PRS_UNSNT,Ireland,BOTHSEX,17.16
2004,VC_PRS_UNSNT,Ireland,BOTHSEX,14.36
2005,VC_PRS_UNSNT,Ireland,BOTHSEX,15.82
2006,VC_PRS_UNSNT,Ireland,BOTHSEX,17.31
2007,VC_PRS_UNSNT,Ireland,BOTHSEX,18.6
2008,VC_PRS_UNSNT,Ireland,BOTHSEX,17.14
2009,VC_PRS_UNSNT,Ireland,BOTHSEX,14.45
2010,VC_PRS_UNSNT,Ireland,BOTHSEX,14.68
2011,VC_PRS_UNSNT,Ireland,BOTHSEX,14.37
2012,VC_PRS_UNSNT,Ireland,BOTHSEX,11.62
2013,VC_PRS_UNSNT,Ireland,BOTHSEX,15.02
2014,VC_PRS_UNSNT,Ireland,BOTHSEX,11.62
2015,VC_PRS_UNSNT,Ireland,BOTHSEX,15.96
2016,VC_PRS_UNSNT,Ireland,BOTHSEX,17.19
2017,VC_PRS_UNSNT,Ireland,BOTHSEX,18.75
2018,VC_PRS_UNSNT,Ireland,FEMALE,26.59
2018,VC_PRS_UNSNT,Ireland,BOTHSEX,19.96
2018,VC_PRS_UNSNT,Ireland,MALE,19.0
2019,VC_PRS_UNSNT,Ireland,MALE,19.37
2019,VC_PRS_UNSNT,Ireland,BOTHSEX,20.14
2019,VC_PRS_UNSNT,Ireland,FEMALE,28.26
2020,VC_PRS_UNSNT,Ireland,MALE,18.77
2020,VC_PRS_UNSNT,Ireland,BOTHSEX,19.71
2020,VC_PRS_UNSNT,Ireland,FEMALE,27.27
2021,VC_PRS_UNSNT,Ireland,BOTHSEX,22.33
2021,VC_PRS_UNSNT,Ireland,MALE,21.5
2021,VC_PRS_UNSNT,Ireland,FEMALE,28.19
2003,VC_PRS_UNSNT,Israel,BOTHSEX,22.39
2004,VC_PRS_UNSNT,Israel,BOTHSEX,25.28
2005,VC_PRS_UNSNT,Israel,BOTHSEX,19.83
2006,VC_PRS_UNSNT,Israel,BOTHSEX,27.56
2007,VC_PRS_UNSNT,Israel,BOTHSEX,36.48
2008,VC_PRS_UNSNT,Israel,BOTHSEX,35.85
2010,VC_PRS_UNSNT,Israel,BOTHSEX,21.64
2011,VC_PRS_UNSNT,Israel,BOTHSEX,23.08
2012,VC_PRS_UNSNT,Israel,BOTHSEX,25.22
2013,VC_PRS_UNSNT,Israel,BOTHSEX,28.68
2014,VC_PRS_UNSNT,Israel,BOTHSEX,25.23
2016,VC_PRS_UNSNT,Israel,BOTHSEX,25.75
2003,VC_PRS_UNSNT,Italy,BOTHSEX,37.85
2004,VC_PRS_UNSNT,Italy,BOTHSEX,36.38
2005,VC_PRS_UNSNT,Italy,BOTHSEX,37.09
2006,VC_PRS_UNSNT,Italy,BOTHSEX,55.65
2007,VC_PRS_UNSNT,Italy,BOTHSEX,56.72
2008,VC_PRS_UNSNT,Italy,BOTHSEX,50.76
2009,VC_PRS_UNSNT,Italy,BOTHSEX,45.57
2010,VC_PRS_UNSNT,Italy,BOTHSEX,21.85
2011,VC_PRS_UNSNT,Italy,BOTHSEX,21.54
2012,VC_PRS_UNSNT,Italy,BOTHSEX,20.19
2013,VC_PRS_UNSNT,Italy,BOTHSEX,18.89
2014,VC_PRS_UNSNT,Italy,BOTHSEX,18.88
2015,VC_PRS_UNSNT,Italy,BOTHSEX,17.55
2016,VC_PRS_UNSNT,Italy,MALE,18.33
2016,VC_PRS_UNSNT,Italy,FEMALE,19.04
2016,VC_PRS_UNSNT,Italy,BOTHSEX,18.36
2017,VC_PRS_UNSNT,Italy,BOTHSEX,18.09
2017,VC_PRS_UNSNT,Italy,MALE,18.03
2017,VC_PRS_UNSNT,Italy,FEMALE,19.52
2018,VC_PRS_UNSNT,Italy,FEMALE,20.16
2018,VC_PRS_UNSNT,Italy,BOTHSEX,17.84
2018,VC_PRS_UNSNT,Italy,MALE,17.73
2019,VC_PRS_UNSNT,Italy,MALE,17.29
2019,VC_PRS_UNSNT,Italy,BOTHSEX,17.37
2019,VC_PRS_UNSNT,Italy,FEMALE,19.07
2020,VC_PRS_UNSNT,Italy,MALE,17.49
2020,VC_PRS_UNSNT,Italy,BOTHSEX,17.58
2020,VC_PRS_UNSNT,Italy,FEMALE,19.53
2021,VC_PRS_UNSNT,Italy,MALE,17.01
2021,VC_PRS_UNSNT,Italy,BOTHSEX,17.01
2021,VC_PRS_UNSNT,Italy,FEMALE,17.0
2003,VC_PRS_UNSNT,Japan,BOTHSEX,16.54
2004,VC_PRS_UNSNT,Japan,BOTHSEX,15.02
2005,VC_PRS_UNSNT,Japan,BOTHSEX,13.57
2006,VC_PRS_UNSNT,Japan,BOTHSEX,12.11
2007,VC_PRS_UNSNT,Japan,BOTHSEX,11.05
2008,VC_PRS_UNSNT,Japan,BOTHSEX,10.72
2009,VC_PRS_UNSNT,Japan,BOTHSEX,10.85
2010,VC_PRS_UNSNT,Japan,BOTHSEX,11.08
2010,VC_PRS_UNSNT,Japan,MALE,11.03
2010,VC_PRS_UNSNT,Japan,FEMALE,11.68
2011,VC_PRS_UNSNT,Japan,BOTHSEX,11.15
2011,VC_PRS_UNSNT,Japan,FEMALE,11.73
2011,VC_PRS_UNSNT,Japan,MALE,11.1
2012,VC_PRS_UNSNT,Japan,FEMALE,11.34
2012,VC_PRS_UNSNT,Japan,BOTHSEX,10.94
2012,VC_PRS_UNSNT,Japan,MALE,10.91
2013,VC_PRS_UNSNT,Japan,MALE,10.83
2013,VC_PRS_UNSNT,Japan,BOTHSEX,10.9
2013,VC_PRS_UNSNT,Japan,FEMALE,11.68
2014,VC_PRS_UNSNT,Japan,MALE,11.42
2014,VC_PRS_UNSNT,Japan,FEMALE,12.29
2014,VC_PRS_UNSNT,Japan,BOTHSEX,11.5
2015,VC_PRS_UNSNT,Japan,FEMALE,11.04
2015,VC_PRS_UNSNT,Japan,BOTHSEX,11.26
2015,VC_PRS_UNSNT,Japan,MALE,11.28
2016,VC_PRS_UNSNT,Japan,BOTHSEX,11.2
2016,VC_PRS_UNSNT,Japan,MALE,11.23
2016,VC_PRS_UNSNT,Japan,FEMALE,10.87
2017,VC_PRS_UNSNT,Japan,BOTHSEX,11.08
2018,VC_PRS_UNSNT,Japan,BOTHSEX,11.5
2019,VC_PRS_UNSNT,Japan,BOTHSEX,12.37
2020,VC_PRS_UNSNT,Japan,FEMALE,14.48
2020,VC_PRS_UNSNT,Japan,BOTHSEX,13.26
2020,VC_PRS_UNSNT,Japan,MALE,13.14
2021,VC_PRS_UNSNT,Japan,BOTHSEX,12.68
2021,VC_PRS_UNSNT,Japan,MALE,12.63
2021,VC_PRS_UNSNT,Japan,FEMALE,13.26
2005,VC_PRS_UNSNT,Казахстан,BOTHSEX,15.57
2006,VC_PRS_UNSNT,Казахстан,BOTHSEX,16.11
2008,VC_PRS_UNSNT,Казахстан,BOTHSEX,16.67
2009,VC_PRS_UNSNT,Казахстан,BOTHSEX,16.43
2010,VC_PRS_UNSNT,Казахстан,BOTHSEX,0.89
2011,VC_PRS_UNSNT,Казахстан,BOTHSEX,15.46
2012,VC_PRS_UNSNT,Казахстан,BOTHSEX,15.45
2013,VC_PRS_UNSNT,Казахстан,BOTHSEX,15.77
2014,VC_PRS_UNSNT,Казахстан,BOTHSEX,15.27
2015,VC_PRS_UNSNT,Казахстан,BOTHSEX,13.83
2017,VC_PRS_UNSNT,Казахстан,BOTHSEX,11.34
2020,VC_PRS_UNSNT,Казахстан,BOTHSEX,18.32
2003,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,36.63
2004,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,34.98
2005,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,30.31
2006,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,33.97
2007,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,31.04
2008,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,32.88
2009,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,33.03
2010,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,29.99
2011,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,30.73
2012,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,32.7
2013,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,34.18
2013,VC_PRS_UNSNT,Republic of Korea,FEMALE,44.85
2013,VC_PRS_UNSNT,Republic of Korea,MALE,33.5
2014,VC_PRS_UNSNT,Republic of Korea,MALE,34.92
2014,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,35.39
2014,VC_PRS_UNSNT,Republic of Korea,FEMALE,42.83
2015,VC_PRS_UNSNT,Republic of Korea,FEMALE,43.85
2015,VC_PRS_UNSNT,Republic of Korea,MALE,35.24
2015,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,35.8
2016,VC_PRS_UNSNT,Republic of Korea,FEMALE,43.38
2016,VC_PRS_UNSNT,Republic of Korea,MALE,36.26
2016,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,36.75
2017,VC_PRS_UNSNT,Republic of Korea,FEMALE,40.05
2017,VC_PRS_UNSNT,Republic of Korea,MALE,34.07
2017,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,34.48
2018,VC_PRS_UNSNT,Republic of Korea,FEMALE,39.98
2018,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,34.89
2018,VC_PRS_UNSNT,Republic of Korea,MALE,34.49
2019,VC_PRS_UNSNT,Republic of Korea,MALE,35.55
2019,VC_PRS_UNSNT,Republic of Korea,FEMALE,39.95
2019,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,35.86
2020,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,35.6
2020,VC_PRS_UNSNT,Republic of Korea,MALE,35.17
2020,VC_PRS_UNSNT,Republic of Korea,FEMALE,40.96
2021,VC_PRS_UNSNT,Republic of Korea,MALE,33.88
2021,VC_PRS_UNSNT,Republic of Korea,FEMALE,39.41
2021,VC_PRS_UNSNT,Republic of Korea,BOTHSEX,34.54
2003,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,16.14
2004,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,15.6
2005,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,16.79
2006,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,16.63
2007,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,12.17
2008,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,19.55
2012,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,20.92
2013,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,16.68
2014,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,19.91
2015,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,18.03
2016,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,18.86
2017,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,16.17
2018,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,14.48
2019,VC_PRS_UNSNT,Кыргызстан,BOTHSEX,18.22
2003,VC_PRS_UNSNT,Latvia,BOTHSEX,42.2
2004,VC_PRS_UNSNT,Latvia,BOTHSEX,39.72
2005,VC_PRS_UNSNT,Latvia,BOTHSEX,34.82
2006,VC_PRS_UNSNT,Latvia,BOTHSEX,31.57
2007,VC_PRS_UNSNT,Latvia,BOTHSEX,26.11
2008,VC_PRS_UNSNT,Latvia,BOTHSEX,26.6
2009,VC_PRS_UNSNT,Latvia,BOTHSEX,28.35
2010,VC_PRS_UNSNT,Latvia,BOTHSEX,29.96
2011,VC_PRS_UNSNT,Latvia,BOTHSEX,31.02
2012,VC_PRS_UNSNT,Latvia,BOTHSEX,31.4
2013,VC_PRS_UNSNT,Latvia,BOTHSEX,29.65
2014,VC_PRS_UNSNT,Latvia,BOTHSEX,30.96
2015,VC_PRS_UNSNT,Latvia,BOTHSEX,31.5
2016,VC_PRS_UNSNT,Latvia,BOTHSEX,30.1
2016,VC_PRS_UNSNT,Latvia,MALE,31.15
2016,VC_PRS_UNSNT,Latvia,FEMALE,18.34
2017,VC_PRS_UNSNT,Latvia,FEMALE,17.18
2017,VC_PRS_UNSNT,Latvia,MALE,28.81
2017,VC_PRS_UNSNT,Latvia,BOTHSEX,27.92
2018,VC_PRS_UNSNT,Latvia,BOTHSEX,27.85
2018,VC_PRS_UNSNT,Latvia,MALE,28.79
2018,VC_PRS_UNSNT,Latvia,FEMALE,16.79
2019,VC_PRS_UNSNT,Latvia,FEMALE,22.11
2019,VC_PRS_UNSNT,Latvia,MALE,28.33
2019,VC_PRS_UNSNT,Latvia,BOTHSEX,27.8
2020,VC_PRS_UNSNT,Latvia,MALE,19.64
2020,VC_PRS_UNSNT,Latvia,FEMALE,21.18
2020,VC_PRS_UNSNT,Latvia,BOTHSEX,26.1
2021,VC_PRS_UNSNT,Latvia,BOTHSEX,25.38
2021,VC_PRS_UNSNT,Latvia,MALE,25.9
2021,VC_PRS_UNSNT,Latvia,FEMALE,19.78
2005,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,16.92
2006,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,7.14
2008,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,10.26
2009,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,6.71
2010,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,22.37
2011,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,16.9
2012,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,11.67
2013,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,11.76
2014,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,75.47
2015,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,56.6
2016,VC_PRS_UNSNT,Liechtenstein,MALE,17.65
2016,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,16.67
2016,VC_PRS_UNSNT,Liechtenstein,FEMALE,0.0
2017,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,17.81
2017,VC_PRS_UNSNT,Liechtenstein,FEMALE,75.0
2017,VC_PRS_UNSNT,Liechtenstein,MALE,14.49
2018,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,39.68
2018,VC_PRS_UNSNT,Liechtenstein,FEMALE,50.0
2018,VC_PRS_UNSNT,Liechtenstein,MALE,39.34
2019,VC_PRS_UNSNT,Liechtenstein,MALE,12.2
2019,VC_PRS_UNSNT,Liechtenstein,FEMALE,0.0
2019,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,58.14
2020,VC_PRS_UNSNT,Liechtenstein,MALE,24.53
2020,VC_PRS_UNSNT,Liechtenstein,FEMALE,75.0
2020,VC_PRS_UNSNT,Liechtenstein,BOTHSEX,28.07
2003,VC_PRS_UNSNT,Lithuania,BOTHSEX,16.89
2004,VC_PRS_UNSNT,Lithuania,BOTHSEX,15.8
2005,VC_PRS_UNSNT,Lithuania,BOTHSEX,13.85
2006,VC_PRS_UNSNT,Lithuania,BOTHSEX,12.34
2007,VC_PRS_UNSNT,Lithuania,BOTHSEX,12.14
2008,VC_PRS_UNSNT,Lithuania,BOTHSEX,12.22
2009,VC_PRS_UNSNT,Lithuania,BOTHSEX,13.96
2010,VC_PRS_UNSNT,Lithuania,BOTHSEX,13.09
2011,VC_PRS_UNSNT,Lithuania,BOTHSEX,13.58
2012,VC_PRS_UNSNT,Lithuania,BOTHSEX,12.12
2013,VC_PRS_UNSNT,Lithuania,BOTHSEX,12.07
2014,VC_PRS_UNSNT,Lithuania,BOTHSEX,10.05
2015,VC_PRS_UNSNT,Lithuania,BOTHSEX,9.68
2016,VC_PRS_UNSNT,Lithuania,FEMALE,14.6
2016,VC_PRS_UNSNT,Lithuania,MALE,11.15
2016,VC_PRS_UNSNT,Lithuania,BOTHSEX,8.83
2017,VC_PRS_UNSNT,Lithuania,BOTHSEX,13.11
2017,VC_PRS_UNSNT,Lithuania,MALE,13.05
2017,VC_PRS_UNSNT,Lithuania,FEMALE,14.2
2018,VC_PRS_UNSNT,Lithuania,FEMALE,13.82
2018,VC_PRS_UNSNT,Lithuania,BOTHSEX,12.01
2018,VC_PRS_UNSNT,Lithuania,MALE,11.92
2019,VC_PRS_UNSNT,Lithuania,BOTHSEX,11.83
2019,VC_PRS_UNSNT,Lithuania,FEMALE,12.85
2019,VC_PRS_UNSNT,Lithuania,MALE,11.78
2020,VC_PRS_UNSNT,Lithuania,FEMALE,17.86
2020,VC_PRS_UNSNT,Lithuania,BOTHSEX,10.92
2020,VC_PRS_UNSNT,Lithuania,MALE,10.58
2021,VC_PRS_UNSNT,Lithuania,BOTHSEX,11.29
