Year,SeriesCode,Страна ,Value
2005,VC_DSR_PDAN,Albania,8224
2006,VC_DSR_PDAN,Albania,784
2007,VC_DSR_PDAN,Albania,120
2008,VC_DSR_PDAN,Albania,56
2009,VC_DSR_PDAN,Albania,6896
2010,VC_DSR_PDAN,Albania,39852
2011,VC_DSR_PDAN,Albania,200
2012,VC_DSR_PDAN,Albania,1476
2013,VC_DSR_PDAN,Albania,4716
2014,VC_DSR_PDAN,Albania,3752
2015,VC_DSR_PDAN,Albania,1040
2016,VC_DSR_PDAN,Albania,684
2018,VC_DSR_PDAN,Albania,4525
2019,VC_DSR_PDAN,Albania,1384
2020,VC_DSR_PDAN,Albania,56
2011,VC_DSR_PDAN,Australia,13519
2012,VC_DSR_PDAN,Australia,880
2013,VC_DSR_PDAN,Australia,7626
2005,VC_DSR_PDAN,Ukraine,124
2006,VC_DSR_PDAN,Ukraine,209
2007,VC_DSR_PDAN,Ukraine,1376
2008,VC_DSR_PDAN,Ukraine,30318
2009,VC_DSR_PDAN,Ukraine,7966
2010,VC_DSR_PDAN,Ukraine,1153
2014,VC_DSR_PDAN,Australia,271
2015,VC_DSR_PDAN,Australia,5296
2016,VC_DSR_PDAN,Australia,3487
2017,VC_DSR_PDAN,Australia,11224
2018,VC_DSR_PDAN,Australia,24643
2019,VC_DSR_PDAN,Australia,4990
2011,VC_DSR_PDAN,Ukraine,102
2012,VC_DSR_PDAN,Ukraine,136
2013,VC_DSR_PDAN,Ukraine,1804
2014,VC_DSR_PDAN,Ukraine,7552
2015,VC_DSR_PDAN,Ukraine,0
2016,VC_DSR_PDAN,Ukraine,0
2020,VC_DSR_PDAN,Australia,10252
2021,VC_DSR_PDAN,Australia,5666
2018,VC_DSR_PDAN,Austria,6598
2019,VC_DSR_PDAN,Austria,11530
2020,VC_DSR_PDAN,Austria,9039
2005,VC_DSR_PDAN,Armenia,545
2006,VC_DSR_PDAN,Armenia,828
2007,VC_DSR_PDAN,Armenia,1430
2008,VC_DSR_PDAN,Armenia,614
2009,VC_DSR_PDAN,Armenia,832
2010,VC_DSR_PDAN,Armenia,4218
2011,VC_DSR_PDAN,Armenia,205
2012,VC_DSR_PDAN,Armenia,55
2013,VC_DSR_PDAN,Armenia,1303
2014,VC_DSR_PDAN,Armenia,3755
2015,VC_DSR_PDAN,Armenia,1858
2017,VC_DSR_PDAN,Armenia,2512
2018,VC_DSR_PDAN,Armenia,1313
2017,VC_DSR_PDAN,Ukraine,22878
2018,VC_DSR_PDAN,Ukraine,2294
2019,VC_DSR_PDAN,Ukraine,33269
2020,VC_DSR_PDAN,Ukraine,42372
2021,VC_DSR_PDAN,Ukraine,849
2019,VC_DSR_PDAN,Узбекистан,0
2019,VC_DSR_PDAN,Armenia,631
2020,VC_DSR_PDAN,Armenia,2646
2021,VC_DSR_PDAN,Armenia,1760
2005,VC_DSR_PDAN,Bulgaria,5609
2006,VC_DSR_PDAN,Bulgaria,527
2007,VC_DSR_PDAN,Bulgaria,509
2009,VC_DSR_PDAN,Bulgaria,63
2010,VC_DSR_PDAN,Bulgaria,925
2011,VC_DSR_PDAN,Bulgaria,0
2012,VC_DSR_PDAN,Bulgaria,8150
2013,VC_DSR_PDAN,Bulgaria,0
