Year,SeriesCode,Country,Value
2000,EN_HAZ_PCAP,Azerbaijan,3.24236
2001,EN_HAZ_PCAP,Azerbaijan,1.98466
2002,EN_HAZ_PCAP,Azerbaijan,1.1678
2003,EN_HAZ_PCAP,Azerbaijan,3.17419
2004,EN_HAZ_PCAP,Azerbaijan,1.30701
2005,EN_HAZ_PCAP,Azerbaijan,1.48228
2006,EN_HAZ_PCAP,Azerbaijan,3.37462
2007,EN_HAZ_PCAP,Azerbaijan,1.17938
2008,EN_HAZ_PCAP,Azerbaijan,2.69742
2009,EN_HAZ_PCAP,Azerbaijan,14.45662
2010,EN_HAZ_PCAP,Azerbaijan,15.15296
2011,EN_HAZ_PCAP,Azerbaijan,19.83927
2012,EN_HAZ_PCAP,Azerbaijan,31.30853
2013,EN_HAZ_PCAP,Azerbaijan,21.10172
2014,EN_HAZ_PCAP,Azerbaijan,46.87237
2015,EN_HAZ_PCAP,Azerbaijan,19.43727
2016,EN_HAZ_PCAP,Azerbaijan,63.00872
2017,EN_HAZ_PCAP,Azerbaijan,18.59005
2018,EN_HAZ_PCAP,Azerbaijan,31.44483
2019,EN_HAZ_PCAP,Azerbaijan,29.01596
2020,EN_HAZ_PCAP,Azerbaijan,27.56546
2021,EN_HAZ_PCAP,Azerbaijan,23.77795
2004,EN_HAZ_PCAP,Austria,124.06071
2006,EN_HAZ_PCAP,Austria,116.34332
2008,EN_HAZ_PCAP,Austria,159.83212
2010,EN_HAZ_PCAP,Austria,176.12031
2012,EN_HAZ_PCAP,Austria,126.4453
2014,EN_HAZ_PCAP,Austria,148.87411
2016,EN_HAZ_PCAP,Austria,144.33181
2018,EN_HAZ_PCAP,Austria,148.65382
2020,EN_HAZ_PCAP,Austria,144.4925
2000,EN_HAZ_PCAP,Armenia,120.42768
2001,EN_HAZ_PCAP,Armenia,119.84805
2002,EN_HAZ_PCAP,Armenia,121.70543
2003,EN_HAZ_PCAP,Armenia,111.57056
2004,EN_HAZ_PCAP,Armenia,114.62141
2005,EN_HAZ_PCAP,Armenia,113.6518
2006,EN_HAZ_PCAP,Armenia,116.39865
2007,EN_HAZ_PCAP,Armenia,120.58176
2008,EN_HAZ_PCAP,Armenia,146.5628
2009,EN_HAZ_PCAP,Armenia,148.77847
2010,EN_HAZ_PCAP,Armenia,147.77817
2011,EN_HAZ_PCAP,Armenia,158.04015
2012,EN_HAZ_PCAP,Armenia,161.44054
2013,EN_HAZ_PCAP,Armenia,199.57703
2014,EN_HAZ_PCAP,Armenia,199.4579
2015,EN_HAZ_PCAP,Armenia,192.82899
2016,EN_HAZ_PCAP,Armenia,214.76136
2017,EN_HAZ_PCAP,Armenia,188.57932
2018,EN_HAZ_PCAP,Armenia,180.09809
2019,EN_HAZ_PCAP,Armenia,202.2749
2004,EN_HAZ_PCAP,Belgium,497.07211
2006,EN_HAZ_PCAP,Belgium,381.65676
2008,EN_HAZ_PCAP,Belgium,551.78314
2010,EN_HAZ_PCAP,Belgium,438.25356
2012,EN_HAZ_PCAP,Belgium,252.53519
2014,EN_HAZ_PCAP,Belgium,264.93767
2016,EN_HAZ_PCAP,Belgium,336.92085
2018,EN_HAZ_PCAP,Belgium,342.04692
2020,EN_HAZ_PCAP,Belgium,341.26237
2008,EN_HAZ_PCAP,Bosnia and Herzegovina,2.685
2009,EN_HAZ_PCAP,Bosnia and Herzegovina,2.48391
2010,EN_HAZ_PCAP,Bosnia and Herzegovina,2.70789
2012,EN_HAZ_PCAP,Bosnia and Herzegovina,257.43787
2014,EN_HAZ_PCAP,Bosnia and Herzegovina,2.43709
2016,EN_HAZ_PCAP,Bosnia and Herzegovina,3.81846
2018,EN_HAZ_PCAP,Bosnia and Herzegovina,4.16514
2020,EN_HAZ_PCAP,Bosnia and Herzegovina,2.99632
2004,EN_HAZ_PCAP,Bulgaria,1512.69288
2006,EN_HAZ_PCAP,Bulgaria,1744.96989
2008,EN_HAZ_PCAP,Bulgaria,1699.39125
2010,EN_HAZ_PCAP,Bulgaria,1785.16803
2012,EN_HAZ_PCAP,Bulgaria,1790.3881
2014,EN_HAZ_PCAP,Bulgaria,1655.71539
2016,EN_HAZ_PCAP,Bulgaria,1839.4263
2018,EN_HAZ_PCAP,Bulgaria,1887.20734
2020,EN_HAZ_PCAP,Bulgaria,1999.06937
2000,EN_HAZ_PCAP,Belarus,7.12164
2001,EN_HAZ_PCAP,Belarus,9.71552
2002,EN_HAZ_PCAP,Belarus,11.52931
2003,EN_HAZ_PCAP,Belarus,12.3104
2004,EN_HAZ_PCAP,Belarus,15.42044
2005,EN_HAZ_PCAP,Belarus,19.3253
2006,EN_HAZ_PCAP,Belarus,24.18301
2007,EN_HAZ_PCAP,Belarus,32.82113
2008,EN_HAZ_PCAP,Belarus,53.34177
2009,EN_HAZ_PCAP,Belarus,77.93838
2010,EN_HAZ_PCAP,Belarus,94.3541
2011,EN_HAZ_PCAP,Belarus,97.16717
2012,EN_HAZ_PCAP,Belarus,136.45804
2013,EN_HAZ_PCAP,Belarus,146.05304
2014,EN_HAZ_PCAP,Belarus,177.8488
2015,EN_HAZ_PCAP,Belarus,124.50765
2016,EN_HAZ_PCAP,Belarus,167.55167
2017,EN_HAZ_PCAP,Belarus,171.8244
2018,EN_HAZ_PCAP,Belarus,226.85
2019,EN_HAZ_PCAP,Belarus,213.49454
2020,EN_HAZ_PCAP,Belarus,237.35162
2021,EN_HAZ_PCAP,Belarus,211.13098
2000,EN_HAZ_PCAP,China,6.56594
2001,EN_HAZ_PCAP,China,7.47993
2002,EN_HAZ_PCAP,China,7.81466
2003,EN_HAZ_PCAP,China,9.0777
2004,EN_HAZ_PCAP,China,7.67263
2005,EN_HAZ_PCAP,China,8.90498
2006,EN_HAZ_PCAP,China,8.25536
2007,EN_HAZ_PCAP,China,8.16488
2008,EN_HAZ_PCAP,China,10.20173
2009,EN_HAZ_PCAP,China,10.67861
2010,EN_HAZ_PCAP,China,11.76947
2011,EN_HAZ_PCAP,China,25.28356
2012,EN_HAZ_PCAP,China,25.35738
2013,EN_HAZ_PCAP,China,22.94084
2014,EN_HAZ_PCAP,China,26.23121
2015,EN_HAZ_PCAP,China,28.52885
2016,EN_HAZ_PCAP,China,37.23189
2017,EN_HAZ_PCAP,China,46.66675
2018,EN_HAZ_PCAP,China,52.71442
2019,EN_HAZ_PCAP,China,57.15033
2020,EN_HAZ_PCAP,China,51.10294
2004,EN_HAZ_PCAP,Croatia,25.49833
2006,EN_HAZ_PCAP,Croatia,174.557
2008,EN_HAZ_PCAP,Croatia,50.33271
2010,EN_HAZ_PCAP,Croatia,16.60753
2012,EN_HAZ_PCAP,Croatia,28.03101
2014,EN_HAZ_PCAP,Croatia,30.40146
2016,EN_HAZ_PCAP,Croatia,41.27256
2018,EN_HAZ_PCAP,Croatia,41.90617
2020,EN_HAZ_PCAP,Croatia,45.63386
2004,EN_HAZ_PCAP,Cyprus,109.07886
2006,EN_HAZ_PCAP,Cyprus,16.07011
2008,EN_HAZ_PCAP,Cyprus,21.77427
2010,EN_HAZ_PCAP,Cyprus,33.02776
2012,EN_HAZ_PCAP,Cyprus,26.86335
2014,EN_HAZ_PCAP,Cyprus,147.02696
2016,EN_HAZ_PCAP,Cyprus,132.80106
2018,EN_HAZ_PCAP,Cyprus,184.02141
2020,EN_HAZ_PCAP,Cyprus,24.2619
2004,EN_HAZ_PCAP,Czechia,140.924
2006,EN_HAZ_PCAP,Czechia,126.84168
2008,EN_HAZ_PCAP,Czechia,145.53971
2010,EN_HAZ_PCAP,Czechia,130.2338
2012,EN_HAZ_PCAP,Czechia,140.92587
2014,EN_HAZ_PCAP,Czechia,110.51839
2016,EN_HAZ_PCAP,Czechia,103.4153
2018,EN_HAZ_PCAP,Czechia,160.43306
2020,EN_HAZ_PCAP,Czechia,167.07954
2004,EN_HAZ_PCAP,Denmark,59.02815
2006,EN_HAZ_PCAP,Denmark,68.32195
2008,EN_HAZ_PCAP,Denmark,76.26113
2010,EN_HAZ_PCAP,Denmark,220.65003
2012,EN_HAZ_PCAP,Denmark,217.26722
2014,EN_HAZ_PCAP,Denmark,303.66526
2016,EN_HAZ_PCAP,Denmark,352.33755
2018,EN_HAZ_PCAP,Denmark,362.76312
2020,EN_HAZ_PCAP,Denmark,235.01414
2004,EN_HAZ_PCAP,Estonia,5382.29084
2006,EN_HAZ_PCAP,Estonia,4914.80051
2008,EN_HAZ_PCAP,Estonia,5638.17126
2010,EN_HAZ_PCAP,Estonia,6730.35857
2012,EN_HAZ_PCAP,Estonia,6924.67199
2014,EN_HAZ_PCAP,Estonia,7919.44853
2016,EN_HAZ_PCAP,Estonia,7357.68121
2018,EN_HAZ_PCAP,Estonia,8229.25043
2020,EN_HAZ_PCAP,Estonia,1197.636
2004,EN_HAZ_PCAP,Finland,411.82956
2006,EN_HAZ_PCAP,Finland,514.77759
2008,EN_HAZ_PCAP,Finland,407.13817
2010,EN_HAZ_PCAP,Finland,477.21186
2012,EN_HAZ_PCAP,Finland,305.50149
2014,EN_HAZ_PCAP,Finland,365.96447
2016,EN_HAZ_PCAP,Finland,434.64874
2018,EN_HAZ_PCAP,Finland,344.38499
2020,EN_HAZ_PCAP,Finland,591.9036
2004,EN_HAZ_PCAP,France,145.80773
2006,EN_HAZ_PCAP,France,145.91056
2008,EN_HAZ_PCAP,France,176.4861
2010,EN_HAZ_PCAP,France,184.77403
2012,EN_HAZ_PCAP,France,179.21172
2014,EN_HAZ_PCAP,France,169.57422
2016,EN_HAZ_PCAP,France,172.0647
2018,EN_HAZ_PCAP,France,188.21452
2020,EN_HAZ_PCAP,France,174.3305
2004,EN_HAZ_PCAP,Germany,246.10366
2006,EN_HAZ_PCAP,Germany,267.38112
2008,EN_HAZ_PCAP,Germany,274.85649
2010,EN_HAZ_PCAP,Germany,245.08368
2012,EN_HAZ_PCAP,Germany,269.59032
2014,EN_HAZ_PCAP,Germany,266.46681
2016,EN_HAZ_PCAP,Germany,279.83427
2018,EN_HAZ_PCAP,Germany,291.85887
2020,EN_HAZ_PCAP,Germany,280.99494
2004,EN_HAZ_PCAP,Greece,30.23592
2006,EN_HAZ_PCAP,Greece,24.75704
2008,EN_HAZ_PCAP,Greece,22.84302
2010,EN_HAZ_PCAP,Greece,26.44361
2012,EN_HAZ_PCAP,Greece,27.1233
2014,EN_HAZ_PCAP,Greece,20.34812
2016,EN_HAZ_PCAP,Greece,46.91108
2018,EN_HAZ_PCAP,Greece,58.20636
2020,EN_HAZ_PCAP,Greece,52.54698
2004,EN_HAZ_PCAP,Hungary,135.17202
2006,EN_HAZ_PCAP,Hungary,129.27492
2008,EN_HAZ_PCAP,Hungary,66.90401
2010,EN_HAZ_PCAP,Hungary,54.13122
2012,EN_HAZ_PCAP,Hungary,70.57418
2014,EN_HAZ_PCAP,Hungary,60.45399
2016,EN_HAZ_PCAP,Hungary,46.57505
2018,EN_HAZ_PCAP,Hungary,55.5263
2020,EN_HAZ_PCAP,Hungary,58.4782
2004,EN_HAZ_PCAP,Iceland,29.07707
2008,EN_HAZ_PCAP,Iceland,284.79612
2010,EN_HAZ_PCAP,Iceland,26.08589
2012,EN_HAZ_PCAP,Iceland,50.66671
2014,EN_HAZ_PCAP,Iceland,110.63838
2016,EN_HAZ_PCAP,Iceland,142.56945
2018,EN_HAZ_PCAP,Iceland,91.65991
2020,EN_HAZ_PCAP,Iceland,113.06928
2000,EN_HAZ_PCAP,India,6.83609
2006,EN_HAZ_PCAP,India,6.94318
2008,EN_HAZ_PCAP,India,5.16477
2011,EN_HAZ_PCAP,India,6.28459
2012,EN_HAZ_PCAP,India,6.19857
2014,EN_HAZ_PCAP,India,5.67835
2015,EN_HAZ_PCAP,India,5.89895
2016,EN_HAZ_PCAP,India,3.84755
2017,EN_HAZ_PCAP,India,5.2967
2018,EN_HAZ_PCAP,India,6.89689
2019,EN_HAZ_PCAP,India,6.24622
2004,EN_HAZ_PCAP,Ireland,179.65106
2006,EN_HAZ_PCAP,Ireland,167.37268
2008,EN_HAZ_PCAP,Ireland,166.97044
2010,EN_HAZ_PCAP,Ireland,435.88616
