Year,SeriesCode,GeoAreaName,Sex,Value
2013,SI_AGR_SSFP,Georgia,FEMALE,1053.09
2013,SI_AGR_SSFP,Georgia,MALE,1387.73
2013,SI_AGR_SSFP,Georgia,BOTHSEX,1279.27
2014,SI_AGR_SSFP,Georgia,BOTHSEX,1793.14
2014,SI_AGR_SSFP,Georgia,FEMALE,1507.08
2014,SI_AGR_SSFP,Georgia,MALE,1933.27
2015,SI_AGR_SSFP,Georgia,MALE,1737.1
2015,SI_AGR_SSFP,Georgia,BOTHSEX,1578.96
2015,SI_AGR_SSFP,Georgia,FEMALE,1234.16
2016,SI_AGR_SSFP,Georgia,BOTHSEX,7778.03
2016,SI_AGR_SSFP,Georgia,FEMALE,6108.1
2016,SI_AGR_SSFP,Georgia,MALE,8481.51
2020,SI_AGR_SSFP,Georgia,BOTHSEX,1642.77
2020,SI_AGR_SSFP,Georgia,FEMALE,1864.94
2020,SI_AGR_SSFP,Georgia,MALE,1234.21
2005,SI_AGR_SSFP,India,FEMALE,1407.53
2005,SI_AGR_SSFP,India,MALE,1970.35
2005,SI_AGR_SSFP,India,BOTHSEX,1916.82
2012,SI_AGR_SSFP,India,BOTHSEX,1685.35
2012,SI_AGR_SSFP,India,MALE,1758.0
2012,SI_AGR_SSFP,India,FEMALE,1236.77
2005,SI_AGR_SSFP,Albania,BOTHSEX,3376.3
2005,SI_AGR_SSFP,Albania,FEMALE,2601.58
2005,SI_AGR_SSFP,Albania,MALE,3452.92
2005,SI_AGR_LSFP,Albania,FEMALE,6715.87
2005,SI_AGR_LSFP,Albania,MALE,7850.27
2005,SI_AGR_LSFP,Albania,BOTHSEX,7799.64
2013,SI_AGR_SSFP,Kyrgyzstan,FEMALE,1644.33
2013,SI_AGR_SSFP,Kyrgyzstan,BOTHSEX,2190.63
2013,SI_AGR_SSFP,Kyrgyzstan,MALE,2424.84
2007,SI_AGR_LSFP,Serbia,MALE,4287.3
2007,SI_AGR_LSFP,Serbia,BOTHSEX,4200.37
2007,SI_AGR_LSFP,Serbia,FEMALE,3475.78
2010,SI_AGR_SSFP,Armenia,BOTHSEX,1229.91
2010,SI_AGR_SSFP,Armenia,FEMALE,1048.0
2010,SI_AGR_SSFP,Armenia,MALE,1311.15
2013,SI_AGR_SSFP,Armenia,MALE,1346.55
2013,SI_AGR_SSFP,Armenia,BOTHSEX,1240.03
2013,SI_AGR_SSFP,Armenia,FEMALE,1000.64
2014,SI_AGR_SSFP,Mexico,MALE,1149.0
2014,SI_AGR_SSFP,Mexico,FEMALE,645.43
2014,SI_AGR_SSFP,Mexico,BOTHSEX,1080.61
2010,SI_AGR_LSFP,Viet Nam,FEMALE,8964.71
2010,SI_AGR_LSFP,Viet Nam,MALE,10440.75
2010,SI_AGR_LSFP,Viet Nam,BOTHSEX,10252.38
2007,SI_AGR_SSFP,Serbia,FEMALE,407.38
2007,SI_AGR_SSFP,Serbia,MALE,958.18
2007,SI_AGR_SSFP,Serbia,BOTHSEX,839.39
2007,SI_AGR_SSFP,Bulgaria,MALE,1531.67
2007,SI_AGR_SSFP,Bulgaria,BOTHSEX,1430.55
2007,SI_AGR_SSFP,Bulgaria,FEMALE,983.02
2010,SI_AGR_SSFP,Viet Nam,MALE,3594.1
2010,SI_AGR_SSFP,Viet Nam,BOTHSEX,3397.83
2010,SI_AGR_SSFP,Viet Nam,FEMALE,2737.92
2001,SI_AGR_SSFP,Canada,FEMALE,-4078.78
2001,SI_AGR_SSFP,Canada,BOTHSEX,-4794.24
2001,SI_AGR_SSFP,Canada,MALE,-5091.27
2006,SI_AGR_SSFP,Canada,FEMALE,-4066.53
2006,SI_AGR_SSFP,Canada,BOTHSEX,-4801.97
2006,SI_AGR_SSFP,Canada,MALE,-5130.4
2011,SI_AGR_SSFP,Canada,FEMALE,-3692.48
2011,SI_AGR_SSFP,Canada,MALE,-4643.48
2011,SI_AGR_SSFP,Canada,BOTHSEX,-4347.48
2010,SI_AGR_LSFP,Armenia,MALE,8678.75
2010,SI_AGR_LSFP,Armenia,FEMALE,7908.73
2010,SI_AGR_LSFP,Armenia,BOTHSEX,8521.98
2013,SI_AGR_LSFP,Armenia,FEMALE,8096.25
2013,SI_AGR_LSFP,Armenia,BOTHSEX,8979.8
2013,SI_AGR_LSFP,Armenia,MALE,9166.03
2016,SI_AGR_SSFP,Canada,BOTHSEX,-2387.97
2016,SI_AGR_SSFP,Canada,MALE,-2411.14
2016,SI_AGR_SSFP,Canada,FEMALE,-2341.22
2007,SI_AGR_LSFP,Bulgaria,BOTHSEX,7067.94
2007,SI_AGR_LSFP,Bulgaria,MALE,7436.54
2007,SI_AGR_LSFP,Bulgaria,FEMALE,3410.26
2001,SI_AGR_LSFP,Canada,MALE,31492.26
2001,SI_AGR_LSFP,Canada,BOTHSEX,27660.78
2001,SI_AGR_LSFP,Canada,FEMALE,15843.22
2006,SI_AGR_LSFP,Canada,MALE,38407.84
2006,SI_AGR_LSFP,Canada,FEMALE,20414.06
2006,SI_AGR_LSFP,Canada,BOTHSEX,33756.63
2011,SI_AGR_LSFP,Canada,FEMALE,29957.16
2011,SI_AGR_LSFP,Canada,MALE,63435.66
2011,SI_AGR_LSFP,Canada,BOTHSEX,55012.75
2016,SI_AGR_LSFP,Canada,BOTHSEX,74071.08
2016,SI_AGR_LSFP,Canada,MALE,85122.26
2016,SI_AGR_LSFP,Canada,FEMALE,42393.25
2013,SI_AGR_LSFP,Georgia,FEMALE,4724.03
2013,SI_AGR_LSFP,Georgia,BOTHSEX,4809.88
2013,SI_AGR_LSFP,Georgia,MALE,4838.79
2014,SI_AGR_LSFP,Georgia,FEMALE,6029.4
2014,SI_AGR_LSFP,Georgia,BOTHSEX,6252.66
2014,SI_AGR_LSFP,Georgia,MALE,6320.43
2015,SI_AGR_LSFP,Georgia,BOTHSEX,5566.32
2015,SI_AGR_LSFP,Georgia,MALE,5630.73
2015,SI_AGR_LSFP,Georgia,FEMALE,5319.82
2016,SI_AGR_LSFP,Georgia,FEMALE,63238.25
2016,SI_AGR_LSFP,Georgia,MALE,53752.16
2016,SI_AGR_LSFP,Georgia,BOTHSEX,56178.17
2020,SI_AGR_LSFP,Georgia,FEMALE,15162.38
2020,SI_AGR_LSFP,Georgia,BOTHSEX,14326.06
2020,SI_AGR_LSFP,Georgia,MALE,10579.23
2005,SI_AGR_LSFP,India,FEMALE,2541.05
2005,SI_AGR_LSFP,India,BOTHSEX,4236.64
2005,SI_AGR_LSFP,India,MALE,4341.42
2012,SI_AGR_LSFP,India,MALE,3590.57
2012,SI_AGR_LSFP,India,BOTHSEX,3518.17
2012,SI_AGR_LSFP,India,FEMALE,2867.13
2013,SI_AGR_LSFP,Kyrgyzstan,MALE,6411.02
2013,SI_AGR_LSFP,Kyrgyzstan,FEMALE,6565.99
2013,SI_AGR_LSFP,Kyrgyzstan,BOTHSEX,6442.13
2014,SI_AGR_LSFP,Mexico,MALE,4859.44
2014,SI_AGR_LSFP,Mexico,BOTHSEX,4805.71
2014,SI_AGR_LSFP,Mexico,FEMALE,4368.14
