Year,SeriesCode,Страна ,Age,Parliamentary committees,Sex,Value
2023,SG_DMK_PARLCC_LC,Finland,46+,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Montenegro,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Montenegro,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Montenegro,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,FOR_AFF,FEMALE,1
2021,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,DEFENCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,DEFENCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,FOR_AFF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Netherlands (Kingdom of the),46+,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,New Zealand,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,New Zealand,46+,FAFF_DEF,FEMALE,1
2021,SG_DMK_PARLCC_LC,New Zealand,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,New Zealand,_U,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,New Zealand,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,New Zealand,46+,FAFF_DEF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Finland,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Finland,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Finland,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,France,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,France,46+,FOR_AFF,FEMALE,1
2021,SG_DMK_PARLCC_LC,France,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,France,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,France,46+,DEFENCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,France,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,France,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,France,46+,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,France,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,France,46+,DEFENCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,France,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,France,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,France,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,New Zealand,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,New Zealand,_U,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,New Zealand,46+,FAFF_DEF,FEMALE,1
2023,SG_DMK_PARLCC_LC,New Zealand,_U,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,New Zealand,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,New Zealand,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Norway,46+,FAFF_DEF,FEMALE,1
2021,SG_DMK_PARLCC_LC,Norway,_X,GEN_EQU,_X,0
2021,SG_DMK_PARLCC_LC,Norway,<=45Y,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Norway,_U,HUM_RIGH,_U,1
2022,SG_DMK_PARLCC_LC,Norway,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Norway,<=45Y,FAFF_DEF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Norway,<=45Y,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Norway,<=45Y,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Norway,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Norway,<=45Y,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,France,<=45Y,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,France,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Georgia,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Georgia,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Georgia,<=45Y,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Georgia,<=45Y,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Georgia,_U,GEN_EQU,_U,1
2022,SG_DMK_PARLCC_LC,Georgia,<=45Y,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Norway,46+,FAFF_DEF,FEMALE,1
2023,SG_DMK_PARLCC_LC,Norway,<=45Y,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Poland,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Poland,<=45Y,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Poland,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Poland,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Poland,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Poland,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Poland,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Poland,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Poland,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Poland,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Poland,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Poland,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Poland,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Poland,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Poland,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Portugal,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Portugal,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Portugal,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Portugal,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Portugal,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Portugal,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Portugal,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Portugal,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Portugal,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Portugal,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Portugal,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Portugal,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Portugal,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Portugal,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Portugal,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Romania,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Romania,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Romania,46+,FOR_AFF,FEMALE,1
2021,SG_DMK_PARLCC_LC,Romania,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Romania,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Romania,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Romania,46+,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Romania,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Romania,<=45Y,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Georgia,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Georgia,_U,GEN_EQU,_U,1
2022,SG_DMK_PARLCC_LC,Georgia,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Georgia,<=45Y,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Georgia,<=45Y,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Georgia,<=45Y,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Georgia,<=45Y,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Georgia,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Georgia,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Germany,46+,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Germany,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Germany,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Germany,<=45Y,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Germany,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Germany,46+,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Germany,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Germany,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Germany,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Germany,46+,DEFENCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Germany,46+,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Germany,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Germany,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Germany,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Germany,46+,DEFENCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Greece,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Greece,_U,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Greece,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Greece,_U,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Greece,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Greece,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Greece,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Greece,_U,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Greece,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Greece,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Greece,_U,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Greece,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Greece,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Greece,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Greece,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Greece,_U,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Greece,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Greece,_U,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Hungary,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Hungary,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Hungary,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Hungary,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Hungary,_U,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Hungary,_U,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Hungary,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Hungary,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Hungary,_U,GEN_EQU,MALE,1
2022,SG_DMK_PARLCC_LC,Hungary,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Hungary,46+,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Hungary,_U,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Hungary,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Hungary,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Hungary,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Romania,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Romania,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Romania,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Romania,46+,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Romania,<=45Y,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Romania,46+,FOR_AFF,FEMALE,1
2021,SG_DMK_PARLCC_LC,Serbia,46+,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Serbia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Hungary,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Hungary,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Hungary,46+,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Hungary,_U,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Hungary,_U,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Hungary,46+,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Iceland,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Iceland,_X,DEFENCE,_X,0
2021,SG_DMK_PARLCC_LC,Iceland,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Iceland,46+,FOR_AFF,FEMALE,1
2021,SG_DMK_PARLCC_LC,Iceland,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Iceland,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Iceland,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Iceland,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Iceland,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Iceland,_X,DEFENCE,_X,0
2023,SG_DMK_PARLCC_LC,Iceland,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Iceland,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Iceland,_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,Iceland,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,Iceland,_X,DEFENCE,_X,0
2021,SG_DMK_PARLCC_LC,India,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,India,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,India,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,India,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,India,_X,HUM_RIGH,_X,0
2021,SG_DMK_PARLCC_LC,Serbia,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Serbia,46+,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Serbia,46+,DEFENCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Serbia,46+,FINANCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Serbia,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Serbia,46+,DEFENCE,FEMALE,1
2022,SG_DMK_PARLCC_LC,Serbia,46+,HUM_RIGH,FEMALE,1
2022,SG_DMK_PARLCC_LC,Serbia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Serbia,<=45Y,HUM_RIGH,MALE,1
2023,SG_DMK_PARLCC_LC,Serbia,<=45Y,GEN_EQU,MALE,1
2023,SG_DMK_PARLCC_LC,Serbia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Serbia,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Serbia,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Slovakia,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Slovakia,<=45Y,FINANCE,FEMALE,1
2021,SG_DMK_PARLCC_LC,Slovakia,_U,HUM_RIGH,_U,1
2021,SG_DMK_PARLCC_LC,Slovakia,<=45Y,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Slovakia,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Slovakia,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Slovakia,<=45Y,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Slovakia,<=45Y,HUM_RIGH,MALE,1
2022,SG_DMK_PARLCC_LC,Slovakia,_X,GEN_EQU,_X,0
2022,SG_DMK_PARLCC_LC,Slovakia,<=45Y,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Slovakia,<=45Y,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Slovakia,<=45Y,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Slovakia,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Slovakia,_X,GEN_EQU,_X,0
2023,SG_DMK_PARLCC_LC,Slovakia,<=45Y,HUM_RIGH,MALE,1
2021,SG_DMK_PARLCC_LC,Viet Nam,46+,FOR_AFF,MALE,1
2021,SG_DMK_PARLCC_LC,Viet Nam,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Viet Nam,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Viet Nam,46+,GEN_EQU,MALE,1
2021,SG_DMK_PARLCC_LC,Viet Nam,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Viet Nam,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Viet Nam,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Viet Nam,_X,HUM_RIGH,_X,0
2022,SG_DMK_PARLCC_LC,Viet Nam,46+,FOR_AFF,MALE,1
2022,SG_DMK_PARLCC_LC,Viet Nam,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Viet Nam,_X,HUM_RIGH,_X,0
2023,SG_DMK_PARLCC_LC,Viet Nam,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Viet Nam,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Viet Nam,46+,FINANCE,MALE,1
2023,SG_DMK_PARLCC_LC,Viet Nam,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Slovenia,46+,GEN_EQU,FEMALE,1
2021,SG_DMK_PARLCC_LC,Slovenia,46+,HUM_RIGH,FEMALE,1
2021,SG_DMK_PARLCC_LC,Slovenia,46+,DEFENCE,MALE,1
2021,SG_DMK_PARLCC_LC,Slovenia,46+,FINANCE,MALE,1
2021,SG_DMK_PARLCC_LC,Slovenia,46+,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Slovenia,46+,GEN_EQU,FEMALE,1
2022,SG_DMK_PARLCC_LC,Slovenia,46+,DEFENCE,MALE,1
2022,SG_DMK_PARLCC_LC,Slovenia,46+,FINANCE,MALE,1
2022,SG_DMK_PARLCC_LC,Slovenia,46+,FOR_AFF,FEMALE,1
2022,SG_DMK_PARLCC_LC,Slovenia,46+,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Slovenia,46+,GEN_EQU,FEMALE,1
2023,SG_DMK_PARLCC_LC,Slovenia,46+,FOR_AFF,MALE,1
2023,SG_DMK_PARLCC_LC,Slovenia,46+,FINANCE,FEMALE,1
2023,SG_DMK_PARLCC_LC,Slovenia,46+,DEFENCE,MALE,1
2023,SG_DMK_PARLCC_LC,Slovenia,46+,HUM_RIGH,FEMALE,1
2023,SG_DMK_PARLCC_LC,Slovenia,46+,HUM_RIGH,FEMALE,1
