Year,SeriesCode,GeoAreaName,Age,Freq,Location,Sex,Value
2017,ER_PTD_MTN,China,,,,,11.19295
2018,ER_PTD_MTN,China,,,,,11.84824
2019,ER_PTD_MTN,New Zealand,,,,,34.01366
2020,ER_PTD_MTN,New Zealand,,,,,34.01585
2021,ER_PTD_MTN,New Zealand,,,,,34.01585
2022,ER_PTD_MTN,New Zealand,,,,,34.01585
2000,ER_PTD_MTN,Norway,,,,,37.27139
2001,ER_PTD_MTN,Norway,,,,,37.27139
2002,ER_PTD_MTN,Norway,,,,,37.76674
2003,ER_PTD_MTN,Norway,,,,,38.68932
2004,ER_PTD_MTN,Norway,,,,,46.02935
2005,ER_PTD_MTN,Norway,,,,,46.02935
2006,ER_PTD_MTN,Norway,,,,,56.75729
2007,ER_PTD_MTN,Norway,,,,,56.77016
2019,ER_PTD_MTN,China,,,,,11.84824
2020,ER_PTD_MTN,China,,,,,11.84824
2021,ER_PTD_MTN,China,,,,,11.84824
2022,ER_PTD_MTN,China,,,,,11.84824
2000,ER_PTD_MTN,Colombia,,,,,27.43047
2001,ER_PTD_MTN,Colombia,,,,,27.52242
2013,ER_PTD_MTN,Iceland,,,,,32.48418
2014,ER_PTD_MTN,Iceland,,,,,32.48418
2015,ER_PTD_MTN,Iceland,,,,,32.48418
2016,ER_PTD_MTN,Iceland,,,,,32.48418
2017,ER_PTD_MTN,Iceland,,,,,32.48418
2018,ER_PTD_MTN,Iceland,,,,,32.48418
2019,ER_PTD_MTN,Iceland,,,,,32.48418
2020,ER_PTD_MTN,Iceland,,,,,32.48418
2021,ER_PTD_MTN,Iceland,,,,,40.68288
2022,ER_PTD_MTN,Iceland,,,,,40.68288
2000,ER_PTD_MTN,India,,,,,1.13494
2001,ER_PTD_MTN,India,,,,,1.13494
2002,ER_PTD_MTN,Colombia,,,,,27.52242
2003,ER_PTD_MTN,Colombia,,,,,27.52242
2004,ER_PTD_MTN,Colombia,,,,,27.52255
2005,ER_PTD_MTN,Colombia,,,,,28.50898
2006,ER_PTD_MTN,Colombia,,,,,31.50953
2007,ER_PTD_MTN,Colombia,,,,,34.53832
2008,ER_PTD_MTN,Norway,,,,,58.33229
2009,ER_PTD_MTN,Norway,,,,,58.33229
2010,ER_PTD_MTN,Norway,,,,,58.33229
2011,ER_PTD_MTN,Norway,,,,,65.71634
2012,ER_PTD_MTN,Norway,,,,,65.71634
2013,ER_PTD_MTN,Norway,,,,,65.71634
2008,ER_PTD_MTN,Colombia,,,,,37.92684
2009,ER_PTD_MTN,Colombia,,,,,40.10509
2010,ER_PTD_MTN,Colombia,,,,,40.46621
2011,ER_PTD_MTN,Colombia,,,,,45.38754
2012,ER_PTD_MTN,Colombia,,,,,45.38788
2013,ER_PTD_MTN,Colombia,,,,,46.67175
2014,ER_PTD_MTN,Norway,,,,,66.19954
2015,ER_PTD_MTN,Norway,,,,,66.21376
2016,ER_PTD_MTN,Norway,,,,,66.21376
2017,ER_PTD_MTN,Norway,,,,,66.21376
2018,ER_PTD_MTN,Norway,,,,,66.74903
2019,ER_PTD_MTN,Norway,,,,,66.99626
2014,ER_PTD_MTN,Colombia,,,,,47.6865
2015,ER_PTD_MTN,Colombia,,,,,50.2421
2016,ER_PTD_MTN,Colombia,,,,,52.65053
2017,ER_PTD_MTN,Colombia,,,,,54.9348
2018,ER_PTD_MTN,Colombia,,,,,57.68949
2019,ER_PTD_MTN,Colombia,,,,,61.50104
2020,ER_PTD_MTN,Norway,,,,,66.99626
2021,ER_PTD_MTN,Norway,,,,,66.99626
2022,ER_PTD_MTN,Norway,,,,,66.99626
2000,ER_PTD_MTN,Poland,,,,,77.36022
2001,ER_PTD_MTN,Poland,,,,,77.36022
2002,ER_PTD_MTN,Poland,,,,,77.36022
2020,ER_PTD_MTN,Colombia,,,,,61.53698
2021,ER_PTD_MTN,Colombia,,,,,61.57578
2022,ER_PTD_MTN,Colombia,,,,,61.57578
2000,ER_PTD_MTN,Costa Rica,,,,,42.77912
2001,ER_PTD_MTN,Costa Rica,,,,,42.78855
2002,ER_PTD_MTN,Costa Rica,,,,,43.08991
2002,ER_PTD_MTN,India,,,,,1.13494
2003,ER_PTD_MTN,India,,,,,1.13494
2004,ER_PTD_MTN,India,,,,,1.13494
2005,ER_PTD_MTN,India,,,,,1.13494
2006,ER_PTD_MTN,India,,,,,1.13494
2007,ER_PTD_MTN,India,,,,,1.13494
2008,ER_PTD_MTN,India,,,,,1.13494
2009,ER_PTD_MTN,India,,,,,1.13494
2010,ER_PTD_MTN,India,,,,,1.13494
2011,ER_PTD_MTN,India,,,,,1.13494
2012,ER_PTD_MTN,India,,,,,9.47735
2013,ER_PTD_MTN,India,,,,,9.47735
2014,ER_PTD_MTN,India,,,,,9.84965
2015,ER_PTD_MTN,India,,,,,9.84965
2016,ER_PTD_MTN,India,,,,,10.06659
2017,ER_PTD_MTN,India,,,,,10.06659
2018,ER_PTD_MTN,India,,,,,10.06659
2019,ER_PTD_MTN,India,,,,,10.06659
2003,ER_PTD_MTN,Costa Rica,,,,,43.25062
2004,ER_PTD_MTN,Costa Rica,,,,,43.36453
2005,ER_PTD_MTN,Costa Rica,,,,,43.37345
2006,ER_PTD_MTN,Costa Rica,,,,,43.38182
2007,ER_PTD_MTN,Costa Rica,,,,,43.38476
2008,ER_PTD_MTN,Costa Rica,,,,,43.38476
2003,ER_PTD_MTN,Poland,,,,,77.36022
2004,ER_PTD_MTN,Poland,,,,,77.36027
2005,ER_PTD_MTN,Poland,,,,,77.36027
2006,ER_PTD_MTN,Poland,,,,,77.36027
2007,ER_PTD_MTN,Poland,,,,,84.78293
2008,ER_PTD_MTN,Poland,,,,,86.88529
2020,ER_PTD_MTN,India,,,,,10.06659
2021,ER_PTD_MTN,India,,,,,10.06659
2022,ER_PTD_MTN,India,,,,,10.06659
2000,ER_PTD_MTN,Ireland,,,,,27.28446
2001,ER_PTD_MTN,Ireland,,,,,27.28446
2002,ER_PTD_MTN,Ireland,,,,,27.28446
2001,ER_PTD_MTN,Azerbaijan,,,,,32.89862
2002,ER_PTD_MTN,Azerbaijan,,,,,32.89862
2003,ER_PTD_MTN,Azerbaijan,,,,,36.47725
2004,ER_PTD_MTN,Azerbaijan,,,,,41.7327
2005,ER_PTD_MTN,Azerbaijan,,,,,41.96663
2006,ER_PTD_MTN,Azerbaijan,,,,,50.04243
2009,ER_PTD_MTN,Poland,,,,,89.70914
2010,ER_PTD_MTN,Poland,,,,,89.70914
2011,ER_PTD_MTN,Poland,,,,,94.3974
2012,ER_PTD_MTN,Poland,,,,,94.3974
2013,ER_PTD_MTN,Poland,,,,,94.3974
2014,ER_PTD_MTN,Poland,,,,,94.3974
2003,ER_PTD_MTN,Ireland,,,,,27.28446
2004,ER_PTD_MTN,Ireland,,,,,27.28446
2005,ER_PTD_MTN,Ireland,,,,,30.30732
2006,ER_PTD_MTN,Ireland,,,,,59.41078
2007,ER_PTD_MTN,Ireland,,,,,59.41078
2008,ER_PTD_MTN,Ireland,,,,,59.41078
2009,ER_PTD_MTN,Costa Rica,,,,,43.38476
2010,ER_PTD_MTN,Costa Rica,,,,,43.38476
2011,ER_PTD_MTN,Costa Rica,,,,,43.38476
2012,ER_PTD_MTN,Costa Rica,,,,,43.38659
2013,ER_PTD_MTN,Costa Rica,,,,,43.38816
2014,ER_PTD_MTN,Costa Rica,,,,,43.43043
2007,ER_PTD_MTN,Azerbaijan,,,,,50.04243
2008,ER_PTD_MTN,Azerbaijan,,,,,53.42114
2009,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2010,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2011,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2012,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2009,ER_PTD_MTN,Ireland,,,,,61.24654
2010,ER_PTD_MTN,Ireland,,,,,62.16669
2011,ER_PTD_MTN,Ireland,,,,,62.16669
2012,ER_PTD_MTN,Ireland,,,,,62.16669
2013,ER_PTD_MTN,Ireland,,,,,62.16669
2014,ER_PTD_MTN,Ireland,,,,,62.16669
2015,ER_PTD_MTN,Costa Rica,,,,,43.43043
2016,ER_PTD_MTN,Costa Rica,,,,,43.43043
2017,ER_PTD_MTN,Costa Rica,,,,,43.43043
2018,ER_PTD_MTN,Costa Rica,,,,,43.4353
2019,ER_PTD_MTN,Costa Rica,,,,,43.58512
2020,ER_PTD_MTN,Costa Rica,,,,,43.58512
2013,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2014,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2015,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2016,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2017,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2018,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2015,ER_PTD_MTN,Ireland,,,,,62.16669
2016,ER_PTD_MTN,Ireland,,,,,62.48657
2017,ER_PTD_MTN,Ireland,,,,,64.52037
2018,ER_PTD_MTN,Ireland,,,,,65.35316
2019,ER_PTD_MTN,Ireland,,,,,65.5093
2020,ER_PTD_MTN,Ireland,,,,,65.5093
2021,ER_PTD_MTN,Ireland,,,,,65.5093
2022,ER_PTD_MTN,Ireland,,,,,65.5093
2000,ER_PTD_MTN,Israel,,,,,15.94068
2001,ER_PTD_MTN,Israel,,,,,15.94068
2002,ER_PTD_MTN,Israel,,,,,16.37736
2003,ER_PTD_MTN,Israel,,,,,24.22118
2021,ER_PTD_MTN,Costa Rica,,,,,43.58512
2022,ER_PTD_MTN,Costa Rica,,,,,43.58512
2000,ER_PTD_MTN,Croatia,,,,,23.15899
2001,ER_PTD_MTN,Croatia,,,,,23.17296
2002,ER_PTD_MTN,Croatia,,,,,23.17398
2003,ER_PTD_MTN,Croatia,,,,,23.18993
2019,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2020,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2021,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2022,ER_PTD_MTN,Azerbaijan,,,,,55.5121
2000,ER_PTD_MTN,Australia,,,,,34.90065
2001,ER_PTD_MTN,Australia,,,,,35.12624
2004,ER_PTD_MTN,Israel,,,,,24.22118
2005,ER_PTD_MTN,Israel,,,,,24.22332
2006,ER_PTD_MTN,Israel,,,,,24.22332
2007,ER_PTD_MTN,Israel,,,,,25.83478
2008,ER_PTD_MTN,Israel,,,,,28.03363
2009,ER_PTD_MTN,Israel,,,,,28.03363
2010,ER_PTD_MTN,Israel,,,,,28.03363
2011,ER_PTD_MTN,Israel,,,,,28.03572
2012,ER_PTD_MTN,Israel,,,,,28.03572
2013,ER_PTD_MTN,Israel,,,,,28.03572
2014,ER_PTD_MTN,Israel,,,,,28.03572
2015,ER_PTD_MTN,Israel,,,,,28.03572
2004,ER_PTD_MTN,Croatia,,,,,23.18993
2005,ER_PTD_MTN,Croatia,,,,,23.18993
2006,ER_PTD_MTN,Croatia,,,,,23.18993
2007,ER_PTD_MTN,Croatia,,,,,23.18993
2008,ER_PTD_MTN,Croatia,,,,,23.18993
2009,ER_PTD_MTN,Croatia,,,,,23.18993
2002,ER_PTD_MTN,Australia,,,,,35.13305
2003,ER_PTD_MTN,Australia,,,,,36.32667
2004,ER_PTD_MTN,Australia,,,,,36.35666
2005,ER_PTD_MTN,Australia,,,,,36.57938
2006,ER_PTD_MTN,Australia,,,,,40.65307
2007,ER_PTD_MTN,Australia,,,,,42.92826
2010,ER_PTD_MTN,Croatia,,,,,23.18993
2011,ER_PTD_MTN,Croatia,,,,,23.18993
2012,ER_PTD_MTN,Croatia,,,,,23.18993
2013,ER_PTD_MTN,Croatia,,,,,67.20983
2014,ER_PTD_MTN,Croatia,,,,,73.73557
2015,ER_PTD_MTN,Croatia,,,,,73.73557
2016,ER_PTD_MTN,Israel,,,,,28.03572
2017,ER_PTD_MTN,Israel,,,,,28.16651
2018,ER_PTD_MTN,Israel,,,,,28.8768
2019,ER_PTD_MTN,Israel,,,,,28.93922
2020,ER_PTD_MTN,Israel,,,,,28.93922
2021,ER_PTD_MTN,Israel,,,,,28.93922
2016,ER_PTD_MTN,Croatia,,,,,73.73557
2017,ER_PTD_MTN,Croatia,,,,,73.73557
2018,ER_PTD_MTN,Croatia,,,,,73.73557
2019,ER_PTD_MTN,Croatia,,,,,73.73557
2020,ER_PTD_MTN,Croatia,,,,,73.73557
2021,ER_PTD_MTN,Croatia,,,,,73.73557
2008,ER_PTD_MTN,Australia,,,,,43.6619
2009,ER_PTD_MTN,Australia,,,,,44.84546
2010,ER_PTD_MTN,Australia,,,,,45.86784
2011,ER_PTD_MTN,Australia,,,,,48.67561
2012,ER_PTD_MTN,Australia,,,,,49.25918
2013,ER_PTD_MTN,Australia,,,,,49.69943
2022,ER_PTD_MTN,Israel,,,,,28.93922
2000,ER_PTD_MTN,Italy,,,,,44.61015
2001,ER_PTD_MTN,Italy,,,,,45.41951
2002,ER_PTD_MTN,Italy,,,,,45.4196
2003,ER_PTD_MTN,Italy,,,,,50.41291
2004,ER_PTD_MTN,Italy,,,,,54.06546
2005,ER_PTD_MTN,Italy,,,,,63.32215
2006,ER_PTD_MTN,Italy,,,,,65.79931
2007,ER_PTD_MTN,Italy,,,,,69.10323
2008,ER_PTD_MTN,Italy,,,,,69.10323
2009,ER_PTD_MTN,Italy,,,,,72.473
2010,ER_PTD_MTN,Italy,,,,,72.473
2014,ER_PTD_MTN,Australia,,,,,50.53916
2015,ER_PTD_MTN,Australia,,,,,50.74175
2016,ER_PTD_MTN,Australia,,,,,56.77304
2017,ER_PTD_MTN,Australia,,,,,59.35762
2018,ER_PTD_MTN,Australia,,,,,63.25548
2019,ER_PTD_MTN,Australia,,,,,66.50263
2022,ER_PTD_MTN,Croatia,,,,,73.73557
2000,ER_PTD_MTN,Cyprus,,,,,5.93612
2001,ER_PTD_MTN,Cyprus,,,,,5.93612
2002,ER_PTD_MTN,Cyprus,,,,,5.93612
2003,ER_PTD_MTN,Cyprus,,,,,5.93612
2004,ER_PTD_MTN,Cyprus,,,,,8.34486
2011,ER_PTD_MTN,Italy,,,,,72.473
2012,ER_PTD_MTN,Italy,,,,,72.48528
2013,ER_PTD_MTN,Italy,,,,,72.95381
2014,ER_PTD_MTN,Italy,,,,,73.28634
2015,ER_PTD_MTN,Italy,,,,,74.03981
2016,ER_PTD_MTN,Italy,,,,,74.26916
2017,ER_PTD_MTN,Italy,,,,,75.03609
2018,ER_PTD_MTN,Italy,,,,,75.36063
2019,ER_PTD_MTN,Italy,,,,,75.5283
2020,ER_PTD_MTN,Italy,,,,,75.52841
2021,ER_PTD_MTN,Italy,,,,,75.52841
2022,ER_PTD_MTN,Italy,,,,,75.52841
2005,ER_PTD_MTN,Cyprus,,,,,18.8799
2006,ER_PTD_MTN,Cyprus,,,,,18.8799
2007,ER_PTD_MTN,Cyprus,,,,,49.07405
2008,ER_PTD_MTN,Cyprus,,,,,69.6256
2009,ER_PTD_MTN,Cyprus,,,,,69.68368
2010,ER_PTD_MTN,Cyprus,,,,,69.68368
2020,ER_PTD_MTN,Australia,,,,,66.52265
2021,ER_PTD_MTN,Australia,,,,,66.52265
2022,ER_PTD_MTN,Australia,,,,,66.52265
2000,ER_PTD_MTN,Austria,,,,,52.21336
2001,ER_PTD_MTN,Austria,,,,,54.46961
2002,ER_PTD_MTN,Austria,,,,,55.04493
2011,ER_PTD_MTN,Cyprus,,,,,72.07253
2012,ER_PTD_MTN,Cyprus,,,,,72.07253
2013,ER_PTD_MTN,Cyprus,,,,,77.61664
2014,ER_PTD_MTN,Cyprus,,,,,87.19208
2015,ER_PTD_MTN,Cyprus,,,,,87.50299
2016,ER_PTD_MTN,Cyprus,,,,,87.50308
2017,ER_PTD_MTN,Cyprus,,,,,87.50308
2018,ER_PTD_MTN,Cyprus,,,,,87.50308
2019,ER_PTD_MTN,Cyprus,,,,,90.96086
2020,ER_PTD_MTN,Cyprus,,,,,90.96086
2021,ER_PTD_MTN,Cyprus,,,,,90.96086
2022,ER_PTD_MTN,Cyprus,,,,,90.96086
2003,ER_PTD_MTN,Austria,,,,,55.22844
2004,ER_PTD_MTN,Austria,,,,,59.00051
2005,ER_PTD_MTN,Austria,,,,,59.036
2006,ER_PTD_MTN,Austria,,,,,60.72172
2007,ER_PTD_MTN,Austria,,,,,61.43149
2008,ER_PTD_MTN,Austria,,,,,61.50282
2000,ER_PTD_MTN,Japan,,,,,55.57843
2001,ER_PTD_MTN,Japan,,,,,56.63487
2002,ER_PTD_MTN,Japan,,,,,56.87116
2003,ER_PTD_MTN,Japan,,,,,57.19565
2004,ER_PTD_MTN,Japan,,,,,57.69938
2005,ER_PTD_MTN,Japan,,,,,57.82889
2000,ER_PTD_MTN,Czechia,,,,,51.19486
2001,ER_PTD_MTN,Czechia,,,,,51.21527
2002,ER_PTD_MTN,Czechia,,,,,51.22523
2003,ER_PTD_MTN,Czechia,,,,,51.22523
2004,ER_PTD_MTN,Czechia,,,,,73.31431
2005,ER_PTD_MTN,Czechia,,,,,91.2355
2015,ER_PTD_MTN,Poland,,,,,94.3974
2016,ER_PTD_MTN,Poland,,,,,94.3974
2017,ER_PTD_MTN,Poland,,,,,94.3974
2018,ER_PTD_MTN,Poland,,,,,94.3974
2019,ER_PTD_MTN,Poland,,,,,94.3974
2020,ER_PTD_MTN,Poland,,,,,94.3974
2009,ER_PTD_MTN,Austria,,,,,61.50581
2010,ER_PTD_MTN,Austria,,,,,62.71691
2011,ER_PTD_MTN,Austria,,,,,63.54955
2012,ER_PTD_MTN,Austria,,,,,63.57477
2013,ER_PTD_MTN,Austria,,,,,65.03622
2014,ER_PTD_MTN,Austria,,,,,65.07019
2006,ER_PTD_MTN,Czechia,,,,,91.26791
2007,ER_PTD_MTN,Czechia,,,,,91.26791
2008,ER_PTD_MTN,Czechia,,,,,91.26791
2009,ER_PTD_MTN,Czechia,,,,,96.36312
2010,ER_PTD_MTN,Czechia,,,,,96.36312
2011,ER_PTD_MTN,Czechia,,,,,96.37779
2015,ER_PTD_MTN,Austria,,,,,65.27334
2016,ER_PTD_MTN,Austria,,,,,65.2805
2017,ER_PTD_MTN,Austria,,,,,65.2805
2018,ER_PTD_MTN,Austria,,,,,65.29621
2019,ER_PTD_MTN,Austria,,,,,65.34537
2020,ER_PTD_MTN,Austria,,,,,65.34596
2006,ER_PTD_MTN,Japan,,,,,58.52642
2007,ER_PTD_MTN,Japan,,,,,59.12664
2008,ER_PTD_MTN,Japan,,,,,59.16896
2009,ER_PTD_MTN,Japan,,,,,59.82966
2010,ER_PTD_MTN,Japan,,,,,60.11729
2011,ER_PTD_MTN,Japan,,,,,61.29979
2012,ER_PTD_MTN,Czechia,,,,,96.37934
2013,ER_PTD_MTN,Czechia,,,,,96.38057
2014,ER_PTD_MTN,Czechia,,,,,96.38164
2015,ER_PTD_MTN,Czechia,,,,,96.38164
2016,ER_PTD_MTN,Czechia,,,,,96.38326
2017,ER_PTD_MTN,Czechia,,,,,96.38361
2021,ER_PTD_MTN,Austria,,,,,65.34596
2022,ER_PTD_MTN,Austria,,,,,65.34596
2000,ER_PTD_MTN,Armenia,,,,,12.99469
2001,ER_PTD_MTN,Armenia,,,,,12.99469
2002,ER_PTD_MTN,Armenia,,,,,15.56634
2003,ER_PTD_MTN,Armenia,,,,,15.56634
2012,ER_PTD_MTN,Japan,,,,,62.07941
2013,ER_PTD_MTN,Japan,,,,,62.84566
2014,ER_PTD_MTN,Japan,,,,,64.29873
2015,ER_PTD_MTN,Japan,,,,,66.13124
2016,ER_PTD_MTN,Japan,,,,,66.84446
2017,ER_PTD_MTN,Japan,,,,,67.23144
2018,ER_PTD_MTN,Czechia,,,,,97.72116
2019,ER_PTD_MTN,Czechia,,,,,97.72116
2020,ER_PTD_MTN,Czechia,,,,,97.72116
2021,ER_PTD_MTN,Czechia,,,,,97.72116
2022,ER_PTD_MTN,Czechia,,,,,97.72116
2018,ER_PTD_MTN,Japan,,,,,67.66312
2019,ER_PTD_MTN,Japan,,,,,67.74954
2020,ER_PTD_MTN,Japan,,,,,67.74954
2021,ER_PTD_MTN,Japan,,,,,67.74954
2022,ER_PTD_MTN,Japan,,,,,67.74954
2000,ER_PTD_MTN,Kazakhstan,,,,,17.44373
2001,ER_PTD_MTN,Kazakhstan,,,,,28.2619
2002,ER_PTD_MTN,Kazakhstan,,,,,28.2619
2003,ER_PTD_MTN,Kazakhstan,,,,,28.2619
2004,ER_PTD_MTN,Kazakhstan,,,,,33.84573
2005,ER_PTD_MTN,Kazakhstan,,,,,33.84573
2006,ER_PTD_MTN,Kazakhstan,,,,,36.49244
2007,ER_PTD_MTN,Kazakhstan,,,,,36.49244
2008,ER_PTD_MTN,Kazakhstan,,,,,36.49244
2009,ER_PTD_MTN,Kazakhstan,,,,,36.49244
2010,ER_PTD_MTN,Kazakhstan,,,,,38.11135
2011,ER_PTD_MTN,Kazakhstan,,,,,38.76497
2012,ER_PTD_MTN,Kazakhstan,,,,,38.78175
2021,ER_PTD_MTN,Poland,,,,,94.3974
2022,ER_PTD_MTN,Poland,,,,,94.3974
2000,ER_PTD_MTN,Portugal,,,,,59.24164
