Indicator,Disaggregation combinations using this value
#16-6-2-SP_PSR_OSATIS_GOV,1
#16-6-2-SP_PSR_SATIS_GOV,5
#16-7-1-SG_DMK_JDC,4
#16-7-1-SG_DMK_PSRVC,3
#16-7-2-IU_DMK_ICRS,1
#16-7-2-IU_DMK_INCL,1
#16-7-2-IU_DMK_RESP,1
