Indicator,Disaggregation combinations using this value
#10-6-1-SG_INT_MBRDEV,22
#10-6-1-SG_INT_VRTDEV,22
#16-8-1-SG_INT_MBRDEV,22
#16-8-1-SG_INT_VRTDEV,22
