Indicator,Disaggregation combinations using this value
#16-6-2-SP_PSR_SATIS_GOV,22
#16-6-2-SP_PSR_SATIS_HLTH,15
#16-6-2-SP_PSR_SATIS_PRM,15
#16-6-2-SP_PSR_SATIS_SEC,5
