Indicator,Disaggregation combinations using this value
#10-a-1,62
#17-10-1-TM_TAX_WMFN,29
#17-10-1-TM_TAX_WMPS,29
#17-12-1-TM_TAX_DMFN,56
#17-12-1-TM_TAX_DPRF,56
