Indicator,Disaggregation combinations using this value
#10-6-1-SG_INT_MBRDEV,33
#10-6-1-SG_INT_VRTDEV,33
#16-8-1-SG_INT_MBRDEV,33
#16-8-1-SG_INT_VRTDEV,33
