Indicator,Disaggregation combinations using this value
#12-4-2-EN_TWT_GENV,52
#12-6-1-EN_SCP_FRMN,36
#17-7-1-DC_ENVTECH_INV,1
#6-3-1,21
#9-2-1-NV_IND_MANF,63
#9-2-1-NV_IND_MANFPC,63
#9-2-1-NV_IND_MANF_CD,63
#9-2-2-SL_TLF_MANF,61
#9-2-2-SL_TLF_MANF_19ICLS,46
#9-3-1,51
#9-3-2,51
#9-4-1-EN_ATM_CO2MVA,62
#9-b-1,61
