Indicator,Disaggregation combinations using this value
#4-1-1,316
#4-5-1-SE_LGP_ACHI,100
#4-5-1-SE_NAP_ACHI,82
#4-5-1-SE_TOT_GPI,101
#4-5-1-SE_TOT_RUPI,96
#4-5-1-SE_TOT_SESPI,96
