Indicator,Disaggregation combinations using this value
#4-1-2,1716
#4-5-1-SE_AGP_CPRA,436
#4-5-1-SE_ALP_CPLR,425
#4-5-1-SE_AWP_CPRA,204
#4-5-1-SE_GPI_TCAQ,17
#4-a-1-SE_ACC_HNDWSH,37
#4-a-1-SE_ACS_CMPTR,35
#4-a-1-SE_ACS_ELECT,38
#4-a-1-SE_ACS_H2O,34
#4-a-1-SE_ACS_INTNT,36
#4-a-1-SE_ACS_SANIT,32
#4-a-1-SE_INF_DSBL,13
#4-c-1,54
