Indicator,Disaggregation combinations using this value
#12-4-2-EN_TWT_GENV,48
#12-6-1-EN_SCP_FRMN,16
#17-7-1-DC_ENVTECH_INV,1
#6-3-1,17
#8-3-1-SL_ISV_IFEM,141
#8-3-1-SL_ISV_IFEM_19ICLS,119
