Indicator,Disaggregation combinations using this value
#1-3-1-SI_COV_LMKT,25
#1-3-1-SI_COV_SOCAST,30
#1-3-1-SI_COV_SOCINS,29
#10-1-1,56
#4-1-2,1488
#4-5-1-SE_AGP_CPRA,324
#4-5-1-SE_ALP_CPLR,301
#4-5-1-SE_AWP_CPRA,610
#8-10-2-FB_BNK_ACCSS,456
