Indicator,Disaggregation combinations using this value
#10-6-1-SG_INT_MBRDEV,63
#10-6-1-SG_INT_VRTDEV,63
#16-8-1-SG_INT_MBRDEV,63
#16-8-1-SG_INT_VRTDEV,63
